municipality,party,expected_N,total_N,point_estimate
Nyborg,Other,527.7778460963236,23991.999999999996,0.02199807627943997
Nyborg,Other - Left,1709.9063631363663,23991.999999999996,0.07126985508237607
Nyborg,Other - Right,2646.0558641743214,23991.999999999996,0.1102890907041648
Nyborg,V: Venstre,2408.529957190141,23991.999999999996,0.1003888778422033
Nyborg,Æ: Danmarksdemokraterne,1513.6620063122439,23991.999999999996,0.06309028035646233
Næstved,A: Socialdemokratiet,17931.110622157223,62181.00000000002,0.28836960843597265
Næstved,Did not vote,2811.1465437357942,62181.00000000002,0.04520909190485507
Næstved,F: SF - Socialistisk Folkeparti,6215.28168224799,62181.00000000002,0.09995467558012879
Næstved,I: Liberal Alliance,3870.209404016189,62181.00000000002,0.062241028674614236
Næstved,M: Moderaterne,9330.960570825942,62181.00000000002,0.15006128191611487
Næstved,Other,1167.019669478041,62181.00000000002,0.018768107130442427
Næstved,Other - Left,4336.438606969058,62181.00000000002,0.06973896539085986
Næstved,Other - Right,8513.586227928383,62181.00000000002,0.13691619993130344
Næstved,V: Venstre,4730.147982790811,62181.00000000002,0.07607063223156284
Næstved,Æ: Danmarksdemokraterne,3275.0986898505826,62181.00000000002,0.05267040880414566
Odder,A: Socialdemokratiet,5111.3142100618115,17499.000000000007,0.29209178867717067
Odder,Did not vote,573.3048337273877,17499.000000000007,0.032762148335755616
Odder,F: SF - Socialistisk Folkeparti,1859.128514669,17499.000000000007,0.10624198609457679
Odder,I: Liberal Alliance,1077.0472909398238,17499.000000000007,0.06154907657236547
Odder,M: Moderaterne,1986.4994657785032,17499.000000000007,0.11352074208689082
Odder,Other,415.6445347273726,17499.000000000007,0.023752473554338672
Odder,Other - Left,1762.7194097509748,17499.000000000007,0.1007325795617449
Odder,Other - Right,1589.571013200445,17499.000000000007,0.09083782005831444
Odder,V: Venstre,2079.311528893646,17499.000000000007,0.11882459162772988
Odder,Æ: Danmarksdemokraterne,1044.4591982510374,17499.000000000007,0.05968679343111246
Odense,A: Socialdemokratiet,34894.078257571375,151065,0.2309871794099982
Odense,Did not vote,7021.573704885076,151065,0.046480479958197304
Odense,F: SF - Socialistisk Folkeparti,18600.17034903706,151065,0.12312693442582372
Odense,I: Liberal Alliance,11366.692572885766,151065,0.07524372007338408
Odense,M: Moderaterne,16850.099768082702,151065,0.11154204989959754
Odense,Other,5186.290914055252,151065,0.034331518975641295
Odense,Other - Left,22842.941381431883,151065,0.15121266594798188
Odense,Other - Right,15069.80957016829,151065,0.09975712157129904
Odense,V: Venstre,11952.403225933924,151065,0.07912092957292506
Odense,Æ: Danmarksdemokraterne,7280.940255948702,151065,0.048197400165152095
Odsherred,A: Socialdemokratiet,8348.357113711456,25091.000000000004,0.3327231722016442
Odsherred,Did not vote,1172.445726971177,25091.000000000004,0.04672774010486536
Odsherred,F: SF - Socialistisk Folkeparti,2220.119784004681,25091.000000000004,0.08848271428020728
Odsherred,I: Liberal Alliance,1664.2994210970617,25091.000000000004,0.06633053370121006
Odsherred,M: Moderaterne,2912.3970218834916,25091.000000000004,0.11607337379472683
Odsherred,Other,634.9601272345402,25091.000000000004,0.025306290193078798
Odsherred,Other - Left,1775.3206273417672,25091.000000000004,0.07075527588943314
Odsherred,Other - Right,2583.040231003622,25091.000000000004,0.10294688258752627
Odsherred,V: Venstre,2062.7963989942596,25091.000000000004,0.08221260208816944
Odsherred,Æ: Danmarksdemokraterne,1717.263547757943,25091.000000000004,0.06844141515913844
Randers,A: Socialdemokratiet,20844.22000291395,72241.00000000003,0.2885372572765319
Randers,Did not vote,3361.6832183144384,72241.00000000003,0.04653428410894696
Randers,F: SF - Socialistisk Folkeparti,6578.986386984221,72241.00000000003,0.09106997947127281
Randers,I: Liberal Alliance,6132.424298964578,72241.00000000003,0.08488841930433653
Randers,M: Moderaterne,6290.628183852592,72241.00000000003,0.08707836524760994
Randers,Other,1854.6492181091455,72241.00000000003,0.025673083402903404
Randers,Other - Left,5181.685233777631,72241.00000000003,0.0717277617111838
Randers,Other - Right,8966.847170277013,72241.00000000003,0.1241240731755791
Randers,V: Venstre,7285.576574678194,72241.00000000003,0.10085099285278708
Randers,Æ: Danmarksdemokraterne,5744.29971212826,72241.00000000003,0.0795157834488484
Rebild,A: Socialdemokratiet,5930.827640491551,21871.99999999998,0.27116073703783633
Rebild,Did not vote,663.4503759414946,21871.99999999998,0.03033332004121686
Rebild,F: SF - Socialistisk Folkeparti,1669.5574804290768,21871.99999999998,0.07633309621566743
Rebild,I: Liberal Alliance,1774.043449278126,21871.99999999998,0.08111025280167006
Rebild,M: Moderaterne,2419.446326092367,21871.99999999998,0.11061843114906589
Rebild,Other,364.18339487627514,21871.99999999998,0.01665066728585751
Rebild,Other - Left,1854.9252362236664,21871.99999999998,0.084808213068017
Rebild,Other - Right,2224.4228275485907,21871.99999999998,0.10170184836999784
Rebild,V: Venstre,3206.1801130455615,21871.99999999998,0.14658833728262455
Rebild,Æ: Danmarksdemokraterne,1764.9631560732976,21871.99999999998,0.08069509674804769
Ringkøbing-Skjern,A: Socialdemokratiet,9114.340571379122,37949,0.24017340565967804
Ringkøbing-Skjern,Did not vote,1611.1695308872413,37949,0.04245617884232104
Ringkøbing-Skjern,F: SF - Socialistisk Folkeparti,2146.246917359352,37949,0.056556086256801294
Ringkøbing-Skjern,I: Liberal Alliance,2281.8885845439836,37949,0.06013040092081435
Ringkøbing-Skjern,M: Moderaterne,2937.649103339434,37949,0.07741044832115297
Ringkøbing-Skjern,Other,633.8729631355505,37949,0.01670328501766978
Ringkøbing-Skjern,Other - Left,2424.8722646324,37949,0.0638981861085246
Ringkøbing-Skjern,Other - Right,4266.259175089424,37949,0.1124208589182699
Ringkøbing-Skjern,V: Venstre,9642.741140033058,37949,0.25409737120959863
Ringkøbing-Skjern,Æ: Danmarksdemokraterne,2889.959749600437,37949,0.0761537787451695
Ringsted,A: Socialdemokratiet,6253.4066697312555,24519.999999999993,0.25503289843928456
Ringsted,Did not vote,1183.0465377579123,24519.999999999993,0.048248227477892036
Ringsted,F: SF - Socialistisk Folkeparti,2634.272735779048,24519.999999999993,0.10743363522753055
Ringsted,I: Liberal Alliance,1828.7959424972319,24519.999999999993,0.07458384757329659
Ringsted,M: Moderaterne,2337.306964867316,24519.999999999993,0.09532247001905858
Ringsted,Other,715.1965319550045,24519.999999999993,0.029167884663744075
Ringsted,Other - Left,2313.956854731672,24519.999999999993,0.09437018167747442
Ringsted,Other - Right,2932.7339176163314,24519.999999999993,0.11960578783100866
Ringsted,V: Venstre,2566.77444289474,24519.999999999993,0.10468085003649023
Ringsted,Æ: Danmarksdemokraterne,1754.5094021694913,24519.999999999993,0.07155421705422071
Roskilde,A: Socialdemokratiet,15331.597887978223,65337.00000000002,0.23465414524661704
Roskilde,Did not vote,2206.2857930463147,65337.00000000002,0.03376778537499907
Roskilde,F: SF - Socialistisk Folkeparti,11117.013381133618,65337.00000000002,0.1701488189101675
Roskilde,I: Liberal Alliance,3532.913590849745,65337.00000000002,0.05407217336041973
Roskilde,M: Moderaterne,7454.874801066485,65337.00000000002,0.11409882304156117
Roskilde,Other,2002.3736742515368,65337.00000000002,0.030646856670057336
Roskilde,Other - Left,8441.974283907643,65337.00000000002,0.12920664070752622
Roskilde,Other - Right,6624.778915797086,65337.00000000002,0.10139398680375719
Roskilde,V: Venstre,6000.552258766412,65337.00000000002,0.09184003334659396
Roskilde,Æ: Danmarksdemokraterne,2624.635413202928,65337.00000000002,0.040170736538300306
Rudersdal,A: Socialdemokratiet,5829.05328419129,38454.99999999995,0.15158115418518522
Rudersdal,Did not vote,877.0637906302405,38454.99999999995,0.022807535837478656
Rudersdal,F: SF - Socialistisk Folkeparti,3692.1366721279855,38454.99999999995,0.09601187549416176
Rudersdal,I: Liberal Alliance,1430.7395550030478,38454.99999999995,0.0372055533741529
Rudersdal,M: Moderaterne,5574.156850457692,38454.99999999995,0.1449527200743128
Rudersdal,Other,1181.266275954072,38454.99999999995,0.030718145259500028
Rudersdal,Other - Left,6936.059476420623,38454.99999999995,0.18036820898246345
Rudersdal,Other - Right,5524.690055502019,38454.99999999995,0.14366636472505595
Rudersdal,V: Venstre,6517.236078688247,38454.99999999995,0.16947694912724628
Rudersdal,Æ: Danmarksdemokraterne,892.5979610247891,38454.99999999995,0.023211492940444424
Rødovre,A: Socialdemokratiet,7208.487218675817,28263.00000000001,0.25505032086741725
Rødovre,Did not vote,1488.5301246163988,28263.00000000001,0.052667095659215166
Rødovre,F: SF - Socialistisk Folkeparti,2977.310733696852,28263.00000000001,0.10534305394674488
Rødovre,I: Liberal Alliance,2075.1068180342054,28263.00000000001,0.07342132180002847
Rødovre,M: Moderaterne,3694.6360438595057,28263.00000000001,0.130723420863302
Rødovre,Other,957.3020232755752,28263.00000000001,0.033871210532341746
Rødovre,Other - Left,3820.8638770866587,28263.00000000001,0.1351896075111155
Rødovre,Other - Right,2730.2175742883232,28263.00000000001,0.09660041659725868
Rødovre,V: Venstre,1885.928488788341,28263.00000000001,0.06672782396731912
Rødovre,Æ: Danmarksdemokraterne,1424.6170976783185,28263.00000000001,0.050405728255256625
Silkeborg,A: Socialdemokratiet,18133.98120167917,71953.00000000003,0.25202536658206276
Silkeborg,Did not vote,2382.0645539691923,71953.00000000003,0.03310584067334498
Silkeborg,F: SF - Socialistisk Folkeparti,7355.954272397168,71953.00000000003,0.10223276683942525
Silkeborg,I: Liberal Alliance,4015.35737156585,71953.00000000003,0.05580528083006752
Silkeborg,M: Moderaterne,8626.145940703818,71953.00000000003,0.11988584132286097
Silkeborg,Other,1802.0198549360175,71953.00000000003,0.025044401969841656
Silkeborg,Other - Left,7571.080769148016,71953.00000000003,0.1052225865377123
Silkeborg,Other - Right,7057.517539536827,71953.00000000003,0.09808510471470021
Silkeborg,V: Venstre,10849.179386198488,71953.00000000003,0.15078147382594864
Silkeborg,Æ: Danmarksdemokraterne,4159.699109865451,71953.00000000003,0.05781133670403526
Skanderborg,A: Socialdemokratiet,12258.425705471715,45360.99999999996,0.2702415225738349
Skanderborg,Did not vote,1214.8243248708338,45360.99999999996,0.026781250961637415
Skanderborg,F: SF - Socialistisk Folkeparti,4922.028245156854,45360.99999999996,0.10850793071486206
Skanderborg,I: Liberal Alliance,2614.515009619524,45360.99999999996,0.057637949110899804
Skanderborg,M: Moderaterne,5998.308981772687,45360.99999999996,0.1322349370995501
Skanderborg,Other,988.4083697141144,45360.99999999996,0.02178982759890909
Skanderborg,Other - Left,5129.139520498194,45360.99999999996,0.11307377528048759
Skanderborg,Other - Right,4703.914001200379,45360.99999999996,0.10369952164194755
Skanderborg,V: Venstre,5336.528144327851,45360.99999999996,0.11764573409598235
Skanderborg,Æ: Danmarksdemokraterne,2194.907697367856,45360.99999999996,0.04838755092189012
Skive,A: Socialdemokratiet,9429.341563775108,32766.000000000004,0.28777823242919814
Skive,Did not vote,1454.8188571616809,32766.000000000004,0.04440025810784596
Skive,F: SF - Socialistisk Folkeparti,2706.8924031247902,32766.000000000004,0.08261284267609076
Skive,I: Liberal Alliance,2509.768325616383,32766.000000000004,0.07659672604579085
Skive,M: Moderaterne,3339.8235842381473,32766.000000000004,0.10192954844162079
Skive,Other,551.9753767629919,32766.000000000004,0.0168459798804551
Skive,Other - Left,1969.0554154099887,32766.000000000004,0.06009447034761608
Skive,Other - Right,3085.15816259679,32766.000000000004,0.09415730216067844
Skive,V: Venstre,3749.391713603856,32766.000000000004,0.1144293387537037
Skive,Æ: Danmarksdemokraterne,3969.7745977102704,32766.000000000004,0.12115530115700024
Slagelse,A: Socialdemokratiet,15969.150047648838,58836.99999999997,0.27141339714208484
Slagelse,Did not vote,3427.203891096227,58836.99999999997,0.05824912709853032
Slagelse,F: SF - Socialistisk Folkeparti,5066.300052201852,58836.99999999997,0.08610738229688554
Slagelse,I: Liberal Alliance,3522.6956270630576,58836.99999999997,0.059872114945749434
Slagelse,M: Moderaterne,10367.706333038395,58836.99999999997,0.17621065542156128
Slagelse,Other,1539.4400058801596,58836.99999999997,0.026164488432111773
Slagelse,Other - Left,4532.352695899725,58836.99999999997,0.07703235542090399
Slagelse,Other - Right,5124.276266022546,58836.99999999997,0.08709275228211072
Slagelse,V: Venstre,5986.873522310155,58836.99999999997,0.10175354831670816
Slagelse,Æ: Danmarksdemokraterne,3301.0015588390575,58836.99999999997,0.05610417864335468
Solrød,A: Socialdemokratiet,3579.1056495352595,17053.00000000001,0.2098812906547386
Solrød,Did not vote,576.4185323627545,17053.00000000001,0.03380159106097192
Solrød,F: SF - Socialistisk Folkeparti,1748.0874800202048,17053.00000000001,0.10250908813816945
Solrød,I: Liberal Alliance,861.1754955878381,17053.00000000001,0.05049994110055929
Solrød,M: Moderaterne,2423.8285460519696,17053.00000000001,0.1421350229315644
Solrød,Other,462.79692570363306,17053.00000000001,0.0271387395592349
Solrød,Other - Left,1693.6454190696036,17053.00000000001,0.09931656711837228
Solrød,Other - Right,1717.5239573207741,17053.00000000001,0.10071682151649405
Solrød,V: Venstre,3095.116083987568,17053.00000000001,0.18149979968261104
Solrød,Æ: Danmarksdemokraterne,895.301910360388,17053.00000000001,0.05250113823728302
Sorø,A: Socialdemokratiet,5812.854285893647,22481.000000000007,0.2585674251987743
Sorø,Did not vote,964.4610377579918,22481.000000000007,0.042901162659934676
Sorø,F: SF - Socialistisk Folkeparti,2551.689883357245,22481.000000000007,0.11350428732517433
Sorø,I: Liberal Alliance,1294.8463686858001,22481.000000000007,0.05759736527226546
Sorø,M: Moderaterne,3385.667753148993,22481.000000000007,0.15060129679057835
Sorø,Other,528.2293303755447,22481.000000000007,0.023496700786243694
Sorø,Other - Left,2068.1811146011355,22481.000000000007,0.09199684687518948
Sorø,Other - Right,2228.1282837709246,22481.000000000007,0.09911161797833387
Sorø,V: Venstre,2460.6723015628145,22481.000000000007,0.1094556426121086
Sorø,Æ: Danmarksdemokraterne,1186.2696408459078,22481.000000000007,0.05276765450139707
Stevns,A: Socialdemokratiet,4481.9230527440905,17558.999999999993,0.2552493338313168
Stevns,Did not vote,672.4936740910417,17558.999999999993,0.03829908731084014
Stevns,F: SF - Socialistisk Folkeparti,2113.9414240692,17558.999999999993,0.12039076394266193
Stevns,I: Liberal Alliance,1070.6474717142003,17558.999999999993,0.06097428507968567
Stevns,M: Moderaterne,2326.5049804326445,17558.999999999993,0.13249643945740905
Stevns,Other,362.7641733756881,17558.999999999993,0.02065972853668707
Stevns,Other - Left,1649.963518601047,17558.999999999993,0.09396682718839613
Stevns,Other - Right,2034.6499632837013,17558.999999999993,0.11587504774097056
Stevns,V: Venstre,1712.3466793753817,17558.999999999993,0.09751960130846758
Stevns,Æ: Danmarksdemokraterne,1133.7650623130032,17558.999999999993,0.06456888560356533
Struer,A: Socialdemokratiet,4650.831157960159,14759.999999999995,0.31509696192142006
Struer,Did not vote,615.3647263951206,14759.999999999995,0.041691377127040706
Struer,F: SF - Socialistisk Folkeparti,1005.7063358144495,14759.999999999995,0.06813728562428523
Struer,I: Liberal Alliance,1169.851852606046,14759.999999999995,0.0792582555966156
Struer,M: Moderaterne,967.9507692231306,14759.999999999995,0.0655793204080712
Struer,Other,317.11694908253963,14759.999999999995,0.02148488814922356
Struer,Other - Left,905.8716458199743,14759.999999999995,0.06137341773848067
Struer,Other - Right,1366.347733277119,14759.999999999995,0.09257098463937125
Struer,V: Venstre,2441.603469577329,14759.999999999995,0.16542028926675678
Struer,Æ: Danmarksdemokraterne,1319.3553602441314,14759.999999999995,0.08938721952873523
Svendborg,A: Socialdemokratiet,12921.78216181283,43977.00000000001,0.29383046050919404
Svendborg,Did not vote,1719.4733669781638,43977.00000000001,0.039099378470067614
Svendborg,F: SF - Socialistisk Folkeparti,4877.154281949675,43977.00000000001,0.11090238720125689
Svendborg,I: Liberal Alliance,2745.2055473628234,43977.00000000001,0.06242366571987227
Svendborg,M: Moderaterne,5838.785918195552,43977.00000000001,0.13276908197911524
Svendborg,Other,1030.4072003139272,43977.00000000001,0.02343059327179951
Svendborg,Other - Left,4468.232859135293,43977.00000000001,0.1016038579060712
Svendborg,Other - Right,4143.3068763177225,43977.00000000001,0.09421531428514272
Svendborg,V: Venstre,3849.0328632854685,43977.00000000001,0.08752377068207172
Svendborg,Æ: Danmarksdemokraterne,2383.618924648556,43977.00000000001,0.05420148997540886
Syddjurs,A: Socialdemokratiet,9094.053600665577,32290.99999999998,0.2816281193108167
Syddjurs,Did not vote,1248.6815827106989,32290.99999999998,0.03866964735408317
Syddjurs,F: SF - Socialistisk Folkeparti,2956.583128100967,32290.99999999998,0.09156059360505926
Syddjurs,I: Liberal Alliance,2152.692987197309,32290.99999999998,0.06666541721214302
Syddjurs,M: Moderaterne,4387.024741050664,32290.99999999998,0.13585905487754069
Syddjurs,Other,600.1629117105875,32290.99999999998,0.018586073881595114
Syddjurs,Other - Left,3201.051954386948,32290.99999999998,0.09913139742922021
Syddjurs,Other - Right,3047.6000614509767,32290.99999999998,0.0943792407002254
Syddjurs,V: Venstre,3408.5092974268277,32290.99999999998,0.10555601552837725
Syddjurs,Æ: Danmarksdemokraterne,2194.639735299458,32290.99999999998,0.06796444010094019
Sønderborg,A: Socialdemokratiet,14690.92539770967,50482.999999999985,0.29100737669531673
Sønderborg,Did not vote,2255.582462094118,50482.999999999985,0.04468004005495154
Sønderborg,F: SF - Socialistisk Folkeparti,3912.164804853326,50482.999999999985,0.0774946973209462
Sønderborg,I: Liberal Alliance,3789.87774643917,50482.999999999985,0.07507235597011214
Sønderborg,M: Moderaterne,5910.639639340897,50482.999999999985,0.11708178276530512
Sønderborg,Other,1157.1524560650557,50482.999999999985,0.02292162621209231
Sønderborg,Other - Left,3584.0434215668606,50482.999999999985,0.07099505618855578
Sønderborg,Other - Right,5594.793714450601,50482.999999999985,0.11082530187291965
Sønderborg,V: Venstre,5801.882989879908,50482.999999999985,0.11492746052888912
Sønderborg,Æ: Danmarksdemokraterne,3785.9373676004075,50482.999999999985,0.07499430239091197
Thisted,A: Socialdemokratiet,10066.784446409365,30482.999999999985,0.3302425760722163
Thisted,Did not vote,1168.57970156771,30482.999999999985,0.038335455879267476
Thisted,F: SF - Socialistisk Folkeparti,2065.73248450931,30482.999999999985,0.06776670552469609
Thisted,I: Liberal Alliance,1851.7892073535927,30482.999999999985,0.06074825992696236
Thisted,M: Moderaterne,3422.4063004827,30482.999999999985,0.11227262082087398
Thisted,Other,514.90225688746375,30482.999999999985,0.016891456119393234
Thisted,Other - Left,2251.811522996977,30482.999999999985,0.07387106003336215
Thisted,Other - Right,2846.9248903269267,30482.999999999985,0.09339385527431447
Thisted,V: Venstre,3787.538985044442,30482.999999999985,0.12425086064509543
Thisted,Æ: Danmarksdemokraterne,2506.5302044215114,30482.999999999985,0.08222714970381893
Tårnby,A: Socialdemokratiet,8312.927490483564,29506.999999999996,0.28172730167362203
Tårnby,Did not vote,1315.6163155211289,29506.999999999996,0.044586583370763856
Tårnby,F: SF - Socialistisk Folkeparti,2726.3298009794244,29506.999999999996,0.09239603487238367
Tårnby,I: Liberal Alliance,1863.8316574996506,29506.999999999996,0.06316574567050703
Tårnby,M: Moderaterne,2624.587525092717,29506.999999999996,0.08894796235105966
Tårnby,Other,1048.0083432877675,29506.999999999996,0.035517278723278124
Tårnby,Other - Left,2906.273861018512,29506.999999999996,0.09849438645130011
Tårnby,Other - Right,4174.421981592294,29506.999999999996,0.1414722601956246
Tårnby,V: Venstre,2747.3831454993006,29506.999999999996,0.09310953826208361
Tårnby,Æ: Danmarksdemokraterne,1787.6198790256294,29506.999999999996,0.06058290842937709
Tønder,A: Socialdemokratiet,6443.648418826854,24631.999999999993,0.26159663928332477
Tønder,Did not vote,1284.095397732704,24631.999999999993,0.052131186981678485
Tønder,F: SF - Socialistisk Folkeparti,1735.7088036752607,24631.999999999993,0.07046560586534838
Tønder,I: Liberal Alliance,1660.4231960137765,24631.999999999993,0.06740919113404421
Tønder,M: Moderaterne,3659.878406941694,24631.999999999993,0.14858226725161153
Tønder,Other,507.18273633154297,24631.999999999993,0.020590400143372163
Tønder,Other - Left,1689.848000023194,24631.999999999993,0.06860376745790818
Tønder,Other - Right,2773.2653686408835,24631.999999999993,0.11258790876262116
Tønder,V: Venstre,2851.0338735928,24631.999999999993,0.11574512315657684
Tønder,Æ: Danmarksdemokraterne,2026.915798221293,24631.999999999993,0.08228790996351468
Vallensbæk,A: Socialdemokratiet,2403.3130478194844,10523.000000000004,0.2283866813474754
Vallensbæk,Did not vote,468.19591826198814,10523.000000000004,0.0444926274125238
Vallensbæk,F: SF - Socialistisk Folkeparti,1107.1802466851746,10523.000000000004,0.1052152662439584
Vallensbæk,I: Liberal Alliance,458.24669193988814,10523.000000000004,0.043547153087511926
Vallensbæk,M: Moderaterne,1797.5599287270804,10523.000000000004,0.1708220021597529
Vallensbæk,Other,239.49305841057458,10523.000000000004,0.022759009637040244
Vallensbæk,Other - Left,1102.219912001546,10523.000000000004,0.10474388596422556
Vallensbæk,Other - Right,1704.755905729577,10523.000000000004,0.16200284193952072
Vallensbæk,V: Venstre,891.8148701031139,10523.000000000004,0.08474910862901393
Vallensbæk,Æ: Danmarksdemokraterne,350.2204203215789,10523.000000000004,0.033281423578977364
Varde,A: Socialdemokratiet,8368.420234721085,34384.999999999985,0.24337415252933223
Varde,Did not vote,1363.5277847825673,34384.999999999985,0.03965472690948285
Varde,F: SF - Socialistisk Folkeparti,2577.8781646423113,34384.999999999985,0.07497100958680565
Varde,I: Liberal Alliance,1782.2509782178395,34384.999999999985,0.051832222719727795
Varde,M: Moderaterne,3525.081984803782,34384.999999999985,0.10251801613505258
Varde,Other,727.3051664631569,34384.999999999985,0.021151815223590435
Varde,Other - Left,2175.9571251754696,34384.999999999985,0.06328216155810587
Varde,Other - Right,3570.390355939866,34384.999999999985,0.10383569451620961
Varde,V: Venstre,7705.00973302176,34384.999999999985,0.22408055061863497
Varde,Æ: Danmarksdemokraterne,2589.17847223217,34384.999999999985,0.07529965020305864
Vejen,A: Socialdemokratiet,7511.121315288225,29072.000000000007,0.25836273098817497
Vejen,Did not vote,1161.3508389210338,29072.000000000007,0.039947400898494544
Vejen,F: SF - Socialistisk Folkeparti,1943.678343555919,29072.000000000007,0.06685740036997517
Vejen,I: Liberal Alliance,1946.949701213479,29072.000000000007,0.06696992643139374
Vejen,M: Moderaterne,3292.6116248555554,29072.000000000007,0.11325714174654494
Vejen,Other,587.0537952392151,29072.000000000007,0.020193099726170026
Vejen,Other - Left,1924.6262133660434,29072.000000000007,0.06620205742178188
Vejen,Other - Right,3028.0505716665507,29072.000000000007,0.10415694041230565
Vejen,V: Venstre,5203.404842788556,29072.000000000007,0.17898338066829098
Vejen,Æ: Danmarksdemokraterne,2473.152753105426,29072.000000000007,0.08506992133686797
Vejle,A: Socialdemokratiet,19959.814659509426,82619,0.2415886740278801
Vejle,Did not vote,3223.6942743533778,82619,0.03901880044969532
Vejle,F: SF - Socialistisk Folkeparti,7456.300868218002,82619,0.0902492267906656
Vejle,I: Liberal Alliance,5404.955295731055,82619,0.0654202458965983
Vejle,M: Moderaterne,9589.479127041146,82619,0.1160686903380717
Vejle,Other,1828.4909475901366,82619,0.022131603476078586
Vejle,Other - Left,7337.088998114221,82619,0.08880631571568551
Vejle,Other - Right,9070.023999918356,82619,0.10978133359055854
Vejle,V: Venstre,14290.613927194732,82619,0.17297006653668928
Vejle,Æ: Danmarksdemokraterne,4458.537902329552,82619,0.0539650431780771
Vesthimmerlands,A: Socialdemokratiet,7066.134211011371,25675.000000000007,0.2752145749176775
Vesthimmerlands,Did not vote,1255.1972452570803,25675.000000000007,0.04888791607622512
Vesthimmerlands,F: SF - Socialistisk Folkeparti,1905.3058089367514,25675.000000000007,0.07420860015333013
Vesthimmerlands,I: Liberal Alliance,1896.2517663319213,25675.000000000007,0.07385595974028902
Vesthimmerlands,M: Moderaterne,2420.963815262319,25675.000000000007,0.0942926510326122
Vesthimmerlands,Other,454.66669234066353,25675.000000000007,0.017708537189509772
Vesthimmerlands,Other - Left,1602.7303993617315,25675.000000000007,0.06242377407445886
Vesthimmerlands,Other - Right,2451.9147992377275,25675.000000000007,0.09549814213194652
Vesthimmerlands,V: Venstre,3841.1901472482905,25675.000000000007,0.14960818489769384
Vesthimmerlands,Æ: Danmarksdemokraterne,2780.645115012138,25675.000000000007,0.10830165978625655
Viborg,A: Socialdemokratiet,19076.85349170156,69280.99999999997,0.2753547652560091
Viborg,Did not vote,2547.286794770662,69280.99999999997,0.036767465752091666
Viborg,F: SF - Socialistisk Folkeparti,5739.434741019073,69280.99999999997,0.08284283917696159
Viborg,I: Liberal Alliance,5015.610744306774,69280.99999999997,0.07239518402313443
Viborg,M: Moderaterne,6791.754533831214,69280.99999999997,0.0980319933868047
Viborg,Other,1549.969094273993,69280.99999999997,0.02237221019145211
Viborg,Other - Left,5091.730932544406,69280.99999999997,0.07349390067326407
Viborg,Other - Right,10764.943702260289,69280.99999999997,0.15538089378415862
Viborg,V: Venstre,7809.308564947198,69280.99999999997,0.11271933957285837
Viborg,Æ: Danmarksdemokraterne,4894.1074003448175,69280.99999999997,0.07064140818326553
Vordingborg,A: Socialdemokratiet,10694.268139084823,33914.999999999985,0.3153256122389747
Vordingborg,Did not vote,1465.4295575747192,33914.999999999985,0.043208891569356325
Vordingborg,F: SF - Socialistisk Folkeparti,3917.0706042060488,33914.999999999985,0.11549670069898424
Vordingborg,I: Liberal Alliance,1667.414839664779,33914.999999999985,0.04916452424192186
Vordingborg,M: Moderaterne,4972.776170418161,33914.999999999985,0.14662468437028345
Vordingborg,Other,755.0803806049864,33914.999999999985,0.022263906254017005
Vordingborg,Other - Left,2581.4349217064077,33914.999999999985,0.07611484362985135
Vordingborg,Other - Right,3614.7881140348727,33914.999999999985,0.10658375686377339
Vordingborg,V: Venstre,2643.1631821168394,33914.999999999985,0.0779349309189692
Vordingborg,Æ: Danmarksdemokraterne,1603.574090588358,33914.999999999985,0.04728214921386875
