Did not vote,A: Socialdemokratiet,Other - Left,V: Venstre,F: SF - Socialistisk Folkeparti,Other - Right,M: Moderaterne,I: Liberal Alliance,Æ: Danmarksdemokraterne,Other
0.042990512614808615,0.24981778262386237,0.1489903001627897,0.10280600298599796,0.09275907962254402,0.09688867818166048,0.10036158613447291,0.07628827284740629,0.05882332233908239,0.03027446248738352
0.04169935626016259,0.23094526567440235,0.12863261506418447,0.128438139121024,0.10176868267473291,0.10578860928337298,0.09760444430629109,0.07145093952966344,0.06365681723993595,0.03001513084623894
0.039505067762742686,0.23308113830735916,0.13769007176893183,0.11261808279571284,0.1050910264069105,0.10986714729746642,0.10066589332472266,0.0682291864960506,0.06263824110413636,0.030614144735970097
0.045174756166479445,0.2317500043021746,0.14934066602658808,0.12073628969596764,0.12171095338934874,0.08561834627977996,0.0941287109748332,0.06849518368246618,0.05828590283276365,0.02475918664960441
0.04505596195980022,0.238785698219669,0.1337385163967741,0.12705079574123293,0.09443766776573327,0.10265987593114122,0.09715033274380828,0.0669889718352045,0.06414982657958933,0.029982352827055386
0.03986802483406971,0.209141973476243,0.14129912781979434,0.13872400430538723,0.09934124243178911,0.10128694097010167,0.09818913414037034,0.08108470619289565,0.06750379328765832,0.023561052541696235
0.03837999457184025,0.23777715996222795,0.1160287273254953,0.1243682605839581,0.11168012409156385,0.1055168652402838,0.10857845512004848,0.06501404946432476,0.06370230753647162,0.02895405610379311
0.04892438309682433,0.2424927066901673,0.13702911527132156,0.12706140293190246,0.1058345899393012,0.1070222918394958,0.08674102642862296,0.06615943631180302,0.05675894741581459,0.021976100074752782
0.044952458950228764,0.22921328628935972,0.1307966106462506,0.119027184002567,0.11080397590672628,0.09596094379458264,0.10113719080896584,0.07457560290266615,0.06277755798481156,0.030755188713847484
0.04096529851392261,0.2175141778778628,0.15127335385194973,0.1256182661588047,0.10360513712058869,0.11323921043017923,0.07845238350047234,0.07622787630117231,0.06855073261919968,0.024553563625852766
0.03759227807093106,0.21624712280783473,0.12655252844257428,0.13092134396567215,0.10190331809173467,0.1099414869515211,0.10032750452154528,0.07638548628724319,0.06127091334575206,0.03885801751519561
0.03696001378712625,0.23288238285104002,0.130547065043658,0.12654851484916582,0.10259324421802468,0.1087694565176554,0.08480135135691533,0.08103783194495184,0.06945999265882154,0.026400146772649045
0.044953036498063675,0.22234353542295146,0.1433838657626895,0.12037738667330472,0.09303618283514314,0.10693009761380812,0.09487653730591009,0.0774401977827243,0.06599114709689156,0.030668013008518742
0.051155436200639615,0.2073485723229355,0.14474921690745066,0.12485157585834938,0.11152471398014942,0.10326503657628666,0.09293472849579262,0.06689293849859249,0.06848901238276403,0.028788768777043713
0.04249209553490502,0.22106623791194632,0.1273890293355191,0.14318461323976445,0.09365907769273207,0.12039163306308574,0.09750387094517945,0.06889369068049989,0.055814484357792626,0.029605267238581423
0.039161444238305164,0.2456435745133252,0.12194320293592145,0.14557035499832302,0.09001513679657704,0.09784559759565693,0.10223115601591409,0.07603721440990678,0.05155977358561906,0.029992544910458656
0.03912382475697058,0.24086070082937072,0.13444935018258147,0.12574795082194742,0.0970772101046795,0.1112029391160231,0.1014378025472934,0.06100990400340333,0.06599624895269066,0.023094068685047004
0.03745478138099107,0.26164626431728366,0.12250630480823299,0.10741331662502264,0.10645475878071044,0.11985299728430288,0.09175581669358401,0.05277975945754486,0.07423458430096481,0.025901416351367165
0.04141384337451964,0.2362502194807401,0.14627294081982609,0.12564561778301653,0.08677206631289179,0.0958928440198642,0.09847087456295675,0.08450818123207766,0.06250030353717904,0.02227310887693382
0.044424388593626775,0.24317273232048386,0.13379703156114556,0.112324490520021,0.10650299648525358,0.10084019568201323,0.09566066195013742,0.06541552660796303,0.07073819686792336,0.027123779411436427
0.04149836662920161,0.2386822524214602,0.12486057186209797,0.14690501284930724,0.09832128318426456,0.09292652340656611,0.09952674701376706,0.07355307184193889,0.060218012157347754,0.023508158634055185
