municipality_code,municipality,party,vote_pct
1485,Uddevalla,Christian Democrats (KD),0.053690028331243325
1486,Strömstad,Christian Democrats (KD),0.04908851306830662
1487,Västra Götaland,Christian Democrats (KD),0.047513336204897116
1488,Trollhättan,Christian Democrats (KD),0.03790897292866738
1489,Alingsås,Christian Democrats (KD),0.06181167832826081
1490,Borås,Christian Democrats (KD),0.05049769651254386
1491,Ulricehamn,Christian Democrats (KD),0.05924520345772717
1492,Tranemo,Christian Democrats (KD),0.044861763171622326
1493,Bengtsfors,Christian Democrats (KD),0.047714742103364766
1494,Lidköping,Christian Democrats (KD),0.05638226988609322
1495,Skara,Christian Democrats (KD),0.04806474313863476
1496,Skövde,Christian Democrats (KD),0.0581259586547927
1497,Hjo,Christian Democrats (KD),0.08053784308289438
1498,Tidaholm,Christian Democrats (KD),0.06181015452538632
1499,Falköping,Christian Democrats (KD),0.0633064029904739
1715,Kil,Christian Democrats (KD),0.04711197160374314
1730,Eda,Christian Democrats (KD),0.06705753023085378
1737,Torsby,Christian Democrats (KD),0.05019393109742186
1760,Storfors,Christian Democrats (KD),0.03492884864165589
1761,Hammarö,Christian Democrats (KD),0.043932884818027075
1762,Munkfors,Christian Democrats (KD),0.03537214443625645
1763,Forshaga,Christian Democrats (KD),0.04884406165004534
1764,Grums,Christian Democrats (KD),0.034378596087456845
1765,Årjäng,Christian Democrats (KD),0.13602088167053367
1766,Sunne,Christian Democrats (KD),0.05898200712017704
1780,Karlstad,Christian Democrats (KD),0.03971828350729015
1781,Kristinehamn,Christian Democrats (KD),0.041435735022433355
1782,Filipstad,Christian Democrats (KD),0.038129589076388
1783,Hagfors,Christian Democrats (KD),0.03976502485314053
1784,Arvika,Christian Democrats (KD),0.0453105355795826
1785,Säffle,Christian Democrats (KD),0.060694384912130306
1814,Lekeberg,Christian Democrats (KD),0.06966504167321906
1860,Laxå,Christian Democrats (KD),0.048701298701298704
1861,Hallsberg,Christian Democrats (KD),0.038139145012573344
1862,Degerfors,Christian Democrats (KD),0.03420064377682404
1863,Hällefors,Christian Democrats (KD),0.024950099800399198
1864,Ljusnarsberg,Christian Democrats (KD),0.028307174887892375
1880,Örebro,Christian Democrats (KD),0.04585382397829405
1881,Kumla,Christian Democrats (KD),0.04654837141468157
1882,Askersund,Christian Democrats (KD),0.045713035870516186
1883,Karlskoga,Christian Democrats (KD),0.031826293872694825
1884,Nora,Christian Democrats (KD),0.04554790382989005
1885,Lindesberg,Christian Democrats (KD),0.04390730679676239
1904,Skinnskatteberg,Christian Democrats (KD),0.03849544519541581
1907,Surahammar,Christian Democrats (KD),0.0342895263509006
1960,Kungsör,Christian Democrats (KD),0.04539181107192148
1961,Hallstahammar,Christian Democrats (KD),0.03808673055059282
1962,Norberg,Christian Democrats (KD),0.035845588235294115
1980,Västerås,Christian Democrats (KD),0.037998337090594275
1981,Sala,Christian Democrats (KD),0.04543895747599452
1982,Fagersta,Christian Democrats (KD),0.03674404080358073
1983,Köping,Christian Democrats (KD),0.05009191176470589
1984,Arboga,Christian Democrats (KD),0.03829631660725711
2021,Vansbro,Christian Democrats (KD),0.08557964184731386
2023,Malung-Sälen,Christian Democrats (KD),0.05323813102843543
2026,Gagnef,Christian Democrats (KD),0.07434112381899553
2029,Leksand,Christian Democrats (KD),0.06704349191395823
2031,Rättvik,Christian Democrats (KD),0.061672550750220656
2034,Orsa,Christian Democrats (KD),0.05429039897977774
2039,Älvdalen,Christian Democrats (KD),0.06349206349206349
2061,Smedjebacken,Christian Democrats (KD),0.032836166030754996
2062,Mora,Christian Democrats (KD),0.0533906106167536
2080,Falun,Christian Democrats (KD),0.046237120125211945
2081,Borlänge,Christian Democrats (KD),0.03858048554198237
2082,Säter,Christian Democrats (KD),0.05552395039253613
2083,Hedemora,Christian Democrats (KD),0.048986486486486486
2084,Avesta,Christian Democrats (KD),0.043876427288007884
2085,Ludvika,Christian Democrats (KD),0.03819479857215706
2101,Ockelbo,Christian Democrats (KD),0.03890965047263135
2104,Hofors,Christian Democrats (KD),0.030779661016949154
2121,Ovanåker,Christian Democrats (KD),0.0951747088186356
2132,Nordanstig,Christian Democrats (KD),0.05194102529419722
2161,Ljusdal,Christian Democrats (KD),0.044824555472922724
2180,Gävle,Christian Democrats (KD),0.034602119997971297
2181,Sandviken,Christian Democrats (KD),0.03265568012967716
2182,Söderhamn,Christian Democrats (KD),0.03792120533441922
2183,Bollnäs,Christian Democrats (KD),0.05027932960893855
2184,Hudiksvall,Christian Democrats (KD),0.04296201075741687
2260,Ånge,Christian Democrats (KD),0.04827207899067471
2262,Timrå,Christian Democrats (KD),0.040665566951158284
2280,Härnösand,Christian Democrats (KD),0.038161545307019845
2281,Sundsvall,Christian Democrats (KD),0.0407617556903411
2282,Kramfors,Christian Democrats (KD),0.03722986948149205
2283,Sollefteå,Christian Democrats (KD),0.04851956656774104
2284,Örnsköldsvik,Christian Democrats (KD),0.05507913267796137
2303,Ragunda,Christian Democrats (KD),0.04745166959578207
2305,Bräcke,Christian Democrats (KD),0.03568464730290456
2309,Krokom,Christian Democrats (KD),0.05085342248812247
2313,Strömsund,Christian Democrats (KD),0.04280375948363719
2321,Åre,Christian Democrats (KD),0.03933450859409431
2326,Berg,Christian Democrats (KD),0.04161389542247151
2361,Härjedalen,Christian Democrats (KD),0.05267692307692307
2380,Östersund,Christian Democrats (KD),0.04112017729424801
2401,Nordmaling,Christian Democrats (KD),0.049248596777113886
2403,Bjurholm,Christian Democrats (KD),0.0665938864628821
2404,Vindeln,Christian Democrats (KD),0.04937668051821071
2409,Robertsfors,Christian Democrats (KD),0.040409899458623354
2417,Norsjö,Christian Democrats (KD),0.06824146981627296
2418,Malå,Christian Democrats (KD),0.03585657370517928
2421,Storuman,Christian Democrats (KD),0.05625692137320044
2422,Sorsele,Christian Democrats (KD),0.04612045577862181
2425,Dorotea,Christian Democrats (KD),0.036654620547238004
2460,Vännäs,Christian Democrats (KD),0.03716972682489924
2462,Vilhelmina,Christian Democrats (KD),0.06597290398586295
2463,Åsele,Christian Democrats (KD),0.03574788334901223
2480,Umeå,Christian Democrats (KD),0.030405337310785478
2481,Lycksele,Christian Democrats (KD),0.0810137550092061
2482,Skellefteå,Christian Democrats (KD),0.03651033609900155
2505,Arvidsjaur,Christian Democrats (KD),0.04149203688181056
2506,Arjeplog,Christian Democrats (KD),0.07008466603951083
2510,Jokkmokk,Christian Democrats (KD),0.033660217333686716
2513,Överkalix,Christian Democrats (KD),0.04623154623154623
2514,Kalix,Christian Democrats (KD),0.03679601510404113
2518,Kiruna,Christian Democrats (KD),0.05898964543457798
2521,Gällivare,Christian Democrats (KD),0.05840669959201202
2523,Pajala,Christian Democrats (KD),0.03296220334016994
2560,Älvsbyn,Christian Democrats (KD),0.043590571520826606
2580,Luleå,Christian Democrats (KD),0.04470160735915147
2581,Piteå,Christian Democrats (KD),0.033976949558449335
2582,Älvsbyn,Christian Democrats (KD),0.03673599128144583
2583,Haparanda,Christian Democrats (KD),0.03275250080671184
2584,Övertorneå,Christian Democrats (KD),0.05286812536960379
0114,Upplands Väsby,Green Party (MP),0.027143420374245598
0115,Vallentuna,Green Party (MP),0.04340927583401139
0117,Österåker,Green Party (MP),0.038605697151424284
0120,Värmdö,Green Party (MP),0.053828635651119464
0123,Järfälla,Green Party (MP),0.03534278346054658
0125,Ekerö,Green Party (MP),0.0531496062992126
0126,Huddinge,Green Party (MP),0.04309325485456026
0127,Botkyrka,Green Party (MP),0.026669281302088437
0128,Salem,Green Party (MP),0.03877329322303
0136,Haninge,Green Party (MP),0.027629950495049505
0138,Tyresö,Green Party (MP),0.044275415791564965
0139,Upplands-Bro,Green Party (MP),0.025942935313660345
0140,Nykvarn,Green Party (MP),0.021158263813323662
0160,Täby,Green Party (MP),0.038679123592606925
0162,Danderyd,Green Party (MP),0.03398498721438588
0163,Sollentuna,Green Party (MP),0.046349897785674714
0180,Stockholm,Green Party (MP),0.08013031373911707
0181,Södertälje,Green Party (MP),0.03224556120395354
0182,Nacka,Green Party (MP),0.06160898760330578
0183,Sundbyberg,Green Party (MP),0.047407252367746316
0184,Solna,Green Party (MP),0.053737581477120065
0186,Lidingö,Green Party (MP),0.045014912060651675
0187,Vaxholm,Green Party (MP),0.05145118733509235
0188,Norrtälje,Green Party (MP),0.03248637415206054
0191,Sigtuna,Green Party (MP),0.024462609748713296
0192,Nynäshamn,Green Party (MP),0.031636160921676114
0305,Håbo,Green Party (MP),0.022422348832935125
0319,Älvkarleby,Green Party (MP),0.02160831509846827
0330,Knivsta,Green Party (MP),0.051592543666519886
0331,Heby,Green Party (MP),0.023479776208383013
0360,Tierp,Green Party (MP),0.0266295953042941
0380,Uppsala,Green Party (MP),0.07296007662005234
0381,Enköping,Green Party (MP),0.026744385393451055
0382,Östhammar,Green Party (MP),0.02148939818254558
0428,Vingåker,Green Party (MP),0.026338766006984864
0461,Gnesta,Green Party (MP),0.04677887405687754
0480,Nyköping,Green Party (MP),0.038857903555280134
0481,Oxelösund,Green Party (MP),0.023037918871252207
0482,Flen,Green Party (MP),0.032560843923913944
0483,Katrineholm,Green Party (MP),0.029196517987828366
0484,Eskilstuna,Green Party (MP),0.026766131089007904
0486,Strängnäs,Green Party (MP),0.0338508436126471
0488,Trosa,Green Party (MP),0.03897873886970744
0509,Ödeshög,Green Party (MP),0.02993429058165004
0512,Ydre,Green Party (MP),0.033758181191870476
0513,Kinda,Green Party (MP),0.03670315518351577
0560,Boxholm,Green Party (MP),0.0213605758068261
0561,Åtvidaberg,Green Party (MP),0.025013774104683195
0562,Finspång,Green Party (MP),0.023353545056132557
0563,Valdemarsvik,Green Party (MP),0.015497553017944534
0580,Linköping,Green Party (MP),0.05230403074721193
0581,Norrköping,Green Party (MP),0.034248594858564456
0582,Söderköping,Green Party (MP),0.031701550048165335
0583,Motala,Green Party (MP),0.021891024679881247
0584,Vadstena,Green Party (MP),0.04042037186742118
0586,Mjölby,Green Party (MP),0.023395909218268424
0604,Aneby,Green Party (MP),0.02170936827694113
0617,Gnosjö,Green Party (MP),0.012882447665056359
0642,Mullsjö,Green Party (MP),0.029978586723768737
0643,Habo,Green Party (MP),0.026692921999781204
0662,Gislaved,Green Party (MP),0.014414751719941967
0665,Vaggeryd,Green Party (MP),0.020212465920842342
0680,Jönköping,Green Party (MP),0.03421033017813222
0682,Nässjö,Green Party (MP),0.023733832687366632
0683,Värnamo,Green Party (MP),0.019314952768604562
0684,Sävsjö,Green Party (MP),0.012893982808022923
0685,Vetlanda,Green Party (MP),0.018196776847505203
0686,Eksjö,Green Party (MP),0.024647098364328927
0687,Tranås,Green Party (MP),0.02590819487468319
0760,Uppvidinge,Green Party (MP),0.017218146429106154
0761,Lessebo,Green Party (MP),0.018953371351895336
0763,Tingsryd,Green Party (MP),0.018611232041793643
0764,Alvesta,Green Party (MP),0.020853340650294965
0765,Älmhult,Green Party (MP),0.02316188592152984
0767,Markaryd,Green Party (MP),0.011011419249592171
0780,Växjö,Green Party (MP),0.037557889980797475
0781,Ljungby,Green Party (MP),0.02029163324052664
0821,Högsby,Green Party (MP),0.014543630892678034
0834,Torsås,Green Party (MP),0.02298226565327543
0840,Mörbylånga,Green Party (MP),0.041049963202224225
0860,Hultsfred,Green Party (MP),0.01390644753476612
0861,Mönsterås,Green Party (MP),0.01774622892635315
0862,Emmaboda,Green Party (MP),0.02106333527019175
0880,Kalmar,Green Party (MP),0.03854492008083777
0881,Nybro,Green Party (MP),0.017249355627519662
0882,Oskarshamn,Green Party (MP),0.015099223468507334
0883,Västervik,Green Party (MP),0.026149592052708837
0884,Vimmerby,Green Party (MP),0.023124272167692562
0885,Borgholm,Green Party (MP),0.03581757508342603
0980,Gotland,Green Party (MP),0.05271989062435266
1060,Olofström,Green Party (MP),0.015047206923682138
1080,Karlskrona,Green Party (MP),0.028087786635173702
1081,Ronneby,Green Party (MP),0.020106688551497744
1082,Karlshamn,Green Party (MP),0.026855038821740174
1083,Sölvesborg,Green Party (MP),0.01374397351946463
1214,Svalöv,Green Party (MP),0.0291395944083481
1230,Staffanstorp,Green Party (MP),0.028485041374920434
1231,Burlöv,Green Party (MP),0.026333358059491132
1233,Vellinge,Green Party (MP),0.018311824206487616
1256,Östra Göinge,Green Party (MP),0.015320597692453189
1257,Örkelljunga,Green Party (MP),0.015814926153443994
1260,Bjuv,Green Party (MP),0.009745878495309227
1261,Kävlinge,Green Party (MP),0.029246201379777372
1262,Lomma,Green Party (MP),0.04001337494427107
1263,Svedala,Green Party (MP),0.023180203504124273
1264,Skurup,Green Party (MP),0.019438796258641724
1265,Sjöbo,Green Party (MP),0.02195007695911129
1266,Hörby,Green Party (MP),0.02168634346479109
1267,Höör,Green Party (MP),0.05115588878475476
1270,Tomelilla,Green Party (MP),0.028217679239850274
1272,Bromölla,Green Party (MP),0.014006480610431693
1273,Osby,Green Party (MP),0.019619741100323624
1275,Perstorp,Green Party (MP),0.011666342601594399
1276,Klippan,Green Party (MP),0.01793963658761934
1277,Åstorp,Green Party (MP),0.010460817025881504
1278,Båstad,Green Party (MP),0.034444444444444444
1280,Malmö,Green Party (MP),0.05577452900801046
1281,Lund,Green Party (MP),0.09043560099675946
1282,Landskrona,Green Party (MP),0.02302196348240275
1283,Helsingborg,Green Party (MP),0.026313885119855267
1284,Höganäs,Green Party (MP),0.03693448470058194
1285,Eslöv,Green Party (MP),0.0281661925557915
1286,Ystad,Green Party (MP),0.02958556414832441
1287,Trelleborg,Green Party (MP),0.01854629362561292
1290,Kristianstad,Green Party (MP),0.020742508375017208
1291,Simrishamn,Green Party (MP),0.050130748134447345
1292,Ängelholm,Green Party (MP),0.027116751865562016
1293,Hässleholm,Green Party (MP),0.022315096251266462
1315,Hylte,Green Party (MP),0.018812147272238646
1380,Halmstad,Green Party (MP),0.029064991849165327
1381,Laholm,Green Party (MP),0.02201195219123506
1382,Falkenberg,Green Party (MP),0.027876895628902765
1383,Varberg,Green Party (MP),0.03253862879793723
1384,Kungsbacka,Green Party (MP),0.032551556813586735
1401,Härryda,Green Party (MP),0.048528269923060634
1402,Partille,Green Party (MP),0.050060100403026234
1407,Öckerö,Green Party (MP),0.03774697729283397
1415,Stenungsund,Green Party (MP),0.033702455464612424
1419,Tjörn,Green Party (MP),0.03392745465916198
1421,Orust,Green Party (MP),0.03971176941553243
1427,Sotenäs,Green Party (MP),0.026747082732398057
1430,Munkedal,Green Party (MP),0.019283403831798954
1435,Tanum,Green Party (MP),0.03533190578158458
1438,Dals-Ed,Green Party (MP),0.01084474885844749
1439,Färgelanda,Green Party (MP),0.013543118900617409
1440,Ale,Green Party (MP),0.02867986371673783
1441,Lerum,Green Party (MP),0.053923130856013766
1442,Vårgårda,Green Party (MP),0.033063352934649945
1443,Bollebygd,Green Party (MP),0.03207442377117467
1444,Grästorp,Green Party (MP),0.018322295805739516
1445,Essunga,Green Party (MP),0.01940639269406393
1446,Karlsborg,Green Party (MP),0.01943494691380241
1447,Gullspång,Green Party (MP),0.016629436584760487
1452,Åmål,Green Party (MP),0.02316000445384701
1460,Lilla Edet,Green Party (MP),0.02333804809052334
1461,Mellerud,Green Party (MP),0.021101315218962278
1462,Bengtsfors,Green Party (MP),0.01773417602113008
1463,Mariestad,Green Party (MP),0.027752808988764043
1465,Lidköping,Green Party (MP),0.02063882063882064
1466,Götene,Green Party (MP),0.020374675235881306
1470,Tibro,Green Party (MP),0.014158278091496848
1471,Töreboda,Green Party (MP),0.033479318734793186
1472,Vara,Green Party (MP),0.018863557458627476
1473,Skara,Green Party (MP),0.01644223954642098
1480,Göteborg,Green Party (MP),0.060611642906650894
1481,Mölndal,Green Party (MP),0.05105896486910691
1482,Kungälv,Green Party (MP),0.03617850953206239
1484,Lysekil,Green Party (MP),0.034108937070333155
1485,Uddevalla,Green Party (MP),0.03260415215271004
1486,Strömstad,Green Party (MP),0.0329453107840984
1487,Västra Götaland,Green Party (MP),0.027235678075610482
1488,Trollhättan,Green Party (MP),0.027572231961931648
1489,Alingsås,Green Party (MP),0.049010071852153995
1490,Borås,Green Party (MP),0.029324708185138326
1491,Ulricehamn,Green Party (MP),0.02862112586970272
1492,Tranemo,Green Party (MP),0.023787167449139283
1493,Bengtsfors,Green Party (MP),0.025506260627608593
1494,Lidköping,Green Party (MP),0.03299806453659929
1495,Skara,Green Party (MP),0.02821956368754398
1496,Skövde,Green Party (MP),0.028959959707882146
1497,Hjo,Green Party (MP),0.03659550873301913
1498,Tidaholm,Green Party (MP),0.02117198474814369
1499,Falköping,Green Party (MP),0.02809598456529603
1715,Kil,Green Party (MP),0.028611380015058623
1730,Eda,Green Party (MP),0.009527299377061194
1737,Torsby,Green Party (MP),0.01597079625827059
1760,Storfors,Green Party (MP),0.016494178525226392
1761,Hammarö,Green Party (MP),0.036556699359649836
1762,Munkfors,Green Party (MP),0.016212232866617538
1763,Forshaga,Green Party (MP),0.022665457842248417
1764,Grums,Green Party (MP),0.013952819332566167
1765,Årjäng,Green Party (MP),0.014066125290023202
1766,Sunne,Green Party (MP),0.024728182430482054
1780,Karlstad,Green Party (MP),0.04181645662661873
1781,Kristinehamn,Green Party (MP),0.026656109791501712
1782,Filipstad,Green Party (MP),0.012623985572587917
1783,Hagfors,Green Party (MP),0.01378219611387257
1784,Arvika,Green Party (MP),0.03303997988433492
1785,Säffle,Green Party (MP),0.01577368195456494
1814,Lekeberg,Green Party (MP),0.029564396917754365
1860,Laxå,Green Party (MP),0.015538033395176253
1861,Hallsberg,Green Party (MP),0.023386420787929588
1862,Degerfors,Green Party (MP),0.019045064377682403
1863,Hällefors,Green Party (MP),0.020758483033932136
1864,Ljusnarsberg,Green Party (MP),0.014573991031390133
1880,Örebro,Green Party (MP),0.04161438019331864
1881,Kumla,Green Party (MP),0.02120807000486145
1882,Askersund,Green Party (MP),0.023075240594925633
1883,Karlskoga,Green Party (MP),0.021075890201410725
1884,Nora,Green Party (MP),0.03467439893681286
1885,Lindesberg,Green Party (MP),0.026111542299589754
1904,Skinnskatteberg,Green Party (MP),0.01939465177784308
1907,Surahammar,Green Party (MP),0.014676450967311542
1960,Kungsör,Green Party (MP),0.01886213770894035
1961,Hallstahammar,Green Party (MP),0.019652428130583075
1962,Norberg,Green Party (MP),0.021599264705882353
1980,Västerås,Green Party (MP),0.029040912714399594
1981,Sala,Green Party (MP),0.023719707361682673
1982,Fagersta,Green Party (MP),0.018215884251066933
1983,Köping,Green Party (MP),0.017463235294117647
1984,Arboga,Green Party (MP),0.027602595740791522
2021,Vansbro,Green Party (MP),0.014326107445805843
2023,Malung-Sälen,Green Party (MP),0.014405611925341351
2026,Gagnef,Green Party (MP),0.0299602187966186
2029,Leksand,Green Party (MP),0.03501334589417491
2031,Rättvik,Green Party (MP),0.02945719329214475
2034,Orsa,Green Party (MP),0.028420477318272908
2039,Älvdalen,Green Party (MP),0.014960773581463237
2061,Smedjebacken,Green Party (MP),0.01930859058850734
2062,Mora,Green Party (MP),0.026081620128873887
2080,Falun,Green Party (MP),0.051736881005173686
2081,Borlänge,Green Party (MP),0.029611875676511523
2082,Säter,Green Party (MP),0.024803731937649336
2083,Hedemora,Green Party (MP),0.027618243243243246
2084,Avesta,Green Party (MP),0.017156436561757377
2085,Ludvika,Green Party (MP),0.02233554309026007
2101,Ockelbo,Green Party (MP),0.027038909650472627
2104,Hofors,Green Party (MP),0.015322033898305085
2121,Ovanåker,Green Party (MP),0.019523017193566278
2132,Nordanstig,Green Party (MP),0.02285946165291492
2161,Ljusdal,Green Party (MP),0.027381515786627002
2180,Gävle,Green Party (MP),0.03207891667089314
2181,Sandviken,Green Party (MP),0.020295826016479803
2182,Söderhamn,Green Party (MP),0.022091010892802607
2183,Bollnäs,Green Party (MP),0.0243866893368958
2184,Hudiksvall,Green Party (MP),0.03413281012144379
2260,Ånge,Green Party (MP),0.011519473395501918
2262,Timrå,Green Party (MP),0.01721293839202467
2280,Härnösand,Green Party (MP),0.049049887452232634
2281,Sundsvall,Green Party (MP),0.031083284419226507
2282,Kramfors,Green Party (MP),0.024106697097211326
2283,Sollefteå,Green Party (MP),0.01835875491752364
2284,Örnsköldsvik,Green Party (MP),0.023751423458597692
2303,Ragunda,Green Party (MP),0.020085362791865426
2305,Bräcke,Green Party (MP),0.01867219917012448
2309,Krokom,Green Party (MP),0.04240717930670421
2313,Strömsund,Green Party (MP),0.013475257615219114
2321,Åre,Green Party (MP),0.06875275451740855
2326,Berg,Green Party (MP),0.02297810747240818
2361,Härjedalen,Green Party (MP),0.02326153846153846
2380,Östersund,Green Party (MP),0.0473657701218898
2401,Nordmaling,Green Party (MP),0.020459894984609813
2403,Bjurholm,Green Party (MP),0.014737991266375547
2404,Vindeln,Green Party (MP),0.022732828159374236
2409,Robertsfors,Green Party (MP),0.03402938901778809
2417,Norsjö,Green Party (MP),0.00951443569553806
2418,Malå,Green Party (MP),0.008853474988933156
2421,Storuman,Green Party (MP),0.02236987818383167
2422,Sorsele,Green Party (MP),0.016277807921866522
2425,Dorotea,Green Party (MP),0.011357769747031494
2460,Vännäs,Green Party (MP),0.03463203463203463
2462,Vilhelmina,Green Party (MP),0.014922442568230906
2463,Åsele,Green Party (MP),0.010818438381937912
2480,Umeå,Green Party (MP),0.06400540181000948
2481,Lycksele,Green Party (MP),0.016895916820101806
2482,Skellefteå,Green Party (MP),0.032572774574602725
2505,Arvidsjaur,Green Party (MP),0.009849119865884326
2506,Arjeplog,Green Party (MP),0.025870178739416747
2510,Jokkmokk,Green Party (MP),0.08613835144447389
2513,Överkalix,Green Party (MP),0.011655011655011656
2514,Kalix,Green Party (MP),0.0212902707479714
2518,Kiruna,Green Party (MP),0.008471917163476624
2521,Gällivare,Green Party (MP),0.014816405411208933
2523,Pajala,Green Party (MP),0.027615001464986817
2560,Älvsbyn,Green Party (MP),0.012108492089118503
2580,Luleå,Green Party (MP),0.03604281926212067
2581,Piteå,Green Party (MP),0.025205807513845234
2582,Älvsbyn,Green Party (MP),0.02025247479792934
2583,Haparanda,Green Party (MP),0.011939335269441754
2584,Övertorneå,Green Party (MP),0.028444707273802484
0114,Upplands Väsby,Social Democrats (S),0.22542686440420953
0115,Vallentuna,Social Democrats (S),0.20089503661513428
0117,Österåker,Social Democrats (S),0.20753084995963555
0120,Värmdö,Social Democrats (S),0.2262873029487445
0123,Järfälla,Social Democrats (S),0.2266472817903318
0125,Ekerö,Social Democrats (S),0.20098425196850395
0126,Huddinge,Social Democrats (S),0.2300759387234937
0127,Botkyrka,Social Democrats (S),0.21799522829035525
0128,Salem,Social Democrats (S),0.21684632740035095
0136,Haninge,Social Democrats (S),0.22532487623762376
0138,Tyresö,Social Democrats (S),0.2491059771811319
0139,Upplands-Bro,Social Democrats (S),0.21770568692593315
0140,Nykvarn,Social Democrats (S),0.20686736791198163
0160,Täby,Social Democrats (S),0.16816850019348775
0162,Danderyd,Social Democrats (S),0.10500701146580879
0163,Sollentuna,Social Democrats (S),0.21694274087235627
0180,Stockholm,Social Democrats (S),0.2246662152566513
0181,Södertälje,Social Democrats (S),0.193831154310589
0182,Nacka,Social Democrats (S),0.2125129132231405
0183,Sundbyberg,Social Democrats (S),0.2381089424938517
0184,Solna,Social Democrats (S),0.233542865672632
0186,Lidingö,Social Democrats (S),0.14808930512584667
0187,Vaxholm,Social Democrats (S),0.19118293755496923
0188,Norrtälje,Social Democrats (S),0.2401678233933263
0191,Sigtuna,Social Democrats (S),0.20278534665455647
0192,Nynäshamn,Social Democrats (S),0.2518349902443557
0305,Håbo,Social Democrats (S),0.2060895668688354
0319,Älvkarleby,Social Democrats (S),0.2761214442013129
0330,Knivsta,Social Democrats (S),0.20805812417437253
0331,Heby,Social Democrats (S),0.2284692286526644
0360,Tierp,Social Democrats (S),0.2811862835959221
0380,Uppsala,Social Democrats (S),0.24208858053371793
0381,Enköping,Social Democrats (S),0.22695582604720266
0382,Östhammar,Social Democrats (S),0.24935703263416586
0428,Vingåker,Social Democrats (S),0.27342840512223515
0461,Gnesta,Social Democrats (S),0.22843876958792805
0480,Nyköping,Social Democrats (S),0.2851109733985173
0481,Oxelösund,Social Democrats (S),0.3148148148148148
0482,Flen,Social Democrats (S),0.2790929479192624
0483,Katrineholm,Social Democrats (S),0.3005546568061012
0484,Eskilstuna,Social Democrats (S),0.25886253506758483
0486,Strängnäs,Social Democrats (S),0.22798809017439386
0488,Trosa,Social Democrats (S),0.23187352353261856
0509,Ödeshög,Social Democrats (S),0.18836699926989536
0512,Ydre,Social Democrats (S),0.2252841887702377
0513,Kinda,Social Democrats (S),0.25138441725692207
0560,Boxholm,Social Democrats (S),0.3060134664499652
0561,Åtvidaberg,Social Democrats (S),0.2898071625344353
0562,Finspång,Social Democrats (S),0.2939905144984091
0563,Valdemarsvik,Social Democrats (S),0.23686786296900492
0580,Linköping,Social Democrats (S),0.24932258038578745
0581,Norrköping,Social Democrats (S),0.23328112042753157
0582,Söderköping,Social Democrats (S),0.21105175584552063
0583,Motala,Social Democrats (S),0.28071490688817585
0584,Vadstena,Social Democrats (S),0.2651576394502829
0586,Mjölby,Social Democrats (S),0.26543382833660223
0604,Aneby,Social Democrats (S),0.20222961079601018
0617,Gnosjö,Social Democrats (S),0.19616454399063094
0642,Mullsjö,Social Democrats (S),0.216452533904354
0643,Habo,Social Democrats (S),0.22437370090799694
0662,Gislaved,Social Democrats (S),0.22773435671830392
0665,Vaggeryd,Social Democrats (S),0.24640406129547807
0680,Jönköping,Social Democrats (S),0.24790377878810466
0682,Nässjö,Social Democrats (S),0.23559639419936418
0683,Värnamo,Social Democrats (S),0.23704016588587667
0684,Sävsjö,Social Democrats (S),0.18899235912129894
0685,Vetlanda,Social Democrats (S),0.22620142283308328
0686,Eksjö,Social Democrats (S),0.239002165957129
0687,Tranås,Social Democrats (S),0.2806955787102225
0760,Uppvidinge,Social Democrats (S),0.21410390777062435
0761,Lessebo,Social Democrats (S),0.2908419993290842
0763,Tingsryd,Social Democrats (S),0.21898127993034391
0764,Alvesta,Social Democrats (S),0.2355604335299767
0765,Älmhult,Social Democrats (S),0.25848994394988456
0767,Markaryd,Social Democrats (S),0.2122077215878195
0780,Växjö,Social Democrats (S),0.27276064610866374
0781,Ljungby,Social Democrats (S),0.2357604643480723
0821,Högsby,Social Democrats (S),0.24172517552657974
0834,Torsås,Social Democrats (S),0.22240318494390154
0840,Mörbylånga,Social Democrats (S),0.26159129937034914
0860,Hultsfred,Social Democrats (S),0.27083535933093456
0861,Mönsterås,Social Democrats (S),0.26698215518091295
0862,Emmaboda,Social Democrats (S),0.26961069145845434
0880,Kalmar,Social Democrats (S),0.26810582399412086
0881,Nybro,Social Democrats (S),0.26191262970061463
0882,Oskarshamn,Social Democrats (S),0.2607132585562267
0883,Västervik,Social Democrats (S),0.28255897313351314
0884,Vimmerby,Social Democrats (S),0.2452171019797039
0885,Borgholm,Social Democrats (S),0.2275862068965517
0980,Gotland,Social Democrats (S),0.29003190123047606
1060,Olofström,Social Democrats (S),0.255507474429583
1080,Karlskrona,Social Democrats (S),0.2682019486271036
1081,Ronneby,Social Democrats (S),0.25304335932157024
1082,Karlshamn,Social Democrats (S),0.25946530056831824
1083,Sölvesborg,Social Democrats (S),0.21939987047564222
1214,Svalöv,Social Democrats (S),0.1997440441031699
1230,Staffanstorp,Social Democrats (S),0.22018883938043707
1231,Burlöv,Social Democrats (S),0.23262369260440618
1233,Vellinge,Social Democrats (S),0.13069410533658876
1256,Östra Göinge,Social Democrats (S),0.20767921316436544
1257,Örkelljunga,Social Democrats (S),0.1608940007842112
1260,Bjuv,Social Democrats (S),0.20402586756535204
1261,Kävlinge,Social Democrats (S),0.22114529986879417
1262,Lomma,Social Democrats (S),0.2071444493981275
1263,Svedala,Social Democrats (S),0.21458245529532183
1264,Skurup,Social Democrats (S),0.1972346482309882
