municipality_code,municipality,party,vote_pct
2082,Säter,Centre Party (C),0.06690180907953124
2083,Hedemora,Centre Party (C),0.049493243243243244
2084,Avesta,Centre Party (C),0.038659943198284356
2085,Ludvika,Centre Party (C),0.03702192758796532
2101,Ockelbo,Centre Party (C),0.05825456144207518
2104,Hofors,Centre Party (C),0.028610169491525422
2121,Ovanåker,Centre Party (C),0.08197448696616749
2132,Nordanstig,Centre Party (C),0.05653997024212093
2161,Ljusdal,Centre Party (C),0.06361976877831113
2180,Gävle,Centre Party (C),0.04048536795658569
2181,Sandviken,Centre Party (C),0.03829528569498852
2182,Söderhamn,Centre Party (C),0.048304998472971594
2183,Bollnäs,Centre Party (C),0.06043235365557446
2184,Hudiksvall,Centre Party (C),0.06762288149927269
2260,Ånge,Centre Party (C),0.043198025233132195
2262,Timrå,Centre Party (C),0.04102416983432546
2280,Härnösand,Centre Party (C),0.062974401926399
2281,Sundsvall,Centre Party (C),0.05239679123459206
2282,Kramfors,Centre Party (C),0.06725625846943871
2283,Sollefteå,Centre Party (C),0.07115742977431154
2284,Örnsköldsvik,Centre Party (C),0.08017848427804504
2303,Ragunda,Centre Party (C),0.06954556866683403
2305,Bräcke,Centre Party (C),0.061203319502074686
2309,Krokom,Centre Party (C),0.09044518740102059
2313,Strömsund,Centre Party (C),0.052768655871362244
2321,Åre,Centre Party (C),0.09541648303217276
2326,Berg,Centre Party (C),0.07001990229781076
2361,Härjedalen,Centre Party (C),0.06178461538461538
2380,Östersund,Centre Party (C),0.0728921124206709
2401,Nordmaling,Centre Party (C),0.07477820025348542
2403,Bjurholm,Centre Party (C),0.061135371179039305
2404,Vindeln,Centre Party (C),0.07724272793937913
2409,Robertsfors,Centre Party (C),0.10576179427687549
2417,Norsjö,Centre Party (C),0.04822834645669292
2418,Malå,Centre Party (C),0.02611775121735281
2421,Storuman,Centre Party (C),0.047176079734219264
2422,Sorsele,Centre Party (C),0.05154639175257732
2425,Dorotea,Centre Party (C),0.054723799690242644
2460,Vännäs,Centre Party (C),0.07135393342289893
2462,Vilhelmina,Centre Party (C),0.050265069703514624
2463,Åsele,Centre Party (C),0.07102539981185324
2480,Umeå,Centre Party (C),0.06705903694596174
2481,Lycksele,Centre Party (C),0.040940106141015925
2482,Skellefteå,Centre Party (C),0.061120095626494154
2505,Arvidsjaur,Centre Party (C),0.0450544844928751
2506,Arjeplog,Centre Party (C),0.03574788334901223
2510,Jokkmokk,Centre Party (C),0.03233501192684866
2513,Överkalix,Centre Party (C),0.04700854700854701
2514,Kalix,Centre Party (C),0.04049168474331164
2518,Kiruna,Centre Party (C),0.08283652337621587
2521,Gällivare,Centre Party (C),0.025767661584711186
2523,Pajala,Centre Party (C),0.02168180486375623
2560,Älvsbyn,Centre Party (C),0.0539231514368744
2580,Luleå,Centre Party (C),0.04933381346777098
2581,Piteå,Centre Party (C),0.050890585241730284
2582,Älvsbyn,Centre Party (C),0.03918808464263009
2583,Haparanda,Centre Party (C),0.03920619554695062
2584,Övertorneå,Centre Party (C),0.022235363690124188
0114,Upplands Väsby,The Liberals (L),0.033208989172959696
0115,Vallentuna,The Liberals (L),0.04963384865744508
0117,Österåker,The Liberals (L),0.05307922961596125
0120,Värmdö,The Liberals (L),0.045576883262843454
0123,Järfälla,The Liberals (L),0.03773127715180781
0125,Ekerö,The Liberals (L),0.054527559055118115
0126,Huddinge,The Liberals (L),0.03647160837690832
0127,Botkyrka,The Liberals (L),0.021341961630225184
0128,Salem,The Liberals (L),0.04069524525779226
0136,Haninge,The Liberals (L),0.02939356435643564
0138,Tyresö,The Liberals (L),0.04580802633819606
0139,Upplands-Bro,The Liberals (L),0.033760015634160645
0140,Nykvarn,The Liberals (L),0.03627130939426914
0160,Täby,The Liberals (L),0.08198352589971807
0162,Danderyd,The Liberals (L),0.10475954796667492
0163,Sollentuna,The Liberals (L),0.06243671309298639
0180,Stockholm,The Liberals (L),0.05461008200920492
0181,Södertälje,The Liberals (L),0.02403136600128207
0182,Nacka,The Liberals (L),0.06313274793388429
0183,Sundbyberg,The Liberals (L),0.044372351002040705
0184,Solna,The Liberals (L),0.05350538205098437
0186,Lidingö,The Liberals (L),0.08860830058254593
0187,Vaxholm,The Liberals (L),0.0679419525065963
0188,Norrtälje,The Liberals (L),0.03438811120260362
0191,Sigtuna,The Liberals (L),0.029851650015137756
0192,Nynäshamn,The Liberals (L),0.026804794202359934
0305,Håbo,The Liberals (L),0.036084053176499424
0319,Älvkarleby,The Liberals (L),0.017505470459518602
0330,Knivsta,The Liberals (L),0.04645530603258476
0331,Heby,The Liberals (L),0.019535907548381182
0360,Tierp,The Liberals (L),0.020698177324683348
0380,Uppsala,The Liberals (L),0.048565939422271116
0381,Enköping,The Liberals (L),0.029430253157323276
0382,Östhammar,The Liberals (L),0.027261816311367662
0428,Vingåker,The Liberals (L),0.017171129220023285
0461,Gnesta,The Liberals (L),0.022867092280905398
0480,Nyköping,The Liberals (L),0.03204113016135326
0481,Oxelösund,The Liberals (L),0.020282186948853618
0482,Flen,The Liberals (L),0.024254506188221614
0483,Katrineholm,The Liberals (L),0.02434327093444265
0484,Eskilstuna,The Liberals (L),0.02829635297118082
0486,Strängnäs,The Liberals (L),0.037749893662271376
0488,Trosa,The Liberals (L),0.03461748137379611
0509,Ödeshög,The Liberals (L),0.016549038695546362
0512,Ydre,The Liberals (L),0.026868756458835685
0513,Kinda,The Liberals (L),0.02086284610431423
0560,Boxholm,The Liberals (L),0.021128395635012773
0561,Åtvidaberg,The Liberals (L),0.024683195592286503
0562,Finspång,The Liberals (L),0.025935042324548234
0563,Valdemarsvik,The Liberals (L),0.02137030995106036
0580,Linköping,The Liberals (L),0.048870699290016
0581,Norrköping,The Liberals (L),0.029835068644614392
0582,Söderköping,The Liberals (L),0.03748139066468167
0583,Motala,The Liberals (L),0.028638258314091225
0584,Vadstena,The Liberals (L),0.03233629749393695
0586,Mjölby,The Liberals (L),0.03315587933127861
0604,Aneby,The Liberals (L),0.02679444553099941
0617,Gnosjö,The Liberals (L),0.024008197921241398
0642,Mullsjö,The Liberals (L),0.02569593147751606
0643,Habo,The Liberals (L),0.03249097472924188
0662,Gislaved,The Liberals (L),0.023587775541723217
0665,Vaggeryd,The Liberals (L),0.028485475227977813
0680,Jönköping,The Liberals (L),0.03638108369978386
0682,Nässjö,The Liberals (L),0.02495318555937813
0683,Värnamo,The Liberals (L),0.027071653482835422
0684,Sävsjö,The Liberals (L),0.01862464183381089
0685,Vetlanda,The Liberals (L),0.023859071770798046
0686,Eksjö,The Liberals (L),0.031891851519904396
0687,Tranås,The Liberals (L),0.028161081385525203
0760,Uppvidinge,The Liberals (L),0.017068423416679142
0761,Lessebo,The Liberals (L),0.012579671251257966
0763,Tingsryd,The Liberals (L),0.016325642141924248
0764,Alvesta,The Liberals (L),0.019138427767869393
0765,Älmhult,The Liberals (L),0.020853939993405866
0767,Markaryd,The Liberals (L),0.014138118542686245
0780,Växjö,The Liberals (L),0.03350559132497458
0781,Ljungby,The Liberals (L),0.019819734793072533
0821,Högsby,The Liberals (L),0.008776328986960883
0834,Torsås,The Liberals (L),0.02298226565327543
0840,Mörbylånga,The Liberals (L),0.030746585984136068
0860,Hultsfred,The Liberals (L),0.015559661577360693
0861,Mönsterås,The Liberals (L),0.022084195997239476
0862,Emmaboda,The Liberals (L),0.019610691458454385
0880,Kalmar,The Liberals (L),0.03251883152673159
0881,Nybro,The Liberals (L),0.022007798559249222
0882,Oskarshamn,The Liberals (L),0.026507525644712877
0883,Västervik,The Liberals (L),0.028778206397432834
0884,Vimmerby,The Liberals (L),0.014806188654134087
0885,Borgholm,The Liberals (L),0.024471635150166853
0980,Gotland,The Liberals (L),0.023076604383311928
1060,Olofström,The Liberals (L),0.015538945712037766
1080,Karlskrona,The Liberals (L),0.035468949906505266
1081,Ronneby,The Liberals (L),0.027264852049423246
1082,Karlshamn,The Liberals (L),0.024933963019290805
1083,Sölvesborg,The Liberals (L),0.02432179607109448
1214,Svalöv,The Liberals (L),0.025300255955896828
1230,Staffanstorp,The Liberals (L),0.045671546785486954
1231,Burlöv,The Liberals (L),0.025665751798827977
1233,Vellinge,The Liberals (L),0.06616672479944191
1256,Östra Göinge,The Liberals (L),0.01711745791564214
1257,Örkelljunga,The Liberals (L),0.018036857927068356
1260,Bjuv,The Liberals (L),0.013207031605792877
1261,Kävlinge,The Liberals (L),0.04549879375290981
1262,Lomma,The Liberals (L),0.07913508693713776
1263,Svedala,The Liberals (L),0.029321452224697453
1264,Skurup,The Liberals (L),0.027084180561203736
1265,Sjöbo,The Liberals (L),0.023957705949273905
1266,Hörby,The Liberals (L),0.030059449049652517
1267,Höör,The Liberals (L),0.03553577007185254
1270,Tomelilla,The Liberals (L),0.020827334677032346
1272,Bromölla,The Liberals (L),0.02100972091564754
1273,Osby,The Liberals (L),0.0186084142394822
1275,Perstorp,The Liberals (L),0.013805172078553371
1276,Klippan,The Liberals (L),0.01670773021250385
1277,Åstorp,The Liberals (L),0.01605194336730093
1278,Båstad,The Liberals (L),0.05174603174603175
1280,Malmö,The Liberals (L),0.033614415619575434
1281,Lund,The Liberals (L),0.0695699603221287
1282,Landskrona,The Liberals (L),0.04642615624356826
1283,Helsingborg,The Liberals (L),0.03405698778833107
1284,Höganäs,The Liberals (L),0.050028158438145294
1285,Eslöv,The Liberals (L),0.02808606114027004
1286,Ystad,The Liberals (L),0.038151893714059096
1287,Trelleborg,The Liberals (L),0.03014133256417652
1290,Kristianstad,The Liberals (L),0.03850213390849433
1291,Simrishamn,The Liberals (L),0.03788506920084189
1292,Ängelholm,The Liberals (L),0.03155297020976555
1293,Hässleholm,The Liberals (L),0.028723404255319145
1315,Hylte,The Liberals (L),0.02002149959688256
1380,Halmstad,The Liberals (L),0.0354592900559817
1381,Laholm,The Liberals (L),0.03212151394422311
1382,Falkenberg,The Liberals (L),0.03194692239072257
1383,Varberg,The Liberals (L),0.04054340087359772
1384,Kungsbacka,The Liberals (L),0.05552272232417804
1401,Härryda,The Liberals (L),0.054104609303310514
1402,Partille,The Liberals (L),0.0481510287774871
1407,Öckerö,The Liberals (L),0.03853337265310135
1415,Stenungsund,The Liberals (L),0.04102070293692826
1419,Tjörn,The Liberals (L),0.05479987492182614
1421,Orust,The Liberals (L),0.03538831064851882
1427,Sotenäs,The Liberals (L),0.04536515012455749
1430,Munkedal,The Liberals (L),0.019656631002737
1435,Tanum,The Liberals (L),0.03630523651936928
1438,Dals-Ed,The Liberals (L),0.018835616438356163
1439,Färgelanda,The Liberals (L),0.022704640509858594
1440,Ale,The Liberals (L),0.027084141976107305
1441,Lerum,The Liberals (L),0.053859391930652055
1442,Vårgårda,The Liberals (L),0.02840341728614224
1443,Bollebygd,The Liberals (L),0.03360177728408775
1444,Grästorp,The Liberals (L),0.025827814569536423
1445,Essunga,The Liberals (L),0.014840182648401827
1446,Karlsborg,The Liberals (L),0.034371063523483895
1447,Gullspång,The Liberals (L),0.016381236038719285
1452,Åmål,The Liberals (L),0.022491927402293728
1460,Lilla Edet,The Liberals (L),0.01867043847241867
1461,Mellerud,The Liberals (L),0.019077901430842606
1462,Bengtsfors,The Liberals (L),0.01999811338552967
1463,Mariestad,The Liberals (L),0.02614232209737828
1465,Lidköping,The Liberals (L),0.023955773955773956
1466,Götene,The Liberals (L),0.028442499658143033
1470,Tibro,The Liberals (L),0.02136017677387675
1471,Töreboda,The Liberals (L),0.02705596107055961
1472,Vara,The Liberals (L),0.03286656636963314
1473,Skara,The Liberals (L),0.018851878100637844
1480,Göteborg,The Liberals (L),0.044964803245884505
1481,Mölndal,The Liberals (L),0.0535586257678222
1482,Kungälv,The Liberals (L),0.043110918544194105
1484,Lysekil,The Liberals (L),0.03569539925965098
1485,Uddevalla,The Liberals (L),0.029585249175607262
1486,Strömstad,The Liberals (L),0.03744783659125851
1487,Västra Götaland,The Liberals (L),0.030151419767403334
1488,Trollhättan,The Liberals (L),0.026889187404658364
1489,Alingsås,The Liberals (L),0.04326817482978256
1490,Borås,The Liberals (L),0.03357362805241926
1491,Ulricehamn,The Liberals (L),0.03257432005060089
1492,Tranemo,The Liberals (L),0.022848200312989047
1493,Bengtsfors,The Liberals (L),0.01983820271036224
1494,Lidköping,The Liberals (L),0.03337881143509852
1495,Skara,The Liberals (L),0.025545390570021115
1496,Skövde,The Liberals (L),0.03253130651770793
1497,Hjo,The Liberals (L),0.02883282506237871
1498,Tidaholm,The Liberals (L),0.02498494882600843
1499,Falköping,The Liberals (L),0.025925479319908355
1715,Kil,The Liberals (L),0.028826503173066582
1730,Eda,The Liberals (L),0.015390252839868085
1737,Torsby,The Liberals (L),0.018024184348619667
1760,Storfors,The Liberals (L),0.015523932729624837
1761,Hammarö,The Liberals (L),0.046931993191213425
1762,Munkfors,The Liberals (L),0.018422991893883564
1763,Forshaga,The Liberals (L),0.019152311876699912
1764,Grums,The Liberals (L),0.013808975834292287
1765,Årjäng,The Liberals (L),0.021026682134570766
1766,Sunne,The Liberals (L),0.028192052342923123
1780,Karlstad,The Liberals (L),0.03914362462747404
1781,Kristinehamn,The Liberals (L),0.03800475059382422
1782,Filipstad,The Liberals (L),0.019064794538194
1783,Hagfors,The Liberals (L),0.017058291911432443
1784,Arvika,The Liberals (L),0.023334171486044757
1785,Säffle,The Liberals (L),0.021431633090441493
1814,Lekeberg,The Liberals (L),0.032866802956439685
1860,Laxå,The Liberals (L),0.022263450834879406
1861,Hallsberg,The Liberals (L),0.02347024308466052
1862,Degerfors,The Liberals (L),0.019179184549356222
1863,Hällefors,The Liberals (L),0.016566866267465067
1864,Ljusnarsberg,The Liberals (L),0.011771300448430493
1880,Örebro,The Liberals (L),0.04782092589452264
1881,Kumla,The Liberals (L),0.0398031113271755
1882,Askersund,The Liberals (L),0.022856517935258093
1883,Karlskoga,The Liberals (L),0.024560210758902013
1884,Nora,The Liberals (L),0.029720913374411018
1885,Lindesberg,The Liberals (L),0.02173189932365007
1904,Skinnskatteberg,The Liberals (L),0.029091977666764617
1907,Surahammar,The Liberals (L),0.019079386257505004
1960,Kungsör,The Liberals (L),0.027449777641466035
1961,Hallstahammar,The Liberals (L),0.02216988793243463
1962,Norberg,The Liberals (L),0.023667279411764705
1980,Västerås,The Liberals (L),0.04045841440730994
1981,Sala,The Liberals (L),0.023719707361682673
1982,Fagersta,The Liberals (L),0.01790361194962007
1983,Köping,The Liberals (L),0.021854575163398695
1984,Arboga,The Liberals (L),0.028059592359016543
2021,Vansbro,The Liberals (L),0.014891611687087653
2023,Malung-Sälen,The Liberals (L),0.025679569084304143
2026,Gagnef,The Liberals (L),0.023371456986573846
2029,Leksand,The Liberals (L),0.030146019783325484
2031,Rättvik,The Liberals (L),0.02173433362753751
2034,Orsa,The Liberals (L),0.020586627801056658
2039,Älvdalen,The Liberals (L),0.01477832512315271
2061,Smedjebacken,The Liberals (L),0.015608740894901146
2062,Mora,The Liberals (L),0.02344277385701135
2080,Falun,The Liberals (L),0.0331072562062519
2081,Borlänge,The Liberals (L),0.02847791350961291
2082,Säter,The Liberals (L),0.021617931505290705
2083,Hedemora,The Liberals (L),0.01613175675675676
2084,Avesta,The Liberals (L),0.020807975424563845
2085,Ludvika,The Liberals (L),0.023508414074451808
2101,Ockelbo,The Liberals (L),0.014728511760826554
2104,Hofors,The Liberals (L),0.016677966101694915
2121,Ovanåker,The Liberals (L),0.01674986134220743
2132,Nordanstig,The Liberals (L),0.017719464358176656
2161,Ljusdal,The Liberals (L),0.024001081738895272
2180,Gävle,The Liberals (L),0.030595425267535628
2181,Sandviken,The Liberals (L),0.023639065243820073
2182,Söderhamn,The Liberals (L),0.017713529471648174
2183,Bollnäs,The Liberals (L),0.02113189215448142
2184,Hudiksvall,The Liberals (L),0.019789587632353438
2260,Ånge,The Liberals (L),0.013576522216127263
2262,Timrå,The Liberals (L),0.01757154127519185
2280,Härnösand,The Liberals (L),0.021043815107574727
2281,Sundsvall,The Liberals (L),0.03010500228265832
2282,Kramfors,The Liberals (L),0.0126952428500107
2283,Sollefteå,The Liberals (L),0.012078128235212919
2284,Örnsköldsvik,The Liberals (L),0.01945199749006484
2303,Ragunda,The Liberals (L),0.00928948029123776
2305,Bräcke,The Liberals (L),0.00933609958506224
2309,Krokom,The Liberals (L),0.01680450466303009
2313,Strömsund,The Liberals (L),0.011550220813044956
2321,Åre,The Liberals (L),0.028536800352578228
2326,Berg,The Liberals (L),0.009589288945178217
2361,Härjedalen,The Liberals (L),0.02252307692307692
2380,Östersund,The Liberals (L),0.025002518384204694
2401,Nordmaling,The Liberals (L),0.02100307803729857
2403,Bjurholm,The Liberals (L),0.022379912663755462
2404,Vindeln,The Liberals (L),0.019799560009777558
2409,Robertsfors,The Liberals (L),0.017014694508894045
2417,Norsjö,The Liberals (L),0.028543307086614178
2418,Malå,The Liberals (L),0.033200531208499334
2421,Storuman,The Liberals (L),0.029678848283499443
2422,Sorsele,The Liberals (L),0.016277807921866522
2425,Dorotea,The Liberals (L),0.026329375322663915
2460,Vännäs,The Liberals (L),0.017316017316017316
2462,Vilhelmina,The Liberals (L),0.011388179854702533
2463,Åsele,The Liberals (L),0.020696142991533394
2480,Umeå,The Liberals (L),0.030153387217060044
2481,Lycksele,The Liberals (L),0.02209466045705621
2482,Skellefteå,The Liberals (L),0.021779637181830964
2505,Arvidsjaur,The Liberals (L),0.02514668901927913
2506,Arjeplog,The Liberals (L),0.023047977422389464
2510,Jokkmokk,The Liberals (L),0.015107341637953882
2513,Överkalix,The Liberals (L),0.014374514374514374
2514,Kalix,The Liberals (L),0.016550172732385314
2518,Kiruna,The Liberals (L),0.010982114841543772
2521,Gällivare,The Liberals (L),0.010951256173502254
2523,Pajala,The Liberals (L),0.010621154409610315
2560,Älvsbyn,The Liberals (L),0.01759767516951889
2580,Luleå,The Liberals (L),0.03031394244934036
2581,Piteå,The Liberals (L),0.016883700044903457
2582,Älvsbyn,The Liberals (L),0.0188447915720643
2583,Haparanda,The Liberals (L),0.010809938689899967
2584,Övertorneå,The Liberals (L),0.013601419278533412
0114,Upplands Väsby,Christian Democrats (KD),0.03739423164407242
0115,Vallentuna,Christian Democrats (KD),0.04304312449145647
0117,Österåker,Christian Democrats (KD),0.03984546188444239
0120,Värmdö,Christian Democrats (KD),0.03785750199639171
0123,Järfälla,Christian Democrats (KD),0.03129272894058189
0125,Ekerö,Christian Democrats (KD),0.049557086614173226
0126,Huddinge,Christian Democrats (KD),0.029022256089549885
0127,Botkyrka,Christian Democrats (KD),0.044759290126482984
0128,Salem,Christian Democrats (KD),0.043452828612016374
0136,Haninge,Christian Democrats (KD),0.03154393564356435
0138,Tyresö,Christian Democrats (KD),0.03232672986320032
0139,Upplands-Bro,Christian Democrats (KD),0.0427985147547391
0140,Nykvarn,Christian Democrats (KD),0.04267924072059002
0160,Täby,Christian Democrats (KD),0.04433633700038697
0162,Danderyd,Christian Democrats (KD),0.050482553823311065
0163,Sollentuna,Christian Democrats (KD),0.0365105748839342
0180,Stockholm,Christian Democrats (KD),0.025126049150584612
0181,Södertälje,Christian Democrats (KD),0.056008586890084824
0182,Nacka,Christian Democrats (KD),0.033277376033057846
0183,Sundbyberg,Christian Democrats (KD),0.026817016378002198
0184,Solna,Christian Democrats (KD),0.029754697891960922
0186,Lidingö,Christian Democrats (KD),0.043593388521894254
0187,Vaxholm,Christian Democrats (KD),0.04496481970096746
0188,Norrtälje,Christian Democrats (KD),0.03887777908481355
0191,Sigtuna,Christian Democrats (KD),0.0439297608234938
0192,Nynäshamn,Christian Democrats (KD),0.04064851807116975
0305,Håbo,Christian Democrats (KD),0.04999081051277339
0319,Älvkarleby,Christian Democrats (KD),0.033233041575492346
0330,Knivsta,Christian Democrats (KD),0.07082049023924848
0331,Heby,Christian Democrats (KD),0.06823809960561314
0360,Tierp,Christian Democrats (KD),0.048872412727834415
0380,Uppsala,Christian Democrats (KD),0.04446129376150869
0381,Enköping,Christian Democrats (KD),0.051745814046516944
0382,Östhammar,Christian Democrats (KD),0.06538263702348975
0428,Vingåker,Christian Democrats (KD),0.043946449359720606
0461,Gnesta,Christian Democrats (KD),0.03412652350551364
0480,Nyköping,Christian Democrats (KD),0.03989074800890542
0481,Oxelösund,Christian Democrats (KD),0.02722663139329806
0482,Flen,Christian Democrats (KD),0.0398704211313232
0483,Katrineholm,Christian Democrats (KD),0.03755488791310377
0484,Eskilstuna,Christian Democrats (KD),0.03704412139760265
0486,Strängnäs,Christian Democrats (KD),0.04111725506876507
0488,Trosa,Christian Democrats (KD),0.04224968199164092
0509,Ödeshög,Christian Democrats (KD),0.10391822827938671
0512,Ydre,Christian Democrats (KD),0.09438511884257664
0513,Kinda,Christian Democrats (KD),0.06799742433998712
0560,Boxholm,Christian Democrats (KD),0.0513118179707453
0561,Åtvidaberg,Christian Democrats (KD),0.05168044077134987
0562,Finspång,Christian Democrats (KD),0.04562646334874227
0563,Valdemarsvik,Christian Democrats (KD),0.059380097879282216
0580,Linköping,Christian Democrats (KD),0.04430364479894508
0581,Norrköping,Christian Democrats (KD),0.048419791762646276
0582,Söderköping,Christian Democrats (KD),0.06121376652946842
0583,Motala,Christian Democrats (KD),0.04477164362611329
0584,Vadstena,Christian Democrats (KD),0.053516572352465645
0586,Mjölby,Christian Democrats (KD),0.050387596899224806
0604,Aneby,Christian Democrats (KD),0.0919225503618228
0617,Gnosjö,Christian Democrats (KD),0.10291318986971161
0642,Mullsjö,Christian Democrats (KD),0.10546038543897217
0643,Habo,Christian Democrats (KD),0.09539437698282463
0662,Gislaved,Christian Democrats (KD),0.06168390508728413
0665,Vaggeryd,Christian Democrats (KD),0.0852684027451349
0680,Jönköping,Christian Democrats (KD),0.07520310054408585
0682,Nässjö,Christian Democrats (KD),0.06723860122806254
0683,Värnamo,Christian Democrats (KD),0.07422624990400123
0684,Sävsjö,Christian Democrats (KD),0.12404489016236868
0685,Vetlanda,Christian Democrats (KD),0.07917533755988966
0686,Eksjö,Christian Democrats (KD),0.06609903652251849
0687,Tranås,Christian Democrats (KD),0.056322162771050406
0760,Uppvidinge,Christian Democrats (KD),0.06033837400808504
0761,Lessebo,Christian Democrats (KD),0.04729956390472996
0763,Tingsryd,Christian Democrats (KD),0.0675881584675664
0764,Alvesta,Christian Democrats (KD),0.05981616133900398
0765,Älmhult,Christian Democrats (KD),0.056462248598747114
0767,Markaryd,Christian Democrats (KD),0.07517672648178358
0780,Växjö,Christian Democrats (KD),0.04909352761775669
0781,Ljungby,Christian Democrats (KD),0.06285687320088718
0821,Högsby,Christian Democrats (KD),0.08550651955867603
0834,Torsås,Christian Democrats (KD),0.06333695258776693
0840,Mörbylånga,Christian Democrats (KD),0.06558181372148172
0860,Hultsfred,Christian Democrats (KD),0.0832441894388797
0861,Mönsterås,Christian Democrats (KD),0.06783003056294981
0862,Emmaboda,Christian Democrats (KD),0.05069726902963392
0880,Kalmar,Christian Democrats (KD),0.049182436156531326
0881,Nybro,Christian Democrats (KD),0.05439164628907541
0882,Oskarshamn,Christian Democrats (KD),0.06188284919950149
0883,Västervik,Christian Democrats (KD),0.0504557402792476
0884,Vimmerby,Christian Democrats (KD),0.06330061553818
0885,Borgholm,Christian Democrats (KD),0.06129032258064516
0980,Gotland,Christian Democrats (KD),0.033247710983137925
1060,Olofström,Christian Democrats (KD),0.038158929976396534
1080,Karlskrona,Christian Democrats (KD),0.04956205097923432
1081,Ronneby,Christian Democrats (KD),0.044681530114439434
1082,Karlshamn,Christian Democrats (KD),0.04046265908908989
1083,Sölvesborg,Christian Democrats (KD),0.04821184428293876
1214,Svalöv,Christian Democrats (KD),0.043217168734002755
1230,Staffanstorp,Christian Democrats (KD),0.03782092085720348
1231,Burlöv,Christian Democrats (KD),0.023588754543431494
1233,Vellinge,Christian Democrats (KD),0.05559818625741192
1256,Östra Göinge,Christian Democrats (KD),0.04955551352373747
1257,Örkelljunga,Christian Democrats (KD),0.08456410926676251
1260,Bjuv,Christian Democrats (KD),0.031150377994352853
1261,Kävlinge,Christian Democrats (KD),0.040673805392136116
1262,Lomma,Christian Democrats (KD),0.042521176995095854
1263,Svedala,Christian Democrats (KD),0.04611957372508881
1264,Skurup,Christian Democrats (KD),0.042212281415209434
1265,Sjöbo,Christian Democrats (KD),0.05694974235427959
1266,Hörby,Christian Democrats (KD),0.05609980741857154
1267,Höör,Christian Democrats (KD),0.04920337394564198
1270,Tomelilla,Christian Democrats (KD),0.044054131874460126
1272,Bromölla,Christian Democrats (KD),0.041078708058952654
1273,Osby,Christian Democrats (KD),0.05198220064724919
1275,Perstorp,Christian Democrats (KD),0.038110052498541706
1276,Klippan,Christian Democrats (KD),0.05150908530951647
1277,Åstorp,Christian Democrats (KD),0.03805573090449996
1278,Båstad,Christian Democrats (KD),0.0573015873015873
1280,Malmö,Christian Democrats (KD),0.02239899351838581
1281,Lund,Christian Democrats (KD),0.02799910163310268
1282,Landskrona,Christian Democrats (KD),0.027226485548793037
1283,Helsingborg,Christian Democrats (KD),0.034916327453640886
1284,Höganäs,Christian Democrats (KD),0.04862023653088042
1285,Eslöv,Christian Democrats (KD),0.03718097680195521
1286,Ystad,Christian Democrats (KD),0.04993059686694428
1287,Trelleborg,Christian Democrats (KD),0.045601384482261316
1290,Kristianstad,Christian Democrats (KD),0.04428433757055665
1291,Simrishamn,Christian Democrats (KD),0.0441992474009822
1292,Ängelholm,Christian Democrats (KD),0.05182443151771549
1293,Hässleholm,Christian Democrats (KD),0.05552178318135765
1315,Hylte,Christian Democrats (KD),0.05401773716742811
1380,Halmstad,Christian Democrats (KD),0.0447348135417588
1381,Laholm,Christian Democrats (KD),0.05981075697211155
1382,Falkenberg,Christian Democrats (KD),0.04379460303300624
1383,Varberg,Christian Democrats (KD),0.050780272854971234
1384,Kungsbacka,Christian Democrats (KD),0.05622258857196181
1401,Härryda,Christian Democrats (KD),0.04305781040446108
1402,Partille,Christian Democrats (KD),0.04422682599165666
1407,Öckerö,Christian Democrats (KD),0.12100658606114223
1415,Stenungsund,Christian Democrats (KD),0.050890707751564755
1419,Tjörn,Christian Democrats (KD),0.08669480925578488
1421,Orust,Christian Democrats (KD),0.05324259407526021
1427,Sotenäs,Christian Democrats (KD),0.06372099121541891
1430,Munkedal,Christian Democrats (KD),0.06394625528738493
1435,Tanum,Christian Democrats (KD),0.061319836480436055
1438,Dals-Ed,Christian Democrats (KD),0.08019406392694065
1439,Färgelanda,Christian Democrats (KD),0.05496912965544712
1440,Ale,Christian Democrats (KD),0.04606029240522707
1441,Lerum,Christian Democrats (KD),0.052489005035375104
1442,Vårgårda,Christian Democrats (KD),0.08676356374126262
1443,Bollebygd,Christian Democrats (KD),0.054429325187447926
1444,Grästorp,Christian Democrats (KD),0.05364238410596026
1445,Essunga,Christian Democrats (KD),0.04657534246575343
1446,Karlsborg,Christian Democrats (KD),0.07036170595645133
1447,Gullspång,Christian Democrats (KD),0.03673368081409779
1452,Åmål,Christian Democrats (KD),0.05211001002115577
1460,Lilla Edet,Christian Democrats (KD),0.05219236209335219
1461,Mellerud,Christian Democrats (KD),0.055788408729585195
1462,Bengtsfors,Christian Democrats (KD),0.043297802094142065
1463,Mariestad,Christian Democrats (KD),0.057078651685393264
1465,Lidköping,Christian Democrats (KD),0.06228501228501229
1466,Götene,Christian Democrats (KD),0.07548201832353342
1470,Tibro,Christian Democrats (KD),0.05295032326704313
1471,Töreboda,Christian Democrats (KD),0.06841849148418491
1472,Vara,Christian Democrats (KD),0.06816340701307719
1473,Skara,Christian Democrats (KD),0.042948263642806524
1480,Göteborg,Christian Democrats (KD),0.03387961029122234
1481,Mölndal,Christian Democrats (KD),0.040808417462747305
1482,Kungälv,Christian Democrats (KD),0.05556759098786828
1484,Lysekil,Christian Democrats (KD),0.04345143662964921
