municipality,gender,age_group,education,N
Noord-Beveland,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
Noord-Beveland,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Noord-Beveland,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Noord-Beveland,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noord-Beveland,Vrouwen,25 tot 35 jaar,Basisonderwijs,
Noord-Beveland,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Noord-Beveland,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Noord-Beveland,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Noord-Beveland,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noord-Beveland,Vrouwen,35 tot 45 jaar,Basisonderwijs,
Noord-Beveland,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Noord-Beveland,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Noord-Beveland,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Noord-Beveland,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noord-Beveland,Vrouwen,45 tot 55 jaar,Basisonderwijs,
Noord-Beveland,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Noord-Beveland,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Noord-Beveland,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Noord-Beveland,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noord-Beveland,Vrouwen,55 tot 65 jaar,Basisonderwijs,
Noord-Beveland,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",
Noord-Beveland,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",
Noord-Beveland,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",
Noord-Beveland,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noord-Beveland,Vrouwen,65 tot 75 jaar,Basisonderwijs,
Noord-Beveland,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Noord-Beveland,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Noord-Beveland,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Noord-Beveland,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordenveld,Mannen,15 tot 25 jaar,Basisonderwijs,242
Noordenveld,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",666
Noordenveld,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",69
Noordenveld,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",5
Noordenveld,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",619
Noordenveld,Mannen,25 tot 35 jaar,Basisonderwijs,56
Noordenveld,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",771
Noordenveld,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",280
Noordenveld,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",119
Noordenveld,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",172
Noordenveld,Mannen,35 tot 45 jaar,Basisonderwijs,48
Noordenveld,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",711
Noordenveld,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",464
Noordenveld,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",260
Noordenveld,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",219
Noordenveld,Mannen,45 tot 55 jaar,Basisonderwijs,50
Noordenveld,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1014
Noordenveld,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",456
Noordenveld,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",258
Noordenveld,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",222
Noordenveld,Mannen,55 tot 65 jaar,Basisonderwijs,108
Noordenveld,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1111
Noordenveld,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",562
Noordenveld,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",312
Noordenveld,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",305
Noordenveld,Mannen,65 tot 75 jaar,Basisonderwijs,125
Noordenveld,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",988
Noordenveld,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",561
Noordenveld,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",282
Noordenveld,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",246
Noordenveld,Vrouwen,15 tot 25 jaar,Basisonderwijs,153
Noordenveld,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",616
Noordenveld,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",113
Noordenveld,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",10
Noordenveld,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",510
Noordenveld,Vrouwen,25 tot 35 jaar,Basisonderwijs,23
Noordenveld,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",589
Noordenveld,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",396
Noordenveld,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",213
Noordenveld,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",79
Noordenveld,Vrouwen,35 tot 45 jaar,Basisonderwijs,52
Noordenveld,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",610
Noordenveld,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",605
Noordenveld,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",427
Noordenveld,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",106
Noordenveld,Vrouwen,45 tot 55 jaar,Basisonderwijs,60
Noordenveld,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",894
Noordenveld,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",528
Noordenveld,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",336
Noordenveld,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",182
Noordenveld,Vrouwen,55 tot 65 jaar,Basisonderwijs,90
Noordenveld,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1112
Noordenveld,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",572
Noordenveld,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",345
Noordenveld,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",380
Noordenveld,Vrouwen,65 tot 75 jaar,Basisonderwijs,202
Noordenveld,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",874
Noordenveld,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",492
Noordenveld,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",202
Noordenveld,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",529
Noordoostpolder,Mannen,15 tot 25 jaar,Basisonderwijs,571
Noordoostpolder,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1357
Noordoostpolder,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",143
Noordoostpolder,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",17
Noordoostpolder,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1312
Noordoostpolder,Mannen,25 tot 35 jaar,Basisonderwijs,284
Noordoostpolder,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1881
Noordoostpolder,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",647
Noordoostpolder,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",162
Noordoostpolder,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",327
Noordoostpolder,Mannen,35 tot 45 jaar,Basisonderwijs,262
Noordoostpolder,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1880
Noordoostpolder,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",622
Noordoostpolder,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",190
Noordoostpolder,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",449
Noordoostpolder,Mannen,45 tot 55 jaar,Basisonderwijs,176
Noordoostpolder,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1622
Noordoostpolder,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",662
Noordoostpolder,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",176
Noordoostpolder,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",560
Noordoostpolder,Mannen,55 tot 65 jaar,Basisonderwijs,248
Noordoostpolder,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1666
Noordoostpolder,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",646
Noordoostpolder,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",201
Noordoostpolder,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",643
Noordoostpolder,Mannen,65 tot 75 jaar,Basisonderwijs,193
Noordoostpolder,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1383
Noordoostpolder,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",498
Noordoostpolder,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",140
Noordoostpolder,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",585
Noordoostpolder,Vrouwen,15 tot 25 jaar,Basisonderwijs,406
Noordoostpolder,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1209
Noordoostpolder,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",235
Noordoostpolder,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",17
Noordoostpolder,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1032
Noordoostpolder,Vrouwen,25 tot 35 jaar,Basisonderwijs,112
Noordoostpolder,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1680
Noordoostpolder,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",852
Noordoostpolder,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",236
Noordoostpolder,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",220
Noordoostpolder,Vrouwen,35 tot 45 jaar,Basisonderwijs,155
Noordoostpolder,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1469
Noordoostpolder,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",921
Noordoostpolder,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",319
Noordoostpolder,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",232
Noordoostpolder,Vrouwen,45 tot 55 jaar,Basisonderwijs,254
Noordoostpolder,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1569
Noordoostpolder,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",676
Noordoostpolder,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",276
Noordoostpolder,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",329
Noordoostpolder,Vrouwen,55 tot 65 jaar,Basisonderwijs,280
Noordoostpolder,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1683
Noordoostpolder,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",564
Noordoostpolder,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",191
Noordoostpolder,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",578
Noordoostpolder,Vrouwen,65 tot 75 jaar,Basisonderwijs,386
Noordoostpolder,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1061
Noordoostpolder,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",386
Noordoostpolder,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",148
Noordoostpolder,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",713
Noordwijk,Mannen,15 tot 25 jaar,Basisonderwijs,478
Noordwijk,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1065
Noordwijk,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",142
Noordwijk,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",22
Noordwijk,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",792
Noordwijk,Mannen,25 tot 35 jaar,Basisonderwijs,181
Noordwijk,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1239
Noordwijk,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",543
Noordwijk,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",505
Noordwijk,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",230
Noordwijk,Mannen,35 tot 45 jaar,Basisonderwijs,162
Noordwijk,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1106
Noordwijk,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",686
Noordwijk,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",428
Noordwijk,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",420
Noordwijk,Mannen,45 tot 55 jaar,Basisonderwijs,231
Noordwijk,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1302
Noordwijk,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",651
Noordwijk,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",453
Noordwijk,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",366
Noordwijk,Mannen,55 tot 65 jaar,Basisonderwijs,244
Noordwijk,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1379
Noordwijk,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",686
Noordwijk,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",558
Noordwijk,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",432
Noordwijk,Mannen,65 tot 75 jaar,Basisonderwijs,190
Noordwijk,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1053
Noordwijk,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",666
Noordwijk,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",361
Noordwijk,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",529
Noordwijk,Vrouwen,15 tot 25 jaar,Basisonderwijs,233
Noordwijk,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1012
Noordwijk,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",216
Noordwijk,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",31
Noordwijk,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",711
Noordwijk,Vrouwen,25 tot 35 jaar,Basisonderwijs,83
Noordwijk,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1154
Noordwijk,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",793
Noordwijk,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",442
Noordwijk,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",125
Noordwijk,Vrouwen,35 tot 45 jaar,Basisonderwijs,199
Noordwijk,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",918
Noordwijk,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",720
Noordwijk,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",666
Noordwijk,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",297
Noordwijk,Vrouwen,45 tot 55 jaar,Basisonderwijs,174
Noordwijk,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1200
Noordwijk,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",781
Noordwijk,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",518
Noordwijk,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",428
Noordwijk,Vrouwen,55 tot 65 jaar,Basisonderwijs,221
Noordwijk,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1581
Noordwijk,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",711
Noordwijk,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",357
Noordwijk,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",534
Noordwijk,Vrouwen,65 tot 75 jaar,Basisonderwijs,252
Noordwijk,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1238
Noordwijk,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",455
Noordwijk,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",174
Noordwijk,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",777
Noordwijkerhout,Mannen,15 tot 25 jaar,Basisonderwijs,
Noordwijkerhout,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Mannen,25 tot 35 jaar,Basisonderwijs,
Noordwijkerhout,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Mannen,35 tot 45 jaar,Basisonderwijs,
Noordwijkerhout,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Mannen,45 tot 55 jaar,Basisonderwijs,
Noordwijkerhout,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Mannen,55 tot 65 jaar,Basisonderwijs,
Noordwijkerhout,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Mannen,65 tot 75 jaar,Basisonderwijs,
Noordwijkerhout,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Vrouwen,15 tot 25 jaar,Basisonderwijs,
Noordwijkerhout,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Vrouwen,25 tot 35 jaar,Basisonderwijs,
Noordwijkerhout,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Vrouwen,35 tot 45 jaar,Basisonderwijs,
Noordwijkerhout,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Vrouwen,45 tot 55 jaar,Basisonderwijs,
Noordwijkerhout,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Vrouwen,55 tot 65 jaar,Basisonderwijs,
Noordwijkerhout,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Noordwijkerhout,Vrouwen,65 tot 75 jaar,Basisonderwijs,
Noordwijkerhout,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Noordwijkerhout,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Noordwijkerhout,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Noordwijkerhout,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,Basisonderwijs,176
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",590
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",92
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",6
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",434
"Nuenen, Gerwen en Nederwetten",Mannen,25 tot 35 jaar,Basisonderwijs,15
"Nuenen, Gerwen en Nederwetten",Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",459
"Nuenen, Gerwen en Nederwetten",Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",348
"Nuenen, Gerwen en Nederwetten",Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",202
"Nuenen, Gerwen en Nederwetten",Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",77
"Nuenen, Gerwen en Nederwetten",Mannen,35 tot 45 jaar,Basisonderwijs,101
"Nuenen, Gerwen en Nederwetten",Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",459
"Nuenen, Gerwen en Nederwetten",Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",377
"Nuenen, Gerwen en Nederwetten",Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",379
"Nuenen, Gerwen en Nederwetten",Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",84
"Nuenen, Gerwen en Nederwetten",Mannen,45 tot 55 jaar,Basisonderwijs,50
"Nuenen, Gerwen en Nederwetten",Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",423
"Nuenen, Gerwen en Nederwetten",Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",423
"Nuenen, Gerwen en Nederwetten",Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",325
"Nuenen, Gerwen en Nederwetten",Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",179
"Nuenen, Gerwen en Nederwetten",Mannen,55 tot 65 jaar,Basisonderwijs,95
"Nuenen, Gerwen en Nederwetten",Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",567
"Nuenen, Gerwen en Nederwetten",Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",506
"Nuenen, Gerwen en Nederwetten",Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",360
"Nuenen, Gerwen en Nederwetten",Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",275
"Nuenen, Gerwen en Nederwetten",Mannen,65 tot 75 jaar,Basisonderwijs,77
"Nuenen, Gerwen en Nederwetten",Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",582
"Nuenen, Gerwen en Nederwetten",Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",451
"Nuenen, Gerwen en Nederwetten",Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",288
"Nuenen, Gerwen en Nederwetten",Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",200
"Nuenen, Gerwen en Nederwetten",Vrouwen,15 tot 25 jaar,Basisonderwijs,76
"Nuenen, Gerwen en Nederwetten",Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",344
"Nuenen, Gerwen en Nederwetten",Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",393
"Nuenen, Gerwen en Nederwetten",Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",8
"Nuenen, Gerwen en Nederwetten",Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",279
"Nuenen, Gerwen en Nederwetten",Vrouwen,25 tot 35 jaar,Basisonderwijs,21
"Nuenen, Gerwen en Nederwetten",Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",345
"Nuenen, Gerwen en Nederwetten",Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",360
"Nuenen, Gerwen en Nederwetten",Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",334
"Nuenen, Gerwen en Nederwetten",Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",38
"Nuenen, Gerwen en Nederwetten",Vrouwen,35 tot 45 jaar,Basisonderwijs,34
