municipality,gender,age_group,education,N
Doesburg,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Doesburg,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Doesburg,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Mannen,25 tot 35 jaar,Basisonderwijs,
Doesburg,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Doesburg,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Doesburg,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Doesburg,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Mannen,35 tot 45 jaar,Basisonderwijs,
Doesburg,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Doesburg,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Doesburg,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Doesburg,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Mannen,45 tot 55 jaar,Basisonderwijs,
Doesburg,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Doesburg,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Doesburg,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Doesburg,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Mannen,55 tot 65 jaar,Basisonderwijs,
Doesburg,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",
Doesburg,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",
Doesburg,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",
Doesburg,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Mannen,65 tot 75 jaar,Basisonderwijs,
Doesburg,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Doesburg,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Doesburg,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Doesburg,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Vrouwen,15 tot 25 jaar,Basisonderwijs,
Doesburg,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
Doesburg,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Doesburg,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Doesburg,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Vrouwen,25 tot 35 jaar,Basisonderwijs,
Doesburg,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Doesburg,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Doesburg,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Doesburg,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Vrouwen,35 tot 45 jaar,Basisonderwijs,
Doesburg,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Doesburg,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Doesburg,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Doesburg,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Vrouwen,45 tot 55 jaar,Basisonderwijs,
Doesburg,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Doesburg,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Doesburg,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Doesburg,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doesburg,Vrouwen,55 tot 65 jaar,Basisonderwijs,138
Doesburg,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",432
Doesburg,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",197
Doesburg,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",77
Doesburg,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",157
Doesburg,Vrouwen,65 tot 75 jaar,Basisonderwijs,
Doesburg,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Doesburg,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Doesburg,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Doesburg,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Doetinchem,Mannen,15 tot 25 jaar,Basisonderwijs,486
Doetinchem,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1328
Doetinchem,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",634
Doetinchem,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",29
Doetinchem,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1127
Doetinchem,Mannen,25 tot 35 jaar,Basisonderwijs,148
Doetinchem,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1868
Doetinchem,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",940
Doetinchem,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",241
Doetinchem,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",403
Doetinchem,Mannen,35 tot 45 jaar,Basisonderwijs,245
Doetinchem,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1683
Doetinchem,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",765
Doetinchem,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",282
Doetinchem,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",428
Doetinchem,Mannen,45 tot 55 jaar,Basisonderwijs,243
Doetinchem,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1820
Doetinchem,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",851
Doetinchem,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",357
Doetinchem,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",528
Doetinchem,Mannen,55 tot 65 jaar,Basisonderwijs,234
Doetinchem,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",2174
Doetinchem,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",918
Doetinchem,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",387
Doetinchem,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",788
Doetinchem,Mannen,65 tot 75 jaar,Basisonderwijs,313
Doetinchem,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1408
Doetinchem,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",835
Doetinchem,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",342
Doetinchem,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",698
Doetinchem,Vrouwen,15 tot 25 jaar,Basisonderwijs,340
Doetinchem,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1336
Doetinchem,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",505
Doetinchem,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",33
Doetinchem,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1089
Doetinchem,Vrouwen,25 tot 35 jaar,Basisonderwijs,119
Doetinchem,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1628
Doetinchem,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",1102
Doetinchem,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",388
Doetinchem,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",262
Doetinchem,Vrouwen,35 tot 45 jaar,Basisonderwijs,194
Doetinchem,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1428
Doetinchem,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",1051
Doetinchem,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",459
Doetinchem,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",269
Doetinchem,Vrouwen,45 tot 55 jaar,Basisonderwijs,320
Doetinchem,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1533
Doetinchem,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",1240
Doetinchem,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",363
Doetinchem,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",437
Doetinchem,Vrouwen,55 tot 65 jaar,Basisonderwijs,330
Doetinchem,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",2103
Doetinchem,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",774
Doetinchem,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",321
Doetinchem,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",867
Doetinchem,Vrouwen,65 tot 75 jaar,Basisonderwijs,475
Doetinchem,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1414
Doetinchem,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",806
Doetinchem,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",160
Doetinchem,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",946
Dongen,Mannen,15 tot 25 jaar,Basisonderwijs,216
Dongen,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",720
Dongen,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",102
Dongen,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",22
Dongen,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",538
Dongen,Mannen,25 tot 35 jaar,Basisonderwijs,90
Dongen,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",869
Dongen,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",490
Dongen,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",133
Dongen,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",117
Dongen,Mannen,35 tot 45 jaar,Basisonderwijs,117
Dongen,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",745
Dongen,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",352
Dongen,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",148
Dongen,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",338
Dongen,Mannen,45 tot 55 jaar,Basisonderwijs,109
Dongen,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",838
Dongen,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",314
Dongen,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",167
Dongen,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",272
Dongen,Mannen,55 tot 65 jaar,Basisonderwijs,98
Dongen,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",994
Dongen,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",414
Dongen,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",166
Dongen,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",328
Dongen,Mannen,65 tot 75 jaar,Basisonderwijs,189
Dongen,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",785
Dongen,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",275
Dongen,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",162
Dongen,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",289
Dongen,Vrouwen,15 tot 25 jaar,Basisonderwijs,133
Dongen,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",641
Dongen,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",133
Dongen,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",17
Dongen,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",477
Dongen,Vrouwen,25 tot 35 jaar,Basisonderwijs,32
Dongen,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",754
Dongen,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",539
Dongen,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",198
Dongen,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",78
Dongen,Vrouwen,35 tot 45 jaar,Basisonderwijs,90
Dongen,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",662
Dongen,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",418
Dongen,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",293
Dongen,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",139
Dongen,Vrouwen,45 tot 55 jaar,Basisonderwijs,112
Dongen,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",812
Dongen,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",382
Dongen,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",211
Dongen,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",286
Dongen,Vrouwen,55 tot 65 jaar,Basisonderwijs,202
Dongen,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",956
Dongen,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",267
Dongen,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",134
Dongen,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",540
Dongen,Vrouwen,65 tot 75 jaar,Basisonderwijs,248
Dongen,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",709
Dongen,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",248
Dongen,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",71
Dongen,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",425
Dongeradeel,Mannen,15 tot 25 jaar,Basisonderwijs,
Dongeradeel,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Mannen,25 tot 35 jaar,Basisonderwijs,
Dongeradeel,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Mannen,35 tot 45 jaar,Basisonderwijs,
Dongeradeel,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Mannen,45 tot 55 jaar,Basisonderwijs,
Dongeradeel,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Mannen,55 tot 65 jaar,Basisonderwijs,
Dongeradeel,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Mannen,65 tot 75 jaar,Basisonderwijs,
Dongeradeel,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Vrouwen,15 tot 25 jaar,Basisonderwijs,
Dongeradeel,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Vrouwen,25 tot 35 jaar,Basisonderwijs,
Dongeradeel,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Vrouwen,35 tot 45 jaar,Basisonderwijs,
Dongeradeel,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Vrouwen,45 tot 55 jaar,Basisonderwijs,
Dongeradeel,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Vrouwen,55 tot 65 jaar,Basisonderwijs,
Dongeradeel,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dongeradeel,Vrouwen,65 tot 75 jaar,Basisonderwijs,
Dongeradeel,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",
Dongeradeel,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",
Dongeradeel,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",
Dongeradeel,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
Dordrecht,Mannen,15 tot 25 jaar,Basisonderwijs,1143
Dordrecht,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",2861
Dordrecht,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",390
Dordrecht,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",64
Dordrecht,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",2648
Dordrecht,Mannen,25 tot 35 jaar,Basisonderwijs,326
Dordrecht,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",4523
Dordrecht,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",1778
Dordrecht,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",1091
Dordrecht,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1082
Dordrecht,Mannen,35 tot 45 jaar,Basisonderwijs,672
Dordrecht,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",3645
Dordrecht,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",1604
Dordrecht,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",1004
Dordrecht,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1183
Dordrecht,Mannen,45 tot 55 jaar,Basisonderwijs,788
Dordrecht,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",3526
Dordrecht,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",1357
Dordrecht,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",858
Dordrecht,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1271
Dordrecht,Mannen,55 tot 65 jaar,Basisonderwijs,924
Dordrecht,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",3461
Dordrecht,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",1680
Dordrecht,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",865
Dordrecht,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1478
Dordrecht,Mannen,65 tot 75 jaar,Basisonderwijs,662
Dordrecht,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",2526
Dordrecht,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",1279
Dordrecht,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",693
Dordrecht,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1140
Dordrecht,Vrouwen,15 tot 25 jaar,Basisonderwijs,876
Dordrecht,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",2926
Dordrecht,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",593
Dordrecht,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",104
Dordrecht,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",2401
Dordrecht,Vrouwen,25 tot 35 jaar,Basisonderwijs,435
Dordrecht,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",3362
Dordrecht,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",2386
Dordrecht,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",1337
Dordrecht,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",672
Dordrecht,Vrouwen,35 tot 45 jaar,Basisonderwijs,640
Dordrecht,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",3271
Dordrecht,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",1770
Dordrecht,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",1138
Dordrecht,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1074
Dordrecht,Vrouwen,45 tot 55 jaar,Basisonderwijs,1022
Dordrecht,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",3128
Dordrecht,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",1622
Dordrecht,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",975
Dordrecht,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1045
Dordrecht,Vrouwen,55 tot 65 jaar,Basisonderwijs,1275
Dordrecht,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",3604
Dordrecht,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",1386
Dordrecht,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",612
Dordrecht,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1632
Dordrecht,Vrouwen,65 tot 75 jaar,Basisonderwijs,1244
Dordrecht,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",2305
Dordrecht,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",1068
Dordrecht,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",537
Dordrecht,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1646
Drechterland,Mannen,15 tot 25 jaar,Basisonderwijs,142
Drechterland,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",558
Drechterland,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",76
Drechterland,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",12
Drechterland,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",412
Drechterland,Mannen,25 tot 35 jaar,Basisonderwijs,90
Drechterland,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",606
Drechterland,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",253
Drechterland,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",75
Drechterland,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",76
Drechterland,Mannen,35 tot 45 jaar,Basisonderwijs,56
Drechterland,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",624
Drechterland,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",247
Drechterland,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",88
Drechterland,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",186
Drechterland,Mannen,45 tot 55 jaar,Basisonderwijs,74
Drechterland,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",648
Drechterland,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",277
Drechterland,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",120
Drechterland,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",280
Drechterland,Mannen,55 tot 65 jaar,Basisonderwijs,87
Drechterland,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",747
Drechterland,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",237
Drechterland,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",104
Drechterland,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",326
Drechterland,Mannen,65 tot 75 jaar,Basisonderwijs,85
Drechterland,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",446
Drechterland,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",222
Drechterland,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",66
Drechterland,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",380
Drechterland,Vrouwen,15 tot 25 jaar,Basisonderwijs,133
Drechterland,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",539
Drechterland,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",114
Drechterland,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",16
Drechterland,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",397
Drechterland,Vrouwen,25 tot 35 jaar,Basisonderwijs,40
Drechterland,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",300
