municipality,gender,age_group,N
Beilen,Mannen,40-44,0.0
Beilen,Mannen,45-49,0.0
Beilen,Mannen,50-54,0.0
Beilen,Mannen,55-59,0.0
Beilen,Mannen,60-64,0.0
Beilen,Mannen,65-69,0.0
Beilen,Mannen,70-74,0.0
Beilen,Mannen,75+,0.0
Beilen,Vrouwen,15-19,0.0
Beilen,Vrouwen,20-24,0.0
Beilen,Vrouwen,25-29,0.0
Beilen,Vrouwen,30-34,0.0
Beilen,Vrouwen,35-39,0.0
Beilen,Vrouwen,40-44,0.0
Beilen,Vrouwen,45-49,0.0
Beilen,Vrouwen,50-54,0.0
Beilen,Vrouwen,55-59,0.0
Beilen,Vrouwen,60-64,0.0
Beilen,Vrouwen,65-69,0.0
Beilen,Vrouwen,70-74,0.0
Beilen,Vrouwen,75+,0.0
Belfeld,Mannen,15-19,0.0
Belfeld,Mannen,20-24,0.0
Belfeld,Mannen,25-29,0.0
Belfeld,Mannen,30-34,0.0
Belfeld,Mannen,35-39,0.0
Belfeld,Mannen,40-44,0.0
Belfeld,Mannen,45-49,0.0
Belfeld,Mannen,50-54,0.0
Belfeld,Mannen,55-59,0.0
Belfeld,Mannen,60-64,0.0
Belfeld,Mannen,65-69,0.0
Belfeld,Mannen,70-74,0.0
Belfeld,Mannen,75+,0.0
Belfeld,Vrouwen,15-19,0.0
Belfeld,Vrouwen,20-24,0.0
Belfeld,Vrouwen,25-29,0.0
Belfeld,Vrouwen,30-34,0.0
Belfeld,Vrouwen,35-39,0.0
Belfeld,Vrouwen,40-44,0.0
Belfeld,Vrouwen,45-49,0.0
Belfeld,Vrouwen,50-54,0.0
Belfeld,Vrouwen,55-59,0.0
Belfeld,Vrouwen,60-64,0.0
Belfeld,Vrouwen,65-69,0.0
Belfeld,Vrouwen,70-74,0.0
Belfeld,Vrouwen,75+,0.0
Bellingwedde,Mannen,15-19,0.0
Bellingwedde,Mannen,20-24,0.0
Bellingwedde,Mannen,25-29,0.0
Bellingwedde,Mannen,30-34,0.0
Bellingwedde,Mannen,35-39,0.0
Bellingwedde,Mannen,40-44,0.0
Bellingwedde,Mannen,45-49,0.0
Bellingwedde,Mannen,50-54,0.0
Bellingwedde,Mannen,55-59,0.0
Bellingwedde,Mannen,60-64,0.0
Bellingwedde,Mannen,65-69,0.0
Bellingwedde,Mannen,70-74,0.0
Bellingwedde,Mannen,75+,0.0
Bellingwedde,Vrouwen,15-19,0.0
Bellingwedde,Vrouwen,20-24,0.0
Bellingwedde,Vrouwen,25-29,0.0
Bellingwedde,Vrouwen,30-34,0.0
Bellingwedde,Vrouwen,35-39,0.0
Bellingwedde,Vrouwen,40-44,0.0
Bellingwedde,Vrouwen,45-49,0.0
Bellingwedde,Vrouwen,50-54,0.0
Bellingwedde,Vrouwen,55-59,0.0
Bellingwedde,Vrouwen,60-64,0.0
Bellingwedde,Vrouwen,65-69,0.0
Bellingwedde,Vrouwen,70-74,0.0
Bellingwedde,Vrouwen,75+,0.0
Bemmel,Mannen,15-19,0.0
Bemmel,Mannen,20-24,0.0
Bemmel,Mannen,25-29,0.0
Bemmel,Mannen,30-34,0.0
Bemmel,Mannen,35-39,0.0
Bemmel,Mannen,40-44,0.0
Bemmel,Mannen,45-49,0.0
Bemmel,Mannen,50-54,0.0
Bemmel,Mannen,55-59,0.0
Bemmel,Mannen,60-64,0.0
Bemmel,Mannen,65-69,0.0
Bemmel,Mannen,70-74,0.0
Bemmel,Mannen,75+,0.0
Bemmel,Vrouwen,15-19,0.0
Bemmel,Vrouwen,20-24,0.0
Bemmel,Vrouwen,25-29,0.0
Bemmel,Vrouwen,30-34,0.0
Bemmel,Vrouwen,35-39,0.0
Bemmel,Vrouwen,40-44,0.0
Bemmel,Vrouwen,45-49,0.0
Bemmel,Vrouwen,50-54,0.0
Bemmel,Vrouwen,55-59,0.0
Bemmel,Vrouwen,60-64,0.0
Bemmel,Vrouwen,65-69,0.0
Bemmel,Vrouwen,70-74,0.0
Bemmel,Vrouwen,75+,0.0
Bennebroek,Mannen,15-19,0.0
Bennebroek,Mannen,20-24,0.0
Bennebroek,Mannen,25-29,0.0
Bennebroek,Mannen,30-34,0.0
Bennebroek,Mannen,35-39,0.0
Bennebroek,Mannen,40-44,0.0
Bennebroek,Mannen,45-49,0.0
Bennebroek,Mannen,50-54,0.0
Bennebroek,Mannen,55-59,0.0
Bennebroek,Mannen,60-64,0.0
Bennebroek,Mannen,65-69,0.0
Bennebroek,Mannen,70-74,0.0
Bennebroek,Mannen,75+,0.0
Bennebroek,Vrouwen,15-19,0.0
Bennebroek,Vrouwen,20-24,0.0
Bennebroek,Vrouwen,25-29,0.0
Bennebroek,Vrouwen,30-34,0.0
Bennebroek,Vrouwen,35-39,0.0
Bennebroek,Vrouwen,40-44,0.0
Bennebroek,Vrouwen,45-49,0.0
Bennebroek,Vrouwen,50-54,0.0
Bennebroek,Vrouwen,55-59,0.0
Bennebroek,Vrouwen,60-64,0.0
Bennebroek,Vrouwen,65-69,0.0
Bennebroek,Vrouwen,70-74,0.0
Bennebroek,Vrouwen,75+,0.0
Benschop,Mannen,15-19,0.0
Benschop,Mannen,20-24,0.0
Benschop,Mannen,25-29,0.0
Benschop,Mannen,30-34,0.0
Benschop,Mannen,35-39,0.0
Benschop,Mannen,40-44,0.0
Benschop,Mannen,45-49,0.0
Benschop,Mannen,50-54,0.0
Benschop,Mannen,55-59,0.0
Benschop,Mannen,60-64,0.0
Benschop,Mannen,65-69,0.0
Benschop,Mannen,70-74,0.0
Benschop,Mannen,75+,0.0
Benschop,Vrouwen,15-19,0.0
Benschop,Vrouwen,20-24,0.0
Benschop,Vrouwen,25-29,0.0
Benschop,Vrouwen,30-34,0.0
Benschop,Vrouwen,35-39,0.0
Benschop,Vrouwen,40-44,0.0
Benschop,Vrouwen,45-49,0.0
Benschop,Vrouwen,50-54,0.0
Benschop,Vrouwen,55-59,0.0
Benschop,Vrouwen,60-64,0.0
Benschop,Vrouwen,65-69,0.0
Benschop,Vrouwen,70-74,0.0
Benschop,Vrouwen,75+,0.0
Benthuizen,Mannen,15-19,0.0
Benthuizen,Mannen,20-24,0.0
Benthuizen,Mannen,25-29,0.0
Benthuizen,Mannen,30-34,0.0
Benthuizen,Mannen,35-39,0.0
Benthuizen,Mannen,40-44,0.0
Benthuizen,Mannen,45-49,0.0
Benthuizen,Mannen,50-54,0.0
Benthuizen,Mannen,55-59,0.0
Benthuizen,Mannen,60-64,0.0
Benthuizen,Mannen,65-69,0.0
Benthuizen,Mannen,70-74,0.0
Benthuizen,Mannen,75+,0.0
Benthuizen,Vrouwen,15-19,0.0
Benthuizen,Vrouwen,20-24,0.0
Benthuizen,Vrouwen,25-29,0.0
Benthuizen,Vrouwen,30-34,0.0
Benthuizen,Vrouwen,35-39,0.0
Benthuizen,Vrouwen,40-44,0.0
Benthuizen,Vrouwen,45-49,0.0
Benthuizen,Vrouwen,50-54,0.0
Benthuizen,Vrouwen,55-59,0.0
Benthuizen,Vrouwen,60-64,0.0
Benthuizen,Vrouwen,65-69,0.0
Benthuizen,Vrouwen,70-74,0.0
Benthuizen,Vrouwen,75+,0.0
Berg en Dal,Mannen,15-19,964.0
Berg en Dal,Mannen,20-24,1001.0
Berg en Dal,Mannen,25-29,921.0
Berg en Dal,Mannen,30-34,1014.0
Berg en Dal,Mannen,35-39,897.0
Berg en Dal,Mannen,40-44,792.0
Berg en Dal,Mannen,45-49,964.0
Berg en Dal,Mannen,50-54,1317.0
Berg en Dal,Mannen,55-59,1448.0
Berg en Dal,Mannen,60-64,1427.0
Berg en Dal,Mannen,65-69,1301.0
Berg en Dal,Mannen,70-74,1155.0
Berg en Dal,Mannen,75+,264.0
Berg en Dal,Vrouwen,15-19,870.0
Berg en Dal,Vrouwen,20-24,871.0
Berg en Dal,Vrouwen,25-29,836.0
Berg en Dal,Vrouwen,30-34,1007.0
Berg en Dal,Vrouwen,35-39,892.0
Berg en Dal,Vrouwen,40-44,928.0
Berg en Dal,Vrouwen,45-49,1029.0
Berg en Dal,Vrouwen,50-54,1338.0
Berg en Dal,Vrouwen,55-59,1481.0
Berg en Dal,Vrouwen,60-64,1455.0
Berg en Dal,Vrouwen,65-69,1288.0
Berg en Dal,Vrouwen,70-74,1198.0
Berg en Dal,Vrouwen,75+,246.0
Bergambacht,Mannen,15-19,0.0
Bergambacht,Mannen,20-24,0.0
Bergambacht,Mannen,25-29,0.0
Bergambacht,Mannen,30-34,0.0
Bergambacht,Mannen,35-39,0.0
Bergambacht,Mannen,40-44,0.0
Bergambacht,Mannen,45-49,0.0
Bergambacht,Mannen,50-54,0.0
Bergambacht,Mannen,55-59,0.0
Bergambacht,Mannen,60-64,0.0
Bergambacht,Mannen,65-69,0.0
Bergambacht,Mannen,70-74,0.0
Bergambacht,Mannen,75+,0.0
Bergambacht,Vrouwen,15-19,0.0
Bergambacht,Vrouwen,20-24,0.0
Bergambacht,Vrouwen,25-29,0.0
Bergambacht,Vrouwen,30-34,0.0
Bergambacht,Vrouwen,35-39,0.0
Bergambacht,Vrouwen,40-44,0.0
Bergambacht,Vrouwen,45-49,0.0
Bergambacht,Vrouwen,50-54,0.0
Bergambacht,Vrouwen,55-59,0.0
Bergambacht,Vrouwen,60-64,0.0
Bergambacht,Vrouwen,65-69,0.0
Bergambacht,Vrouwen,70-74,0.0
Bergambacht,Vrouwen,75+,0.0
Bergeijk,Mannen,15-19,549.0
Bergeijk,Mannen,20-24,559.0
Bergeijk,Mannen,25-29,585.0
Bergeijk,Mannen,30-34,593.0
Bergeijk,Mannen,35-39,598.0
Bergeijk,Mannen,40-44,512.0
Bergeijk,Mannen,45-49,544.0
Bergeijk,Mannen,50-54,701.0
Bergeijk,Mannen,55-59,787.0
Bergeijk,Mannen,60-64,794.0
Bergeijk,Mannen,65-69,679.0
Bergeijk,Mannen,70-74,569.0
Bergeijk,Mannen,75+,126.0
Bergeijk,Vrouwen,15-19,500.0
Bergeijk,Vrouwen,20-24,492.0
Bergeijk,Vrouwen,25-29,485.0
Bergeijk,Vrouwen,30-34,564.0
Bergeijk,Vrouwen,35-39,484.0
Bergeijk,Vrouwen,40-44,500.0
Bergeijk,Vrouwen,45-49,541.0
Bergeijk,Vrouwen,50-54,677.0
Bergeijk,Vrouwen,55-59,718.0
Bergeijk,Vrouwen,60-64,762.0
Bergeijk,Vrouwen,65-69,645.0
Bergeijk,Vrouwen,70-74,566.0
Bergeijk,Vrouwen,75+,122.0
Bergen (L.),Mannen,15-19,337.0
Bergen (L.),Mannen,20-24,340.0
Bergen (L.),Mannen,25-29,370.0
Bergen (L.),Mannen,30-34,368.0
Bergen (L.),Mannen,35-39,352.0
Bergen (L.),Mannen,40-44,333.0
Bergen (L.),Mannen,45-49,332.0
Bergen (L.),Mannen,50-54,491.0
Bergen (L.),Mannen,55-59,621.0
Bergen (L.),Mannen,60-64,580.0
Bergen (L.),Mannen,65-69,533.0
Bergen (L.),Mannen,70-74,499.0
Bergen (L.),Mannen,75+,104.0
Bergen (L.),Vrouwen,15-19,332.0
Bergen (L.),Vrouwen,20-24,325.0
Bergen (L.),Vrouwen,25-29,298.0
Bergen (L.),Vrouwen,30-34,336.0
Bergen (L.),Vrouwen,35-39,321.0
Bergen (L.),Vrouwen,40-44,326.0
Bergen (L.),Vrouwen,45-49,344.0
Bergen (L.),Vrouwen,50-54,479.0
Bergen (L.),Vrouwen,55-59,589.0
Bergen (L.),Vrouwen,60-64,594.0
Bergen (L.),Vrouwen,65-69,517.0
Bergen (L.),Vrouwen,70-74,442.0
Bergen (L.),Vrouwen,75+,84.0
Bergen (NH.),Mannen,15-19,801.0
Bergen (NH.),Mannen,20-24,753.0
Bergen (NH.),Mannen,25-29,579.0
Bergen (NH.),Mannen,30-34,480.0
Bergen (NH.),Mannen,35-39,517.0
Bergen (NH.),Mannen,40-44,623.0
Bergen (NH.),Mannen,45-49,729.0
Bergen (NH.),Mannen,50-54,1066.0
Bergen (NH.),Mannen,55-59,1234.0
Bergen (NH.),Mannen,60-64,1241.0
Bergen (NH.),Mannen,65-69,1095.0
Bergen (NH.),Mannen,70-74,1111.0
Bergen (NH.),Mannen,75+,257.0
Bergen (NH.),Vrouwen,15-19,824.0
Bergen (NH.),Vrouwen,20-24,623.0
Bergen (NH.),Vrouwen,25-29,498.0
Bergen (NH.),Vrouwen,30-34,503.0
Bergen (NH.),Vrouwen,35-39,546.0
Bergen (NH.),Vrouwen,40-44,701.0
Bergen (NH.),Vrouwen,45-49,847.0
Bergen (NH.),Vrouwen,50-54,1183.0
Bergen (NH.),Vrouwen,55-59,1375.0
Bergen (NH.),Vrouwen,60-64,1295.0
Bergen (NH.),Vrouwen,65-69,1207.0
Bergen (NH.),Vrouwen,70-74,1251.0
Bergen (NH.),Vrouwen,75+,296.0
Bergen op Zoom,Mannen,15-19,1878.0
Bergen op Zoom,Mannen,20-24,2054.0
Bergen op Zoom,Mannen,25-29,1998.0
Bergen op Zoom,Mannen,30-34,2152.0
Bergen op Zoom,Mannen,35-39,2131.0
Bergen op Zoom,Mannen,40-44,2036.0
Bergen op Zoom,Mannen,45-49,1907.0
Bergen op Zoom,Mannen,50-54,2537.0
Bergen op Zoom,Mannen,55-59,2655.0
Bergen op Zoom,Mannen,60-64,2493.0
Bergen op Zoom,Mannen,65-69,2181.0
Bergen op Zoom,Mannen,70-74,2000.0
Bergen op Zoom,Mannen,75+,358.0
Bergen op Zoom,Vrouwen,15-19,1853.0
Bergen op Zoom,Vrouwen,20-24,1790.0
Bergen op Zoom,Vrouwen,25-29,1988.0
Bergen op Zoom,Vrouwen,30-34,2100.0
Bergen op Zoom,Vrouwen,35-39,2135.0
Bergen op Zoom,Vrouwen,40-44,2046.0
Bergen op Zoom,Vrouwen,45-49,1996.0
Bergen op Zoom,Vrouwen,50-54,2598.0
Bergen op Zoom,Vrouwen,55-59,2666.0
Bergen op Zoom,Vrouwen,60-64,2500.0
Bergen op Zoom,Vrouwen,65-69,2297.0
Bergen op Zoom,Vrouwen,70-74,2036.0
Bergen op Zoom,Vrouwen,75+,391.0
Bergeyk,Mannen,15-19,0.0
Bergeyk,Mannen,20-24,0.0
Bergeyk,Mannen,25-29,0.0
Bergeyk,Mannen,30-34,0.0
Bergeyk,Mannen,35-39,0.0
Bergeyk,Mannen,40-44,0.0
Bergeyk,Mannen,45-49,0.0
Bergeyk,Mannen,50-54,0.0
Bergeyk,Mannen,55-59,0.0
Bergeyk,Mannen,60-64,0.0
Bergeyk,Mannen,65-69,0.0
Bergeyk,Mannen,70-74,0.0
Bergeyk,Mannen,75+,0.0
Bergeyk,Vrouwen,15-19,0.0
Bergeyk,Vrouwen,20-24,0.0
Bergeyk,Vrouwen,25-29,0.0
Bergeyk,Vrouwen,30-34,0.0
Bergeyk,Vrouwen,35-39,0.0
Bergeyk,Vrouwen,40-44,0.0
Bergeyk,Vrouwen,45-49,0.0
Bergeyk,Vrouwen,50-54,0.0
Bergeyk,Vrouwen,55-59,0.0
Bergeyk,Vrouwen,60-64,0.0
Bergeyk,Vrouwen,65-69,0.0
Bergeyk,Vrouwen,70-74,0.0
Bergeyk,Vrouwen,75+,0.0
Bergh,Mannen,15-19,0.0
Bergh,Mannen,20-24,0.0
Bergh,Mannen,25-29,0.0
Bergh,Mannen,30-34,0.0
Bergh,Mannen,35-39,0.0
Bergh,Mannen,40-44,0.0
Bergh,Mannen,45-49,0.0
Bergh,Mannen,50-54,0.0
Bergh,Mannen,55-59,0.0
Bergh,Mannen,60-64,0.0
Bergh,Mannen,65-69,0.0
Bergh,Mannen,70-74,0.0
Bergh,Mannen,75+,0.0
Bergh,Vrouwen,15-19,0.0
Bergh,Vrouwen,20-24,0.0
Bergh,Vrouwen,25-29,0.0
Bergh,Vrouwen,30-34,0.0
Bergh,Vrouwen,35-39,0.0
Bergh,Vrouwen,40-44,0.0
Bergh,Vrouwen,45-49,0.0
Bergh,Vrouwen,50-54,0.0
Bergh,Vrouwen,55-59,0.0
Bergh,Vrouwen,60-64,0.0
Bergh,Vrouwen,65-69,0.0
Bergh,Vrouwen,70-74,0.0
Bergh,Vrouwen,75+,0.0
Berghem,Mannen,15-19,0.0
Berghem,Mannen,20-24,0.0
Berghem,Mannen,25-29,0.0
Berghem,Mannen,30-34,0.0
Berghem,Mannen,35-39,0.0
Berghem,Mannen,40-44,0.0
Berghem,Mannen,45-49,0.0
Berghem,Mannen,50-54,0.0
Berghem,Mannen,55-59,0.0
Berghem,Mannen,60-64,0.0
Berghem,Mannen,65-69,0.0
Berghem,Mannen,70-74,0.0
Berghem,Mannen,75+,0.0
Berghem,Vrouwen,15-19,0.0
Berghem,Vrouwen,20-24,0.0
Berghem,Vrouwen,25-29,0.0
Berghem,Vrouwen,30-34,0.0
Berghem,Vrouwen,35-39,0.0
Berghem,Vrouwen,40-44,0.0
Berghem,Vrouwen,45-49,0.0
Berghem,Vrouwen,50-54,0.0
Berghem,Vrouwen,55-59,0.0
Berghem,Vrouwen,60-64,0.0
Berghem,Vrouwen,65-69,0.0
Berghem,Vrouwen,70-74,0.0
Berghem,Vrouwen,75+,0.0
Bergschenhoek,Mannen,15-19,0.0
Bergschenhoek,Mannen,20-24,0.0
Bergschenhoek,Mannen,25-29,0.0
Bergschenhoek,Mannen,30-34,0.0
Bergschenhoek,Mannen,35-39,0.0
Bergschenhoek,Mannen,40-44,0.0
Bergschenhoek,Mannen,45-49,0.0
Bergschenhoek,Mannen,50-54,0.0
Bergschenhoek,Mannen,55-59,0.0
Bergschenhoek,Mannen,60-64,0.0
Bergschenhoek,Mannen,65-69,0.0
Bergschenhoek,Mannen,70-74,0.0
Bergschenhoek,Mannen,75+,0.0
Bergschenhoek,Vrouwen,15-19,0.0
Bergschenhoek,Vrouwen,20-24,0.0
Bergschenhoek,Vrouwen,25-29,0.0
Bergschenhoek,Vrouwen,30-34,0.0
Bergschenhoek,Vrouwen,35-39,0.0
Bergschenhoek,Vrouwen,40-44,0.0
Bergschenhoek,Vrouwen,45-49,0.0
Bergschenhoek,Vrouwen,50-54,0.0
Bergschenhoek,Vrouwen,55-59,0.0
Bergschenhoek,Vrouwen,60-64,0.0
Bergschenhoek,Vrouwen,65-69,0.0
Bergschenhoek,Vrouwen,70-74,0.0
Bergschenhoek,Vrouwen,75+,0.0
Berkel en Rodenrijs,Mannen,15-19,0.0
Berkel en Rodenrijs,Mannen,20-24,0.0
Berkel en Rodenrijs,Mannen,25-29,0.0
Berkel en Rodenrijs,Mannen,30-34,0.0
Berkel en Rodenrijs,Mannen,35-39,0.0
Berkel en Rodenrijs,Mannen,40-44,0.0
Berkel en Rodenrijs,Mannen,45-49,0.0
Berkel en Rodenrijs,Mannen,50-54,0.0
Berkel en Rodenrijs,Mannen,55-59,0.0
Berkel en Rodenrijs,Mannen,60-64,0.0
Berkel en Rodenrijs,Mannen,65-69,0.0
Berkel en Rodenrijs,Mannen,70-74,0.0
Berkel en Rodenrijs,Mannen,75+,0.0
Berkel en Rodenrijs,Vrouwen,15-19,0.0
Berkel en Rodenrijs,Vrouwen,20-24,0.0
Berkel en Rodenrijs,Vrouwen,25-29,0.0
Berkel en Rodenrijs,Vrouwen,30-34,0.0
Berkel en Rodenrijs,Vrouwen,35-39,0.0
Berkel en Rodenrijs,Vrouwen,40-44,0.0
Berkel en Rodenrijs,Vrouwen,45-49,0.0
Berkel en Rodenrijs,Vrouwen,50-54,0.0
Berkel en Rodenrijs,Vrouwen,55-59,0.0
Berkel en Rodenrijs,Vrouwen,60-64,0.0
Berkel en Rodenrijs,Vrouwen,65-69,0.0
Berkel en Rodenrijs,Vrouwen,70-74,0.0
Berkel en Rodenrijs,Vrouwen,75+,0.0
Berkel-Enschot,Mannen,15-19,0.0
Berkel-Enschot,Mannen,20-24,0.0
Berkel-Enschot,Mannen,25-29,0.0
Berkel-Enschot,Mannen,30-34,0.0
Berkel-Enschot,Mannen,35-39,0.0
Berkel-Enschot,Mannen,40-44,0.0
Berkel-Enschot,Mannen,45-49,0.0
Berkel-Enschot,Mannen,50-54,0.0
Berkel-Enschot,Mannen,55-59,0.0
Berkel-Enschot,Mannen,60-64,0.0
Berkel-Enschot,Mannen,65-69,0.0
Berkel-Enschot,Mannen,70-74,0.0
Berkel-Enschot,Mannen,75+,0.0
Berkel-Enschot,Vrouwen,15-19,0.0
Berkel-Enschot,Vrouwen,20-24,0.0
Berkel-Enschot,Vrouwen,25-29,0.0
Berkel-Enschot,Vrouwen,30-34,0.0
Berkel-Enschot,Vrouwen,35-39,0.0
Berkel-Enschot,Vrouwen,40-44,0.0
Berkel-Enschot,Vrouwen,45-49,0.0
Berkel-Enschot,Vrouwen,50-54,0.0
Berkel-Enschot,Vrouwen,55-59,0.0
Berkel-Enschot,Vrouwen,60-64,0.0
Berkel-Enschot,Vrouwen,65-69,0.0
Berkel-Enschot,Vrouwen,70-74,0.0
Berkel-Enschot,Vrouwen,75+,0.0
Berkelland,Mannen,15-19,1346.0
Berkelland,Mannen,20-24,1253.0
Berkelland,Mannen,25-29,1112.0
Berkelland,Mannen,30-34,1167.0
Berkelland,Mannen,35-39,1040.0
Berkelland,Mannen,40-44,1043.0
Berkelland,Mannen,45-49,1201.0
Berkelland,Mannen,50-54,1621.0
Berkelland,Mannen,55-59,1879.0
Berkelland,Mannen,60-64,1808.0
Berkelland,Mannen,65-69,1625.0
Berkelland,Mannen,70-74,1454.0
Berkelland,Mannen,75+,319.0
Berkelland,Vrouwen,15-19,1251.0
Berkelland,Vrouwen,20-24,1128.0
Berkelland,Vrouwen,25-29,954.0
Berkelland,Vrouwen,30-34,1035.0
Berkelland,Vrouwen,35-39,1057.0
Berkelland,Vrouwen,40-44,1025.0
Berkelland,Vrouwen,45-49,1216.0
Berkelland,Vrouwen,50-54,1677.0
Berkelland,Vrouwen,55-59,1805.0
Berkelland,Vrouwen,60-64,1783.0
Berkelland,Vrouwen,65-69,1585.0
Berkelland,Vrouwen,70-74,1488.0
Berkelland,Vrouwen,75+,298.0
Berlicum,Mannen,15-19,0.0
Berlicum,Mannen,20-24,0.0
Berlicum,Mannen,25-29,0.0
Berlicum,Mannen,30-34,0.0
Berlicum,Mannen,35-39,0.0
Berlicum,Mannen,40-44,0.0
Berlicum,Mannen,45-49,0.0
Berlicum,Mannen,50-54,0.0
Berlicum,Mannen,55-59,0.0
Berlicum,Mannen,60-64,0.0
Berlicum,Mannen,65-69,0.0
Berlicum,Mannen,70-74,0.0
Berlicum,Mannen,75+,0.0
Berlicum,Vrouwen,15-19,0.0
Berlicum,Vrouwen,20-24,0.0
Berlicum,Vrouwen,25-29,0.0
Berlicum,Vrouwen,30-34,0.0
Berlicum,Vrouwen,35-39,0.0
Berlicum,Vrouwen,40-44,0.0
Berlicum,Vrouwen,45-49,0.0
Berlicum,Vrouwen,50-54,0.0
Berlicum,Vrouwen,55-59,0.0
Berlicum,Vrouwen,60-64,0.0
Berlicum,Vrouwen,65-69,0.0
Berlicum,Vrouwen,70-74,0.0
Berlicum,Vrouwen,75+,0.0
Bernheze,Mannen,15-19,1019.0
Bernheze,Mannen,20-24,1080.0
Bernheze,Mannen,25-29,948.0
Bernheze,Mannen,30-34,915.0
Bernheze,Mannen,35-39,978.0
Bernheze,Mannen,40-44,919.0
Bernheze,Mannen,45-49,968.0
Bernheze,Mannen,50-54,1105.0
Bernheze,Mannen,55-59,1247.0
Bernheze,Mannen,60-64,1199.0
Bernheze,Mannen,65-69,1063.0
Bernheze,Mannen,70-74,917.0
Bernheze,Mannen,75+,179.0
Bernheze,Vrouwen,15-19,909.0
Bernheze,Vrouwen,20-24,948.0
Bernheze,Vrouwen,25-29,872.0
Bernheze,Vrouwen,30-34,930.0
Bernheze,Vrouwen,35-39,941.0
Bernheze,Vrouwen,40-44,855.0
Bernheze,Vrouwen,45-49,917.0
Bernheze,Vrouwen,50-54,1199.0
Bernheze,Vrouwen,55-59,1226.0
Bernheze,Vrouwen,60-64,1121.0
Bernheze,Vrouwen,65-69,1063.0
Bernheze,Vrouwen,70-74,917.0
Bernheze,Vrouwen,75+,175.0
Bernisse,Mannen,15-19,0.0
Bernisse,Mannen,20-24,0.0
Bernisse,Mannen,25-29,0.0
Bernisse,Mannen,30-34,0.0
Bernisse,Mannen,35-39,0.0
Bernisse,Mannen,40-44,0.0
Bernisse,Mannen,45-49,0.0
Bernisse,Mannen,50-54,0.0
Bernisse,Mannen,55-59,0.0
Bernisse,Mannen,60-64,0.0
Bernisse,Mannen,65-69,0.0
Bernisse,Mannen,70-74,0.0
Bernisse,Mannen,75+,0.0
Bernisse,Vrouwen,15-19,0.0
Bernisse,Vrouwen,20-24,0.0
Bernisse,Vrouwen,25-29,0.0
Bernisse,Vrouwen,30-34,0.0
Bernisse,Vrouwen,35-39,0.0
Bernisse,Vrouwen,40-44,0.0
Bernisse,Vrouwen,45-49,0.0
Bernisse,Vrouwen,50-54,0.0
Bernisse,Vrouwen,55-59,0.0
Bernisse,Vrouwen,60-64,0.0
Bernisse,Vrouwen,65-69,0.0
Bernisse,Vrouwen,70-74,0.0
Bernisse,Vrouwen,75+,0.0
Best,Mannen,15-19,898.0
Best,Mannen,20-24,993.0
Best,Mannen,25-29,902.0
Best,Mannen,30-34,1074.0
Best,Mannen,35-39,1010.0
Best,Mannen,40-44,870.0
Best,Mannen,45-49,819.0
Best,Mannen,50-54,1130.0
Best,Mannen,55-59,1236.0
Best,Mannen,60-64,1180.0
Best,Mannen,65-69,957.0
Best,Mannen,70-74,810.0
Best,Mannen,75+,163.0
Best,Vrouwen,15-19,863.0
Best,Vrouwen,20-24,867.0
Best,Vrouwen,25-29,872.0
Best,Vrouwen,30-34,1004.0
Best,Vrouwen,35-39,956.0
Best,Vrouwen,40-44,907.0
Best,Vrouwen,45-49,908.0
Best,Vrouwen,50-54,1194.0
Best,Vrouwen,55-59,1282.0
Best,Vrouwen,60-64,1138.0
Best,Vrouwen,65-69,953.0
Best,Vrouwen,70-74,790.0
Best,Vrouwen,75+,142.0
Beuningen,Mannen,15-19,757.0
Beuningen,Mannen,20-24,742.0
Beuningen,Mannen,25-29,666.0
Beuningen,Mannen,30-34,813.0
Beuningen,Mannen,35-39,876.0
Beuningen,Mannen,40-44,753.0
Beuningen,Mannen,45-49,738.0
Beuningen,Mannen,50-54,902.0
Beuningen,Mannen,55-59,1078.0
Beuningen,Mannen,60-64,1089.0
Beuningen,Mannen,65-69,933.0
Beuningen,Mannen,70-74,773.0
Beuningen,Mannen,75+,145.0
Beuningen,Vrouwen,15-19,653.0
Beuningen,Vrouwen,20-24,660.0
Beuningen,Vrouwen,25-29,641.0
Beuningen,Vrouwen,30-34,775.0
Beuningen,Vrouwen,35-39,846.0
Beuningen,Vrouwen,40-44,770.0
Beuningen,Vrouwen,45-49,768.0
Beuningen,Vrouwen,50-54,967.0
Beuningen,Vrouwen,55-59,1140.0
Beuningen,Vrouwen,60-64,1135.0
Beuningen,Vrouwen,65-69,949.0
Beuningen,Vrouwen,70-74,781.0
Beuningen,Vrouwen,75+,141.0
Beverwijk,Mannen,15-19,1215.0
Beverwijk,Mannen,20-24,1294.0
Beverwijk,Mannen,25-29,1398.0
Beverwijk,Mannen,30-34,1722.0
Beverwijk,Mannen,35-39,1521.0
Beverwijk,Mannen,40-44,1337.0
Beverwijk,Mannen,45-49,1264.0
Beverwijk,Mannen,50-54,1633.0
Beverwijk,Mannen,55-59,1491.0
Beverwijk,Mannen,60-64,1510.0
Beverwijk,Mannen,65-69,1134.0
Beverwijk,Mannen,70-74,991.0
Beverwijk,Mannen,75+,200.0
Beverwijk,Vrouwen,15-19,1089.0
Beverwijk,Vrouwen,20-24,1142.0
Beverwijk,Vrouwen,25-29,1408.0
Beverwijk,Vrouwen,30-34,1570.0
