municipality,gender,age_group,N
Moerkapelle,Mannen,20-24,0.0
Moerkapelle,Mannen,25-29,0.0
Moerkapelle,Mannen,30-34,0.0
Moerkapelle,Mannen,35-39,0.0
Moerkapelle,Mannen,40-44,0.0
Moerkapelle,Mannen,45-49,0.0
Moerkapelle,Mannen,50-54,0.0
Moerkapelle,Mannen,55-59,0.0
Moerkapelle,Mannen,60-64,0.0
Moerkapelle,Mannen,65-69,0.0
Moerkapelle,Mannen,70-74,0.0
Moerkapelle,Mannen,75+,0.0
Moerkapelle,Vrouwen,15-19,0.0
Moerkapelle,Vrouwen,20-24,0.0
Moerkapelle,Vrouwen,25-29,0.0
Moerkapelle,Vrouwen,30-34,0.0
Moerkapelle,Vrouwen,35-39,0.0
Moerkapelle,Vrouwen,40-44,0.0
Moerkapelle,Vrouwen,45-49,0.0
Moerkapelle,Vrouwen,50-54,0.0
Moerkapelle,Vrouwen,55-59,0.0
Moerkapelle,Vrouwen,60-64,0.0
Moerkapelle,Vrouwen,65-69,0.0
Moerkapelle,Vrouwen,70-74,0.0
Moerkapelle,Vrouwen,75+,0.0
Molenlanden,Mannen,15-19,1641.0
Molenlanden,Mannen,20-24,1646.0
Molenlanden,Mannen,25-29,1418.0
Molenlanden,Mannen,30-34,1253.0
Molenlanden,Mannen,35-39,1249.0
Molenlanden,Mannen,40-44,1279.0
Molenlanden,Mannen,45-49,1231.0
Molenlanden,Mannen,50-54,1568.0
Molenlanden,Mannen,55-59,1624.0
Molenlanden,Mannen,60-64,1519.0
Molenlanden,Mannen,65-69,1291.0
Molenlanden,Mannen,70-74,1150.0
Molenlanden,Mannen,75+,203.0
Molenlanden,Vrouwen,15-19,1469.0
Molenlanden,Vrouwen,20-24,1408.0
Molenlanden,Vrouwen,25-29,1229.0
Molenlanden,Vrouwen,30-34,1230.0
Molenlanden,Vrouwen,35-39,1248.0
Molenlanden,Vrouwen,40-44,1259.0
Molenlanden,Vrouwen,45-49,1229.0
Molenlanden,Vrouwen,50-54,1601.0
Molenlanden,Vrouwen,55-59,1676.0
Molenlanden,Vrouwen,60-64,1445.0
Molenlanden,Vrouwen,65-69,1251.0
Molenlanden,Vrouwen,70-74,1151.0
Molenlanden,Vrouwen,75+,246.0
Molenwaard,Mannen,15-19,0.0
Molenwaard,Mannen,20-24,0.0
Molenwaard,Mannen,25-29,0.0
Molenwaard,Mannen,30-34,0.0
Molenwaard,Mannen,35-39,0.0
Molenwaard,Mannen,40-44,0.0
Molenwaard,Mannen,45-49,0.0
Molenwaard,Mannen,50-54,0.0
Molenwaard,Mannen,55-59,0.0
Molenwaard,Mannen,60-64,0.0
Molenwaard,Mannen,65-69,0.0
Molenwaard,Mannen,70-74,0.0
Molenwaard,Mannen,75+,0.0
Molenwaard,Vrouwen,15-19,0.0
Molenwaard,Vrouwen,20-24,0.0
Molenwaard,Vrouwen,25-29,0.0
Molenwaard,Vrouwen,30-34,0.0
Molenwaard,Vrouwen,35-39,0.0
Molenwaard,Vrouwen,40-44,0.0
Molenwaard,Vrouwen,45-49,0.0
Molenwaard,Vrouwen,50-54,0.0
Molenwaard,Vrouwen,55-59,0.0
Molenwaard,Vrouwen,60-64,0.0
Molenwaard,Vrouwen,65-69,0.0
Molenwaard,Vrouwen,70-74,0.0
Molenwaard,Vrouwen,75+,0.0
Monnickendam,Mannen,15-19,0.0
Monnickendam,Mannen,20-24,0.0
Monnickendam,Mannen,25-29,0.0
Monnickendam,Mannen,30-34,0.0
Monnickendam,Mannen,35-39,0.0
Monnickendam,Mannen,40-44,0.0
Monnickendam,Mannen,45-49,0.0
Monnickendam,Mannen,50-54,0.0
Monnickendam,Mannen,55-59,0.0
Monnickendam,Mannen,60-64,0.0
Monnickendam,Mannen,65-69,0.0
Monnickendam,Mannen,70-74,0.0
Monnickendam,Mannen,75+,0.0
Monnickendam,Vrouwen,15-19,0.0
Monnickendam,Vrouwen,20-24,0.0
Monnickendam,Vrouwen,25-29,0.0
Monnickendam,Vrouwen,30-34,0.0
Monnickendam,Vrouwen,35-39,0.0
Monnickendam,Vrouwen,40-44,0.0
Monnickendam,Vrouwen,45-49,0.0
Monnickendam,Vrouwen,50-54,0.0
Monnickendam,Vrouwen,55-59,0.0
Monnickendam,Vrouwen,60-64,0.0
Monnickendam,Vrouwen,65-69,0.0
Monnickendam,Vrouwen,70-74,0.0
Monnickendam,Vrouwen,75+,0.0
Monster,Mannen,15-19,0.0
Monster,Mannen,20-24,0.0
Monster,Mannen,25-29,0.0
Monster,Mannen,30-34,0.0
Monster,Mannen,35-39,0.0
Monster,Mannen,40-44,0.0
Monster,Mannen,45-49,0.0
Monster,Mannen,50-54,0.0
Monster,Mannen,55-59,0.0
Monster,Mannen,60-64,0.0
Monster,Mannen,65-69,0.0
Monster,Mannen,70-74,0.0
Monster,Mannen,75+,0.0
Monster,Vrouwen,15-19,0.0
Monster,Vrouwen,20-24,0.0
Monster,Vrouwen,25-29,0.0
Monster,Vrouwen,30-34,0.0
Monster,Vrouwen,35-39,0.0
Monster,Vrouwen,40-44,0.0
Monster,Vrouwen,45-49,0.0
Monster,Vrouwen,50-54,0.0
Monster,Vrouwen,55-59,0.0
Monster,Vrouwen,60-64,0.0
Monster,Vrouwen,65-69,0.0
Monster,Vrouwen,70-74,0.0
Monster,Vrouwen,75+,0.0
Montferland,Mannen,15-19,980.0
Montferland,Mannen,20-24,1142.0
Montferland,Mannen,25-29,943.0
Montferland,Mannen,30-34,1030.0
Montferland,Mannen,35-39,1003.0
Montferland,Mannen,40-44,894.0
Montferland,Mannen,45-49,986.0
Montferland,Mannen,50-54,1377.0
Montferland,Mannen,55-59,1638.0
Montferland,Mannen,60-64,1491.0
Montferland,Mannen,65-69,1358.0
Montferland,Mannen,70-74,1114.0
Montferland,Mannen,75+,209.0
Montferland,Vrouwen,15-19,946.0
Montferland,Vrouwen,20-24,985.0
Montferland,Vrouwen,25-29,892.0
Montferland,Vrouwen,30-34,1016.0
Montferland,Vrouwen,35-39,958.0
Montferland,Vrouwen,40-44,920.0
Montferland,Vrouwen,45-49,1028.0
Montferland,Vrouwen,50-54,1471.0
Montferland,Vrouwen,55-59,1554.0
Montferland,Vrouwen,60-64,1504.0
Montferland,Vrouwen,65-69,1263.0
Montferland,Vrouwen,70-74,1119.0
Montferland,Vrouwen,75+,275.0
Montfoort,Mannen,15-19,495.0
Montfoort,Mannen,20-24,463.0
Montfoort,Mannen,25-29,382.0
Montfoort,Mannen,30-34,390.0
Montfoort,Mannen,35-39,389.0
Montfoort,Mannen,40-44,361.0
Montfoort,Mannen,45-49,426.0
Montfoort,Mannen,50-54,491.0
Montfoort,Mannen,55-59,514.0
Montfoort,Mannen,60-64,488.0
Montfoort,Mannen,65-69,367.0
Montfoort,Mannen,70-74,363.0
Montfoort,Mannen,75+,64.0
Montfoort,Vrouwen,15-19,451.0
Montfoort,Vrouwen,20-24,376.0
Montfoort,Vrouwen,25-29,346.0
Montfoort,Vrouwen,30-34,375.0
Montfoort,Vrouwen,35-39,386.0
Montfoort,Vrouwen,40-44,380.0
Montfoort,Vrouwen,45-49,446.0
Montfoort,Vrouwen,50-54,524.0
Montfoort,Vrouwen,55-59,535.0
Montfoort,Vrouwen,60-64,478.0
Montfoort,Vrouwen,65-69,388.0
Montfoort,Vrouwen,70-74,373.0
Montfoort,Vrouwen,75+,90.0
Montfort,Mannen,15-19,0.0
Montfort,Mannen,20-24,0.0
Montfort,Mannen,25-29,0.0
Montfort,Mannen,30-34,0.0
Montfort,Mannen,35-39,0.0
Montfort,Mannen,40-44,0.0
Montfort,Mannen,45-49,0.0
Montfort,Mannen,50-54,0.0
Montfort,Mannen,55-59,0.0
Montfort,Mannen,60-64,0.0
Montfort,Mannen,65-69,0.0
Montfort,Mannen,70-74,0.0
Montfort,Mannen,75+,0.0
Montfort,Vrouwen,15-19,0.0
Montfort,Vrouwen,20-24,0.0
Montfort,Vrouwen,25-29,0.0
Montfort,Vrouwen,30-34,0.0
Montfort,Vrouwen,35-39,0.0
Montfort,Vrouwen,40-44,0.0
Montfort,Vrouwen,45-49,0.0
Montfort,Vrouwen,50-54,0.0
Montfort,Vrouwen,55-59,0.0
Montfort,Vrouwen,60-64,0.0
Montfort,Vrouwen,65-69,0.0
Montfort,Vrouwen,70-74,0.0
Montfort,Vrouwen,75+,0.0
Mook en Middelaar,Mannen,15-19,252.0
Mook en Middelaar,Mannen,20-24,207.0
Mook en Middelaar,Mannen,25-29,178.0
Mook en Middelaar,Mannen,30-34,195.0
Mook en Middelaar,Mannen,35-39,176.0
Mook en Middelaar,Mannen,40-44,186.0
Mook en Middelaar,Mannen,45-49,194.0
Mook en Middelaar,Mannen,50-54,307.0
Mook en Middelaar,Mannen,55-59,388.0
Mook en Middelaar,Mannen,60-64,351.0
Mook en Middelaar,Mannen,65-69,319.0
Mook en Middelaar,Mannen,70-74,281.0
Mook en Middelaar,Mannen,75+,60.0
Mook en Middelaar,Vrouwen,15-19,219.0
Mook en Middelaar,Vrouwen,20-24,182.0
Mook en Middelaar,Vrouwen,25-29,159.0
Mook en Middelaar,Vrouwen,30-34,193.0
Mook en Middelaar,Vrouwen,35-39,183.0
Mook en Middelaar,Vrouwen,40-44,188.0
Mook en Middelaar,Vrouwen,45-49,216.0
Mook en Middelaar,Vrouwen,50-54,357.0
Mook en Middelaar,Vrouwen,55-59,364.0
Mook en Middelaar,Vrouwen,60-64,373.0
Mook en Middelaar,Vrouwen,65-69,310.0
Mook en Middelaar,Vrouwen,70-74,314.0
Mook en Middelaar,Vrouwen,75+,62.0
Moordrecht,Mannen,15-19,0.0
Moordrecht,Mannen,20-24,0.0
Moordrecht,Mannen,25-29,0.0
Moordrecht,Mannen,30-34,0.0
Moordrecht,Mannen,35-39,0.0
Moordrecht,Mannen,40-44,0.0
Moordrecht,Mannen,45-49,0.0
Moordrecht,Mannen,50-54,0.0
Moordrecht,Mannen,55-59,0.0
Moordrecht,Mannen,60-64,0.0
Moordrecht,Mannen,65-69,0.0
Moordrecht,Mannen,70-74,0.0
Moordrecht,Mannen,75+,0.0
Moordrecht,Vrouwen,15-19,0.0
Moordrecht,Vrouwen,20-24,0.0
Moordrecht,Vrouwen,25-29,0.0
Moordrecht,Vrouwen,30-34,0.0
Moordrecht,Vrouwen,35-39,0.0
Moordrecht,Vrouwen,40-44,0.0
Moordrecht,Vrouwen,45-49,0.0
Moordrecht,Vrouwen,50-54,0.0
Moordrecht,Vrouwen,55-59,0.0
Moordrecht,Vrouwen,60-64,0.0
Moordrecht,Vrouwen,65-69,0.0
Moordrecht,Vrouwen,70-74,0.0
Moordrecht,Vrouwen,75+,0.0
Muiden,Mannen,15-19,0.0
Muiden,Mannen,20-24,0.0
Muiden,Mannen,25-29,0.0
Muiden,Mannen,30-34,0.0
Muiden,Mannen,35-39,0.0
Muiden,Mannen,40-44,0.0
Muiden,Mannen,45-49,0.0
Muiden,Mannen,50-54,0.0
Muiden,Mannen,55-59,0.0
Muiden,Mannen,60-64,0.0
Muiden,Mannen,65-69,0.0
Muiden,Mannen,70-74,0.0
Muiden,Mannen,75+,0.0
Muiden,Vrouwen,15-19,0.0
Muiden,Vrouwen,20-24,0.0
Muiden,Vrouwen,25-29,0.0
Muiden,Vrouwen,30-34,0.0
Muiden,Vrouwen,35-39,0.0
Muiden,Vrouwen,40-44,0.0
Muiden,Vrouwen,45-49,0.0
Muiden,Vrouwen,50-54,0.0
Muiden,Vrouwen,55-59,0.0
Muiden,Vrouwen,60-64,0.0
Muiden,Vrouwen,65-69,0.0
Muiden,Vrouwen,70-74,0.0
Muiden,Vrouwen,75+,0.0
Muntendam,Mannen,15-19,0.0
Muntendam,Mannen,20-24,0.0
Muntendam,Mannen,25-29,0.0
Muntendam,Mannen,30-34,0.0
Muntendam,Mannen,35-39,0.0
Muntendam,Mannen,40-44,0.0
Muntendam,Mannen,45-49,0.0
Muntendam,Mannen,50-54,0.0
Muntendam,Mannen,55-59,0.0
Muntendam,Mannen,60-64,0.0
Muntendam,Mannen,65-69,0.0
Muntendam,Mannen,70-74,0.0
Muntendam,Mannen,75+,0.0
Muntendam,Vrouwen,15-19,0.0
Muntendam,Vrouwen,20-24,0.0
Muntendam,Vrouwen,25-29,0.0
Muntendam,Vrouwen,30-34,0.0
Muntendam,Vrouwen,35-39,0.0
Muntendam,Vrouwen,40-44,0.0
Muntendam,Vrouwen,45-49,0.0
Muntendam,Vrouwen,50-54,0.0
Muntendam,Vrouwen,55-59,0.0
Muntendam,Vrouwen,60-64,0.0
Muntendam,Vrouwen,65-69,0.0
Muntendam,Vrouwen,70-74,0.0
Muntendam,Vrouwen,75+,0.0
Naaldwijk,Mannen,15-19,0.0
Naaldwijk,Mannen,20-24,0.0
Naaldwijk,Mannen,25-29,0.0
Naaldwijk,Mannen,30-34,0.0
Naaldwijk,Mannen,35-39,0.0
Naaldwijk,Mannen,40-44,0.0
Naaldwijk,Mannen,45-49,0.0
Naaldwijk,Mannen,50-54,0.0
Naaldwijk,Mannen,55-59,0.0
Naaldwijk,Mannen,60-64,0.0
Naaldwijk,Mannen,65-69,0.0
Naaldwijk,Mannen,70-74,0.0
Naaldwijk,Mannen,75+,0.0
Naaldwijk,Vrouwen,15-19,0.0
Naaldwijk,Vrouwen,20-24,0.0
Naaldwijk,Vrouwen,25-29,0.0
Naaldwijk,Vrouwen,30-34,0.0
Naaldwijk,Vrouwen,35-39,0.0
Naaldwijk,Vrouwen,40-44,0.0
Naaldwijk,Vrouwen,45-49,0.0
Naaldwijk,Vrouwen,50-54,0.0
Naaldwijk,Vrouwen,55-59,0.0
Naaldwijk,Vrouwen,60-64,0.0
Naaldwijk,Vrouwen,65-69,0.0
Naaldwijk,Vrouwen,70-74,0.0
Naaldwijk,Vrouwen,75+,0.0
Naarden,Mannen,15-19,0.0
Naarden,Mannen,20-24,0.0
Naarden,Mannen,25-29,0.0
Naarden,Mannen,30-34,0.0
Naarden,Mannen,35-39,0.0
Naarden,Mannen,40-44,0.0
Naarden,Mannen,45-49,0.0
Naarden,Mannen,50-54,0.0
Naarden,Mannen,55-59,0.0
Naarden,Mannen,60-64,0.0
Naarden,Mannen,65-69,0.0
Naarden,Mannen,70-74,0.0
Naarden,Mannen,75+,0.0
Naarden,Vrouwen,15-19,0.0
Naarden,Vrouwen,20-24,0.0
Naarden,Vrouwen,25-29,0.0
Naarden,Vrouwen,30-34,0.0
Naarden,Vrouwen,35-39,0.0
Naarden,Vrouwen,40-44,0.0
Naarden,Vrouwen,45-49,0.0
Naarden,Vrouwen,50-54,0.0
Naarden,Vrouwen,55-59,0.0
Naarden,Vrouwen,60-64,0.0
Naarden,Vrouwen,65-69,0.0
Naarden,Vrouwen,70-74,0.0
Naarden,Vrouwen,75+,0.0
Neder-Betuwe,Mannen,15-19,885.0
Neder-Betuwe,Mannen,20-24,940.0
Neder-Betuwe,Mannen,25-29,814.0
Neder-Betuwe,Mannen,30-34,804.0
Neder-Betuwe,Mannen,35-39,773.0
Neder-Betuwe,Mannen,40-44,690.0
Neder-Betuwe,Mannen,45-49,691.0
Neder-Betuwe,Mannen,50-54,845.0
Neder-Betuwe,Mannen,55-59,829.0
Neder-Betuwe,Mannen,60-64,778.0
Neder-Betuwe,Mannen,65-69,672.0
Neder-Betuwe,Mannen,70-74,592.0
Neder-Betuwe,Mannen,75+,103.0
Neder-Betuwe,Vrouwen,15-19,843.0
Neder-Betuwe,Vrouwen,20-24,796.0
Neder-Betuwe,Vrouwen,25-29,734.0
Neder-Betuwe,Vrouwen,30-34,840.0
Neder-Betuwe,Vrouwen,35-39,721.0
Neder-Betuwe,Vrouwen,40-44,690.0
Neder-Betuwe,Vrouwen,45-49,658.0
Neder-Betuwe,Vrouwen,50-54,830.0
Neder-Betuwe,Vrouwen,55-59,840.0
Neder-Betuwe,Vrouwen,60-64,750.0
Neder-Betuwe,Vrouwen,65-69,678.0
Neder-Betuwe,Vrouwen,70-74,628.0
Neder-Betuwe,Vrouwen,75+,94.0
Nederhorst den Berg,Mannen,15-19,0.0
Nederhorst den Berg,Mannen,20-24,0.0
Nederhorst den Berg,Mannen,25-29,0.0
Nederhorst den Berg,Mannen,30-34,0.0
Nederhorst den Berg,Mannen,35-39,0.0
Nederhorst den Berg,Mannen,40-44,0.0
Nederhorst den Berg,Mannen,45-49,0.0
Nederhorst den Berg,Mannen,50-54,0.0
Nederhorst den Berg,Mannen,55-59,0.0
Nederhorst den Berg,Mannen,60-64,0.0
Nederhorst den Berg,Mannen,65-69,0.0
Nederhorst den Berg,Mannen,70-74,0.0
Nederhorst den Berg,Mannen,75+,0.0
Nederhorst den Berg,Vrouwen,15-19,0.0
Nederhorst den Berg,Vrouwen,20-24,0.0
Nederhorst den Berg,Vrouwen,25-29,0.0
Nederhorst den Berg,Vrouwen,30-34,0.0
Nederhorst den Berg,Vrouwen,35-39,0.0
Nederhorst den Berg,Vrouwen,40-44,0.0
Nederhorst den Berg,Vrouwen,45-49,0.0
Nederhorst den Berg,Vrouwen,50-54,0.0
Nederhorst den Berg,Vrouwen,55-59,0.0
Nederhorst den Berg,Vrouwen,60-64,0.0
Nederhorst den Berg,Vrouwen,65-69,0.0
Nederhorst den Berg,Vrouwen,70-74,0.0
Nederhorst den Berg,Vrouwen,75+,0.0
Nederlek,Mannen,15-19,0.0
Nederlek,Mannen,20-24,0.0
Nederlek,Mannen,25-29,0.0
Nederlek,Mannen,30-34,0.0
Nederlek,Mannen,35-39,0.0
Nederlek,Mannen,40-44,0.0
Nederlek,Mannen,45-49,0.0
Nederlek,Mannen,50-54,0.0
Nederlek,Mannen,55-59,0.0
Nederlek,Mannen,60-64,0.0
Nederlek,Mannen,65-69,0.0
Nederlek,Mannen,70-74,0.0
Nederlek,Mannen,75+,0.0
Nederlek,Vrouwen,15-19,0.0
Nederlek,Vrouwen,20-24,0.0
Nederlek,Vrouwen,25-29,0.0
Nederlek,Vrouwen,30-34,0.0
Nederlek,Vrouwen,35-39,0.0
Nederlek,Vrouwen,40-44,0.0
Nederlek,Vrouwen,45-49,0.0
Nederlek,Vrouwen,50-54,0.0
Nederlek,Vrouwen,55-59,0.0
Nederlek,Vrouwen,60-64,0.0
Nederlek,Vrouwen,65-69,0.0
Nederlek,Vrouwen,70-74,0.0
Nederlek,Vrouwen,75+,0.0
Nederweert,Mannen,15-19,452.0
Nederweert,Mannen,20-24,487.0
Nederweert,Mannen,25-29,502.0
Nederweert,Mannen,30-34,537.0
Nederweert,Mannen,35-39,480.0
Nederweert,Mannen,40-44,492.0
Nederweert,Mannen,45-49,515.0
Nederweert,Mannen,50-54,604.0
Nederweert,Mannen,55-59,733.0
Nederweert,Mannen,60-64,733.0
Nederweert,Mannen,65-69,634.0
Nederweert,Mannen,70-74,596.0
Nederweert,Mannen,75+,122.0
Nederweert,Vrouwen,15-19,382.0
Nederweert,Vrouwen,20-24,464.0
Nederweert,Vrouwen,25-29,419.0
Nederweert,Vrouwen,30-34,503.0
Nederweert,Vrouwen,35-39,460.0
Nederweert,Vrouwen,40-44,458.0
Nederweert,Vrouwen,45-49,460.0
Nederweert,Vrouwen,50-54,607.0
Nederweert,Vrouwen,55-59,705.0
Nederweert,Vrouwen,60-64,708.0
Nederweert,Vrouwen,65-69,605.0
Nederweert,Vrouwen,70-74,556.0
Nederweert,Vrouwen,75+,99.0
Neede,Mannen,15-19,0.0
Neede,Mannen,20-24,0.0
Neede,Mannen,25-29,0.0
Neede,Mannen,30-34,0.0
Neede,Mannen,35-39,0.0
Neede,Mannen,40-44,0.0
Neede,Mannen,45-49,0.0
Neede,Mannen,50-54,0.0
Neede,Mannen,55-59,0.0
Neede,Mannen,60-64,0.0
Neede,Mannen,65-69,0.0
Neede,Mannen,70-74,0.0
Neede,Mannen,75+,0.0
Neede,Vrouwen,15-19,0.0
Neede,Vrouwen,20-24,0.0
Neede,Vrouwen,25-29,0.0
Neede,Vrouwen,30-34,0.0
Neede,Vrouwen,35-39,0.0
Neede,Vrouwen,40-44,0.0
Neede,Vrouwen,45-49,0.0
Neede,Vrouwen,50-54,0.0
Neede,Vrouwen,55-59,0.0
Neede,Vrouwen,60-64,0.0
Neede,Vrouwen,65-69,0.0
Neede,Vrouwen,70-74,0.0
Neede,Vrouwen,75+,0.0
Neer,Mannen,15-19,0.0
Neer,Mannen,20-24,0.0
Neer,Mannen,25-29,0.0
Neer,Mannen,30-34,0.0
Neer,Mannen,35-39,0.0
Neer,Mannen,40-44,0.0
Neer,Mannen,45-49,0.0
Neer,Mannen,50-54,0.0
Neer,Mannen,55-59,0.0
Neer,Mannen,60-64,0.0
Neer,Mannen,65-69,0.0
Neer,Mannen,70-74,0.0
Neer,Mannen,75+,0.0
Neer,Vrouwen,15-19,0.0
Neer,Vrouwen,20-24,0.0
Neer,Vrouwen,25-29,0.0
Neer,Vrouwen,30-34,0.0
Neer,Vrouwen,35-39,0.0
Neer,Vrouwen,40-44,0.0
Neer,Vrouwen,45-49,0.0
Neer,Vrouwen,50-54,0.0
Neer,Vrouwen,55-59,0.0
Neer,Vrouwen,60-64,0.0
Neer,Vrouwen,65-69,0.0
Neer,Vrouwen,70-74,0.0
Neer,Vrouwen,75+,0.0
Neerijnen,Mannen,15-19,0.0
Neerijnen,Mannen,20-24,0.0
Neerijnen,Mannen,25-29,0.0
Neerijnen,Mannen,30-34,0.0
Neerijnen,Mannen,35-39,0.0
Neerijnen,Mannen,40-44,0.0
Neerijnen,Mannen,45-49,0.0
Neerijnen,Mannen,50-54,0.0
Neerijnen,Mannen,55-59,0.0
Neerijnen,Mannen,60-64,0.0
Neerijnen,Mannen,65-69,0.0
Neerijnen,Mannen,70-74,0.0
Neerijnen,Mannen,75+,0.0
Neerijnen,Vrouwen,15-19,0.0
Neerijnen,Vrouwen,20-24,0.0
Neerijnen,Vrouwen,25-29,0.0
Neerijnen,Vrouwen,30-34,0.0
Neerijnen,Vrouwen,35-39,0.0
Neerijnen,Vrouwen,40-44,0.0
Neerijnen,Vrouwen,45-49,0.0
Neerijnen,Vrouwen,50-54,0.0
Neerijnen,Vrouwen,55-59,0.0
Neerijnen,Vrouwen,60-64,0.0
Neerijnen,Vrouwen,65-69,0.0
Neerijnen,Vrouwen,70-74,0.0
Neerijnen,Vrouwen,75+,0.0
Niedorp,Mannen,15-19,0.0
Niedorp,Mannen,20-24,0.0
Niedorp,Mannen,25-29,0.0
Niedorp,Mannen,30-34,0.0
Niedorp,Mannen,35-39,0.0
Niedorp,Mannen,40-44,0.0
Niedorp,Mannen,45-49,0.0
Niedorp,Mannen,50-54,0.0
Niedorp,Mannen,55-59,0.0
Niedorp,Mannen,60-64,0.0
Niedorp,Mannen,65-69,0.0
Niedorp,Mannen,70-74,0.0
Niedorp,Mannen,75+,0.0
Niedorp,Vrouwen,15-19,0.0
Niedorp,Vrouwen,20-24,0.0
Niedorp,Vrouwen,25-29,0.0
Niedorp,Vrouwen,30-34,0.0
Niedorp,Vrouwen,35-39,0.0
Niedorp,Vrouwen,40-44,0.0
Niedorp,Vrouwen,45-49,0.0
Niedorp,Vrouwen,50-54,0.0
Niedorp,Vrouwen,55-59,0.0
Niedorp,Vrouwen,60-64,0.0
Niedorp,Vrouwen,65-69,0.0
Niedorp,Vrouwen,70-74,0.0
Niedorp,Vrouwen,75+,0.0
Nieuw-Ginneken,Mannen,15-19,0.0
Nieuw-Ginneken,Mannen,20-24,0.0
Nieuw-Ginneken,Mannen,25-29,0.0
Nieuw-Ginneken,Mannen,30-34,0.0
Nieuw-Ginneken,Mannen,35-39,0.0
Nieuw-Ginneken,Mannen,40-44,0.0
Nieuw-Ginneken,Mannen,45-49,0.0
Nieuw-Ginneken,Mannen,50-54,0.0
Nieuw-Ginneken,Mannen,55-59,0.0
Nieuw-Ginneken,Mannen,60-64,0.0
Nieuw-Ginneken,Mannen,65-69,0.0
Nieuw-Ginneken,Mannen,70-74,0.0
Nieuw-Ginneken,Mannen,75+,0.0
Nieuw-Ginneken,Vrouwen,15-19,0.0
Nieuw-Ginneken,Vrouwen,20-24,0.0
Nieuw-Ginneken,Vrouwen,25-29,0.0
Nieuw-Ginneken,Vrouwen,30-34,0.0
Nieuw-Ginneken,Vrouwen,35-39,0.0
Nieuw-Ginneken,Vrouwen,40-44,0.0
Nieuw-Ginneken,Vrouwen,45-49,0.0
Nieuw-Ginneken,Vrouwen,50-54,0.0
Nieuw-Ginneken,Vrouwen,55-59,0.0
Nieuw-Ginneken,Vrouwen,60-64,0.0
Nieuw-Ginneken,Vrouwen,65-69,0.0
Nieuw-Ginneken,Vrouwen,70-74,0.0
Nieuw-Ginneken,Vrouwen,75+,0.0
Nieuw-Lekkerland,Mannen,15-19,0.0
Nieuw-Lekkerland,Mannen,20-24,0.0
Nieuw-Lekkerland,Mannen,25-29,0.0
Nieuw-Lekkerland,Mannen,30-34,0.0
Nieuw-Lekkerland,Mannen,35-39,0.0
Nieuw-Lekkerland,Mannen,40-44,0.0
Nieuw-Lekkerland,Mannen,45-49,0.0
Nieuw-Lekkerland,Mannen,50-54,0.0
Nieuw-Lekkerland,Mannen,55-59,0.0
Nieuw-Lekkerland,Mannen,60-64,0.0
Nieuw-Lekkerland,Mannen,65-69,0.0
Nieuw-Lekkerland,Mannen,70-74,0.0
Nieuw-Lekkerland,Mannen,75+,0.0
Nieuw-Lekkerland,Vrouwen,15-19,0.0
Nieuw-Lekkerland,Vrouwen,20-24,0.0
Nieuw-Lekkerland,Vrouwen,25-29,0.0
Nieuw-Lekkerland,Vrouwen,30-34,0.0
Nieuw-Lekkerland,Vrouwen,35-39,0.0
Nieuw-Lekkerland,Vrouwen,40-44,0.0
Nieuw-Lekkerland,Vrouwen,45-49,0.0
Nieuw-Lekkerland,Vrouwen,50-54,0.0
Nieuw-Lekkerland,Vrouwen,55-59,0.0
Nieuw-Lekkerland,Vrouwen,60-64,0.0
Nieuw-Lekkerland,Vrouwen,65-69,0.0
Nieuw-Lekkerland,Vrouwen,70-74,0.0
Nieuw-Lekkerland,Vrouwen,75+,0.0
Nieuw-Vossemeer,Mannen,15-19,0.0
Nieuw-Vossemeer,Mannen,20-24,0.0
Nieuw-Vossemeer,Mannen,25-29,0.0
Nieuw-Vossemeer,Mannen,30-34,0.0
Nieuw-Vossemeer,Mannen,35-39,0.0
Nieuw-Vossemeer,Mannen,40-44,0.0
Nieuw-Vossemeer,Mannen,45-49,0.0
Nieuw-Vossemeer,Mannen,50-54,0.0
Nieuw-Vossemeer,Mannen,55-59,0.0
Nieuw-Vossemeer,Mannen,60-64,0.0
Nieuw-Vossemeer,Mannen,65-69,0.0
Nieuw-Vossemeer,Mannen,70-74,0.0
Nieuw-Vossemeer,Mannen,75+,0.0
Nieuw-Vossemeer,Vrouwen,15-19,0.0
Nieuw-Vossemeer,Vrouwen,20-24,0.0
Nieuw-Vossemeer,Vrouwen,25-29,0.0
Nieuw-Vossemeer,Vrouwen,30-34,0.0
Nieuw-Vossemeer,Vrouwen,35-39,0.0
Nieuw-Vossemeer,Vrouwen,40-44,0.0
Nieuw-Vossemeer,Vrouwen,45-49,0.0
Nieuw-Vossemeer,Vrouwen,50-54,0.0
Nieuw-Vossemeer,Vrouwen,55-59,0.0
Nieuw-Vossemeer,Vrouwen,60-64,0.0
Nieuw-Vossemeer,Vrouwen,65-69,0.0
Nieuw-Vossemeer,Vrouwen,70-74,0.0
Nieuw-Vossemeer,Vrouwen,75+,0.0
Nieuwe Pekela,Mannen,15-19,0.0
Nieuwe Pekela,Mannen,20-24,0.0
Nieuwe Pekela,Mannen,25-29,0.0
Nieuwe Pekela,Mannen,30-34,0.0
Nieuwe Pekela,Mannen,35-39,0.0
Nieuwe Pekela,Mannen,40-44,0.0
Nieuwe Pekela,Mannen,45-49,0.0
