municipality,gender,age_group,education,N
De Friese Meren,Vrouwen,25 tot 35 jaar,high,
De Fryske Marren,Vrouwen,25 tot 35 jaar,high,1335.0
Gaasterlân-Sleat,Vrouwen,25 tot 35 jaar,high,
Geertruidenberg,Vrouwen,25 tot 35 jaar,high,459.0
Geldermalsen,Vrouwen,25 tot 35 jaar,high,
Geldrop-Mierlo,Vrouwen,25 tot 35 jaar,high,1067.0
Gemert-Bakel,Vrouwen,25 tot 35 jaar,high,714.0
Gennep,Vrouwen,25 tot 35 jaar,high,
Giessenlanden,Vrouwen,25 tot 35 jaar,high,
Gilze en Rijen,Vrouwen,25 tot 35 jaar,high,722.0
Goeree-Overflakkee,Vrouwen,25 tot 35 jaar,high,851.0
Goes,Vrouwen,25 tot 35 jaar,high,719.0
Goirle,Vrouwen,25 tot 35 jaar,high,593.0
Gooise Meren,Vrouwen,25 tot 35 jaar,high,1607.0
Gorinchem,Vrouwen,25 tot 35 jaar,high,1095.0
Gouda,Vrouwen,25 tot 35 jaar,high,2911.0
Graft-De Rijp,Vrouwen,25 tot 35 jaar,high,
Grave,Vrouwen,25 tot 35 jaar,high,
's-Gravenhage (gemeente),Vrouwen,25 tot 35 jaar,high,23902.0
Groesbeek,Vrouwen,25 tot 35 jaar,high,
Groningen (gemeente),Vrouwen,25 tot 35 jaar,high,15989.0
Grootegast,Vrouwen,25 tot 35 jaar,high,
Gulpen-Wittem,Vrouwen,25 tot 35 jaar,high,
Haaksbergen,Vrouwen,25 tot 35 jaar,high,518.0
Haaren,Vrouwen,25 tot 35 jaar,high,
Haarlem,Vrouwen,25 tot 35 jaar,high,8025.0
Haarlemmerliede en Spaarnwoude,Vrouwen,25 tot 35 jaar,high,
Haarlemmermeer,Vrouwen,25 tot 35 jaar,high,4830.0
Halderberge,Vrouwen,25 tot 35 jaar,high,614.0
Hardenberg,Vrouwen,25 tot 35 jaar,high,1199.0
Harderwijk,Vrouwen,25 tot 35 jaar,high,1428.0
Hardinxveld-Giessendam,Vrouwen,25 tot 35 jaar,high,313.0
Haren,Vrouwen,25 tot 35 jaar,high,
Harlingen,Vrouwen,25 tot 35 jaar,high,
Hattem,Vrouwen,25 tot 35 jaar,high,
Heemskerk,Vrouwen,25 tot 35 jaar,high,992.0
Heemstede,Vrouwen,25 tot 35 jaar,high,
Heerde,Vrouwen,25 tot 35 jaar,high,
Heerenveen,Vrouwen,25 tot 35 jaar,high,1277.0
Heerhugowaard,Vrouwen,25 tot 35 jaar,high,
Heerlen,Vrouwen,25 tot 35 jaar,high,1940.0
Heeze-Leende,Vrouwen,25 tot 35 jaar,high,
Heiloo,Vrouwen,25 tot 35 jaar,high,
Den Helder,Vrouwen,25 tot 35 jaar,high,927.0
Hellendoorn,Vrouwen,25 tot 35 jaar,high,846.0
Hellevoetsluis,Vrouwen,25 tot 35 jaar,high,
Helmond,Vrouwen,25 tot 35 jaar,high,2650.0
Hendrik-Ido-Ambacht,Vrouwen,25 tot 35 jaar,high,842.0
Hengelo (O.),Vrouwen,25 tot 35 jaar,high,2581.0
's-Hertogenbosch,Vrouwen,25 tot 35 jaar,high,7958.0
Heumen,Vrouwen,25 tot 35 jaar,high,
Heusden,Vrouwen,25 tot 35 jaar,high,1347.0
Hillegom,Vrouwen,25 tot 35 jaar,high,668.0
Hilvarenbeek,Vrouwen,25 tot 35 jaar,high,
Hilversum,Vrouwen,25 tot 35 jaar,high,3168.0
Hoeksche Waard,Vrouwen,25 tot 35 jaar,high,1965.0
Hof van Twente,Vrouwen,25 tot 35 jaar,high,836.0
Het Hogeland,Vrouwen,25 tot 35 jaar,high,899.0
Hollands Kroon,Vrouwen,25 tot 35 jaar,high,1080.0
Hoogeveen,Vrouwen,25 tot 35 jaar,high,978.0
Hoogezand-Sappemeer,Vrouwen,25 tot 35 jaar,high,
Hoorn,Vrouwen,25 tot 35 jaar,high,2093.0
Horst aan de Maas,Vrouwen,25 tot 35 jaar,high,1316.0
Houten,Vrouwen,25 tot 35 jaar,high,1518.0
Huizen,Vrouwen,25 tot 35 jaar,high,968.0
Hulst,Vrouwen,25 tot 35 jaar,high,395.0
IJsselstein,Vrouwen,25 tot 35 jaar,high,745.0
Kaag en Braassem,Vrouwen,25 tot 35 jaar,high,886.0
Kampen,Vrouwen,25 tot 35 jaar,high,1494.0
Kapelle,Vrouwen,25 tot 35 jaar,high,
Katwijk,Vrouwen,25 tot 35 jaar,high,1516.0
Kerkrade,Vrouwen,25 tot 35 jaar,high,669.0
Koggenland,Vrouwen,25 tot 35 jaar,high,590.0
Kollumerland en Nieuwkruisland,Vrouwen,25 tot 35 jaar,high,
Korendijk,Vrouwen,25 tot 35 jaar,high,
Krimpen aan den IJssel,Vrouwen,25 tot 35 jaar,high,579.0
Krimpenerwaard,Vrouwen,25 tot 35 jaar,high,1148.0
Laarbeek,Vrouwen,25 tot 35 jaar,high,556.0
Land van Cuijk,Vrouwen,25 tot 35 jaar,high,2434.0
Landerd,Vrouwen,25 tot 35 jaar,high,
Landgraaf,Vrouwen,25 tot 35 jaar,high,665.0
Landsmeer,Vrouwen,25 tot 35 jaar,high,
Langedijk,Vrouwen,25 tot 35 jaar,high,
Lansingerland,Vrouwen,25 tot 35 jaar,high,1981.0
Laren (NH.),Vrouwen,25 tot 35 jaar,high,
Leek,Vrouwen,25 tot 35 jaar,high,
Leerdam,Vrouwen,25 tot 35 jaar,high,
Leeuwarden,Vrouwen,25 tot 35 jaar,high,4370.0
Leeuwarderadeel,Vrouwen,25 tot 35 jaar,high,
Leiden,Vrouwen,25 tot 35 jaar,high,9651.0
Leiderdorp,Vrouwen,25 tot 35 jaar,high,849.0
Leidschendam-Voorburg,Vrouwen,25 tot 35 jaar,high,2824.0
Lelystad,Vrouwen,25 tot 35 jaar,high,2096.0
Lemsterland,Vrouwen,25 tot 35 jaar,high,
Leudal,Vrouwen,25 tot 35 jaar,high,891.0
Leusden,Vrouwen,25 tot 35 jaar,high,781.0
Lingewaal,Vrouwen,25 tot 35 jaar,high,
Lingewaard,Vrouwen,25 tot 35 jaar,high,1132.0
Lisse,Vrouwen,25 tot 35 jaar,high,654.0
Littenseradiel,Vrouwen,25 tot 35 jaar,high,
Lochem,Vrouwen,25 tot 35 jaar,high,590.0
Loon op Zand,Vrouwen,25 tot 35 jaar,high,568.0
Lopik,Vrouwen,25 tot 35 jaar,high,
Loppersum,Vrouwen,25 tot 35 jaar,high,
Losser,Vrouwen,25 tot 35 jaar,high,533.0
Maasdonk,Vrouwen,25 tot 35 jaar,high,
Maasdriel,Vrouwen,25 tot 35 jaar,high,465.0
Maasgouw,Vrouwen,25 tot 35 jaar,high,560.0
Maashorst,Vrouwen,25 tot 35 jaar,high,1595.0
Maassluis,Vrouwen,25 tot 35 jaar,high,966.0
Maastricht,Vrouwen,25 tot 35 jaar,high,5527.0
De Marne,Vrouwen,25 tot 35 jaar,high,
Marum,Vrouwen,25 tot 35 jaar,high,
Medemblik,Vrouwen,25 tot 35 jaar,high,886.0
Meerssen,Vrouwen,25 tot 35 jaar,high,
Meierijstad,Vrouwen,25 tot 35 jaar,high,2270.0
Menameradiel,Vrouwen,25 tot 35 jaar,high,
Menterwolde,Vrouwen,25 tot 35 jaar,high,
Meppel,Vrouwen,25 tot 35 jaar,high,719.0
Middelburg (Z.),Vrouwen,25 tot 35 jaar,high,1183.0
Midden-Delfland,Vrouwen,25 tot 35 jaar,high,
Midden-Drenthe,Vrouwen,25 tot 35 jaar,high,547.0
Midden-Groningen,Vrouwen,25 tot 35 jaar,high,1056.0
Mill en Sint Hubert,Vrouwen,25 tot 35 jaar,high,
Millingen aan de Rijn,Vrouwen,25 tot 35 jaar,high,
Moerdijk,Vrouwen,25 tot 35 jaar,high,844.0
Molenlanden,Vrouwen,25 tot 35 jaar,high,980.0
Molenwaard,Vrouwen,25 tot 35 jaar,high,
Montferland,Vrouwen,25 tot 35 jaar,high,578.0
Montfoort,Vrouwen,25 tot 35 jaar,high,
Mook en Middelaar,Vrouwen,25 tot 35 jaar,high,
Muiden,Vrouwen,25 tot 35 jaar,high,
Naarden,Vrouwen,25 tot 35 jaar,high,
Neder-Betuwe,Vrouwen,25 tot 35 jaar,high,459.0
Nederlek,Vrouwen,25 tot 35 jaar,high,
Nederweert,Vrouwen,25 tot 35 jaar,high,
Neerijnen,Vrouwen,25 tot 35 jaar,high,
Nieuwegein,Vrouwen,25 tot 35 jaar,high,2496.0
Nieuwkoop,Vrouwen,25 tot 35 jaar,high,770.0
Nijkerk,Vrouwen,25 tot 35 jaar,high,1102.0
Nijmegen,Vrouwen,25 tot 35 jaar,high,12674.0
Nissewaard,Vrouwen,25 tot 35 jaar,high,1754.0
Noardeast-Fryslân,Vrouwen,25 tot 35 jaar,high,722.0
Noord-Beveland,Vrouwen,25 tot 35 jaar,high,
Noordenveld,Vrouwen,25 tot 35 jaar,high,610.0
Noordoostpolder,Vrouwen,25 tot 35 jaar,high,1088.0
Noordwijk,Vrouwen,25 tot 35 jaar,high,1235.0
Noordwijkerhout,Vrouwen,25 tot 35 jaar,high,
"Nuenen, Gerwen en Nederwetten",Vrouwen,25 tot 35 jaar,high,694.0
Nunspeet,Vrouwen,25 tot 35 jaar,high,461.0
Nuth,Vrouwen,25 tot 35 jaar,high,
Oegstgeest,Vrouwen,25 tot 35 jaar,high,860.0
Oirschot,Vrouwen,25 tot 35 jaar,high,372.0
Oisterwijk,Vrouwen,25 tot 35 jaar,high,843.0
Oldambt,Vrouwen,25 tot 35 jaar,high,586.0
Oldebroek,Vrouwen,25 tot 35 jaar,high,471.0
Oldenzaal,Vrouwen,25 tot 35 jaar,high,874.0
Olst-Wijhe,Vrouwen,25 tot 35 jaar,high,
Ommen,Vrouwen,25 tot 35 jaar,high,
Onderbanken,Vrouwen,25 tot 35 jaar,high,
Oost Gelre,Vrouwen,25 tot 35 jaar,high,840.0
Oosterhout,Vrouwen,25 tot 35 jaar,high,1363.0
Ooststellingwerf,Vrouwen,25 tot 35 jaar,high,516.0
Oostzaan,Vrouwen,25 tot 35 jaar,high,
Opmeer,Vrouwen,25 tot 35 jaar,high,
Opsterland,Vrouwen,25 tot 35 jaar,high,652.0
Oss,Vrouwen,25 tot 35 jaar,high,3108.0
Oud-Beijerland,Vrouwen,25 tot 35 jaar,high,
Oude IJsselstreek,Vrouwen,25 tot 35 jaar,high,785.0
Ouder-Amstel,Vrouwen,25 tot 35 jaar,high,
Ouderkerk,Vrouwen,25 tot 35 jaar,high,
Oudewater,Vrouwen,25 tot 35 jaar,high,
Overbetuwe,Vrouwen,25 tot 35 jaar,high,1235.0
Papendrecht,Vrouwen,25 tot 35 jaar,high,644.0
Peel en Maas,Vrouwen,25 tot 35 jaar,high,1238.0
Pekela,Vrouwen,25 tot 35 jaar,high,
Pijnacker-Nootdorp,Vrouwen,25 tot 35 jaar,high,1720.0
Purmerend,Vrouwen,25 tot 35 jaar,high,2749.0
Putten,Vrouwen,25 tot 35 jaar,high,557.0
Raalte,Vrouwen,25 tot 35 jaar,high,980.0
Reimerswaal,Vrouwen,25 tot 35 jaar,high,391.0
Renkum,Vrouwen,25 tot 35 jaar,high,729.0
Renswoude,Vrouwen,25 tot 35 jaar,high,
Reusel-De Mierden,Vrouwen,25 tot 35 jaar,high,
Rheden,Vrouwen,25 tot 35 jaar,high,926.0
Rhenen,Vrouwen,25 tot 35 jaar,high,384.0
Ridderkerk,Vrouwen,25 tot 35 jaar,high,1034.0
Rijnwaarden,Vrouwen,25 tot 35 jaar,high,
Rijnwoude,Vrouwen,25 tot 35 jaar,high,
Rijssen-Holten,Vrouwen,25 tot 35 jaar,high,982.0
Rijswijk (ZH.),Vrouwen,25 tot 35 jaar,high,2319.0
Roerdalen,Vrouwen,25 tot 35 jaar,high,
Roermond,Vrouwen,25 tot 35 jaar,high,1642.0
De Ronde Venen,Vrouwen,25 tot 35 jaar,high,1184.0
Roosendaal,Vrouwen,25 tot 35 jaar,high,2153.0
Rotterdam,Vrouwen,25 tot 35 jaar,high,33442.0
Rozendaal,Vrouwen,25 tot 35 jaar,high,
Rucphen,Vrouwen,25 tot 35 jaar,high,454.0
Schagen,Vrouwen,25 tot 35 jaar,high,1010.0
Schermer,Vrouwen,25 tot 35 jaar,high,
Scherpenzeel,Vrouwen,25 tot 35 jaar,high,
Schiedam,Vrouwen,25 tot 35 jaar,high,2621.0
Schiermonnikoog,Vrouwen,25 tot 35 jaar,high,
Schijndel,Vrouwen,25 tot 35 jaar,high,
Schinnen,Vrouwen,25 tot 35 jaar,high,
Schoonhoven,Vrouwen,25 tot 35 jaar,high,
Schouwen-Duiveland,Vrouwen,25 tot 35 jaar,high,517.0
Simpelveld,Vrouwen,25 tot 35 jaar,high,
Sint Anthonis,Vrouwen,25 tot 35 jaar,high,
Sint-Michielsgestel,Vrouwen,25 tot 35 jaar,high,686.0
Sint-Oedenrode,Vrouwen,25 tot 35 jaar,high,
Sittard-Geleen,Vrouwen,25 tot 35 jaar,high,2349.0
Skarsterlân,Vrouwen,25 tot 35 jaar,high,
Sliedrecht,Vrouwen,25 tot 35 jaar,high,631.0
Slochteren,Vrouwen,25 tot 35 jaar,high,
Sluis,Vrouwen,25 tot 35 jaar,high,406.0
Smallingerland,Vrouwen,25 tot 35 jaar,high,1053.0
Soest,Vrouwen,25 tot 35 jaar,high,1326.0
Someren,Vrouwen,25 tot 35 jaar,high,571.0
Son en Breugel,Vrouwen,25 tot 35 jaar,high,
Spijkenisse,Vrouwen,25 tot 35 jaar,high,
Stadskanaal,Vrouwen,25 tot 35 jaar,high,451.0
Staphorst,Vrouwen,25 tot 35 jaar,high,406.0
Stede Broec,Vrouwen,25 tot 35 jaar,high,400.0
Steenbergen,Vrouwen,25 tot 35 jaar,high,454.0
Steenwijkerland,Vrouwen,25 tot 35 jaar,high,934.0
Stein (L.),Vrouwen,25 tot 35 jaar,high,344.0
Stichtse Vecht,Vrouwen,25 tot 35 jaar,high,1862.0
Strijen,Vrouwen,25 tot 35 jaar,high,
Súdwest-Fryslân,Vrouwen,25 tot 35 jaar,high,1839.0
Terneuzen,Vrouwen,25 tot 35 jaar,high,924.0
Terschelling,Vrouwen,25 tot 35 jaar,high,
Texel,Vrouwen,25 tot 35 jaar,high,
Teylingen,Vrouwen,25 tot 35 jaar,high,1296.0
Tholen,Vrouwen,25 tot 35 jaar,high,429.0
Tiel,Vrouwen,25 tot 35 jaar,high,1042.0
Tilburg,Vrouwen,25 tot 35 jaar,high,10062.0
Tubbergen,Vrouwen,25 tot 35 jaar,high,634.0
Twenterand,Vrouwen,25 tot 35 jaar,high,624.0
Tynaarlo,Vrouwen,25 tot 35 jaar,high,807.0
Tytsjerksteradiel,Vrouwen,25 tot 35 jaar,high,758.0
Ubbergen,Vrouwen,25 tot 35 jaar,high,
Uden,Vrouwen,25 tot 35 jaar,high,
Uitgeest,Vrouwen,25 tot 35 jaar,high,
Uithoorn,Vrouwen,25 tot 35 jaar,high,929.0
Urk,Vrouwen,25 tot 35 jaar,high,357.0
Utrecht (gemeente),Vrouwen,25 tot 35 jaar,high,34540.0
Utrechtse Heuvelrug,Vrouwen,25 tot 35 jaar,high,982.0
Vaals,Vrouwen,25 tot 35 jaar,high,
Valkenburg aan de Geul,Vrouwen,25 tot 35 jaar,high,
Valkenswaard,Vrouwen,25 tot 35 jaar,high,904.0
Veendam,Vrouwen,25 tot 35 jaar,high,478.0
Veenendaal,Vrouwen,25 tot 35 jaar,high,1932.0
Veere,Vrouwen,25 tot 35 jaar,high,
Veghel,Vrouwen,25 tot 35 jaar,high,
Veldhoven,Vrouwen,25 tot 35 jaar,high,1495.0
Velsen,Vrouwen,25 tot 35 jaar,high,1445.0
Venlo,Vrouwen,25 tot 35 jaar,high,2561.0
Venray,Vrouwen,25 tot 35 jaar,high,892.0
Vianen,Vrouwen,25 tot 35 jaar,high,
Vijfheerenlanden,Vrouwen,25 tot 35 jaar,high,1710.0
Vlaardingen,Vrouwen,25 tot 35 jaar,high,2079.0
Vlagtwedde,Vrouwen,25 tot 35 jaar,high,
Vlieland,Vrouwen,25 tot 35 jaar,high,
Vlissingen,Vrouwen,25 tot 35 jaar,high,938.0
Vlist,Vrouwen,25 tot 35 jaar,high,
Voerendaal,Vrouwen,25 tot 35 jaar,high,
Voorne aan Zee,Vrouwen,25 tot 35 jaar,high,1291.0
Voorschoten,Vrouwen,25 tot 35 jaar,high,768.0
Voorst,Vrouwen,25 tot 35 jaar,high,485.0
Vught,Vrouwen,25 tot 35 jaar,high,918.0
Waadhoeke,Vrouwen,25 tot 35 jaar,high,938.0
Waalre,Vrouwen,25 tot 35 jaar,high,
Waalwijk,Vrouwen,25 tot 35 jaar,high,1309.0
Waddinxveen,Vrouwen,25 tot 35 jaar,high,1310.0
Wageningen,Vrouwen,25 tot 35 jaar,high,2980.0
Wassenaar,Vrouwen,25 tot 35 jaar,high,
Waterland,Vrouwen,25 tot 35 jaar,high,
Weert,Vrouwen,25 tot 35 jaar,high,1032.0
Weesp,Vrouwen,25 tot 35 jaar,high,
Werkendam,Vrouwen,25 tot 35 jaar,high,
West Betuwe,Vrouwen,25 tot 35 jaar,high,1241.0
West Maas en Waal,Vrouwen,25 tot 35 jaar,high,505.0
Westerkwartier,Vrouwen,25 tot 35 jaar,high,1646.0
Westerveld,Vrouwen,25 tot 35 jaar,high,
Westervoort,Vrouwen,25 tot 35 jaar,high,
Westerwolde,Vrouwen,25 tot 35 jaar,high,385.0
Westland,Vrouwen,25 tot 35 jaar,high,2940.0
Weststellingwerf,Vrouwen,25 tot 35 jaar,high,562.0
Westvoorne,Vrouwen,25 tot 35 jaar,high,
Wierden,Vrouwen,25 tot 35 jaar,high,676.0
Wijchen,Vrouwen,25 tot 35 jaar,high,1089.0
Wijdemeren,Vrouwen,25 tot 35 jaar,high,507.0
Wijk bij Duurstede,Vrouwen,25 tot 35 jaar,high,732.0
Winsum,Vrouwen,25 tot 35 jaar,high,
Winterswijk,Vrouwen,25 tot 35 jaar,high,459.0
Woensdrecht,Vrouwen,25 tot 35 jaar,high,372.0
Woerden,Vrouwen,25 tot 35 jaar,high,1717.0
De Wolden,Vrouwen,25 tot 35 jaar,high,447.0
Wormerland,Vrouwen,25 tot 35 jaar,high,
Woudenberg,Vrouwen,25 tot 35 jaar,high,
Woudrichem,Vrouwen,25 tot 35 jaar,high,
Zaanstad,Vrouwen,25 tot 35 jaar,high,5190.0
Zaltbommel,Vrouwen,25 tot 35 jaar,high,1054.0
Zandvoort,Vrouwen,25 tot 35 jaar,high,
Zederik,Vrouwen,25 tot 35 jaar,high,
Zeevang,Vrouwen,25 tot 35 jaar,high,
Zeewolde,Vrouwen,25 tot 35 jaar,high,686.0
Zeist,Vrouwen,25 tot 35 jaar,high,2083.0
Zevenaar,Vrouwen,25 tot 35 jaar,high,992.0
Zoetermeer,Vrouwen,25 tot 35 jaar,high,3452.0
Zoeterwoude,Vrouwen,25 tot 35 jaar,high,
Zuidhorn,Vrouwen,25 tot 35 jaar,high,
Zuidplas,Vrouwen,25 tot 35 jaar,high,1294.0
Zundert,Vrouwen,25 tot 35 jaar,high,616.0
Zutphen,Vrouwen,25 tot 35 jaar,high,1085.0
Zwartewaterland,Vrouwen,25 tot 35 jaar,high,524.0
Zwijndrecht,Vrouwen,25 tot 35 jaar,high,955.0
Zwolle,Vrouwen,25 tot 35 jaar,high,6356.0
Aa en Hunze,Vrouwen,35 tot 45 jaar,high,718.0
Aalburg,Vrouwen,35 tot 45 jaar,high,
Aalsmeer,Vrouwen,35 tot 45 jaar,high,1027.0
Aalten,Vrouwen,35 tot 45 jaar,high,532.0
Achtkarspelen,Vrouwen,35 tot 45 jaar,high,512.0
Alblasserdam,Vrouwen,35 tot 45 jaar,high,403.0
Albrandswaard,Vrouwen,35 tot 45 jaar,high,904.0
Alkmaar,Vrouwen,35 tot 45 jaar,high,3478.0
Almelo,Vrouwen,35 tot 45 jaar,high,1355.0
Almere,Vrouwen,35 tot 45 jaar,high,7938.0
Alphen aan den Rijn,Vrouwen,35 tot 45 jaar,high,3574.0
Alphen-Chaam,Vrouwen,35 tot 45 jaar,high,
Altena,Vrouwen,35 tot 45 jaar,high,1234.0
Ameland,Vrouwen,35 tot 45 jaar,high,
Amersfoort,Vrouwen,35 tot 45 jaar,high,6496.0
Amstelveen,Vrouwen,35 tot 45 jaar,high,4896.0
Amsterdam,Vrouwen,35 tot 45 jaar,high,43443.0
Apeldoorn,Vrouwen,35 tot 45 jaar,high,4600.0
Appingedam,Vrouwen,35 tot 45 jaar,high,
Arnhem,Vrouwen,35 tot 45 jaar,high,5944.0
Assen,Vrouwen,35 tot 45 jaar,high,1939.0
Asten,Vrouwen,35 tot 45 jaar,high,
Baarle-Nassau,Vrouwen,35 tot 45 jaar,high,
Baarn,Vrouwen,35 tot 45 jaar,high,957.0
Barendrecht,Vrouwen,35 tot 45 jaar,high,1652.0
Barneveld,Vrouwen,35 tot 45 jaar,high,1265.0
Bedum,Vrouwen,35 tot 45 jaar,high,
Beek (L.),Vrouwen,35 tot 45 jaar,high,
Beekdaelen,Vrouwen,35 tot 45 jaar,high,950.0
Beemster,Vrouwen,35 tot 45 jaar,high,
Beesel,Vrouwen,35 tot 45 jaar,high,
Bellingwedde,Vrouwen,35 tot 45 jaar,high,
Berg en Dal,Vrouwen,35 tot 45 jaar,high,895.0
Bergambacht,Vrouwen,35 tot 45 jaar,high,
Bergeijk,Vrouwen,35 tot 45 jaar,high,423.0
Bergen (L.),Vrouwen,35 tot 45 jaar,high,
Bergen (NH.),Vrouwen,35 tot 45 jaar,high,680.0
Bergen op Zoom,Vrouwen,35 tot 45 jaar,high,1609.0
Berkelland,Vrouwen,35 tot 45 jaar,high,855.0
Bernheze,Vrouwen,35 tot 45 jaar,high,835.0
Bernisse,Vrouwen,35 tot 45 jaar,high,
Best,Vrouwen,35 tot 45 jaar,high,1011.0
Beuningen,Vrouwen,35 tot 45 jaar,high,742.0
Beverwijk,Vrouwen,35 tot 45 jaar,high,1030.0
het Bildt,Vrouwen,35 tot 45 jaar,high,
De Bilt,Vrouwen,35 tot 45 jaar,high,1918.0
Binnenmaas,Vrouwen,35 tot 45 jaar,high,
Bladel,Vrouwen,35 tot 45 jaar,high,505.0
Blaricum,Vrouwen,35 tot 45 jaar,high,
Bloemendaal,Vrouwen,35 tot 45 jaar,high,917.0
Boarnsterhim,Vrouwen,35 tot 45 jaar,high,
Bodegraven-Reeuwijk,Vrouwen,35 tot 45 jaar,high,1136.0
Boekel,Vrouwen,35 tot 45 jaar,high,
Ten Boer,Vrouwen,35 tot 45 jaar,high,
Borger-Odoorn,Vrouwen,35 tot 45 jaar,high,549.0
Borne,Vrouwen,35 tot 45 jaar,high,886.0
Borsele,Vrouwen,35 tot 45 jaar,high,417.0
Boskoop,Vrouwen,35 tot 45 jaar,high,
Boxmeer,Vrouwen,35 tot 45 jaar,high,
Boxtel,Vrouwen,35 tot 45 jaar,high,876.0
Breda,Vrouwen,35 tot 45 jaar,high,6786.0
Brielle,Vrouwen,35 tot 45 jaar,high,
Bronckhorst,Vrouwen,35 tot 45 jaar,high,982.0
Brummen,Vrouwen,35 tot 45 jaar,high,468.0
Brunssum,Vrouwen,35 tot 45 jaar,high,459.0
Bunnik,Vrouwen,35 tot 45 jaar,high,849.0
Bunschoten,Vrouwen,35 tot 45 jaar,high,410.0
Buren,Vrouwen,35 tot 45 jaar,high,528.0
Bussum,Vrouwen,35 tot 45 jaar,high,
Capelle aan den IJssel,Vrouwen,35 tot 45 jaar,high,1900.0
Castricum,Vrouwen,35 tot 45 jaar,high,1304.0
Coevorden,Vrouwen,35 tot 45 jaar,high,684.0
Cranendonck,Vrouwen,35 tot 45 jaar,high,480.0
Cromstrijen,Vrouwen,35 tot 45 jaar,high,
Cuijk,Vrouwen,35 tot 45 jaar,high,
Culemborg,Vrouwen,35 tot 45 jaar,high,1108.0
Dalfsen,Vrouwen,35 tot 45 jaar,high,809.0
Dantumadiel,Vrouwen,35 tot 45 jaar,high,334.0
Delft,Vrouwen,35 tot 45 jaar,high,3489.0
Delfzijl,Vrouwen,35 tot 45 jaar,high,
Deurne,Vrouwen,35 tot 45 jaar,high,686.0
Deventer,Vrouwen,35 tot 45 jaar,high,3088.0
Diemen,Vrouwen,35 tot 45 jaar,high,1560.0
Dijk en Waard,Vrouwen,35 tot 45 jaar,high,2413.0
Dinkelland,Vrouwen,35 tot 45 jaar,high,668.0
Doesburg,Vrouwen,35 tot 45 jaar,high,
Doetinchem,Vrouwen,35 tot 45 jaar,high,1510.0
Dongen,Vrouwen,35 tot 45 jaar,high,709.0
Dongeradeel,Vrouwen,35 tot 45 jaar,high,
Dordrecht,Vrouwen,35 tot 45 jaar,high,2907.0
Drechterland,Vrouwen,35 tot 45 jaar,high,518.0
Drimmelen,Vrouwen,35 tot 45 jaar,high,694.0
Dronten,Vrouwen,35 tot 45 jaar,high,1120.0
Druten,Vrouwen,35 tot 45 jaar,high,460.0
Duiven,Vrouwen,35 tot 45 jaar,high,570.0
Echt-Susteren,Vrouwen,35 tot 45 jaar,high,821.0
Edam-Volendam,Vrouwen,35 tot 45 jaar,high,724.0
Ede,Vrouwen,35 tot 45 jaar,high,3480.0
Eemnes,Vrouwen,35 tot 45 jaar,high,
Eemsdelta,Vrouwen,35 tot 45 jaar,high,635.0
Eemsmond,Vrouwen,35 tot 45 jaar,high,
Eersel,Vrouwen,35 tot 45 jaar,high,644.0
Eijsden-Margraten,Vrouwen,35 tot 45 jaar,high,930.0
Eindhoven,Vrouwen,35 tot 45 jaar,high,9235.0
Elburg,Vrouwen,35 tot 45 jaar,high,524.0
Emmen,Vrouwen,35 tot 45 jaar,high,1934.0
Enkhuizen,Vrouwen,35 tot 45 jaar,high,412.0
Enschede,Vrouwen,35 tot 45 jaar,high,3957.0
Epe,Vrouwen,35 tot 45 jaar,high,646.0
Ermelo,Vrouwen,35 tot 45 jaar,high,714.0
Etten-Leur,Vrouwen,35 tot 45 jaar,high,1338.0
Ferwerderadiel,Vrouwen,35 tot 45 jaar,high,
Franekeradeel,Vrouwen,35 tot 45 jaar,high,
De Friese Meren,Vrouwen,35 tot 45 jaar,high,
De Fryske Marren,Vrouwen,35 tot 45 jaar,high,1501.0
Gaasterlân-Sleat,Vrouwen,35 tot 45 jaar,high,
Geertruidenberg,Vrouwen,35 tot 45 jaar,high,372.0
Geldermalsen,Vrouwen,35 tot 45 jaar,high,
Geldrop-Mierlo,Vrouwen,35 tot 45 jaar,high,1102.0
Gemert-Bakel,Vrouwen,35 tot 45 jaar,high,863.0
Gennep,Vrouwen,35 tot 45 jaar,high,
Giessenlanden,Vrouwen,35 tot 45 jaar,high,
Gilze en Rijen,Vrouwen,35 tot 45 jaar,high,765.0
Goeree-Overflakkee,Vrouwen,35 tot 45 jaar,high,986.0
Goes,Vrouwen,35 tot 45 jaar,high,950.0
Goirle,Vrouwen,35 tot 45 jaar,high,826.0
Gooise Meren,Vrouwen,35 tot 45 jaar,high,2964.0
Gorinchem,Vrouwen,35 tot 45 jaar,high,1068.0
Gouda,Vrouwen,35 tot 45 jaar,high,2295.0
Graft-De Rijp,Vrouwen,35 tot 45 jaar,high,
Grave,Vrouwen,35 tot 45 jaar,high,
's-Gravenhage (gemeente),Vrouwen,35 tot 45 jaar,high,21031.0
Groesbeek,Vrouwen,35 tot 45 jaar,high,
Groningen (gemeente),Vrouwen,35 tot 45 jaar,high,8659.0
Grootegast,Vrouwen,35 tot 45 jaar,high,
Gulpen-Wittem,Vrouwen,35 tot 45 jaar,high,
Haaksbergen,Vrouwen,35 tot 45 jaar,high,580.0
Haaren,Vrouwen,35 tot 45 jaar,high,
Haarlem,Vrouwen,35 tot 45 jaar,high,8512.0
