region,gender,age_group,education,N
Zeeuwsch-Vlaanderen (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",2297
Zeeuwsch-Vlaanderen (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",2384
Zeeuwsch-Vlaanderen (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1476
Zeeuwsch-Vlaanderen (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",3210
Zeeuwsch-Vlaanderen (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",2115
Zeeuwsch-Vlaanderen (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2565
Zeeuwsch-Vlaanderen (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",4075
Zeeuwsch-Vlaanderen (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",1660
Zeeuwsch-Vlaanderen (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3189
Zeeuwsch-Vlaanderen (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3012
Zeeuwsch-Vlaanderen (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",1199
Zuid-Limburg (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",15530
Zuid-Limburg (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",15845
Zuid-Limburg (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",3525
Zuid-Limburg (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",8580
Zuid-Limburg (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",14667
Zuid-Limburg (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",12353
Zuid-Limburg (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",7208
Zuid-Limburg (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",13974
Zuid-Limburg (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",12818
Zuid-Limburg (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",8082
Zuid-Limburg (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",14561
Zuid-Limburg (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",11458
Zuid-Limburg (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",12474
Zuid-Limburg (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",19589
Zuid-Limburg (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",14137
Zuid-Limburg (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",12291
Zuid-Limburg (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",16524
Zuid-Limburg (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",11884
Zuid-Limburg (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",13425
Zuid-Limburg (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",18300
Zuid-Limburg (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",5775
Zuid-Limburg (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",4882
Zuid-Limburg (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",13390
Zuid-Limburg (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",15662
Zuid-Limburg (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",6031
Zuid-Limburg (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",12192
Zuid-Limburg (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",14377
Zuid-Limburg (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",7946
Zuid-Limburg (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",14852
Zuid-Limburg (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",11867
Zuid-Limburg (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",15289
Zuid-Limburg (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",20589
Zuid-Limburg (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",11022
Zuid-Limburg (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",19201
Zuid-Limburg (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",14981
Zuid-Limburg (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",8018
Zuidoost-Drenthe (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",5282
Zuidoost-Drenthe (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4060
Zuidoost-Drenthe (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",758
Zuidoost-Drenthe (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1908
Zuidoost-Drenthe (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",5480
Zuidoost-Drenthe (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",2021
Zuidoost-Drenthe (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1962
Zuidoost-Drenthe (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",5068
Zuidoost-Drenthe (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",2269
Zuidoost-Drenthe (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2725
Zuidoost-Drenthe (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5744
Zuidoost-Drenthe (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",2431
Zuidoost-Drenthe (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3672
Zuidoost-Drenthe (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",6981
Zuidoost-Drenthe (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",2747
Zuidoost-Drenthe (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3756
Zuidoost-Drenthe (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",5487
Zuidoost-Drenthe (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",2457
Zuidoost-Drenthe (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4388
Zuidoost-Drenthe (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",3827
Zuidoost-Drenthe (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",685
Zuidoost-Drenthe (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",980
Zuidoost-Drenthe (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4429
Zuidoost-Drenthe (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",3191
Zuidoost-Drenthe (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1609
Zuidoost-Drenthe (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4548
Zuidoost-Drenthe (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",3134
Zuidoost-Drenthe (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2486
Zuidoost-Drenthe (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5588
Zuidoost-Drenthe (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",2926
Zuidoost-Drenthe (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",4298
Zuidoost-Drenthe (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",6746
Zuidoost-Drenthe (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",2557
Zuidoost-Drenthe (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",5405
Zuidoost-Drenthe (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",4411
Zuidoost-Drenthe (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",1884
Zuidoost-Friesland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",6046
Zuidoost-Friesland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4690
Zuidoost-Friesland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",565
Zuidoost-Friesland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2247
Zuidoost-Friesland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",5629
Zuidoost-Friesland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",2714
Zuidoost-Friesland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1892
Zuidoost-Friesland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",5698
Zuidoost-Friesland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",3399
Zuidoost-Friesland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2420
Zuidoost-Friesland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",6219
Zuidoost-Friesland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",3473
Zuidoost-Friesland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3944
Zuidoost-Friesland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",6684
Zuidoost-Friesland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",3872
Zuidoost-Friesland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3351
Zuidoost-Friesland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",5239
Zuidoost-Friesland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",3210
Zuidoost-Friesland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4890
Zuidoost-Friesland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4260
Zuidoost-Friesland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",850
Zuidoost-Friesland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1230
Zuidoost-Friesland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4680
Zuidoost-Friesland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",4090
Zuidoost-Friesland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1391
Zuidoost-Friesland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4537
Zuidoost-Friesland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",4762
Zuidoost-Friesland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2013
Zuidoost-Friesland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5807
Zuidoost-Friesland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",4380
Zuidoost-Friesland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",4089
Zuidoost-Friesland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",6858
Zuidoost-Friesland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",3567
Zuidoost-Friesland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",4658
Zuidoost-Friesland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",4719
Zuidoost-Friesland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",2735
Zuidoost-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",22575
Zuidoost-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",24360
Zuidoost-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",5565
Zuidoost-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",10294
Zuidoost-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",22670
Zuidoost-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",26537
Zuidoost-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",9719
Zuidoost-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",19544
Zuidoost-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",24137
Zuidoost-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",10656
Zuidoost-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",19544
Zuidoost-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",20301
Zuidoost-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",14592
Zuidoost-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",23313
Zuidoost-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",19095
Zuidoost-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",13082
Zuidoost-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",17786
Zuidoost-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",13933
Zuidoost-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",18734
Zuidoost-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",19536
Zuidoost-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",6230
Zuidoost-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",5523
Zuidoost-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",18252
Zuidoost-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",28825
Zuidoost-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",7881
Zuidoost-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",17369
Zuidoost-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",24899
Zuidoost-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",9811
Zuidoost-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",19917
Zuidoost-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",19572
Zuidoost-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",16602
Zuidoost-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",24876
Zuidoost-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",14478
Zuidoost-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",18774
Zuidoost-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",16405
Zuidoost-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",9521
Zuidoost-Zuid-Holland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",11232
Zuidoost-Zuid-Holland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",10647
Zuidoost-Zuid-Holland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",1544
Zuidoost-Zuid-Holland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",4439
Zuidoost-Zuid-Holland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",12896
Zuidoost-Zuid-Holland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",7465
Zuidoost-Zuid-Holland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",5072
Zuidoost-Zuid-Holland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",11329
Zuidoost-Zuid-Holland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",7300
Zuidoost-Zuid-Holland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",5780
Zuidoost-Zuid-Holland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",10951
Zuidoost-Zuid-Holland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",6669
Zuidoost-Zuid-Holland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",7198
Zuidoost-Zuid-Holland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",11687
Zuidoost-Zuid-Holland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",6914
Zuidoost-Zuid-Holland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",5964
Zuidoost-Zuid-Holland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",8106
Zuidoost-Zuid-Holland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",5211
Zuidoost-Zuid-Holland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",9979
Zuidoost-Zuid-Holland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",9374
Zuidoost-Zuid-Holland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",2246
Zuidoost-Zuid-Holland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3346
Zuidoost-Zuid-Holland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",10970
Zuidoost-Zuid-Holland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",9560
Zuidoost-Zuid-Holland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",4248
Zuidoost-Zuid-Holland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",11040
Zuidoost-Zuid-Holland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",8712
Zuidoost-Zuid-Holland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",6242
Zuidoost-Zuid-Holland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",10604
Zuidoost-Zuid-Holland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",7254
Zuidoost-Zuid-Holland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",9187
Zuidoost-Zuid-Holland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",11667
Zuidoost-Zuid-Holland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",5246
Zuidoost-Zuid-Holland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",9398
Zuidoost-Zuid-Holland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7576
Zuidoost-Zuid-Holland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",3726
Zuidwest-Drenthe (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4324
Zuidwest-Drenthe (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",3544
Zuidwest-Drenthe (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",432
Zuidwest-Drenthe (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1240
Zuidwest-Drenthe (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4458
Zuidwest-Drenthe (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",2002
Zuidwest-Drenthe (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1704
Zuidwest-Drenthe (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4144
Zuidwest-Drenthe (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",2152
Zuidwest-Drenthe (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1832
Zuidwest-Drenthe (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4257
Zuidwest-Drenthe (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",2511
Zuidwest-Drenthe (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2939
Zuidwest-Drenthe (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",4494
Zuidwest-Drenthe (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",2676
Zuidwest-Drenthe (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",2854
Zuidwest-Drenthe (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3593
Zuidwest-Drenthe (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",2253
Zuidwest-Drenthe (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",3658
Zuidwest-Drenthe (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",3471
Zuidwest-Drenthe (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",671
Zuidwest-Drenthe (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1589
Zuidwest-Drenthe (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",2933
Zuidwest-Drenthe (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",2478
Zuidwest-Drenthe (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1063
Zuidwest-Drenthe (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",3573
Zuidwest-Drenthe (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",3072
Zuidwest-Drenthe (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1636
Zuidwest-Drenthe (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4167
Zuidwest-Drenthe (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",2897
Zuidwest-Drenthe (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2858
Zuidwest-Drenthe (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",4747
Zuidwest-Drenthe (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",2485
Zuidwest-Drenthe (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3676
Zuidwest-Drenthe (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3373
Zuidwest-Drenthe (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",1860
Zuidwest-Friesland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",3995
Zuidwest-Friesland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4114
Zuidwest-Friesland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",382
Zuidwest-Friesland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",988
Zuidwest-Friesland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4590
Zuidwest-Friesland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",2022
Zuidwest-Friesland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1386
Zuidwest-Friesland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4096
Zuidwest-Friesland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",2225
Zuidwest-Friesland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1971
Zuidwest-Friesland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4383
Zuidwest-Friesland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",2646
Zuidwest-Friesland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2531
Zuidwest-Friesland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5672
Zuidwest-Friesland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",2897
Zuidwest-Friesland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3018
Zuidwest-Friesland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3864
Zuidwest-Friesland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",2318
Zuidwest-Friesland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",3574
Zuidwest-Friesland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",3182
Zuidwest-Friesland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",651
Zuidwest-Friesland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",566
Zuidwest-Friesland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",3133
Zuidwest-Friesland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",3202
Zuidwest-Friesland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",851
Zuidwest-Friesland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",3131
Zuidwest-Friesland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",3618
Zuidwest-Friesland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1323
Zuidwest-Friesland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4248
Zuidwest-Friesland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",3429
Zuidwest-Friesland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2849
Zuidwest-Friesland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5412
Zuidwest-Friesland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",2739
Zuidwest-Friesland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3744
Zuidwest-Friesland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3588
