gm_code,municipality,gender,age_group,education,N
GM1963    ,Hoeksche Waard,Mannen,45 tot 55 jaar,Basisonderwijs,302.0
GM1963    ,Hoeksche Waard,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",2656.0
GM1963    ,Hoeksche Waard,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",1270.0
GM1963    ,Hoeksche Waard,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",708.0
GM1963    ,Hoeksche Waard,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",864.0
GM1963    ,Hoeksche Waard,Mannen,55 tot 65 jaar,Basisonderwijs,337.0
GM1963    ,Hoeksche Waard,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",3227.0
GM1963    ,Hoeksche Waard,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",1274.0
GM1963    ,Hoeksche Waard,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",581.0
GM1963    ,Hoeksche Waard,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1175.0
GM1963    ,Hoeksche Waard,Mannen,65 tot 75 jaar,Basisonderwijs,578.0
GM1963    ,Hoeksche Waard,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",2430.0
GM1963    ,Hoeksche Waard,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",1069.0
GM1963    ,Hoeksche Waard,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",378.0
GM1963    ,Hoeksche Waard,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",940.0
GM1963    ,Hoeksche Waard,Vrouwen,15 tot 25 jaar,Basisonderwijs,475.0
GM1963    ,Hoeksche Waard,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",2218.0
GM1963    ,Hoeksche Waard,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",451.0
GM1963    ,Hoeksche Waard,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",77.0
GM1963    ,Hoeksche Waard,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1574.0
GM1963    ,Hoeksche Waard,Vrouwen,25 tot 35 jaar,Basisonderwijs,89.0
GM1963    ,Hoeksche Waard,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",2374.0
GM1963    ,Hoeksche Waard,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",1246.0
GM1963    ,Hoeksche Waard,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",724.0
GM1963    ,Hoeksche Waard,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",268.0
GM1963    ,Hoeksche Waard,Vrouwen,35 tot 45 jaar,Basisonderwijs,255.0
GM1963    ,Hoeksche Waard,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",2127.0
GM1963    ,Hoeksche Waard,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",1503.0
GM1963    ,Hoeksche Waard,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",827.0
GM1963    ,Hoeksche Waard,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",484.0
GM1963    ,Hoeksche Waard,Vrouwen,45 tot 55 jaar,Basisonderwijs,246.0
GM1963    ,Hoeksche Waard,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",2868.0
GM1963    ,Hoeksche Waard,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",1410.0
GM1963    ,Hoeksche Waard,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",672.0
GM1963    ,Hoeksche Waard,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",810.0
GM1963    ,Hoeksche Waard,Vrouwen,55 tot 65 jaar,Basisonderwijs,415.0
GM1963    ,Hoeksche Waard,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",3373.0
GM1963    ,Hoeksche Waard,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",1122.0
GM1963    ,Hoeksche Waard,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",415.0
GM1963    ,Hoeksche Waard,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1476.0
GM1963    ,Hoeksche Waard,Vrouwen,65 tot 75 jaar,Basisonderwijs,739.0
GM1963    ,Hoeksche Waard,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",2190.0
GM1963    ,Hoeksche Waard,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",627.0
GM1963    ,Hoeksche Waard,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",179.0
GM1963    ,Hoeksche Waard,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1865.0
GM1735    ,Hof van Twente,Mannen,15 tot 25 jaar,Basisonderwijs,310.0
GM1735    ,Hof van Twente,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1034.0
GM1735    ,Hof van Twente,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",123.0
GM1735    ,Hof van Twente,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",18.0
GM1735    ,Hof van Twente,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",717.0
GM1735    ,Hof van Twente,Mannen,25 tot 35 jaar,Basisonderwijs,61.0
GM1735    ,Hof van Twente,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1049.0
GM1735    ,Hof van Twente,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",505.0
GM1735    ,Hof van Twente,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",156.0
GM1735    ,Hof van Twente,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",131.0
GM1735    ,Hof van Twente,Mannen,35 tot 45 jaar,Basisonderwijs,76.0
GM1735    ,Hof van Twente,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",904.0
GM1735    ,Hof van Twente,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",463.0
GM1735    ,Hof van Twente,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",211.0
GM1735    ,Hof van Twente,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",146.0
GM1735    ,Hof van Twente,Mannen,45 tot 55 jaar,Basisonderwijs,170.0
GM1735    ,Hof van Twente,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1014.0
GM1735    ,Hof van Twente,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",552.0
GM1735    ,Hof van Twente,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",239.0
GM1735    ,Hof van Twente,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",324.0
GM1735    ,Hof van Twente,Mannen,55 tot 65 jaar,Basisonderwijs,116.0
GM1735    ,Hof van Twente,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1482.0
GM1735    ,Hof van Twente,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",612.0
GM1735    ,Hof van Twente,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",276.0
GM1735    ,Hof van Twente,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",415.0
GM1735    ,Hof van Twente,Mannen,65 tot 75 jaar,Basisonderwijs,184.0
GM1735    ,Hof van Twente,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",959.0
GM1735    ,Hof van Twente,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",467.0
GM1735    ,Hof van Twente,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",216.0
GM1735    ,Hof van Twente,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",472.0
GM1735    ,Hof van Twente,Vrouwen,15 tot 25 jaar,Basisonderwijs,192.0
GM1735    ,Hof van Twente,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",692.0
GM1735    ,Hof van Twente,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",156.0
GM1735    ,Hof van Twente,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",23.0
GM1735    ,Hof van Twente,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",840.0
GM1735    ,Hof van Twente,Vrouwen,25 tot 35 jaar,Basisonderwijs,44.0
GM1735    ,Hof van Twente,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",743.0
GM1735    ,Hof van Twente,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",595.0
GM1735    ,Hof van Twente,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",241.0
GM1735    ,Hof van Twente,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",76.0
GM1735    ,Hof van Twente,Vrouwen,35 tot 45 jaar,Basisonderwijs,80.0
GM1735    ,Hof van Twente,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",717.0
GM1735    ,Hof van Twente,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",517.0
GM1735    ,Hof van Twente,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",284.0
GM1735    ,Hof van Twente,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",102.0
GM1735    ,Hof van Twente,Vrouwen,45 tot 55 jaar,Basisonderwijs,92.0
GM1735    ,Hof van Twente,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1079.0
GM1735    ,Hof van Twente,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",616.0
GM1735    ,Hof van Twente,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",313.0
GM1735    ,Hof van Twente,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",200.0
GM1735    ,Hof van Twente,Vrouwen,55 tot 65 jaar,Basisonderwijs,165.0
GM1735    ,Hof van Twente,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1455.0
GM1735    ,Hof van Twente,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",392.0
GM1735    ,Hof van Twente,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",224.0
GM1735    ,Hof van Twente,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",467.0
GM1735    ,Hof van Twente,Vrouwen,65 tot 75 jaar,Basisonderwijs,264.0
GM1735    ,Hof van Twente,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",872.0
GM1735    ,Hof van Twente,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",398.0
GM1735    ,Hof van Twente,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",110.0
GM1735    ,Hof van Twente,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",653.0
GM1911    ,Hollands Kroon,Mannen,15 tot 25 jaar,Basisonderwijs,456.0
GM1911    ,Hollands Kroon,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1376.0
GM1911    ,Hollands Kroon,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",143.0
GM1911    ,Hollands Kroon,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",22.0
GM1911    ,Hollands Kroon,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1100.0
GM1911    ,Hollands Kroon,Mannen,25 tot 35 jaar,Basisonderwijs,96.0
GM1911    ,Hollands Kroon,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1788.0
GM1911    ,Hollands Kroon,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",531.0
GM1911    ,Hollands Kroon,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",144.0
GM1911    ,Hollands Kroon,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",441.0
GM1911    ,Hollands Kroon,Mannen,35 tot 45 jaar,Basisonderwijs,189.0
GM1911    ,Hollands Kroon,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1500.0
GM1911    ,Hollands Kroon,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",576.0
GM1911    ,Hollands Kroon,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",162.0
GM1911    ,Hollands Kroon,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",573.0
GM1911    ,Hollands Kroon,Mannen,45 tot 55 jaar,Basisonderwijs,166.0
GM1911    ,Hollands Kroon,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1834.0
GM1911    ,Hollands Kroon,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",525.0
GM1911    ,Hollands Kroon,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",147.0
GM1911    ,Hollands Kroon,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",525.0
GM1911    ,Hollands Kroon,Mannen,55 tot 65 jaar,Basisonderwijs,220.0
GM1911    ,Hollands Kroon,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",2158.0
GM1911    ,Hollands Kroon,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",608.0
GM1911    ,Hollands Kroon,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",144.0
GM1911    ,Hollands Kroon,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",665.0
GM1911    ,Hollands Kroon,Mannen,65 tot 75 jaar,Basisonderwijs,304.0
GM1911    ,Hollands Kroon,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1454.0
GM1911    ,Hollands Kroon,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",508.0
GM1911    ,Hollands Kroon,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",167.0
GM1911    ,Hollands Kroon,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",666.0
GM1911    ,Hollands Kroon,Vrouwen,15 tot 25 jaar,Basisonderwijs,316.0
GM1911    ,Hollands Kroon,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1218.0
GM1911    ,Hollands Kroon,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",224.0
GM1911    ,Hollands Kroon,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",24.0
GM1911    ,Hollands Kroon,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",915.0
GM1911    ,Hollands Kroon,Vrouwen,25 tot 35 jaar,Basisonderwijs,78.0
GM1911    ,Hollands Kroon,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1372.0
GM1911    ,Hollands Kroon,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",651.0
GM1911    ,Hollands Kroon,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",429.0
GM1911    ,Hollands Kroon,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",170.0
GM1911    ,Hollands Kroon,Vrouwen,35 tot 45 jaar,Basisonderwijs,162.0
GM1911    ,Hollands Kroon,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1348.0
GM1911    ,Hollands Kroon,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",632.0
GM1911    ,Hollands Kroon,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",429.0
GM1911    ,Hollands Kroon,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",328.0
GM1911    ,Hollands Kroon,Vrouwen,45 tot 55 jaar,Basisonderwijs,157.0
GM1911    ,Hollands Kroon,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1661.0
GM1911    ,Hollands Kroon,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",637.0
GM1911    ,Hollands Kroon,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",243.0
GM1911    ,Hollands Kroon,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",506.0
GM1911    ,Hollands Kroon,Vrouwen,55 tot 65 jaar,Basisonderwijs,236.0
GM1911    ,Hollands Kroon,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1968.0
GM1911    ,Hollands Kroon,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",578.0
GM1911    ,Hollands Kroon,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",194.0
GM1911    ,Hollands Kroon,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",828.0
GM1911    ,Hollands Kroon,Vrouwen,65 tot 75 jaar,Basisonderwijs,363.0
GM1911    ,Hollands Kroon,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1158.0
GM1911    ,Hollands Kroon,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",411.0
GM1911    ,Hollands Kroon,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",78.0
GM1911    ,Hollands Kroon,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",990.0
GM0118    ,Hoogeveen,Mannen,15 tot 25 jaar,Basisonderwijs,633.0
GM0118    ,Hoogeveen,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1498.0
GM0118    ,Hoogeveen,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",159.0
GM0118    ,Hoogeveen,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",26.0
GM0118    ,Hoogeveen,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1388.0
GM0118    ,Hoogeveen,Mannen,25 tot 35 jaar,Basisonderwijs,164.0
GM0118    ,Hoogeveen,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",2152.0
GM0118    ,Hoogeveen,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",616.0
GM0118    ,Hoogeveen,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",150.0
GM0118    ,Hoogeveen,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",416.0
GM0118    ,Hoogeveen,Mannen,35 tot 45 jaar,Basisonderwijs,274.0
GM0118    ,Hoogeveen,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1976.0
GM0118    ,Hoogeveen,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",583.0
GM0118    ,Hoogeveen,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",194.0
GM0118    ,Hoogeveen,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",572.0
GM0118    ,Hoogeveen,Mannen,45 tot 55 jaar,Basisonderwijs,344.0
GM0118    ,Hoogeveen,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1909.0
GM0118    ,Hoogeveen,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",581.0
GM0118    ,Hoogeveen,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",226.0
GM0118    ,Hoogeveen,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",640.0
GM0118    ,Hoogeveen,Mannen,55 tot 65 jaar,Basisonderwijs,554.0
GM0118    ,Hoogeveen,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1681.0
GM0118    ,Hoogeveen,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",523.0
GM0118    ,Hoogeveen,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",265.0
GM0118    ,Hoogeveen,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",878.0
GM0118    ,Hoogeveen,Mannen,65 tot 75 jaar,Basisonderwijs,400.0
GM0118    ,Hoogeveen,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1411.0
GM0118    ,Hoogeveen,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",378.0
GM0118    ,Hoogeveen,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",173.0
GM0118    ,Hoogeveen,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",838.0
GM0118    ,Hoogeveen,Vrouwen,15 tot 25 jaar,Basisonderwijs,416.0
GM0118    ,Hoogeveen,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1366.0
GM0118    ,Hoogeveen,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",231.0
GM0118    ,Hoogeveen,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",13.0
GM0118    ,Hoogeveen,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1274.0
GM0118    ,Hoogeveen,Vrouwen,25 tot 35 jaar,Basisonderwijs,75.0
GM0118    ,Hoogeveen,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",1695.0
GM0118    ,Hoogeveen,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",774.0
GM0118    ,Hoogeveen,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",204.0
GM0118    ,Hoogeveen,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",252.0
GM0118    ,Hoogeveen,Vrouwen,35 tot 45 jaar,Basisonderwijs,224.0
GM0118    ,Hoogeveen,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",1624.0
GM0118    ,Hoogeveen,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",733.0
GM0118    ,Hoogeveen,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",284.0
GM0118    ,Hoogeveen,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",436.0
GM0118    ,Hoogeveen,Vrouwen,45 tot 55 jaar,Basisonderwijs,280.0
GM0118    ,Hoogeveen,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1869.0
GM0118    ,Hoogeveen,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",588.0
GM0118    ,Hoogeveen,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",242.0
GM0118    ,Hoogeveen,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",525.0
GM0118    ,Hoogeveen,Vrouwen,55 tot 65 jaar,Basisonderwijs,532.0
GM0118    ,Hoogeveen,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1729.0
GM0118    ,Hoogeveen,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",433.0
GM0118    ,Hoogeveen,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",148.0
GM0118    ,Hoogeveen,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",958.0
GM0118    ,Hoogeveen,Vrouwen,65 tot 75 jaar,Basisonderwijs,707.0
GM0118    ,Hoogeveen,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1200.0
GM0118    ,Hoogeveen,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",398.0
GM0118    ,Hoogeveen,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",88.0
GM0118    ,Hoogeveen,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1006.0
GM0405    ,Hoorn,Mannen,15 tot 25 jaar,Basisonderwijs,688.0
GM0405    ,Hoorn,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1881.0
GM0405    ,Hoorn,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",243.0
GM0405    ,Hoorn,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",36.0
GM0405    ,Hoorn,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1652.0
GM0405    ,Hoorn,Mannen,25 tot 35 jaar,Basisonderwijs,149.0
GM0405    ,Hoorn,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",2280.0
GM0405    ,Hoorn,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",1272.0
GM0405    ,Hoorn,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",446.0
GM0405    ,Hoorn,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",653.0
GM0405    ,Hoorn,Mannen,35 tot 45 jaar,Basisonderwijs,382.0
GM0405    ,Hoorn,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",2220.0
GM0405    ,Hoorn,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",1029.0
GM0405    ,Hoorn,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",578.0
GM0405    ,Hoorn,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",691.0
GM0405    ,Hoorn,Mannen,45 tot 55 jaar,Basisonderwijs,368.0
GM0405    ,Hoorn,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",2132.0
GM0405    ,Hoorn,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",1024.0
GM0405    ,Hoorn,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",514.0
GM0405    ,Hoorn,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",862.0
GM0405    ,Hoorn,Mannen,55 tot 65 jaar,Basisonderwijs,504.0
GM0405    ,Hoorn,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1997.0
GM0405    ,Hoorn,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",950.0
GM0405    ,Hoorn,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",442.0
GM0405    ,Hoorn,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",902.0
GM0405    ,Hoorn,Mannen,65 tot 75 jaar,Basisonderwijs,376.0
GM0405    ,Hoorn,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1796.0
GM0405    ,Hoorn,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",796.0
GM0405    ,Hoorn,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",372.0
GM0405    ,Hoorn,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",664.0
GM0405    ,Hoorn,Vrouwen,15 tot 25 jaar,Basisonderwijs,507.0
GM0405    ,Hoorn,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",2051.0
GM0405    ,Hoorn,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",344.0
GM0405    ,Hoorn,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",43.0
GM0405    ,Hoorn,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1359.0
GM0405    ,Hoorn,Vrouwen,25 tot 35 jaar,Basisonderwijs,192.0
GM0405    ,Hoorn,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",2093.0
GM0405    ,Hoorn,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",1454.0
GM0405    ,Hoorn,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",638.0
