gm_code,municipality,gender,age_group,education,N
GM0654    ,Borsele,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",625.0
GM0654    ,Borsele,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",313.0
GM0654    ,Borsele,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",104.0
GM0654    ,Borsele,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",204.0
GM0654    ,Borsele,Vrouwen,45 tot 55 jaar,Basisonderwijs,64.0
GM0654    ,Borsele,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",731.0
GM0654    ,Borsele,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",290.0
GM0654    ,Borsele,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",102.0
GM0654    ,Borsele,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",214.0
GM0654    ,Borsele,Vrouwen,55 tot 65 jaar,Basisonderwijs,92.0
GM0654    ,Borsele,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",860.0
GM0654    ,Borsele,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",283.0
GM0654    ,Borsele,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",135.0
GM0654    ,Borsele,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",430.0
GM0654    ,Borsele,Vrouwen,65 tot 75 jaar,Basisonderwijs,112.0
GM0654    ,Borsele,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",496.0
GM0654    ,Borsele,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",204.0
GM0654    ,Borsele,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",130.0
GM0654    ,Borsele,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",458.0
GM0757    ,Boxtel,Mannen,15 tot 25 jaar,Basisonderwijs,290.0
GM0757    ,Boxtel,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",880.0
GM0757    ,Boxtel,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",128.0
GM0757    ,Boxtel,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",15.0
GM0757    ,Boxtel,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",785.0
GM0757    ,Boxtel,Mannen,25 tot 35 jaar,Basisonderwijs,136.0
GM0757    ,Boxtel,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",934.0
GM0757    ,Boxtel,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",556.0
GM0757    ,Boxtel,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",250.0
GM0757    ,Boxtel,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",220.0
GM0757    ,Boxtel,Mannen,35 tot 45 jaar,Basisonderwijs,158.0
GM0757    ,Boxtel,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",828.0
GM0757    ,Boxtel,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",498.0
GM0757    ,Boxtel,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",270.0
GM0757    ,Boxtel,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",246.0
GM0757    ,Boxtel,Mannen,45 tot 55 jaar,Basisonderwijs,132.0
GM0757    ,Boxtel,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1076.0
GM0757    ,Boxtel,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",403.0
GM0757    ,Boxtel,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",275.0
GM0757    ,Boxtel,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",312.0
GM0757    ,Boxtel,Mannen,55 tot 65 jaar,Basisonderwijs,230.0
GM0757    ,Boxtel,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",994.0
GM0757    ,Boxtel,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",422.0
GM0757    ,Boxtel,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",288.0
GM0757    ,Boxtel,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",466.0
GM0757    ,Boxtel,Mannen,65 tot 75 jaar,Basisonderwijs,258.0
GM0757    ,Boxtel,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",832.0
GM0757    ,Boxtel,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",382.0
GM0757    ,Boxtel,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",212.0
GM0757    ,Boxtel,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",416.0
GM0757    ,Boxtel,Vrouwen,15 tot 25 jaar,Basisonderwijs,230.0
GM0757    ,Boxtel,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",834.0
GM0757    ,Boxtel,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",152.0
GM0757    ,Boxtel,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",38.0
GM0757    ,Boxtel,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",748.0
GM0757    ,Boxtel,Vrouwen,25 tot 35 jaar,Basisonderwijs,38.0
GM0757    ,Boxtel,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",752.0
GM0757    ,Boxtel,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",682.0
GM0757    ,Boxtel,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",332.0
GM0757    ,Boxtel,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",93.0
GM0757    ,Boxtel,Vrouwen,35 tot 45 jaar,Basisonderwijs,171.0
GM0757    ,Boxtel,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",684.0
GM0757    ,Boxtel,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",549.0
GM0757    ,Boxtel,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",327.0
GM0757    ,Boxtel,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",167.0
GM0757    ,Boxtel,Vrouwen,45 tot 55 jaar,Basisonderwijs,132.0
GM0757    ,Boxtel,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",906.0
GM0757    ,Boxtel,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",488.0
GM0757    ,Boxtel,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",363.0
GM0757    ,Boxtel,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",308.0
GM0757    ,Boxtel,Vrouwen,55 tot 65 jaar,Basisonderwijs,275.0
GM0757    ,Boxtel,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1095.0
GM0757    ,Boxtel,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",470.0
GM0757    ,Boxtel,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",202.0
GM0757    ,Boxtel,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",460.0
GM0757    ,Boxtel,Vrouwen,65 tot 75 jaar,Basisonderwijs,363.0
GM0757    ,Boxtel,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",937.0
GM0757    ,Boxtel,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",301.0
GM0757    ,Boxtel,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",90.0
GM0757    ,Boxtel,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",506.0
GM0758    ,Breda,Mannen,15 tot 25 jaar,Basisonderwijs,1562.0
GM0758    ,Breda,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",6172.0
GM0758    ,Breda,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",952.0
GM0758    ,Breda,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",127.0
GM0758    ,Breda,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",3886.0
GM0758    ,Breda,Mannen,25 tot 35 jaar,Basisonderwijs,686.0
GM0758    ,Breda,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",5208.0
GM0758    ,Breda,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",4732.0
GM0758    ,Breda,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",2156.0
GM0758    ,Breda,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1218.0
GM0758    ,Breda,Mannen,35 tot 45 jaar,Basisonderwijs,777.0
GM0758    ,Breda,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",3886.0
GM0758    ,Breda,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",3526.0
GM0758    ,Breda,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",2355.0
GM0758    ,Breda,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1067.0
GM0758    ,Breda,Mannen,45 tot 55 jaar,Basisonderwijs,515.0
GM0758    ,Breda,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",4036.0
GM0758    ,Breda,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",3405.0
GM0758    ,Breda,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",2551.0
GM0758    ,Breda,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1205.0
GM0758    ,Breda,Mannen,55 tot 65 jaar,Basisonderwijs,976.0
GM0758    ,Breda,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",4514.0
GM0758    ,Breda,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",2782.0
GM0758    ,Breda,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",2294.0
GM0758    ,Breda,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1647.0
GM0758    ,Breda,Mannen,65 tot 75 jaar,Basisonderwijs,773.0
GM0758    ,Breda,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",3551.0
GM0758    ,Breda,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",2107.0
GM0758    ,Breda,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",1242.0
GM0758    ,Breda,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1527.0
GM0758    ,Breda,Vrouwen,15 tot 25 jaar,Basisonderwijs,1077.0
GM0758    ,Breda,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",6637.0
GM0758    ,Breda,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",1649.0
GM0758    ,Breda,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",213.0
GM0758    ,Breda,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",3724.0
GM0758    ,Breda,Vrouwen,25 tot 35 jaar,Basisonderwijs,313.0
GM0758    ,Breda,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",3699.0
GM0758    ,Breda,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",5739.0
GM0758    ,Breda,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",3250.0
GM0758    ,Breda,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",598.0
GM0758    ,Breda,Vrouwen,35 tot 45 jaar,Basisonderwijs,684.0
GM0758    ,Breda,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",3236.0
GM0758    ,Breda,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",3689.0
GM0758    ,Breda,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",3109.0
GM0758    ,Breda,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",893.0
GM0758    ,Breda,Vrouwen,45 tot 55 jaar,Basisonderwijs,964.0
GM0758    ,Breda,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",3653.0
GM0758    ,Breda,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",3594.0
GM0758    ,Breda,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",2523.0
GM0758    ,Breda,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",1166.0
GM0758    ,Breda,Vrouwen,55 tot 65 jaar,Basisonderwijs,1159.0
GM0758    ,Breda,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",4697.0
GM0758    ,Breda,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",2708.0
GM0758    ,Breda,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",1598.0
GM0758    ,Breda,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",2025.0
GM0758    ,Breda,Vrouwen,65 tot 75 jaar,Basisonderwijs,1274.0
GM0758    ,Breda,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",3489.0
GM0758    ,Breda,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",2078.0
GM0758    ,Breda,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",784.0
GM0758    ,Breda,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",2176.0
GM1876    ,Bronckhorst,Mannen,15 tot 25 jaar,Basisonderwijs,267.0
GM1876    ,Bronckhorst,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",1012.0
GM1876    ,Bronckhorst,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",99.0
GM1876    ,Bronckhorst,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",13.0
GM1876    ,Bronckhorst,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",712.0
GM1876    ,Bronckhorst,Mannen,25 tot 35 jaar,Basisonderwijs,53.0
GM1876    ,Bronckhorst,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",989.0
GM1876    ,Bronckhorst,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",420.0
GM1876    ,Bronckhorst,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",122.0
GM1876    ,Bronckhorst,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",116.0
GM1876    ,Bronckhorst,Mannen,35 tot 45 jaar,Basisonderwijs,32.0
GM1876    ,Bronckhorst,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",835.0
GM1876    ,Bronckhorst,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",419.0
GM1876    ,Bronckhorst,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",178.0
GM1876    ,Bronckhorst,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",138.0
GM1876    ,Bronckhorst,Mannen,45 tot 55 jaar,Basisonderwijs,62.0
GM1876    ,Bronckhorst,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1155.0
GM1876    ,Bronckhorst,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",521.0
GM1876    ,Bronckhorst,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",194.0
GM1876    ,Bronckhorst,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",268.0
GM1876    ,Bronckhorst,Mannen,55 tot 65 jaar,Basisonderwijs,109.0
GM1876    ,Bronckhorst,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1594.0
GM1876    ,Bronckhorst,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",647.0
GM1876    ,Bronckhorst,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",356.0
GM1876    ,Bronckhorst,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",591.0
GM1876    ,Bronckhorst,Mannen,65 tot 75 jaar,Basisonderwijs,140.0
GM1876    ,Bronckhorst,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1246.0
GM1876    ,Bronckhorst,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",515.0
GM1876    ,Bronckhorst,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",216.0
GM1876    ,Bronckhorst,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",683.0
GM1876    ,Bronckhorst,Vrouwen,15 tot 25 jaar,Basisonderwijs,211.0
GM1876    ,Bronckhorst,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",859.0
GM1876    ,Bronckhorst,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",175.0
GM1876    ,Bronckhorst,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",15.0
GM1876    ,Bronckhorst,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",640.0
GM1876    ,Bronckhorst,Vrouwen,25 tot 35 jaar,Basisonderwijs,43.0
GM1876    ,Bronckhorst,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",486.0
GM1876    ,Bronckhorst,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",322.0
GM1876    ,Bronckhorst,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",153.0
GM1876    ,Bronckhorst,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",396.0
GM1876    ,Bronckhorst,Vrouwen,35 tot 45 jaar,Basisonderwijs,50.0
GM1876    ,Bronckhorst,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",509.0
GM1876    ,Bronckhorst,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",435.0
GM1876    ,Bronckhorst,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",549.0
GM1876    ,Bronckhorst,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",59.0
GM1876    ,Bronckhorst,Vrouwen,45 tot 55 jaar,Basisonderwijs,108.0
GM1876    ,Bronckhorst,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",1109.0
GM1876    ,Bronckhorst,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",534.0
GM1876    ,Bronckhorst,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",290.0
GM1876    ,Bronckhorst,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",260.0
GM1876    ,Bronckhorst,Vrouwen,55 tot 65 jaar,Basisonderwijs,122.0
GM1876    ,Bronckhorst,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",1699.0
GM1876    ,Bronckhorst,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",525.0
GM1876    ,Bronckhorst,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",266.0
GM1876    ,Bronckhorst,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",586.0
GM1876    ,Bronckhorst,Vrouwen,65 tot 75 jaar,Basisonderwijs,251.0
GM1876    ,Bronckhorst,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",1102.0
GM1876    ,Bronckhorst,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",440.0
GM1876    ,Bronckhorst,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",157.0
GM1876    ,Bronckhorst,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",753.0
GM0213    ,Brummen,Mannen,15 tot 25 jaar,Basisonderwijs,155.0
GM0213    ,Brummen,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",468.0
GM0213    ,Brummen,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",51.0
GM0213    ,Brummen,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",4.0
GM0213    ,Brummen,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",421.0
GM0213    ,Brummen,Mannen,25 tot 35 jaar,Basisonderwijs,77.0
GM0213    ,Brummen,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",632.0
GM0213    ,Brummen,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",223.0
GM0213    ,Brummen,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",68.0
GM0213    ,Brummen,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",99.0
GM0213    ,Brummen,Mannen,35 tot 45 jaar,Basisonderwijs,91.0
GM0213    ,Brummen,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",530.0
GM0213    ,Brummen,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",279.0
GM0213    ,Brummen,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",116.0
GM0213    ,Brummen,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",84.0
GM0213    ,Brummen,Mannen,45 tot 55 jaar,Basisonderwijs,56.0
GM0213    ,Brummen,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",600.0
GM0213    ,Brummen,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",246.0
GM0213    ,Brummen,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",109.0
GM0213    ,Brummen,Mannen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",190.0
GM0213    ,Brummen,Mannen,55 tot 65 jaar,Basisonderwijs,119.0
GM0213    ,Brummen,Mannen,55 tot 65 jaar,"Havo, vwo, mbo2-4",835.0
GM0213    ,Brummen,Mannen,55 tot 65 jaar,"Hbo-, wo-bachelor",355.0
GM0213    ,Brummen,Mannen,55 tot 65 jaar,"Hbo-, wo-master, doctor",191.0
GM0213    ,Brummen,Mannen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",299.0
GM0213    ,Brummen,Mannen,65 tot 75 jaar,Basisonderwijs,130.0
GM0213    ,Brummen,Mannen,65 tot 75 jaar,"Havo, vwo, mbo2-4",604.0
GM0213    ,Brummen,Mannen,65 tot 75 jaar,"Hbo-, wo-bachelor",287.0
GM0213    ,Brummen,Mannen,65 tot 75 jaar,"Hbo-, wo-master, doctor",219.0
GM0213    ,Brummen,Mannen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",260.0
GM0213    ,Brummen,Vrouwen,15 tot 25 jaar,Basisonderwijs,
GM0213    ,Brummen,Vrouwen,15 tot 25 jaar,"Havo, vwo, mbo2-4",
GM0213    ,Brummen,Vrouwen,15 tot 25 jaar,"Hbo-, wo-bachelor",
GM0213    ,Brummen,Vrouwen,15 tot 25 jaar,"Hbo-, wo-master, doctor",
GM0213    ,Brummen,Vrouwen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",
GM0213    ,Brummen,Vrouwen,25 tot 35 jaar,Basisonderwijs,54.0
GM0213    ,Brummen,Vrouwen,25 tot 35 jaar,"Havo, vwo, mbo2-4",512.0
GM0213    ,Brummen,Vrouwen,25 tot 35 jaar,"Hbo-, wo-bachelor",365.0
GM0213    ,Brummen,Vrouwen,25 tot 35 jaar,"Hbo-, wo-master, doctor",107.0
GM0213    ,Brummen,Vrouwen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",63.0
GM0213    ,Brummen,Vrouwen,35 tot 45 jaar,Basisonderwijs,41.0
GM0213    ,Brummen,Vrouwen,35 tot 45 jaar,"Havo, vwo, mbo2-4",475.0
GM0213    ,Brummen,Vrouwen,35 tot 45 jaar,"Hbo-, wo-bachelor",312.0
GM0213    ,Brummen,Vrouwen,35 tot 45 jaar,"Hbo-, wo-master, doctor",155.0
GM0213    ,Brummen,Vrouwen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",117.0
GM0213    ,Brummen,Vrouwen,45 tot 55 jaar,Basisonderwijs,116.0
GM0213    ,Brummen,Vrouwen,45 tot 55 jaar,"Havo, vwo, mbo2-4",642.0
GM0213    ,Brummen,Vrouwen,45 tot 55 jaar,"Hbo-, wo-bachelor",248.0
GM0213    ,Brummen,Vrouwen,45 tot 55 jaar,"Hbo-, wo-master, doctor",155.0
GM0213    ,Brummen,Vrouwen,45 tot 55 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",139.0
GM0213    ,Brummen,Vrouwen,55 tot 65 jaar,Basisonderwijs,164.0
GM0213    ,Brummen,Vrouwen,55 tot 65 jaar,"Havo, vwo, mbo2-4",848.0
GM0213    ,Brummen,Vrouwen,55 tot 65 jaar,"Hbo-, wo-bachelor",329.0
GM0213    ,Brummen,Vrouwen,55 tot 65 jaar,"Hbo-, wo-master, doctor",133.0
GM0213    ,Brummen,Vrouwen,55 tot 65 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",328.0
GM0213    ,Brummen,Vrouwen,65 tot 75 jaar,Basisonderwijs,206.0
GM0213    ,Brummen,Vrouwen,65 tot 75 jaar,"Havo, vwo, mbo2-4",465.0
GM0213    ,Brummen,Vrouwen,65 tot 75 jaar,"Hbo-, wo-bachelor",260.0
GM0213    ,Brummen,Vrouwen,65 tot 75 jaar,"Hbo-, wo-master, doctor",140.0
GM0213    ,Brummen,Vrouwen,65 tot 75 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",432.0
GM0899    ,Brunssum,Mannen,15 tot 25 jaar,Basisonderwijs,216.0
GM0899    ,Brunssum,Mannen,15 tot 25 jaar,"Havo, vwo, mbo2-4",519.0
GM0899    ,Brunssum,Mannen,15 tot 25 jaar,"Hbo-, wo-bachelor",73.0
GM0899    ,Brunssum,Mannen,15 tot 25 jaar,"Hbo-, wo-master, doctor",5.0
GM0899    ,Brunssum,Mannen,15 tot 25 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",488.0
GM0899    ,Brunssum,Mannen,25 tot 35 jaar,Basisonderwijs,171.0
GM0899    ,Brunssum,Mannen,25 tot 35 jaar,"Havo, vwo, mbo2-4",614.0
GM0899    ,Brunssum,Mannen,25 tot 35 jaar,"Hbo-, wo-bachelor",232.0
GM0899    ,Brunssum,Mannen,25 tot 35 jaar,"Hbo-, wo-master, doctor",327.0
GM0899    ,Brunssum,Mannen,25 tot 35 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",156.0
GM0899    ,Brunssum,Mannen,35 tot 45 jaar,Basisonderwijs,126.0
GM0899    ,Brunssum,Mannen,35 tot 45 jaar,"Havo, vwo, mbo2-4",794.0
GM0899    ,Brunssum,Mannen,35 tot 45 jaar,"Hbo-, wo-bachelor",326.0
GM0899    ,Brunssum,Mannen,35 tot 45 jaar,"Hbo-, wo-master, doctor",94.0
GM0899    ,Brunssum,Mannen,35 tot 45 jaar,"Vmbo, havo-/vwo-onderbouw, mbo1",261.0
GM0899    ,Brunssum,Mannen,45 tot 55 jaar,Basisonderwijs,114.0
GM0899    ,Brunssum,Mannen,45 tot 55 jaar,"Havo, vwo, mbo2-4",877.0
GM0899    ,Brunssum,Mannen,45 tot 55 jaar,"Hbo-, wo-bachelor",265.0
GM0899    ,Brunssum,Mannen,45 tot 55 jaar,"Hbo-, wo-master, doctor",134.0
