,birthyear,age,municipality,mun_code,number_of_children,Q91,gender,marital_status,living_situation,interest_in_politics,days_per_week_tv_news,days_per_week_newspaper,turnout_in_2022,vote_in_2022,vote_in_2019,party_attachment_strength,class_differences_perception,gross_annual_income,economic_security,social_class_identity,union_membership,employment_sector,school_education,higher_education
854,1935.0,91.0,Frederikssund,250.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,7.0,3.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Secure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
855,1935.0,91.0,Frederikssund,250.0,1.0,,Men,Widow/widower,Living alone,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"350,000-399,999 kr.",Neither secure nor insecure,Working class,,Self-employed,H1030 Primary school 10th grade,
856,1939.0,87.0,Frederikssund,250.0,2.0,,Other,Single,Living alone,,,,,,,,,,,,,,,
857,1943.0,83.0,Frederikssund,250.0,2.0,2.0,Men,Divorced,Living alone,Somewhat interested,7.0,4.0,Voted,Å: Alternativet,Ø: Enhedslisten,,Yes,"200,000-249,999 kr.",Insecure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
858,1944.0,82.0,Frederikssund,250.0,2.0,1.0,Women,Married,Living with spouse,Only slightly interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,,Neither secure nor insecure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
859,1945.0,81.0,Frederikssund,250.0,1.0,4.0,Women,Married,Living with spouse,Somewhat interested,7.0,0.0,Voted,M: Moderaterne,V: Venstre,,Yes,"100,000-149,999 kr.",Secure,Middle class,"No, not a member",,H1030 Primary school 10th grade,
860,1945.0,81.0,Frederikssund,250.0,1.0,,Women,Widow/widower,Living alone,Only slightly interested,7.0,7.0,Voted,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,,,Secure,,"No, not a member",Self-employed,H1010 Primary school through to 6th grade,
861,1946.0,80.0,Frederikssund,250.0,2.0,1.0,Women,Divorced,Living alone,Only slightly interested,7.0,2.0,,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Neither secure nor insecure,Working class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
862,1949.0,77.0,Frederikssund,250.0,1.0,2.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,V: Venstre,V: Venstre,,Yes,,Secure,Middle class,"No, not a member",Other/Not in workforce,H1030 Primary school 10th grade,
863,1950.0,76.0,Frederikssund,250.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,4.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,No,"800,000-999,999 kr.",Very secure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
864,1953.0,73.0,Frederikssund,250.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,3.0,,M: Moderaterne,C: Det Konservative Folkeparti,,No,"150,000-199,999 kr.",Secure,,"No, not a member",Privately employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
865,1955.0,71.0,Frederikssund,250.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,7.0,7.0,Voted,M: Moderaterne,V: Venstre,,Yes,"450,000-499,999 kr.",Insecure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
866,1956.0,70.0,Frederikssund,250.0,2.0,4.0,Men,Married,Living with spouse,Somewhat interested,5.0,7.0,Voted,Æ: Danmarksdemokraterne,V: Venstre,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Privately employed,H1020 Primary school 7th-9th grade,
867,1957.0,69.0,Frederikssund,250.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Insecure,Middle class,"Yes, member of a labor union",Publicly employed,H90 Not stated,H90 Not stated
868,1961.0,65.0,Frederikssund,250.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,M: Moderaterne,B: Det Radikale Venstre,,Yes,"1,000,000-1,199,999 kr.",Very secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
869,1962.0,64.0,Frederikssund,250.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,5.0,,I: Liberal Alliance,V: Venstre,,Yes,"700,000-799,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
870,1962.0,64.0,Frederikssund,250.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,3.0,7.0,,M: Moderaterne,V: Venstre,Not strongly convinced supporter,Yes,"800,000-999,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H50 Vocational bachelors educations
871,1964.0,62.0,Frederikssund,250.0,1.0,1.0,Men,Married,Living with spouse,Very interested,7.0,5.0,Voted,M: Moderaterne,V: Venstre,,,"500,000-599,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
872,1966.0,60.0,Frederikssund,250.0,1.0,1.0,Men,Divorced,Living alone,Somewhat interested,4.0,4.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",Publicly employed,H90 Not stated,H30 Vocational Education and Training (VET)
873,1966.0,60.0,Frederikssund,250.0,2.0,1.0,Women,Married,Living with spouse,Only slightly interested,4.0,2.0,Voted,M: Moderaterne,V: Venstre,,Yes,"300,000-349,999 kr.",Secure,,"Yes, member of a labor union",,H90 Not stated,H30 Vocational Education and Training (VET)
874,1970.0,56.0,Frederikssund,250.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,3.0,7.0,,A: Socialdemokratiet,O: Dansk Folkeparti,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
875,1970.0,56.0,Frederikssund,250.0,1.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,I: Liberal Alliance,C: Det Konservative Folkeparti,,No,"350,000-399,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
876,1975.0,51.0,Frederikssund,250.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,0.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,Strongly convinced supporter,Yes,"600,000-699,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
877,1976.0,50.0,Frederikssund,250.0,1.0,1.0,Men,Married,Living with spouse,Only slightly interested,,7.0,I did not vote,Did not vote,Did not vote,,No,"500,000-599,999 kr.",Insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
878,1980.0,46.0,Frederikssund,250.0,1.0,1.0,Women,In a steady relationship,Living alone,Only slightly interested,0.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"400,000-449,999 kr.",Insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
879,1980.0,46.0,Frederikssund,250.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,3.0,Voted,D: Nye Borgerlige,D: Nye Borgerlige,,Yes,"600,000-699,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Privately employed,H1030 Primary school 10th grade,H40 Short cycle higher education
880,1984.0,42.0,Frederikssund,250.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,,5.0,,V: Venstre,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Insecure,Working class,"Yes, member of a labor union",,H90 Not stated,H30 Vocational Education and Training (VET)
881,1994.0,32.0,Frederikssund,250.0,2.0,3.0,Women,Single,Living alone,Only slightly interested,0.0,6.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"100,000-149,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,
882,1934.0,92.0,Greve,253.0,1.0,1.0,Men,Widow/widower,Living alone,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,,Yes,"Under 100,000 kr.",Secure,,"No, not a member",Publicly employed,,
883,1938.0,88.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,0.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"150,000-199,999 kr.",Secure,,"No, not a member",Privately employed,H1010 Primary school through to 6th grade,H30 Vocational Education and Training (VET)
884,1940.0,86.0,Greve,253.0,2.0,1.0,Women,Widow/widower,Living alone,Somewhat interested,7.0,7.0,,V: Venstre,V: Venstre,Not strongly convinced supporter,Yes,,Very secure,Middle class,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
885,1942.0,84.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,Voted,M: Moderaterne,C: Det Konservative Folkeparti,,Yes,"150,000-199,999 kr.",Insecure,Middle class,"No, not a member",Privately employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
886,1943.0,83.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,7.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,,Insecure,Middle class,"No, not a member",Self-employed,H1010 Primary school through to 6th grade,H50 Vocational bachelors educations
887,1947.0,79.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,,Æ: Danmarksdemokraterne,V: Venstre,Not strongly convinced supporter,No,"200,000-249,999 kr.",Secure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
888,1952.0,74.0,Greve,253.0,2.0,4.0,Men,Married,Living with spouse,Somewhat interested,7.0,0.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"100,000-149,999 kr.",Neither secure nor insecure,Working class,"No, not a member",Privately employed,H1020 Primary school 7th-9th grade,
889,1952.0,74.0,Greve,253.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"100,000-149,999 kr.",Secure,,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
890,1952.0,74.0,Greve,253.0,2.0,1.0,Women,Married,Living with spouse,Only slightly interested,4.0,7.0,Voted,O: Dansk Folkeparti,O: Dansk Folkeparti,Not strongly convinced supporter,Yes,,Insecure,,"No, not a member",,H1030 Primary school 10th grade,H50 Vocational bachelors educations
891,1955.0,71.0,Greve,253.0,2.0,1.0,Women,Married,Living with spouse,Very interested,7.0,3.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"100,000-149,999 kr.",Secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
892,1956.0,70.0,Greve,253.0,2.0,1.0,Women,Widow/widower,Living alone,Very interested,7.0,7.0,,V: Venstre,V: Venstre,,Yes,"300,000-349,999 kr.",Insecure,Middle class,"Yes, member of a labor union",,H90 Not stated,H50 Vocational bachelors educations
893,1957.0,69.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,5.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"450,000-499,999 kr.",Insecure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
894,1959.0,67.0,Greve,253.0,2.0,1.0,Women,Married,Living with spouse,Very interested,7.0,0.0,Voted,M: Moderaterne,V: Venstre,,Yes,"600,000-699,999 kr.",Insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
895,1961.0,65.0,Greve,253.0,1.0,1.0,Women,Divorced,Living with other adults,Only slightly interested,7.0,3.0,Voted,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,Yes,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H50 Vocational bachelors educations
896,1961.0,65.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,Å: Alternativet,F: SF - Socialistisk Folkeparti,Strongly convinced supporter,Yes,"700,000-799,999 kr.",Secure,,"Yes, member of a labor union",,H90 Not stated,H70 Masters programs
897,1962.0,64.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,0.0,,O: Dansk Folkeparti,O: Dansk Folkeparti,Strongly convinced supporter,No,"400,000-449,999 kr.",Very secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
898,1966.0,60.0,Greve,253.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,0.0,7.0,,,,,Yes,"500,000-599,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
899,1968.0,58.0,Greve,253.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Very interested,7.0,7.0,Voted,Å: Alternativet,Å: Alternativet,Strongly convinced supporter,Yes,"700,000-799,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
900,1969.0,57.0,Greve,253.0,1.0,1.0,Women,Widow/widower,Living alone,Somewhat interested,7.0,4.0,Voted,V: Venstre,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"200,000-249,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
901,1969.0,57.0,Greve,253.0,1.0,1.0,Women,Divorced,Living alone,Somewhat interested,6.0,1.0,,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,Yes,,Secure,Middle class,"No, not a member",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
902,1971.0,55.0,Greve,253.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,0.0,0.0,,M: Moderaterne,F: SF - Socialistisk Folkeparti,Not strongly convinced supporter,Yes,"Under 100,000 kr.",Insecure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
903,1971.0,55.0,Greve,253.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,2.0,7.0,,V: Venstre,C: Det Konservative Folkeparti,,No,"600,000-699,999 kr.",Secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
904,1972.0,54.0,Greve,253.0,1.0,1.0,Men,Married,Living with spouse,Only slightly interested,2.0,2.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
905,1972.0,54.0,Greve,253.0,1.0,1.0,Women,Divorced,Living alone,Only slightly interested,4.0,7.0,,A: Socialdemokratiet,C: Det Konservative Folkeparti,,Yes,"450,000-499,999 kr.",Very insecure,,"Yes, member of a labor union",,H90 Not stated,H90 Not stated
906,1974.0,52.0,Greve,253.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,5.0,6.0,Voted,V: Venstre,V: Venstre,,Yes,"700,000-799,999 kr.",Secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
907,1974.0,52.0,Greve,253.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,6.0,,Voted,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,Yes,"300,000-349,999 kr.",Very secure,,"Yes, member of a labor union",,H30 – Vocational Education and Training (VET),H30 Vocational Education and Training (VET)
908,1978.0,48.0,Greve,253.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,7.0,5.0,,M: Moderaterne,V: Venstre,,Yes,"350,000-399,999 kr.",Insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
909,1979.0,47.0,Greve,253.0,1.0,1.0,Women,Married,Living with cohabitant,Somewhat interested,7.0,2.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"500,000-599,999 kr.",Very secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
910,1982.0,44.0,Greve,253.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,3.0,7.0,Voted,A: Socialdemokratiet,B: Det Radikale Venstre,,Yes,"800,000-999,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
911,1983.0,43.0,Greve,253.0,1.0,1.0,Men,Married,Living with spouse,Very interested,7.0,1.0,,Ø: Enhedslisten,Ø: Enhedslisten,Not strongly convinced supporter,Yes,"600,000-699,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
912,1988.0,38.0,Greve,253.0,1.0,1.0,Women,Married,Living with cohabitant,Somewhat interested,6.0,7.0,,M: Moderaterne,A: Socialdemokraterne,,Yes,"150,000-199,999 kr.",Secure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
913,1988.0,38.0,Greve,253.0,2.0,1.0,Men,Single,Living alone,Very interested,0.0,0.0,,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"500,000-599,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
914,1993.0,33.0,Greve,253.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,1.0,1.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,Not strongly convinced supporter,,"300,000-349,999 kr.",Secure,,"Yes, member of a labor union",,H90 Not stated,H50 Vocational bachelors educations
915,1998.0,28.0,Greve,253.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,2.0,5.0,,V: Venstre,V: Venstre,,,"100,000-149,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
