party,municipality,year,pop_pct
Independent candidate,Hedensted,2022,0.0007650401229297865
Independent candidate,Morsø,2022,0.00032944698282653056
Independent candidate,Skive,2022,0.00073681534469456
Independent candidate,Thisted,2022,0.00044170088852383654
Independent candidate,Viborg,2022,0.0008727646454264497
Independent candidate,Brønderslev,2022,0.0007134025629694774
Independent candidate,Frederikshavn,2022,0.0006786947229985179
Independent candidate,Vesthimmerlands,2022,0.0006027896800072903
Independent candidate,Rebild,2022,0.0007745312742110295
Independent candidate,Mariagerfjord,2022,0.0008642561983470494
Independent candidate,Jammerbugt,2022,0.0007327148558028206
Independent candidate,Aalborg,2022,0.0009359094750680243
Independent candidate,Hjørring,2022,0.0010457835549878278
Å: Alternativet,Copenhagen,2022,0.08631018544775593
Å: Alternativet,Frederiksberg,2022,0.06707950206956197
Å: Alternativet,Ballerup,2022,0.025195756214115027
Å: Alternativet,Brøndby,2022,0.01163417699822887
Å: Alternativet,Dragør,2022,0.02407660485021393
Å: Alternativet,Gentofte,2022,0.03387908343910747
Å: Alternativet,Gladsaxe,2022,0.032476313687909236
Å: Alternativet,Glostrup,2022,0.015059078906492655
Å: Alternativet,Herlev,2022,0.020244788964120696
Å: Alternativet,Albertslund,2022,0.02389965825638038
Å: Alternativet,Hvidovre,2022,0.022715458068087405
Å: Alternativet,Høje-Taastrup,2022,0.015560040960291208
Å: Alternativet,Lyngby-Taarbæk,2022,0.03424804340868752
Å: Alternativet,Rødovre,2022,0.025368424769386874
Å: Alternativet,Ishøj,2022,0.011259519967728903
Å: Alternativet,Tårnby,2022,0.022920796136990686
Å: Alternativet,Vallensbæk,2022,0.011921250439058588
Å: Alternativet,Furesø,2022,0.03542266805211409
Å: Alternativet,Allerød,2022,0.02600681790756598
Å: Alternativet,Fredensborg,2022,0.032494443985800314
Å: Alternativet,Helsingør,2022,0.036064592519582876
Å: Alternativet,Hillerød,2022,0.031930093708983164
Å: Alternativet,Hørsholm,2022,0.01575471181376813
Å: Alternativet,Rudersdal,2022,0.03134174145449428
Å: Alternativet,Egedal,2022,0.020970256483942743
Å: Alternativet,Frederikssund,2022,0.018968695054945046
Å: Alternativet,Greve,2022,0.010138339545916607
Å: Alternativet,Køge,2022,0.014464832765232197
Å: Alternativet,Halsnæs,2022,0.030538409571450643
Å: Alternativet,Roskilde,2022,0.02666167626585625
Å: Alternativet,Solrød,2022,0.012133577235772346
Å: Alternativet,Gribskov,2022,0.027149088374896328
Å: Alternativet,Odsherred,2022,0.02124556157727527
Å: Alternativet,Holbæk,2022,0.015728019702227616
Å: Alternativet,Faxe,2022,0.01414508729281761
Å: Alternativet,Kalundborg,2022,0.012440932330827026
Å: Alternativet,Ringsted,2022,0.016869846005774774
Å: Alternativet,Slagelse,2022,0.011185667324128795
Å: Alternativet,Stevns,2022,0.016569988742467325
Å: Alternativet,Sorø,2022,0.021744287999999997
Å: Alternativet,Lejre,2022,0.028288067719355357
Å: Alternativet,Lolland,2022,0.008504402357958069
Å: Alternativet,Næstved,2022,0.013215595889753167
Å: Alternativet,Guldborgsund,2022,0.011539489074379227
Å: Alternativet,Vordingborg,2022,0.025213652828085784
Å: Alternativet,Bornholm,2022,0.02171327548455111
Å: Alternativet,Middelfart,2022,0.016754490011337348
Å: Alternativet,Christiansø,2022,0.109793220338983
Å: Alternativet,Assens,2022,0.01699082078105948
Å: Alternativet,Faaborg-Midtfyn,2022,0.019280852368542014
Å: Alternativet,Kerteminde,2022,0.013883649692368032
Å: Alternativet,Nyborg,2022,0.01492166172106823
Å: Alternativet,Odense,2022,0.026940874500193453
Å: Alternativet,Svendborg,2022,0.03409941420165182
Å: Alternativet,Nordfyns,2022,0.00977598431628814
Å: Alternativet,Langeland,2022,0.02043949329359163
Å: Alternativet,Ærø,2022,0.029159146341463344
Å: Alternativet,Haderslev,2022,0.0118682039642911
Å: Alternativet,Billund,2022,0.007358297623685177
Å: Alternativet,Sønderborg,2022,0.010201217263002507
Å: Alternativet,Tønder,2022,0.006832827999251296
Å: Alternativet,Esbjerg,2022,0.010592558491885399
Å: Alternativet,Fanø,2022,0.047169142614600985
Å: Alternativet,Varde,2022,0.008146189921836
Å: Alternativet,Vejen,2022,0.008760548816862189
Å: Alternativet,Aabenraa,2022,0.008790201737681427
Å: Alternativet,Fredericia,2022,0.014458065776619934
Å: Alternativet,Horsens,2022,0.016022644082791113
Å: Alternativet,Kolding,2022,0.01450460156320185
Å: Alternativet,Vejle,2022,0.01665280809684455
Å: Alternativet,Herning,2022,0.009584975868547986
Å: Alternativet,Holstebro,2022,0.009095308377308663
Å: Alternativet,Lemvig,2022,0.009174385099100447
Å: Alternativet,Struer,2022,0.008470818209316373
Å: Alternativet,Syddjurs,2022,0.03861345509024751
Å: Alternativet,Norddjurs,2022,0.014417833553500651
Å: Alternativet,Favrskov,2022,0.018173556993792087
Å: Alternativet,Odder,2022,0.03151535049976825
Å: Alternativet,Randers,2022,0.014180237147567692
Å: Alternativet,Silkeborg,2022,0.020249282745459535
Å: Alternativet,Samsø,2022,0.05006418918918915
Å: Alternativet,Skanderborg,2022,0.03119213294483673
Å: Alternativet,Aarhus,2022,0.04744520116086156
Å: Alternativet,Ikast-Brande,2022,0.010492297564186962
Å: Alternativet,Ringkøbing-Skjern,2022,0.008062762612758151
Å: Alternativet,Hedensted,2022,0.010033795458425733
Å: Alternativet,Morsø,2022,0.008631510950055134
Å: Alternativet,Skive,2022,0.008370222315730369
Å: Alternativet,Thisted,2022,0.01788888598521614
Å: Alternativet,Viborg,2022,0.01608176166326892
Å: Alternativet,Brønderslev,2022,0.009837445868316367
Å: Alternativet,Frederikshavn,2022,0.007375149323250566
Å: Alternativet,Vesthimmerlands,2022,0.007233476160087484
Å: Alternativet,Læsø,2022,0.013843902439024378
Å: Alternativet,Rebild,2022,0.0169030060430762
Å: Alternativet,Mariagerfjord,2022,0.012323653198653172
Å: Alternativet,Jammerbugt,2022,0.011130287571481438
Å: Alternativet,Aalborg,2022,0.02296299183021876
Å: Alternativet,Hjørring,2022,0.009788534074686222
D: Nye Borgerlige,Copenhagen,2022,0.012638636586975123
D: Nye Borgerlige,Frederiksberg,2022,0.011724729721381328
D: Nye Borgerlige,Ballerup,2022,0.026818433722049798
D: Nye Borgerlige,Brøndby,2022,0.029496314917442694
D: Nye Borgerlige,Dragør,2022,0.02466146164819485
D: Nye Borgerlige,Gentofte,2022,0.018555681742267262
D: Nye Borgerlige,Gladsaxe,2022,0.020247851780865675
D: Nye Borgerlige,Glostrup,2022,0.02885798384591486
D: Nye Borgerlige,Herlev,2022,0.027350914383344898
D: Nye Borgerlige,Albertslund,2022,0.023273714825856127
D: Nye Borgerlige,Hvidovre,2022,0.025533753113755882
D: Nye Borgerlige,Høje-Taastrup,2022,0.030667755148481045
D: Nye Borgerlige,Lyngby-Taarbæk,2022,0.018845349277006773
D: Nye Borgerlige,Rødovre,2022,0.024155307410513235
D: Nye Borgerlige,Ishøj,2022,0.028633481242436438
D: Nye Borgerlige,Tårnby,2022,0.03345288508359027
D: Nye Borgerlige,Vallensbæk,2022,0.025005549701440078
D: Nye Borgerlige,Furesø,2022,0.019188761889537137
D: Nye Borgerlige,Allerød,2022,0.028441498732955223
D: Nye Borgerlige,Fredensborg,2022,0.030436935523817377
D: Nye Borgerlige,Helsingør,2022,0.03346221663121848
D: Nye Borgerlige,Hillerød,2022,0.03351209670034491
D: Nye Borgerlige,Hørsholm,2022,0.030841379310344776
D: Nye Borgerlige,Rudersdal,2022,0.02077625545083693
D: Nye Borgerlige,Egedal,2022,0.03342531791076939
D: Nye Borgerlige,Frederikssund,2022,0.04559447802197795
D: Nye Borgerlige,Greve,2022,0.031326330057607585
D: Nye Borgerlige,Køge,2022,0.030757514912654448
D: Nye Borgerlige,Halsnæs,2022,0.043614130266618485
D: Nye Borgerlige,Roskilde,2022,0.024300607752376156
D: Nye Borgerlige,Solrød,2022,0.03289151084010839
D: Nye Borgerlige,Gribskov,2022,0.049110250131846556
D: Nye Borgerlige,Odsherred,2022,0.04225935339188931
D: Nye Borgerlige,Holbæk,2022,0.03469526250979509
D: Nye Borgerlige,Faxe,2022,0.04877489944751376
D: Nye Borgerlige,Kalundborg,2022,0.05667535839598991
D: Nye Borgerlige,Ringsted,2022,0.0359783445620789
D: Nye Borgerlige,Slagelse,2022,0.039386390532544356
D: Nye Borgerlige,Stevns,2022,0.04373575259916558
D: Nye Borgerlige,Sorø,2022,0.04058038933333331
D: Nye Borgerlige,Lejre,2022,0.03497521297954308
D: Nye Borgerlige,Lolland,2022,0.03421236673773984
D: Nye Borgerlige,Næstved,2022,0.04093805819648512
D: Nye Borgerlige,Guldborgsund,2022,0.03305379073847625
D: Nye Borgerlige,Vordingborg,2022,0.035738617999442675
D: Nye Borgerlige,Bornholm,2022,0.017476538804638696
D: Nye Borgerlige,Middelfart,2022,0.03681268227843149
D: Nye Borgerlige,Christiansø,2022,0.015684745762711793
D: Nye Borgerlige,Assens,2022,0.039457199040390106
D: Nye Borgerlige,Faaborg-Midtfyn,2022,0.0358592672083397
D: Nye Borgerlige,Kerteminde,2022,0.04131505432648252
D: Nye Borgerlige,Nyborg,2022,0.03361518793273979
D: Nye Borgerlige,Odense,2022,0.020532090803559867
D: Nye Borgerlige,Svendborg,2022,0.02715862733197873
D: Nye Borgerlige,Nordfyns,2022,0.04429025758318353
D: Nye Borgerlige,Langeland,2022,0.031116840536512633
D: Nye Borgerlige,Ærø,2022,0.020797332317073144
D: Nye Borgerlige,Haderslev,2022,0.06296182781056132
D: Nye Borgerlige,Billund,2022,0.05090851837423703
D: Nye Borgerlige,Sønderborg,2022,0.05773091110291401
D: Nye Borgerlige,Tønder,2022,0.06452799925135691
D: Nye Borgerlige,Esbjerg,2022,0.04709394248419334
D: Nye Borgerlige,Fanø,2022,0.031062606112054265
D: Nye Borgerlige,Varde,2022,0.05507163811741227
D: Nye Borgerlige,Vejen,2022,0.06867464704712663
D: Nye Borgerlige,Aabenraa,2022,0.06525316888835987
D: Nye Borgerlige,Fredericia,2022,0.04337419732985997
D: Nye Borgerlige,Horsens,2022,0.03587411578229532
D: Nye Borgerlige,Kolding,2022,0.04647791932440923
D: Nye Borgerlige,Vejle,2022,0.03850436594562408
D: Nye Borgerlige,Herning,2022,0.025266624912500407
D: Nye Borgerlige,Holstebro,2022,0.0220919635004397
D: Nye Borgerlige,Lemvig,2022,0.03062727055639569
D: Nye Borgerlige,Struer,2022,0.024313188142770666
D: Nye Borgerlige,Syddjurs,2022,0.03962155953485051
D: Nye Borgerlige,Norddjurs,2022,0.049278863936591796
D: Nye Borgerlige,Favrskov,2022,0.0429583278298771
D: Nye Borgerlige,Odder,2022,0.031051035943602284
D: Nye Borgerlige,Randers,2022,0.040024642363481897
D: Nye Borgerlige,Silkeborg,2022,0.02554026975886658
D: Nye Borgerlige,Samsø,2022,0.023478378378378358
D: Nye Borgerlige,Skanderborg,2022,0.03249733567089729
D: Nye Borgerlige,Aarhus,2022,0.018005849025385993
D: Nye Borgerlige,Ikast-Brande,2022,0.03313903884134297
D: Nye Borgerlige,Ringkøbing-Skjern,2022,0.030361340463667553
D: Nye Borgerlige,Hedensted,2022,0.050433798873143164
D: Nye Borgerlige,Morsø,2022,0.02418140853946741
D: Nye Borgerlige,Skive,2022,0.02469805035416224
D: Nye Borgerlige,Thisted,2022,0.028647457627118594
D: Nye Borgerlige,Viborg,2022,0.026669398345492184
D: Nye Borgerlige,Brønderslev,2022,0.034243323022536444
D: Nye Borgerlige,Frederikshavn,2022,0.037803296071017525
D: Nye Borgerlige,Vesthimmerlands,2022,0.03756133193545445
D: Nye Borgerlige,Læsø,2022,0.0588365853658536
D: Nye Borgerlige,Rebild,2022,0.03239363152729714
D: Nye Borgerlige,Mariagerfjord,2022,0.029416720232629305
D: Nye Borgerlige,Jammerbugt,2022,0.037438240013164904
D: Nye Borgerlige,Aalborg,2022,0.02107909662879137
D: Nye Borgerlige,Hjørring,2022,0.03486642372329497
Q: Frie Grønne,Copenhagen,2022,0.020718002049611804
Q: Frie Grønne,Frederiksberg,2022,0.011522113424352805
Q: Frie Grønne,Ballerup,2022,0.011948807103883567
Q: Frie Grønne,Brøndby,2022,0.042687482145917825
Q: Frie Grønne,Dragør,2022,0.0023394271919236135
Q: Frie Grønne,Gentofte,2022,0.003990469191885389
Q: Frie Grønne,Gladsaxe,2022,0.014798211148378837
Q: Frie Grønne,Glostrup,2022,0.01839853991922952
Q: Frie Grønne,Herlev,2022,0.014212250838448322
Q: Frie Grønne,Albertslund,2022,0.03784112557260232
Q: Frie Grønne,Hvidovre,2022,0.019756248270135567
Q: Frie Grønne,Høje-Taastrup,2022,0.02759193309819086
Q: Frie Grønne,Lyngby-Taarbæk,2022,0.005304239038724454
Q: Frie Grønne,Rødovre,2022,0.020551635256212175
Q: Frie Grønne,Ishøj,2022,0.056297599838644595
Q: Frie Grønne,Tårnby,2022,0.010970925986041151
Q: Frie Grønne,Vallensbæk,2022,0.028979299847792996
Q: Frie Grønne,Furesø,2022,0.005802909439693062
Q: Frie Grønne,Allerød,2022,0.0035966875829611927
Q: Frie Grønne,Fredensborg,2022,0.00794623957731361
Q: Frie Grønne,Helsingør,2022,0.009151688540747997
Q: Frie Grønne,Hillerød,2022,0.005906144501083574
Q: Frie Grønne,Hørsholm,2022,0.0035629030250217348
Q: Frie Grønne,Rudersdal,2022,0.0030911014207342176
Q: Frie Grønne,Egedal,2022,0.004511782455636127
Q: Frie Grønne,Frederikssund,2022,0.0026973832417582257
Q: Frie Grønne,Greve,2022,0.011334435784479836
Q: Frie Grønne,Køge,2022,0.006228227524499339
Q: Frie Grønne,Halsnæs,2022,0.0019592285080707204
Q: Frie Grønne,Roskilde,2022,0.005212748666124827
Q: Frie Grønne,Solrød,2022,0.00214121951219512
Q: Frie Grønne,Gribskov,2022,0.0019096662397347914
Q: Frie Grønne,Odsherred,2022,0.0016223883386282617
Q: Frie Grønne,Holbæk,2022,0.005130330236202811
Q: Frie Grønne,Faxe,2022,0.001575748066298305
Q: Frie Grønne,Kalundborg,2022,0.0026291294903926063
Q: Frie Grønne,Ringsted,2022,0.00795521174205961
Q: Frie Grønne,Slagelse,2022,0.006454569362261631
Q: Frie Grønne,Stevns,2022,0.0014090126481689665
Q: Frie Grønne,Sorø,2022,0.0020133599999999996
Q: Frie Grønne,Lejre,2022,0.0023573389766129316
Q: Frie Grønne,Lolland,2022,0.00149313934529032
Q: Frie Grønne,Næstved,2022,0.002215883991164862
Q: Frie Grønne,Guldborgsund,2022,0.0019993088415120133
Q: Frie Grønne,Vordingborg,2022,0.002342093898021711
Q: Frie Grønne,Bornholm,2022,0.0015887762549671464
Q: Frie Grønne,Middelfart,2022,0.0019889636029555282
Q: Frie Grønne,Assens,2022,0.001360593070358227
Q: Frie Grønne,Faaborg-Midtfyn,2022,0.0022606929326996765
Q: Frie Grønne,Kerteminde,2022,0.004142701924335599
Q: Frie Grønne,Nyborg,2022,0.0036475173095943895
Q: Frie Grønne,Odense,2022,0.016021959241583887
Q: Frie Grønne,Svendborg,2022,0.003336055624455703
Q: Frie Grønne,Nordfyns,2022,0.001009726079616538
Q: Frie Grønne,Langeland,2022,0.0021354694485842
Q: Frie Grønne,Ærø,2022,0.002572865853658471
Q: Frie Grønne,Haderslev,2022,0.002866472991375372
Q: Frie Grønne,Billund,2022,0.0011446240747954234
Q: Frie Grønne,Sønderborg,2022,0.0039133161195130245
Q: Frie Grønne,Tønder,2022,0.0009980535279804942
Q: Frie Grønne,Esbjerg,2022,0.003459281489467039
Q: Frie Grønne,Fanø,2022,0.0003834889643462709
Q: Frie Grønne,Varde,2022,0.0011314152669215885
Q: Frie Grønne,Vejen,2022,0.0009398289918472025
Q: Frie Grønne,Aabenraa,2022,0.002007789811949527
Q: Frie Grønne,Fredericia,2022,0.0028598371865841557
Q: Frie Grønne,Horsens,2022,0.0030753635475606585
Q: Frie Grønne,Kolding,2022,0.005130777108974858
Q: Frie Grønne,Vejle,2022,0.006327346695772949
Q: Frie Grønne,Herning,2022,0.0033783111667833017
Q: Frie Grønne,Holstebro,2022,0.002796748570800336
Q: Frie Grønne,Lemvig,2022,0.0007587837300007191
Q: Frie Grønne,Struer,2022,0.0020692075015123716
Q: Frie Grønne,Syddjurs,2022,0.0016801740743382777
Q: Frie Grønne,Norddjurs,2022,0.0017932628797885726
Q: Frie Grønne,Favrskov,2022,0.001834830273411639
Q: Frie Grønne,Odder,2022,0.0014509829880187187
Q: Frie Grønne,Randers,2022,0.0023930004829549488
Q: Frie Grønne,Silkeborg,2022,0.0021248378697459117
Q: Frie Grønne,Samsø,2022,0.001035810810810756
Q: Frie Grønne,Skanderborg,2022,0.0024555508914019994
Q: Frie Grønne,Aarhus,2022,0.012776364213623525
Q: Frie Grønne,Ikast-Brande,2022,0.002181566820276488
Q: Frie Grønne,Ringkøbing-Skjern,2022,0.0010078453265947045
Q: Frie Grønne,Hedensted,2022,0.0013241079050708374
Q: Frie Grønne,Morsø,2022,0.0005930045690877214
Q: Frie Grønne,Skive,2022,0.0017388842134791619
Q: Frie Grønne,Thisted,2022,0.0011042522213095913
Q: Frie Grønne,Viborg,2022,0.0011016865196367452
Q: Frie Grønne,Brønderslev,2022,0.0007509500662836202
Q: Frie Grønne,Frederikshavn,2022,0.0006786947229985179
Q: Frie Grønne,Vesthimmerlands,2022,0.0005651153250067675
Q: Frie Grønne,Læsø,2022,0.0020765853658536565
Q: Frie Grønne,Rebild,2022,0.0016401838747997805
Q: Frie Grønne,Mariagerfjord,2022,0.0006401897765534039
Q: Frie Grønne,Jammerbugt,2022,0.0007327148558028206
Q: Frie Grønne,Aalborg,2022,0.004486327354681123
Q: Frie Grønne,Hjørring,2022,0.0010248678838880394
M: Moderaterne,Copenhagen,2022,0.0764801347689975
M: Moderaterne,Frederiksberg,2022,0.09221743065422862
M: Moderaterne,Ballerup,2022,0.07856709461146179
M: Moderaterne,Brøndby,2022,0.05773838770496486
M: Moderaterne,Dragør,2022,0.12476945023592662
M: Moderaterne,Gentofte,2022,0.12893205958981893
M: Moderaterne,Gladsaxe,2022,0.09036213065005588
M: Moderaterne,Glostrup,2022,0.08814916899658275
M: Moderaterne,Herlev,2022,0.07929209010947287
M: Moderaterne,Albertslund,2022,0.05400184686977383
M: Moderaterne,Hvidovre,2022,0.0790813589814558
M: Moderaterne,Høje-Taastrup,2022,0.07418159062464438
M: Moderaterne,Lyngby-Taarbæk,2022,0.11858034389456228
M: Moderaterne,Rødovre,2022,0.07817470980270996
M: Moderaterne,Ishøj,2022,0.06226290843081885
M: Moderaterne,Tårnby,2022,0.07169922090569705
M: Moderaterne,Vallensbæk,2022,0.0990529914529914
M: Moderaterne,Furesø,2022,0.10260113500119887
M: Moderaterne,Allerød,2022,0.11094397852057433
M: Moderaterne,Fredensborg,2022,0.10195309171964002
M: Moderaterne,Helsingør,2022,0.09108315609275296
M: Moderaterne,Hillerød,2022,0.10335752876896302
M: Moderaterne,Hørsholm,2022,0.12525830947342215
M: Moderaterne,Rudersdal,2022,0.11391468842312556
M: Moderaterne,Egedal,2022,0.10412050075436449
M: Moderaterne,Frederikssund,2022,0.08492406593406589
M: Moderaterne,Greve,2022,0.1064525652321247
M: Moderaterne,Køge,2022,0.09748530038346818
M: Moderaterne,Halsnæs,2022,0.07696360682790987
M: Moderaterne,Roskilde,2022,0.1106635878590862
M: Moderaterne,Solrød,2022,0.1216926422764227
M: Moderaterne,Gribskov,2022,0.12024531756196785
M: Moderaterne,Odsherred,2022,0.08247140721360492
M: Moderaterne,Holbæk,2022,0.09129740960483598
M: Moderaterne,Faxe,2022,0.0897077038674033
M: Moderaterne,Kalundborg,2022,0.07632606850459481
M: Moderaterne,Ringsted,2022,0.0876672329162656
M: Moderaterne,Slagelse,2022,0.07862071005917158
M: Moderaterne,Stevns,2022,0.0940656843917621
M: Moderaterne,Sorø,2022,0.08720085866666662
M: Moderaterne,Lejre,2022,0.10280884475554827
M: Moderaterne,Lolland,2022,0.0575507838956478
M: Moderaterne,Næstved,2022,0.0890179583213291
M: Moderaterne,Guldborgsund,2022,0.0748219602318039
M: Moderaterne,Vordingborg,2022,0.09622825299526326
M: Moderaterne,Bornholm,2022,0.04948376044116449
M: Moderaterne,Middelfart,2022,0.09166088197349385
M: Moderaterne,Christiansø,2022,0.06273898305084744
M: Moderaterne,Assens,2022,0.06882609824202615
M: Moderaterne,Faaborg-Midtfyn,2022,0.08167078031580559
M: Moderaterne,Kerteminde,2022,0.07977500327267964
M: Moderaterne,Nyborg,2022,0.07601757665677547
M: Moderaterne,Odense,2022,0.08946981813491552
M: Moderaterne,Svendborg,2022,0.08075941367390553
M: Moderaterne,Nordfyns,2022,0.07416897021183896
M: Moderaterne,Langeland,2022,0.06609786388474911
M: Moderaterne,Ærø,2022,0.0701105945121951
M: Moderaterne,Haderslev,2022,0.06844332879406867
M: Moderaterne,Billund,2022,0.07200230489546812
M: Moderaterne,Sønderborg,2022,0.06952784950202873
M: Moderaterne,Tønder,2022,0.10368240688751634
M: Moderaterne,Esbjerg,2022,0.07171448384371085
M: Moderaterne,Fanø,2022,0.08436757215619695
M: Moderaterne,Varde,2022,0.07133573257941121
M: Moderaterne,Vejen,2022,0.0700843905348976
M: Moderaterne,Aabenraa,2022,0.06699162104260888
M: Moderaterne,Fredericia,2022,0.08237919895799413
M: Moderaterne,Horsens,2022,0.07674569732937685
M: Moderaterne,Kolding,2022,0.08568849160003592
M: Moderaterne,Vejle,2022,0.08737021234371893
M: Moderaterne,Herning,2022,0.06649773422245142
M: Moderaterne,Holstebro,2022,0.04427793535620051
M: Moderaterne,Lemvig,2022,0.04076738040276997
M: Moderaterne,Struer,2022,0.04532857683000605
M: Moderaterne,Syddjurs,2022,0.07041456802454163
M: Moderaterne,Norddjurs,2022,0.048238771466314355
M: Moderaterne,Favrskov,2022,0.0740339453176595
M: Moderaterne,Odder,2022,0.07585739061362282
M: Moderaterne,Randers,2022,0.05456041101137441
M: Moderaterne,Silkeborg,2022,0.08193993983795055
M: Moderaterne,Samsø,2022,0.05248108108108101
M: Moderaterne,Skanderborg,2022,0.08828922168995994
M: Moderaterne,Aarhus,2022,0.07941296891699123
M: Moderaterne,Ikast-Brande,2022,0.06253824884792622
M: Moderaterne,Ringkøbing-Skjern,2022,0.05487717803308554
M: Moderaterne,Hedensted,2022,0.07747502475670132
M: Moderaterne,Morsø,2022,0.04295988656057973
M: Moderaterne,Skive,2022,0.043884721930009085
M: Moderaterne,Thisted,2022,0.04603154259687893
M: Moderaterne,Viborg,2022,0.04727236702441318
M: Moderaterne,Brønderslev,2022,0.049149681838267775
M: Moderaterne,Frederikshavn,2022,0.05006504739985745
M: Moderaterne,Vesthimmerlands,2022,0.03884226000546991
M: Moderaterne,Læsø,2022,0.05260682926829263
M: Moderaterne,Rebild,2022,0.057133071638861624
M: Moderaterne,Mariagerfjord,2022,0.0437889807162534
M: Moderaterne,Jammerbugt,2022,0.04814983338133048
M: Moderaterne,Aalborg,2022,0.06052013334585404
M: Moderaterne,Hjørring,2022,0.052916647882385294
Æ: Danmarksdemokraterne,Copenhagen,2022,0.012802470764954407
Æ: Danmarksdemokraterne,Frederiksberg,2022,0.014048063260641242
Æ: Danmarksdemokraterne,Ballerup,2022,0.03631847295032272
Æ: Danmarksdemokraterne,Brøndby,2022,0.03966000114266121
Æ: Danmarksdemokraterne,Dragør,2022,0.04123240425765388
Æ: Danmarksdemokraterne,Gentofte,2022,0.014904402431692118
Æ: Danmarksdemokraterne,Gladsaxe,2022,0.025941175531065317
Æ: Danmarksdemokraterne,Glostrup,2022,0.04101866262814538
Æ: Danmarksdemokraterne,Herlev,2022,0.03512164146048218
Æ: Danmarksdemokraterne,Albertslund,2022,0.030841939940376605
Æ: Danmarksdemokraterne,Hvidovre,2022,0.0375115070578466
Æ: Danmarksdemokraterne,Høje-Taastrup,2022,0.04487081579246783
Æ: Danmarksdemokraterne,Lyngby-Taarbæk,2022,0.015785211370050296
Æ: Danmarksdemokraterne,Rødovre,2022,0.0334320872136646
Æ: Danmarksdemokraterne,Ishøj,2022,0.04503807987091569
Æ: Danmarksdemokraterne,Tårnby,2022,0.047293130173673044
Æ: Danmarksdemokraterne,Vallensbæk,2022,0.041869757639620656
Æ: Danmarksdemokraterne,Furesø,2022,0.021253600831268434
Æ: Danmarksdemokraterne,Allerød,2022,0.032480855556896275
Æ: Danmarksdemokraterne,Fredensborg,2022,0.03472932386691978
Æ: Danmarksdemokraterne,Helsingør,2022,0.03938262177724745
Æ: Danmarksdemokraterne,Hillerød,2022,0.03881180672140653
Æ: Danmarksdemokraterne,Hørsholm,2022,0.02649909124859944
Æ: Danmarksdemokraterne,Rudersdal,2022,0.018065207483471575
Æ: Danmarksdemokraterne,Egedal,2022,0.04854932107191602
Æ: Danmarksdemokraterne,Frederikssund,2022,0.05855932005494504
Æ: Danmarksdemokraterne,Greve,2022,0.05171692307692305
Æ: Danmarksdemokraterne,Køge,2022,0.05982257669365142
Æ: Danmarksdemokraterne,Halsnæs,2022,0.06610266618534368
Æ: Danmarksdemokraterne,Roskilde,2022,0.03970887954489237
Æ: Danmarksdemokraterne,Solrød,2022,0.05347100948509478
Æ: Danmarksdemokraterne,Gribskov,2022,0.0674748738039629
Æ: Danmarksdemokraterne,Odsherred,2022,0.07864720612969534
Æ: Danmarksdemokraterne,Holbæk,2022,0.06396061345572591
Æ: Danmarksdemokraterne,Faxe,2022,0.08739904972375684
Æ: Danmarksdemokraterne,Kalundborg,2022,0.09071851963241433
Æ: Danmarksdemokraterne,Ringsted,2022,0.06604025024061597
Æ: Danmarksdemokraterne,Slagelse,2022,0.07356857330703481
Æ: Danmarksdemokraterne,Stevns,2022,0.08786602873981855
Æ: Danmarksdemokraterne,Sorø,2022,0.07324156266666661
Æ: Danmarksdemokraterne,Lejre,2022,0.06422545987302612
Æ: Danmarksdemokraterne,Lolland,2022,0.08095412015552486
Æ: Danmarksdemokraterne,Næstved,2022,0.06797503121098626
Æ: Danmarksdemokraterne,Guldborgsund,2022,0.07195338667659096
Æ: Danmarksdemokraterne,Vordingborg,2022,0.06127033296182777
Æ: Danmarksdemokraterne,Bornholm,2022,0.05246271591922793
Æ: Danmarksdemokraterne,Middelfart,2022,0.0889976934203839
Æ: Danmarksdemokraterne,Christiansø,2022,0.07842372881355933
Æ: Danmarksdemokraterne,Assens,2022,0.08979914264364644
Æ: Danmarksdemokraterne,Faaborg-Midtfyn,2022,0.08868672390004598
Æ: Danmarksdemokraterne,Kerteminde,2022,0.07843142427019238
Æ: Danmarksdemokraterne,Nyborg,2022,0.08397579624134517
Æ: Danmarksdemokraterne,Odense,2022,0.042163401264026804
Æ: Danmarksdemokraterne,Svendborg,2022,0.06329549832440559
Æ: Danmarksdemokraterne,Nordfyns,2022,0.11230907803735768
Æ: Danmarksdemokraterne,Langeland,2022,0.09996030799801285
Æ: Danmarksdemokraterne,Ærø,2022,0.1530855182926829
Æ: Danmarksdemokraterne,Haderslev,2022,0.0939649962172794
Æ: Danmarksdemokraterne,Billund,2022,0.12503655369432534
Æ: Danmarksdemokraterne,Sønderborg,2022,0.09342567318332719
Æ: Danmarksdemokraterne,Tønder,2022,0.12245349054838106
Æ: Danmarksdemokraterne,Esbjerg,2022,0.08149590046910052
Æ: Danmarksdemokraterne,Fanø,2022,0.07593081494057717
Æ: Danmarksdemokraterne,Varde,2022,0.12083515050723428
Æ: Danmarksdemokraterne,Vejen,2022,0.1103963412209187
Æ: Danmarksdemokraterne,Aabenraa,2022,0.11691702868364677
Æ: Danmarksdemokraterne,Fredericia,2022,0.07618288505372843
Æ: Danmarksdemokraterne,Horsens,2022,0.07543866782166353
Æ: Danmarksdemokraterne,Kolding,2022,0.07971512352888328
