party,municipality,year,pop_pct
Æ: Danmarksdemokraterne,Vejle,2022,0.08133101805913864
Æ: Danmarksdemokraterne,Herning,2022,0.11968649375529603
Æ: Danmarksdemokraterne,Holstebro,2022,0.10568889346965696
Æ: Danmarksdemokraterne,Lemvig,2022,0.14430686937833317
Æ: Danmarksdemokraterne,Struer,2022,0.12059599969751966
Æ: Danmarksdemokraterne,Syddjurs,2022,0.08932416351573086
Æ: Danmarksdemokraterne,Norddjurs,2022,0.10533626155878464
Æ: Danmarksdemokraterne,Favrskov,2022,0.08664476291110818
Æ: Danmarksdemokraterne,Odder,2022,0.06790600383927979
Æ: Danmarksdemokraterne,Randers,2022,0.0819910336902759
Æ: Danmarksdemokraterne,Silkeborg,2022,0.07334208594116409
Æ: Danmarksdemokraterne,Samsø,2022,0.06974459459459456
Æ: Danmarksdemokraterne,Skanderborg,2022,0.06295943997234431
Æ: Danmarksdemokraterne,Aarhus,2022,0.029109391978607225
Æ: Danmarksdemokraterne,Ikast-Brande,2022,0.1407630019749835
Æ: Danmarksdemokraterne,Ringkøbing-Skjern,2022,0.14313923250962304
Æ: Danmarksdemokraterne,Hedensted,2022,0.11964050537817988
Æ: Danmarksdemokraterne,Morsø,2022,0.18521509374507644
Æ: Danmarksdemokraterne,Skive,2022,0.18102079388456413
Æ: Danmarksdemokraterne,Thisted,2022,0.1506515530501008
Æ: Danmarksdemokraterne,Viborg,2022,0.09893717251023536
Æ: Danmarksdemokraterne,Brønderslev,2022,0.14684828546177636
Æ: Danmarksdemokraterne,Frederikshavn,2022,0.1407612855498931
Æ: Danmarksdemokraterne,Vesthimmerlands,2022,0.1732266842920959
Æ: Danmarksdemokraterne,Læsø,2022,0.17028000000000001
Æ: Danmarksdemokraterne,Rebild,2022,0.149165611280409
Æ: Danmarksdemokraterne,Mariagerfjord,2022,0.19490577747168653
Æ: Danmarksdemokraterne,Jammerbugt,2022,0.15697543505985923
Æ: Danmarksdemokraterne,Aalborg,2022,0.07885188280589721
Æ: Danmarksdemokraterne,Hjørring,2022,0.13954935757757903
A: Socialdemokratiet,Copenhagen,2022,0.14754906068816415
A: Socialdemokratiet,Frederiksberg,2022,0.16272790202013954
A: Socialdemokratiet,Ballerup,2022,0.2932325772975286
A: Socialdemokratiet,Brøndby,2022,0.27524127292464146
A: Socialdemokratiet,Dragør,2022,0.20869640074618673
A: Socialdemokratiet,Gentofte,2022,0.1140675618500456
A: Socialdemokratiet,Gladsaxe,2022,0.2301033221530106
A: Socialdemokratiet,Glostrup,2022,0.26621175054364704
A: Socialdemokratiet,Herlev,2022,0.27279341897108145
A: Socialdemokratiet,Albertslund,2022,0.26329456845779103
A: Socialdemokratiet,Hvidovre,2022,0.26308784251314693
A: Socialdemokratiet,Høje-Taastrup,2022,0.23355138999506958
A: Socialdemokratiet,Lyngby-Taarbæk,2022,0.16705802857059726
A: Socialdemokratiet,Rødovre,2022,0.26738533786467755
A: Socialdemokratiet,Ishøj,2022,0.24174413069786202
A: Socialdemokratiet,Tårnby,2022,0.3036752312936211
A: Socialdemokratiet,Vallensbæk,2022,0.22311153260742297
A: Socialdemokratiet,Furesø,2022,0.21218000159859324
A: Socialdemokratiet,Allerød,2022,0.18824509472668027
A: Socialdemokratiet,Fredensborg,2022,0.19287368116899192
A: Socialdemokratiet,Helsingør,2022,0.23208855631062925
A: Socialdemokratiet,Hillerød,2022,0.20489575409786018
A: Socialdemokratiet,Hørsholm,2022,0.11974694385659153
A: Socialdemokratiet,Rudersdal,2022,0.12817936137290756
A: Socialdemokratiet,Egedal,2022,0.241602773187729
A: Socialdemokratiet,Frederikssund,2022,0.2473761469780219
A: Socialdemokratiet,Greve,2022,0.22085062690613347
A: Socialdemokratiet,Køge,2022,0.21419686834256493
A: Socialdemokratiet,Halsnæs,2022,0.2785085916146666
A: Socialdemokratiet,Roskilde,2022,0.21683501289707074
A: Socialdemokratiet,Solrød,2022,0.20347533197831977
A: Socialdemokratiet,Gribskov,2022,0.206848681533941
A: Socialdemokratiet,Odsherred,2022,0.2772738927303308
A: Socialdemokratiet,Holbæk,2022,0.2612723653867681
A: Socialdemokratiet,Faxe,2022,0.2490048397790055
A: Socialdemokratiet,Kalundborg,2022,0.2515561938178781
A: Socialdemokratiet,Ringsted,2022,0.2276229932627526
A: Socialdemokratiet,Slagelse,2022,0.25409375410913876
A: Socialdemokratiet,Stevns,2022,0.2300072246871068
A: Socialdemokratiet,Sorø,2022,0.2484038826666667
A: Socialdemokratiet,Lejre,2022,0.21394053936730148
A: Socialdemokratiet,Lolland,2022,0.3387803336259877
A: Socialdemokratiet,Næstved,2022,0.2723464899644674
A: Socialdemokratiet,Guldborgsund,2022,0.2959846350151523
A: Socialdemokratiet,Vordingborg,2022,0.2778128169406519
A: Socialdemokratiet,Bornholm,2022,0.28803189522342054
A: Socialdemokratiet,Middelfart,2022,0.27127440869463226
A: Socialdemokratiet,Christiansø,2022,0.2980101694915254
A: Socialdemokratiet,Assens,2022,0.2907686946946159
A: Socialdemokratiet,Faaborg-Midtfyn,2022,0.28700406254790733
A: Socialdemokratiet,Kerteminde,2022,0.32010769734258415
A: Socialdemokratiet,Nyborg,2022,0.2937909396636993
A: Socialdemokratiet,Odense,2022,0.24659160969947116
A: Socialdemokratiet,Svendborg,2022,0.2920280101327281
A: Socialdemokratiet,Nordfyns,2022,0.28763424277078903
A: Socialdemokratiet,Langeland,2022,0.2955082960755092
A: Socialdemokratiet,Ærø,2022,0.2514976371951219
A: Socialdemokratiet,Haderslev,2022,0.25184731124224546
A: Socialdemokratiet,Billund,2022,0.21589790286975716
A: Socialdemokratiet,Sønderborg,2022,0.27636370343046845
A: Socialdemokratiet,Tønder,2022,0.21500376193149914
A: Socialdemokratiet,Esbjerg,2022,0.2537561900877014
A: Socialdemokratiet,Fanø,2022,0.26729180814940573
A: Socialdemokratiet,Varde,2022,0.20580443705305168
A: Socialdemokratiet,Vejen,2022,0.21256917876317355
A: Socialdemokratiet,Aabenraa,2022,0.23738441740061886
A: Socialdemokratiet,Fredericia,2022,0.27319389124063814
A: Socialdemokratiet,Horsens,2022,0.2569004939454817
A: Socialdemokratiet,Kolding,2022,0.21537226843949325
A: Socialdemokratiet,Vejle,2022,0.2157541178805318
A: Socialdemokratiet,Herning,2022,0.19210805732601402
A: Socialdemokratiet,Holstebro,2022,0.2289103452066842
A: Socialdemokratiet,Lemvig,2022,0.21128677863567616
A: Socialdemokratiet,Struer,2022,0.26007351784634
A: Socialdemokratiet,Syddjurs,2022,0.24478608832132406
A: Socialdemokratiet,Norddjurs,2022,0.28383764861294586
A: Socialdemokratiet,Favrskov,2022,0.2519251089684322
A: Socialdemokratiet,Odder,2022,0.2583910505063878
A: Socialdemokratiet,Randers,2022,0.28195015404599727
A: Socialdemokratiet,Silkeborg,2022,0.22440257952873066
A: Socialdemokratiet,Samsø,2022,0.21890135135135133
A: Socialdemokratiet,Skanderborg,2022,0.23978122623339418
A: Socialdemokratiet,Aarhus,2022,0.19268522137309
A: Socialdemokratiet,Ikast-Brande,2022,0.19900737327188942
A: Socialdemokratiet,Ringkøbing-Skjern,2022,0.1787665648047483
A: Socialdemokratiet,Hedensted,2022,0.21915457059928287
A: Socialdemokratiet,Morsø,2022,0.30566091066645656
A: Socialdemokratiet,Skive,2022,0.26136313907006103
A: Socialdemokratiet,Thisted,2022,0.2805747144030463
A: Socialdemokratiet,Viborg,2022,0.221467605681263
A: Socialdemokratiet,Brønderslev,2022,0.30657536456031814
A: Socialdemokratiet,Frederikshavn,2022,0.3258639596690229
A: Socialdemokratiet,Vesthimmerlands,2022,0.23034100647278694
A: Socialdemokratiet,Læsø,2022,0.22288682926829265
A: Socialdemokratiet,Rebild,2022,0.26671212230773195
A: Socialdemokratiet,Mariagerfjord,2022,0.276113850627487
A: Socialdemokratiet,Jammerbugt,2022,0.30139004402024105
A: Socialdemokratiet,Aalborg,2022,0.2783455160108931
A: Socialdemokratiet,Hjørring,2022,0.29384426328048685
B: Det Radikale Venstre,Copenhagen,2022,0.06532302724860664
B: Det Radikale Venstre,Frederiksberg,2022,0.06963246741212081
B: Det Radikale Venstre,Ballerup,2022,0.0319224920651902
B: Det Radikale Venstre,Brøndby,2022,0.02335485345369364
B: Det Radikale Venstre,Dragør,2022,0.03148479095797205
B: Det Radikale Venstre,Gentofte,2022,0.060375798873226805
B: Det Radikale Venstre,Gladsaxe,2022,0.05356597987541919
B: Det Radikale Venstre,Glostrup,2022,0.02532949673811738
B: Det Radikale Venstre,Herlev,2022,0.030622799468455295
B: Det Radikale Venstre,Albertslund,2022,0.030329804406311337
B: Det Radikale Venstre,Hvidovre,2022,0.034693212012178204
B: Det Radikale Venstre,Høje-Taastrup,2022,0.033622956726210726
B: Det Radikale Venstre,Lyngby-Taarbæk,2022,0.06770555119141133
B: Det Radikale Venstre,Rødovre,2022,0.03378888643686272
B: Det Radikale Venstre,Ishøj,2022,0.0282606494554255
B: Det Radikale Venstre,Tårnby,2022,0.02170555510469074
B: Det Radikale Venstre,Vallensbæk,2022,0.03285612925886896
B: Det Radikale Venstre,Furesø,2022,0.06867369514826947
B: Det Radikale Venstre,Allerød,2022,0.06418703994207792
B: Det Radikale Venstre,Fredensborg,2022,0.04969947164203742
B: Det Radikale Venstre,Helsingør,2022,0.03905732479120188
B: Det Radikale Venstre,Hillerød,2022,0.04139574494063061
B: Det Radikale Venstre,Hørsholm,2022,0.04531567284949579
B: Det Radikale Venstre,Rudersdal,2022,0.07441446616964403
B: Det Radikale Venstre,Egedal,2022,0.029739636468137008
B: Det Radikale Venstre,Frederikssund,2022,0.022478193681318606
B: Det Radikale Venstre,Greve,2022,0.02309604879701795
B: Det Radikale Venstre,Køge,2022,0.020602796122709762
B: Det Radikale Venstre,Halsnæs,2022,0.014609029962353602
B: Det Radikale Venstre,Roskilde,2022,0.040337475707572165
B: Det Radikale Venstre,Solrød,2022,0.02319654471544709
B: Det Radikale Venstre,Gribskov,2022,0.023011478188804266
B: Det Radikale Venstre,Odsherred,2022,0.01413795552233223
B: Det Radikale Venstre,Holbæk,2022,0.019528957796932676
B: Det Radikale Venstre,Faxe,2022,0.012459403314917072
B: Det Radikale Venstre,Kalundborg,2022,0.013579318295739287
B: Det Radikale Venstre,Ringsted,2022,0.020867439846005743
B: Det Radikale Venstre,Slagelse,2022,0.01436226166995395
B: Det Radikale Venstre,Stevns,2022,0.02045886365141378
B: Det Radikale Venstre,Sorø,2022,0.023041786666666612
B: Det Radikale Venstre,Lejre,2022,0.031703803787508804
B: Det Radikale Venstre,Lolland,2022,0.0061673146870688455
B: Det Radikale Venstre,Næstved,2022,0.017599539037741273
B: Det Radikale Venstre,Guldborgsund,2022,0.010757150832048432
B: Det Radikale Venstre,Vordingborg,2022,0.016365742546670364
B: Det Radikale Venstre,Bornholm,2022,0.008208677317330285
B: Det Radikale Venstre,Middelfart,2022,0.023024782047773563
B: Det Radikale Venstre,Christiansø,2022,0.047054237288135556
B: Det Radikale Venstre,Assens,2022,0.015066079364455039
B: Det Radikale Venstre,Faaborg-Midtfyn,2022,0.018605242986355908
B: Det Radikale Venstre,Kerteminde,2022,0.015171246236418311
B: Det Radikale Venstre,Nyborg,2022,0.018237586547972282
B: Det Radikale Venstre,Odense,2022,0.035035128337417704
B: Det Radikale Venstre,Svendborg,2022,0.023665844262078746
B: Det Radikale Venstre,Nordfyns,2022,0.01156595327560854
B: Det Radikale Venstre,Langeland,2022,0.011185792349726735
B: Det Radikale Venstre,Ærø,2022,0.013507545731707309
B: Det Radikale Venstre,Haderslev,2022,0.014558665456196048
B: Det Radikale Venstre,Billund,2022,0.013844500714192912
B: Det Radikale Venstre,Sønderborg,2022,0.01770490593876791
B: Det Radikale Venstre,Tønder,2022,0.010633108740408008
B: Det Radikale Venstre,Esbjerg,2022,0.018513120247078994
B: Det Radikale Venstre,Fanø,2022,0.030679117147707904
B: Det Radikale Venstre,Varde,2022,0.013039560951272174
B: Det Radikale Venstre,Vejen,2022,0.01372821634519785
B: Det Radikale Venstre,Aabenraa,2022,0.01618474470364198
B: Det Radikale Venstre,Fredericia,2022,0.017264943015304453
B: Det Radikale Venstre,Horsens,2022,0.023695676133955047
B: Det Radikale Venstre,Kolding,2022,0.026812448117868943
B: Det Radikale Venstre,Vejle,2022,0.02801081563802338
B: Det Radikale Venstre,Herning,2022,0.015383100615259883
B: Det Radikale Venstre,Holstebro,2022,0.014665303430079143
B: Det Radikale Venstre,Lemvig,2022,0.01758998646820026
B: Det Radikale Venstre,Struer,2022,0.012415245009074401
B: Det Radikale Venstre,Syddjurs,2022,0.02358353427980303
B: Det Radikale Venstre,Norddjurs,2022,0.012301783355350013
B: Det Radikale Venstre,Favrskov,2022,0.030464007396645038
B: Det Radikale Venstre,Odder,2022,0.028961620440855217
B: Det Radikale Venstre,Randers,2022,0.016819374823055202
B: Det Radikale Venstre,Silkeborg,2022,0.026243858457457983
B: Det Radikale Venstre,Samsø,2022,0.018299324324324316
B: Det Radikale Venstre,Skanderborg,2022,0.03962064546397348
B: Det Radikale Venstre,Aarhus,2022,0.060190871406404396
B: Det Radikale Venstre,Ikast-Brande,2022,0.012847004608294892
B: Det Radikale Venstre,Ringkøbing-Skjern,2022,0.009700511268474652
B: Det Radikale Venstre,Hedensted,2022,0.014418063855215974
B: Det Radikale Venstre,Morsø,2022,0.008104395777532667
B: Det Radikale Venstre,Skive,2022,0.011140648011781999
B: Det Radikale Venstre,Thisted,2022,0.010569271261106475
B: Det Radikale Venstre,Viborg,2022,0.015037305612184726
B: Det Radikale Venstre,Brønderslev,2022,0.013554648696420665
B: Det Radikale Venstre,Frederikshavn,2022,0.007895481944216045
B: Det Radikale Venstre,Vesthimmerlands,2022,0.009531611815115325
B: Det Radikale Venstre,Læsø,2022,0.006921951219512189
B: Det Radikale Venstre,Rebild,2022,0.02587845669128657
B: Det Radikale Venstre,Mariagerfjord,2022,0.012835805019895863
B: Det Radikale Venstre,Jammerbugt,2022,0.009385728390998471
B: Det Radikale Venstre,Aalborg,2022,0.03394030425392053
B: Det Radikale Venstre,Hjørring,2022,0.012863137726350508
C: Det Konservative Folkeparti,Copenhagen,2022,0.035512228321143216
C: Det Konservative Folkeparti,Frederiksberg,2022,0.07434667325631673
C: Det Konservative Folkeparti,Ballerup,2022,0.037646118184087515
C: Det Konservative Folkeparti,Brøndby,2022,0.028285322516140035
C: Det Konservative Folkeparti,Dragør,2022,0.10332470097662672
C: Det Konservative Folkeparti,Gentofte,2022,0.13060805665041084
C: Det Konservative Folkeparti,Gladsaxe,2022,0.03998618431560447
C: Det Konservative Folkeparti,Glostrup,2022,0.03862433209071134
C: Det Konservative Folkeparti,Herlev,2022,0.047186717711826844
C: Det Konservative Folkeparti,Albertslund,2022,0.027996742528902784
C: Det Konservative Folkeparti,Hvidovre,2022,0.037426958206476596
C: Det Konservative Folkeparti,Høje-Taastrup,2022,0.06911553077710773
C: Det Konservative Folkeparti,Lyngby-Taarbæk,2022,0.09078409123970785
C: Det Konservative Folkeparti,Rødovre,2022,0.036464880610848745
C: Det Konservative Folkeparti,Ishøj,2022,0.025650826946349268
C: Det Konservative Folkeparti,Tårnby,2022,0.03578209706216516
C: Det Konservative Folkeparti,Vallensbæk,2022,0.08945783866057838
C: Det Konservative Folkeparti,Furesø,2022,0.07365778914555186
C: Det Konservative Folkeparti,Allerød,2022,0.08067646916857724
C: Det Konservative Folkeparti,Fredensborg,2022,0.06874916205729377
C: Det Konservative Folkeparti,Helsingør,2022,0.06299918296415415
C: Det Konservative Folkeparti,Hillerød,2022,0.05600290589420342
C: Det Konservative Folkeparti,Hørsholm,2022,0.11763147018548488
C: Det Konservative Folkeparti,Rudersdal,2022,0.11236913771275842
C: Det Konservative Folkeparti,Egedal,2022,0.054268481931173146
C: Det Konservative Folkeparti,Frederikssund,2022,0.042200995879120844
C: Det Konservative Folkeparti,Greve,2022,0.04063879362927819
C: Det Konservative Folkeparti,Køge,2022,0.04422944184064763
C: Det Konservative Folkeparti,Halsnæs,2022,0.03317910886493727
C: Det Konservative Folkeparti,Roskilde,2022,0.046546779265750286
C: Det Konservative Folkeparti,Solrød,2022,0.049842831978319777
C: Det Konservative Folkeparti,Gribskov,2022,0.0489192835078731
C: Det Konservative Folkeparti,Odsherred,2022,0.02595821341805268
C: Det Konservative Folkeparti,Holbæk,2022,0.031418591738497675
C: Det Konservative Folkeparti,Faxe,2022,0.033603743646408765
C: Det Konservative Folkeparti,Kalundborg,2022,0.024908969089390106
C: Det Konservative Folkeparti,Ringsted,2022,0.06943820500481229
C: Det Konservative Folkeparti,Slagelse,2022,0.030025575279421353
C: Det Konservative Folkeparti,Stevns,2022,0.04728646447255143
C: Det Konservative Folkeparti,Sorø,2022,0.043354352
C: Det Konservative Folkeparti,Lejre,2022,0.03790985946063262
C: Det Konservative Folkeparti,Lolland,2022,0.022981362097077573
C: Det Konservative Folkeparti,Næstved,2022,0.044333621434744966
C: Det Konservative Folkeparti,Guldborgsund,2022,0.03172816205008239
C: Det Konservative Folkeparti,Vordingborg,2022,0.030476135413764274
C: Det Konservative Folkeparti,Bornholm,2022,0.030484644392182268
C: Det Konservative Folkeparti,Middelfart,2022,0.04331895304742166
C: Det Konservative Folkeparti,Christiansø,2022,0.07842372881355933
C: Det Konservative Folkeparti,Assens,2022,0.0363709757344555
C: Det Konservative Folkeparti,Faaborg-Midtfyn,2022,0.03819791506975314
C: Det Konservative Folkeparti,Kerteminde,2022,0.058389704149757804
C: Det Konservative Folkeparti,Nyborg,2022,0.033863882294757584
C: Det Konservative Folkeparti,Odense,2022,0.05044418934605958
C: Det Konservative Folkeparti,Svendborg,2022,0.034905441063936435
C: Det Konservative Folkeparti,Nordfyns,2022,0.03800241790557095
C: Det Konservative Folkeparti,Langeland,2022,0.025930700447093856
C: Det Konservative Folkeparti,Ærø,2022,0.05681745426829267
C: Det Konservative Folkeparti,Haderslev,2022,0.035403455893478576
C: Det Konservative Folkeparti,Billund,2022,0.03199496818594987
C: Det Konservative Folkeparti,Sønderborg,2022,0.03107856879380298
C: Det Konservative Folkeparti,Tønder,2022,0.037734100692494825
C: Det Konservative Folkeparti,Esbjerg,2022,0.03945966609364526
C: Det Konservative Folkeparti,Fanø,2022,0.0705619694397283
C: Det Konservative Folkeparti,Varde,2022,0.044408049226675496
C: Det Konservative Folkeparti,Vejen,2022,0.04158743288924238
C: Det Konservative Folkeparti,Aabenraa,2022,0.03814800642704117
C: Det Konservative Folkeparti,Fredericia,2022,0.03821060240963854
C: Det Konservative Folkeparti,Horsens,2022,0.04050253792137419
C: Det Konservative Folkeparti,Kolding,2022,0.04557514329350455
C: Det Konservative Folkeparti,Vejle,2022,0.04539601111331606
C: Det Konservative Folkeparti,Herning,2022,0.05640993994768441
C: Det Konservative Folkeparti,Holstebro,2022,0.04427793535620051
C: Det Konservative Folkeparti,Lemvig,2022,0.04911400143277875
C: Det Konservative Folkeparti,Struer,2022,0.04810907441016328
C: Det Konservative Folkeparti,Syddjurs,2022,0.03620011414710707
C: Det Konservative Folkeparti,Norddjurs,2022,0.025392602377807067
C: Det Konservative Folkeparti,Favrskov,2022,0.05501578391229691
C: Det Konservative Folkeparti,Odder,2022,0.04376164691864696
C: Det Konservative Folkeparti,Randers,2022,0.03023385181607734
C: Det Konservative Folkeparti,Silkeborg,2022,0.063815494962237
C: Det Konservative Folkeparti,Samsø,2022,0.1415608108108108
C: Det Konservative Folkeparti,Skanderborg,2022,0.04406718356462045
C: Det Konservative Folkeparti,Aarhus,2022,0.04063114024692903
C: Det Konservative Folkeparti,Ikast-Brande,2022,0.06039131007241598
C: Det Konservative Folkeparti,Ringkøbing-Skjern,2022,0.05391972497282046
C: Det Konservative Folkeparti,Hedensted,2022,0.03719271982243462
C: Det Konservative Folkeparti,Morsø,2022,0.024313187332598005
C: Det Konservative Folkeparti,Skive,2022,0.04727407251560414
C: Det Konservative Folkeparti,Thisted,2022,0.03801782647651757
C: Det Konservative Folkeparti,Viborg,2022,0.13509252101831415
C: Det Konservative Folkeparti,Brønderslev,2022,0.034130680512593846
C: Det Konservative Folkeparti,Frederikshavn,2022,0.030631755164666517
C: Det Konservative Folkeparti,Vesthimmerlands,2022,0.044832482450542374
C: Det Konservative Folkeparti,Læsø,2022,0.05191463414634141
C: Det Konservative Folkeparti,Rebild,2022,0.04633519446309585
C: Det Konservative Folkeparti,Mariagerfjord,2022,0.04215649678604223
C: Det Konservative Folkeparti,Jammerbugt,2022,0.029029464763236854
C: Det Konservative Folkeparti,Aalborg,2022,0.035661170062916636
C: Det Konservative Folkeparti,Hjørring,2022,0.044257560047085885
F: SF - Socialistisk Folkeparti,Copenhagen,2022,0.10008395883930195
F: SF - Socialistisk Folkeparti,Frederiksberg,2022,0.08979954284302213
F: SF - Socialistisk Folkeparti,Ballerup,2022,0.08016026889197958
F: SF - Socialistisk Folkeparti,Brøndby,2022,0.06565308804204992
F: SF - Socialistisk Folkeparti,Dragør,2022,0.062092296718972845
F: SF - Socialistisk Folkeparti,Gentofte,2022,0.054809094350546636
F: SF - Socialistisk Folkeparti,Gladsaxe,2022,0.0968529627854975
F: SF - Socialistisk Folkeparti,Glostrup,2022,0.06590709847778811
F: SF - Socialistisk Folkeparti,Herlev,2022,0.07596908181990757
F: SF - Socialistisk Folkeparti,Albertslund,2022,0.10754846215371187
F: SF - Socialistisk Folkeparti,Hvidovre,2022,0.09246826044838079
F: SF - Socialistisk Folkeparti,Høje-Taastrup,2022,0.06640157014449874
F: SF - Socialistisk Folkeparti,Lyngby-Taarbæk,2022,0.09284968432690345
F: SF - Socialistisk Folkeparti,Rødovre,2022,0.0843830162863574
F: SF - Socialistisk Folkeparti,Ishøj,2022,0.05838545784590559
F: SF - Socialistisk Folkeparti,Tårnby,2022,0.06862736162960559
F: SF - Socialistisk Folkeparti,Vallensbæk,2022,0.061350825430277416
F: SF - Socialistisk Folkeparti,Furesø,2022,0.08074232275597473
F: SF - Socialistisk Folkeparti,Allerød,2022,0.0802337999275974
F: SF - Socialistisk Folkeparti,Fredensborg,2022,0.06882011062494836
F: SF - Socialistisk Folkeparti,Helsingør,2022,0.06453892203143638
F: SF - Socialistisk Folkeparti,Hillerød,2022,0.08186865480296694
F: SF - Socialistisk Folkeparti,Hørsholm,2022,0.035796041329515665
F: SF - Socialistisk Folkeparti,Rudersdal,2022,0.058426884231256145
F: SF - Socialistisk Folkeparti,Egedal,2022,0.07349121704145407
F: SF - Socialistisk Folkeparti,Frederikssund,2022,0.06499823489010982
F: SF - Socialistisk Folkeparti,Greve,2022,0.05630195865808194
F: SF - Socialistisk Folkeparti,Køge,2022,0.1214053046442266
F: SF - Socialistisk Folkeparti,Halsnæs,2022,0.06942483626424631
F: SF - Socialistisk Folkeparti,Roskilde,2022,0.1079805554574043
F: SF - Socialistisk Folkeparti,Solrød,2022,0.0739315514905149
F: SF - Socialistisk Folkeparti,Gribskov,2022,0.056335154072176555
F: SF - Socialistisk Folkeparti,Odsherred,2022,0.0720417678938516
F: SF - Socialistisk Folkeparti,Holbæk,2022,0.09809416097615581
F: SF - Socialistisk Folkeparti,Faxe,2022,0.07633216795580107
F: SF - Socialistisk Folkeparti,Kalundborg,2022,0.06293648120300752
F: SF - Socialistisk Folkeparti,Ringsted,2022,0.07875259865255045
F: SF - Socialistisk Folkeparti,Slagelse,2022,0.0637008547008547
F: SF - Socialistisk Folkeparti,Stevns,2022,0.0854988874908946
F: SF - Socialistisk Folkeparti,Sorø,2022,0.0854112053333333
F: SF - Socialistisk Folkeparti,Lejre,2022,0.11849236529383035
F: SF - Socialistisk Folkeparti,Lolland,2022,0.04901392198670513
F: SF - Socialistisk Folkeparti,Næstved,2022,0.071641601843849
F: SF - Socialistisk Folkeparti,Guldborgsund,2022,0.06647701898027539
F: SF - Socialistisk Folkeparti,Vordingborg,2022,0.08483584563945386
F: SF - Socialistisk Folkeparti,Bornholm,2022,0.052363417403292464
F: SF - Socialistisk Folkeparti,Middelfart,2022,0.06371425778959301
F: SF - Socialistisk Folkeparti,Christiansø,2022,0.12547796610169487
F: SF - Socialistisk Folkeparti,Assens,2022,0.05518698234160531
F: SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2022,0.061038709182891275
F: SF - Socialistisk Folkeparti,Kerteminde,2022,0.05648630056290083
F: SF - Socialistisk Folkeparti,Nyborg,2022,0.06408024727992087
F: SF - Socialistisk Folkeparti,Odense,2022,0.07961015090932536
F: SF - Socialistisk Folkeparti,Svendborg,2022,0.07283348286144017
F: SF - Socialistisk Folkeparti,Nordfyns,2022,0.04966016446114464
F: SF - Socialistisk Folkeparti,Langeland,2022,0.0555222056631892
F: SF - Socialistisk Folkeparti,Ærø,2022,0.05081410060975606
F: SF - Socialistisk Folkeparti,Haderslev,2022,0.04058322287789375
F: SF - Socialistisk Folkeparti,Billund,2022,0.026653389170237563
F: SF - Socialistisk Folkeparti,Sønderborg,2022,0.038430284028033904
F: SF - Socialistisk Folkeparti,Tønder,2022,0.04122728804042672
F: SF - Socialistisk Folkeparti,Esbjerg,2022,0.053833577110224004
F: SF - Socialistisk Folkeparti,Fanø,2022,0.08398408319185058
F: SF - Socialistisk Folkeparti,Varde,2022,0.03360303342757352
F: SF - Socialistisk Folkeparti,Vejen,2022,0.040412646649433254
F: SF - Socialistisk Folkeparti,Aabenraa,2022,0.03560154129969053
F: SF - Socialistisk Folkeparti,Fredericia,2022,0.05428394659719957
F: SF - Socialistisk Folkeparti,Horsens,2022,0.05443393479182405
F: SF - Socialistisk Folkeparti,Kolding,2022,0.061644556643607906
F: SF - Socialistisk Folkeparti,Vejle,2022,0.05937140305616191
F: SF - Socialistisk Folkeparti,Herning,2022,0.04492368198062112
F: SF - Socialistisk Folkeparti,Holstebro,2022,0.05638151110378184
F: SF - Socialistisk Folkeparti,Lemvig,2022,0.04669968956459442
F: SF - Socialistisk Folkeparti,Struer,2022,0.055351300665456744
F: SF - Socialistisk Folkeparti,Syddjurs,2022,0.06833726189626882
F: SF - Socialistisk Folkeparti,Norddjurs,2022,0.04267965653896957
F: SF - Socialistisk Folkeparti,Favrskov,2022,0.06485979395060094
F: SF - Socialistisk Folkeparti,Odder,2022,0.08763937247633548
F: SF - Socialistisk Folkeparti,Randers,2022,0.052714382067380494
F: SF - Socialistisk Folkeparti,Silkeborg,2022,0.07121724807141817
F: SF - Socialistisk Folkeparti,Samsø,2022,0.09425878378378376
F: SF - Socialistisk Folkeparti,Skanderborg,2022,0.08328963158674499
F: SF - Socialistisk Folkeparti,Aarhus,2022,0.09804420754202302
F: SF - Socialistisk Folkeparti,Ikast-Brande,2022,0.03701737985516787
F: SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2022,0.039759498134163865
F: SF - Socialistisk Folkeparti,Hedensted,2022,0.03560379033634963
F: SF - Socialistisk Folkeparti,Morsø,2022,0.03037501181660623
F: SF - Socialistisk Folkeparti,Skive,2022,0.05254967038361737
F: SF - Socialistisk Folkeparti,Thisted,2022,0.03426336892406479
F: SF - Socialistisk Folkeparti,Viborg,2022,0.06342566677337282
F: SF - Socialistisk Folkeparti,Brønderslev,2022,0.041039421122403844
F: SF - Socialistisk Folkeparti,Frederikshavn,2022,0.03330128774179406
F: SF - Socialistisk Folkeparti,Vesthimmerlands,2022,0.06355663688576899
F: SF - Socialistisk Folkeparti,Læsø,2022,0.04222390243902435
F: SF - Socialistisk Folkeparti,Rebild,2022,0.05307817261505086
F: SF - Socialistisk Folkeparti,Mariagerfjord,2022,0.040716069788797014
F: SF - Socialistisk Folkeparti,Jammerbugt,2022,0.03492607479326939
F: SF - Socialistisk Folkeparti,Aalborg,2022,0.0587570006573387
F: SF - Socialistisk Folkeparti,Hjørring,2022,0.0400535101560347
