municipality,party,point_estimate,lower_quartile,median,upper_quartile,sd_draws,n_distinct_draws
Aarhus,Å: Alternativet,0.03617181612660136,2.4199473417409054e-4,3.2094004723705284e-4,3.908862820439474e-4,1.2607225095040195e-4,250
Aarhus,Did not vote,0.03466465712132628,0.8613524464603903,0.8736942298409478,0.8843612425183287,0.016662317854029156,250
Aarhus,D: Nye Borgerlige,0.0218538055764883,1.4620515189684634e-4,1.939012785390528e-4,2.361604620682183e-4,7.616865161586789e-5,250
Aarhus,O: Dansk Folkeparti,0.015825169555388086,1.0587269620116457e-4,1.4041127066621064e-4,1.7101274839422716e-4,5.515660979080086e-5,250
Aarhus,Voted blank,0.01281085154483798,8.570646835332366e-5,1.1366626672978957e-4,1.3843889155723134e-4,4.465058887826736e-5,250
Aarhus,Q: Frie Grønne,0.005275056518462703,3.5290898733721514e-5,4.68037568887369e-5,5.700424946474237e-5,1.838553659693362e-5,250
Aarhus,K: Kristendemokraterne,0.00452147701582517,3.0249341771761318e-5,4.0117505904631605e-5,4.886078525549343e-5,1.5759031368800243e-5,250
Aarhus,Another party,0.0011303692539562924,7.562335442940329e-6,1.0029376476157905e-5,1.2215196313873361e-5,3.939757842200062e-6,250
Aarhus,Independent candidate,0.0011303692539562924,7.562335442940329e-6,1.0029376476157905e-5,1.2215196313873361e-5,3.939757842200062e-6,250
Albertslund,A: Socialdemokratiet,0.25734740015071583,0.13674253049037635,0.15271073616410213,0.16826324667614467,0.02203702192996333,250
Albertslund,V: Venstre,0.12622456669178583,1.5258829279811252e-8,3.167913804374113e-8,7.308963610868399e-8,8.684530537570096e-8,250
Albertslund,F: SF - Socialistisk Folkeparti,0.10587792012057269,3.890795140238166e-6,7.1351633184662315e-6,1.3323813312068437e-5,1.4198113016270769e-5,250
Albertslund,M: Moderaterne,0.09645817633760365,9.083988597694693e-7,1.7921358996932163e-6,2.944319803082623e-6,4.48709521939047e-6,250
Albertslund,I: Liberal Alliance,0.06066314996232103,1.7553060900003858e-6,3.1491971775935703e-6,5.979960978149377e-6,6.479186178979826e-6,250
Albertslund,Æ: Danmarksdemokraterne,0.05764883195177095,1.8697985675286375e-7,5.07522884679223e-7,1.130536346336275e-6,3.0983694743994487e-6,250
Albertslund,Ø: Enhedslisten,0.05764883195177095,3.2444206410401087e-6,5.77983635534435e-6,1.0580571549512932e-5,1.1433377455361585e-5,250
Albertslund,C: Det Konservative Folkeparti,0.056895252449133404,2.882165368008409e-6,5.5675414427808854e-6,1.1850599264382375e-5,1.776559685763875e-5,250
Albertslund,B: Det Radikale Venstre,0.0478522984174831,2.6268321434666154e-6,4.69109633101213e-6,8.90376807932278e-6,8.178083764343264e-6,250
Albertslund,Å: Alternativet,0.036171816126601336,1.985636895848781e-6,3.5460255730485366e-6,6.730407367047144e-6,6.181858593519314e-6,250
Albertslund,Did not vote,0.034664657121326284,0.8317155715581543,0.8472336506841236,0.8632116540210006,0.0220438302169313,250
Albertslund,D: Nye Borgerlige,0.021853805576488326,1.1996556245753066e-6,2.1423904503834932e-6,4.066287784257648e-6,3.7348729002512545e-6,250
Albertslund,O: Dansk Folkeparti,0.0158251695553881,8.687161419338419e-7,1.5513861882087364e-6,2.9445532230831236e-6,2.7045631346647025e-6,250
Albertslund,Voted blank,0.012810851544837989,7.0324640061311e-7,1.255884057121358e-6,2.383685942495861e-6,2.189408251871425e-6,250
Albertslund,Q: Frie Grønne,0.005275056518462701,2.895720473112807e-7,5.17128729402912e-7,9.81517741027708e-7,9.015210448882335e-7,250
Albertslund,K: Kristendemokraterne,0.004521477015825169,2.482046119810977e-7,4.432531966310672e-7,8.41300920880893e-7,7.727323241899145e-7,250
Albertslund,Another party,0.0011303692539562926,6.205115299527442e-8,1.108132991577668e-7,2.1032523022022329e-7,1.9318308104747865e-7,250
Albertslund,Independent candidate,0.0011303692539562926,6.205115299527442e-8,1.108132991577668e-7,2.1032523022022329e-7,1.9318308104747865e-7,250
Allerød,A: Socialdemokratiet,0.25734740015071583,0.0868531076269295,0.1055776786091697,0.1202783900227146,0.025974320800357432,250
