,Unnamed: 0,municipality,origin,education,age_group,gender,year,N
59965,9732514,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Women,2024,44
59966,9732515,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Men,2024,53
59967,9732517,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Women,2024,60
59968,9732518,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Men,2024,58
59969,9732520,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Women,2024,53
59970,9732521,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Men,2024,50
59971,9732523,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Women,2024,14
59972,9732524,Rudersdal,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Men,2024,36
59973,9732529,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,15-19,Women,2024,17
59974,9732530,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,15-19,Men,2024,15
59975,9732532,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,20-24,Women,2024,25
59976,9732533,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,20-24,Men,2024,14
59977,9732535,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,25-29,Women,2024,7
59978,9732536,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,25-29,Men,2024,6
59979,9732538,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,30-34,Women,2024,3
59980,9732539,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,30-34,Men,2024,1
59981,9732541,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,35-39,Women,2024,3
59982,9732542,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,35-39,Men,2024,1
59983,9732544,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,40-44,Men,2024,2
59984,9732546,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,50-54,Men,2024,2
59985,9732548,Rudersdal,Persons of Danish origin,H2030 International upper secondary education,60-64,Women,2024,1
59986,9732553,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),15-19,Women,2024,5
59987,9732554,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),15-19,Men,2024,4
59988,9732556,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),20-24,Women,2024,25
59989,9732557,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),20-24,Men,2024,59
59990,9732559,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),25-29,Women,2024,55
59991,9732560,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),25-29,Men,2024,127
59992,9732562,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),30-34,Women,2024,71
59993,9732563,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),30-34,Men,2024,134
59994,9732565,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),35-39,Women,2024,109
59995,9732566,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),35-39,Men,2024,147
59996,9732568,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Women,2024,125
59997,9732569,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Men,2024,147
59998,9732571,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Women,2024,196
59999,9732572,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Men,2024,247
60000,9732574,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Women,2024,304
60001,9732575,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Men,2024,309
60002,9732577,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Women,2024,405
60003,9732578,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Men,2024,382
60004,9732580,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Women,2024,416
60005,9732581,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Men,2024,383
60006,9732583,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Women,2024,284
60007,9732584,Rudersdal,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Men,2024,308
60309,9741184,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Women,2024,45
60310,9741185,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Men,2024,14
60311,9741187,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Women,2024,503
60312,9741188,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Men,2024,234
60313,9741190,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Women,2024,645
60314,9741191,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Men,2024,373
60315,9741193,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Women,2024,617
60316,9741194,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Men,2024,310
60317,9741196,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Women,2024,582
60318,9741197,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Men,2024,333
60319,9741199,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Women,2024,776
60320,9741200,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Men,2024,365
60321,9741202,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Women,2024,853
60322,9741203,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Men,2024,436
60323,9741205,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Women,2024,798
60324,9741206,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Men,2024,461
60325,9741208,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Women,2024,697
60326,9741209,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Men,2024,349
60327,9741211,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Women,2024,665
60328,9741212,Roskilde,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Men,2024,265
60457,9741440,Solrød,Persons of Danish origin,H40 Short cycle higher education,20-24,Women,2024,6
60458,9741441,Solrød,Persons of Danish origin,H40 Short cycle higher education,20-24,Men,2024,10
60459,9741443,Solrød,Persons of Danish origin,H40 Short cycle higher education,25-29,Women,2024,27
60460,9741444,Solrød,Persons of Danish origin,H40 Short cycle higher education,25-29,Men,2024,43
60461,9741446,Solrød,Persons of Danish origin,H40 Short cycle higher education,30-34,Women,2024,52
60462,9741447,Solrød,Persons of Danish origin,H40 Short cycle higher education,30-34,Men,2024,59
60463,9741449,Solrød,Persons of Danish origin,H40 Short cycle higher education,35-39,Women,2024,48
60464,9741450,Solrød,Persons of Danish origin,H40 Short cycle higher education,35-39,Men,2024,66
60465,9741452,Solrød,Persons of Danish origin,H40 Short cycle higher education,40-44,Women,2024,49
60466,9741453,Solrød,Persons of Danish origin,H40 Short cycle higher education,40-44,Men,2024,68
60467,9741455,Solrød,Persons of Danish origin,H40 Short cycle higher education,45-49,Women,2024,71
60468,9741456,Solrød,Persons of Danish origin,H40 Short cycle higher education,45-49,Men,2024,88
60469,9741458,Solrød,Persons of Danish origin,H40 Short cycle higher education,50-54,Women,2024,84
60470,9741459,Solrød,Persons of Danish origin,H40 Short cycle higher education,50-54,Men,2024,94
60471,9741461,Solrød,Persons of Danish origin,H40 Short cycle higher education,55-59,Women,2024,54
60472,9741462,Solrød,Persons of Danish origin,H40 Short cycle higher education,55-59,Men,2024,69
60473,9741464,Solrød,Persons of Danish origin,H40 Short cycle higher education,60-64,Women,2024,37
60474,9741465,Solrød,Persons of Danish origin,H40 Short cycle higher education,60-64,Men,2024,55
60475,9741467,Solrød,Persons of Danish origin,H40 Short cycle higher education,65-69,Women,2024,24
60476,9741468,Solrød,Persons of Danish origin,H40 Short cycle higher education,65-69,Men,2024,30
60587,9741682,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Women,2024,7
60588,9741683,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Men,2024,4
60589,9741685,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Women,2024,96
60590,9741686,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Men,2024,44
60591,9741688,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Women,2024,205
60592,9741689,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Men,2024,84
60593,9741691,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Women,2024,197
60594,9741692,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Men,2024,91
60595,9741694,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Women,2024,158
60596,9741695,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Men,2024,105
60597,9741697,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Women,2024,193
60598,9741698,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Men,2024,99
60599,9741700,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Women,2024,165
60600,9741701,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Men,2024,94
60601,9741703,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Women,2024,171
60602,9741704,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Men,2024,107
60603,9741706,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Women,2024,135
60604,9741707,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Men,2024,67
60605,9741709,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Women,2024,110
60606,9741710,Solrød,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Men,2024,51
60797,9745178,Gribskov,Persons of Danish origin,H40 Short cycle higher education,20-24,Women,2024,6
60798,9745179,Gribskov,Persons of Danish origin,H40 Short cycle higher education,20-24,Men,2024,8
60799,9745181,Gribskov,Persons of Danish origin,H40 Short cycle higher education,25-29,Women,2024,36
60800,9745182,Gribskov,Persons of Danish origin,H40 Short cycle higher education,25-29,Men,2024,26
60801,9745184,Gribskov,Persons of Danish origin,H40 Short cycle higher education,30-34,Women,2024,62
60802,9745185,Gribskov,Persons of Danish origin,H40 Short cycle higher education,30-34,Men,2024,41
60803,9745187,Gribskov,Persons of Danish origin,H40 Short cycle higher education,35-39,Women,2024,49
60804,9745188,Gribskov,Persons of Danish origin,H40 Short cycle higher education,35-39,Men,2024,41
60805,9745190,Gribskov,Persons of Danish origin,H40 Short cycle higher education,40-44,Women,2024,49
60806,9745191,Gribskov,Persons of Danish origin,H40 Short cycle higher education,40-44,Men,2024,57
60807,9745193,Gribskov,Persons of Danish origin,H40 Short cycle higher education,45-49,Women,2024,66
60808,9745194,Gribskov,Persons of Danish origin,H40 Short cycle higher education,45-49,Men,2024,66
60809,9745196,Gribskov,Persons of Danish origin,H40 Short cycle higher education,50-54,Women,2024,87
60810,9745197,Gribskov,Persons of Danish origin,H40 Short cycle higher education,50-54,Men,2024,127
60811,9745199,Gribskov,Persons of Danish origin,H40 Short cycle higher education,55-59,Women,2024,87
60812,9745200,Gribskov,Persons of Danish origin,H40 Short cycle higher education,55-59,Men,2024,103
60813,9745202,Gribskov,Persons of Danish origin,H40 Short cycle higher education,60-64,Women,2024,86
60814,9745203,Gribskov,Persons of Danish origin,H40 Short cycle higher education,60-64,Men,2024,100
60815,9745205,Gribskov,Persons of Danish origin,H40 Short cycle higher education,65-69,Women,2024,65
60816,9745206,Gribskov,Persons of Danish origin,H40 Short cycle higher education,65-69,Men,2024,87
60900,9745380,Odsherred,Persons of Danish origin,H40 Short cycle higher education,20-24,Women,2024,12
60901,9745381,Odsherred,Persons of Danish origin,H40 Short cycle higher education,20-24,Men,2024,5
60902,9745383,Odsherred,Persons of Danish origin,H40 Short cycle higher education,25-29,Women,2024,16
60903,9745384,Odsherred,Persons of Danish origin,H40 Short cycle higher education,25-29,Men,2024,16
60904,9745386,Odsherred,Persons of Danish origin,H40 Short cycle higher education,30-34,Women,2024,16
60905,9745387,Odsherred,Persons of Danish origin,H40 Short cycle higher education,30-34,Men,2024,31
60906,9745389,Odsherred,Persons of Danish origin,H40 Short cycle higher education,35-39,Women,2024,15
60907,9745390,Odsherred,Persons of Danish origin,H40 Short cycle higher education,35-39,Men,2024,25
60908,9745392,Odsherred,Persons of Danish origin,H40 Short cycle higher education,40-44,Women,2024,30
60909,9745393,Odsherred,Persons of Danish origin,H40 Short cycle higher education,40-44,Men,2024,30
60910,9745395,Odsherred,Persons of Danish origin,H40 Short cycle higher education,45-49,Women,2024,42
60911,9745396,Odsherred,Persons of Danish origin,H40 Short cycle higher education,45-49,Men,2024,31
60912,9745398,Odsherred,Persons of Danish origin,H40 Short cycle higher education,50-54,Women,2024,45
60913,9745399,Odsherred,Persons of Danish origin,H40 Short cycle higher education,50-54,Men,2024,59
60914,9745401,Odsherred,Persons of Danish origin,H40 Short cycle higher education,55-59,Women,2024,49
60915,9745402,Odsherred,Persons of Danish origin,H40 Short cycle higher education,55-59,Men,2024,69
60916,9745404,Odsherred,Persons of Danish origin,H40 Short cycle higher education,60-64,Women,2024,48
60917,9745405,Odsherred,Persons of Danish origin,H40 Short cycle higher education,60-64,Men,2024,73
60918,9745407,Odsherred,Persons of Danish origin,H40 Short cycle higher education,65-69,Women,2024,45
60919,9745408,Odsherred,Persons of Danish origin,H40 Short cycle higher education,65-69,Men,2024,64
61043,9745648,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Women,2024,8
61044,9745650,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Women,2024,89
61045,9745651,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Men,2024,26
61046,9745653,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Women,2024,129
61047,9745654,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Men,2024,41
61048,9745656,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Women,2024,138
61049,9745657,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Men,2024,46
61050,9745659,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Women,2024,175
61051,9745660,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Men,2024,56
61052,9745662,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Women,2024,196
61053,9745663,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Men,2024,56
61054,9745665,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Women,2024,220
61055,9745666,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Men,2024,91
61056,9745668,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Women,2024,214
61057,9745669,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Men,2024,91
61058,9745671,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Women,2024,301
61059,9745672,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Men,2024,95
61060,9745674,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Women,2024,308
61061,9745675,Odsherred,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Men,2024,107
61091,9745925,Holbæk,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Men,2024,2
61092,9745930,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Women,2024,1214
61093,9745931,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Men,2024,1417
61094,9745933,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Women,2024,137
61095,9745934,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Men,2024,250
61096,9745936,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Women,2024,92
61097,9745937,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Men,2024,182
61098,9745939,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Women,2024,126
61099,9745940,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Men,2024,219
61100,9745942,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Women,2024,112
61101,9745943,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Men,2024,198
61102,9745945,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Women,2024,72
61103,9745946,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Men,2024,144
61104,9745948,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Women,2024,68
61105,9745949,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Men,2024,139
61106,9745951,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Women,2024,94
61107,9745952,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Men,2024,248
61108,9745954,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Women,2024,137
61109,9745955,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Men,2024,274
61110,9745957,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Women,2024,165
61111,9745958,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Men,2024,287
61112,9745960,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Women,2024,238
61113,9745961,Holbæk,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Men,2024,290
61114,9745966,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Women,2024,606
61115,9745967,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Men,2024,657
61116,9745969,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Women,2024,241
61117,9745970,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Men,2024,353
61118,9745972,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Women,2024,172
61119,9745973,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Men,2024,223
61120,9745975,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Women,2024,98
61121,9745976,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Men,2024,159
61122,9745978,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Women,2024,102
61123,9745979,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Men,2024,144
61124,9745981,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Women,2024,111
61125,9745982,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Men,2024,156
61126,9745984,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Women,2024,139
61127,9745985,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Men,2024,190
61128,9745987,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Women,2024,177
61129,9745988,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Men,2024,229
61130,9745990,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,55-59,Women,2024,229
61131,9745991,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,55-59,Men,2024,301
61132,9745993,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,60-64,Women,2024,305
61133,9745994,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,60-64,Men,2024,293
61134,9745996,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,65-69,Women,2024,315
61135,9745997,Holbæk,Persons of Danish origin,H1030 Primary school 10th grade,65-69,Men,2024,214
61158,9746038,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",15-19,Women,2024,183
61159,9746039,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",15-19,Men,2024,102
61160,9746041,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",20-24,Women,2024,635
61161,9746042,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",20-24,Men,2024,393
61162,9746044,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Women,2024,184
61163,9746045,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Men,2024,144
61164,9746047,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Women,2024,71
61165,9746048,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Men,2024,88
61166,9746050,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",35-39,Women,2024,47
61167,9746051,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",35-39,Men,2024,41
61168,9746053,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",40-44,Women,2024,40
61169,9746054,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",40-44,Men,2024,43
61170,9746056,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",45-49,Women,2024,37
61171,9746057,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",45-49,Men,2024,57
61172,9746059,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",50-54,Women,2024,60
61173,9746060,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",50-54,Men,2024,51
61174,9746062,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Women,2024,69
61175,9746063,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Men,2024,86
61176,9746065,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Women,2024,61
61177,9746066,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Men,2024,65
61178,9746068,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Women,2024,63
61179,9746069,Holbæk,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Men,2024,69
61180,9746074,Holbæk,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Women,2024,33
61205,9749882,Kalundborg,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Women,2024,2
61206,9749883,Kalundborg,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Men,2024,2
61207,9749885,Kalundborg,Persons of Danish origin,H1010 Primary school through to 6th grade,20-24,Women,2024,1
61208,9749886,Kalundborg,Persons of Danish origin,H1010 Primary school through to 6th grade,20-24,Men,2024,1
61209,9749888,Kalundborg,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Women,2024,1
61210,9749890,Kalundborg,Persons of Danish origin,H1010 Primary school through to 6th grade,30-34,Women,2024,1
61211,9749895,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Women,2024,753
61212,9749896,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Men,2024,884
61213,9749898,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Women,2024,97
61214,9749899,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Men,2024,175
61215,9749901,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Women,2024,79
61216,9749902,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Men,2024,134
61217,9749904,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Women,2024,93
61218,9749905,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Men,2024,160
61219,9749907,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Women,2024,78
61220,9749908,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Men,2024,140
61221,9749910,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Women,2024,52
61222,9749911,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Men,2024,136
61223,9749913,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Women,2024,84
61224,9749914,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Men,2024,153
61225,9749916,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Women,2024,105
61226,9749917,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Men,2024,191
61227,9749919,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Women,2024,132
61228,9749920,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Men,2024,277
61229,9749922,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Women,2024,191
61230,9749923,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Men,2024,277
61231,9749925,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Women,2024,259
61232,9749926,Kalundborg,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Men,2024,277
61233,9749931,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Women,2024,352
61234,9749932,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Men,2024,377
61235,9749934,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Women,2024,137
61236,9749935,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Men,2024,271
61237,9749937,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Women,2024,98
61238,9749938,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Men,2024,145
61239,9749940,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Women,2024,86
61240,9749941,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Men,2024,129
61241,9749943,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Women,2024,87
61242,9749944,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Men,2024,107
61243,9749946,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Women,2024,92
61244,9749947,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Men,2024,116
61245,9749949,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Women,2024,99
61246,9749950,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Men,2024,136
61247,9749952,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Women,2024,165
61248,9749953,Kalundborg,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Men,2024,178
61508,9750420,Hørsholm,Persons of Danish origin,H70 Masters programs,20-24,Women,2024,1
61509,9750422,Hørsholm,Persons of Danish origin,H70 Masters programs,25-29,Women,2024,38
