,Unnamed: 0,municipality,origin,education,age_group,gender,year,N
44815,9517125,Ringsted,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Men,2024,42
44816,9517127,Ringsted,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Women,2024,15
44817,9517128,Ringsted,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Men,2024,41
44818,9517130,Ringsted,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Women,2024,32
44819,9517131,Ringsted,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Men,2024,25
44820,9517136,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Women,2024,11
44821,9517137,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Men,2024,25
44822,9517139,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",20-24,Women,2024,61
44823,9517140,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",20-24,Men,2024,128
44824,9517142,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",25-29,Women,2024,14
44825,9517143,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",25-29,Men,2024,37
44826,9517145,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",30-34,Women,2024,5
44827,9517146,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",30-34,Men,2024,21
44828,9517148,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",35-39,Women,2024,7
44829,9517149,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",35-39,Men,2024,11
45206,9530633,Assens,Persons of Danish origin,H90 Not stated,50-54,Men,2024,6
45207,9530635,Assens,Persons of Danish origin,H90 Not stated,55-59,Women,2024,3
45208,9530636,Assens,Persons of Danish origin,H90 Not stated,55-59,Men,2024,13
45209,9530638,Assens,Persons of Danish origin,H90 Not stated,60-64,Women,2024,15
45210,9530639,Assens,Persons of Danish origin,H90 Not stated,60-64,Men,2024,28
45211,9530641,Assens,Persons of Danish origin,H90 Not stated,65-69,Women,2024,30
45212,9530642,Assens,Persons of Danish origin,H90 Not stated,65-69,Men,2024,51
45539,9531541,Kerteminde,Persons of Danish origin,H90 Not stated,15-19,Women,2024,1
45540,9531543,Kerteminde,Persons of Danish origin,H90 Not stated,20-24,Women,2024,2
45541,9531544,Kerteminde,Persons of Danish origin,H90 Not stated,20-24,Men,2024,1
45542,9531546,Kerteminde,Persons of Danish origin,H90 Not stated,25-29,Women,2024,1
45543,9531548,Kerteminde,Persons of Danish origin,H90 Not stated,30-34,Women,2024,3
45544,9531549,Kerteminde,Persons of Danish origin,H90 Not stated,30-34,Men,2024,4
45545,9531551,Kerteminde,Persons of Danish origin,H90 Not stated,35-39,Women,2024,2
45546,9531552,Kerteminde,Persons of Danish origin,H90 Not stated,35-39,Men,2024,2
45547,9531554,Kerteminde,Persons of Danish origin,H90 Not stated,40-44,Women,2024,1
45548,9531555,Kerteminde,Persons of Danish origin,H90 Not stated,40-44,Men,2024,2
45549,9531557,Kerteminde,Persons of Danish origin,H90 Not stated,45-49,Men,2024,3
45550,9531559,Kerteminde,Persons of Danish origin,H90 Not stated,50-54,Women,2024,2
45551,9531560,Kerteminde,Persons of Danish origin,H90 Not stated,50-54,Men,2024,3
45552,9531562,Kerteminde,Persons of Danish origin,H90 Not stated,55-59,Women,2024,5
45553,9531563,Kerteminde,Persons of Danish origin,H90 Not stated,55-59,Men,2024,6
45554,9531565,Kerteminde,Persons of Danish origin,H90 Not stated,60-64,Women,2024,3
45555,9531566,Kerteminde,Persons of Danish origin,H90 Not stated,60-64,Men,2024,16
45556,9531568,Kerteminde,Persons of Danish origin,H90 Not stated,65-69,Women,2024,9
45557,9531569,Kerteminde,Persons of Danish origin,H90 Not stated,65-69,Men,2024,23
45662,9534956,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Women,2024,18
45663,9534957,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Men,2024,14
45664,9534959,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Women,2024,176
45665,9534960,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Men,2024,63
45666,9534962,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Women,2024,254
45667,9534963,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Men,2024,99
45668,9534965,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Women,2024,214
45669,9534966,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Men,2024,74
45670,9534968,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Women,2024,268
45671,9534969,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Men,2024,74
45672,9534971,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Women,2024,336
45673,9534972,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Men,2024,117
45674,9534974,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Women,2024,349
45675,9534975,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Men,2024,113
45676,9534977,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Women,2024,339
45677,9534978,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Men,2024,139
45678,9534980,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Women,2024,383
45679,9534981,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Men,2024,118
45680,9534983,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Women,2024,340
45681,9534984,Kalundborg,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Men,2024,131
45810,9535215,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",40-44,Women,2024,8
45811,9535216,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",40-44,Men,2024,22
45812,9535218,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",45-49,Women,2024,9
45813,9535219,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",45-49,Men,2024,22
45814,9535221,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Women,2024,26
45815,9535222,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Men,2024,21
45816,9535224,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Women,2024,27
45817,9535225,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Men,2024,20
45818,9535227,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Women,2024,20
45819,9535228,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Men,2024,13
45820,9535230,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Women,2024,8
45821,9535231,Ringsted,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Men,2024,7
45822,9535236,Ringsted,Persons of Danish origin,H2030 International upper secondary education,15-19,Women,2024,1
45823,9535237,Ringsted,Persons of Danish origin,H2030 International upper secondary education,15-19,Men,2024,1
45824,9535239,Ringsted,Persons of Danish origin,H2030 International upper secondary education,20-24,Women,2024,1
45825,9535240,Ringsted,Persons of Danish origin,H2030 International upper secondary education,20-24,Men,2024,2
45826,9535242,Ringsted,Persons of Danish origin,H2030 International upper secondary education,30-34,Women,2024,1
45827,9535243,Ringsted,Persons of Danish origin,H2030 International upper secondary education,30-34,Men,2024,1
45828,9535245,Ringsted,Persons of Danish origin,H2030 International upper secondary education,40-44,Men,2024,1
45829,9535247,Ringsted,Persons of Danish origin,H2030 International upper secondary education,50-54,Women,2024,1
45830,9535252,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),15-19,Women,2024,9
45831,9535253,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),15-19,Men,2024,7
45832,9535255,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),20-24,Women,2024,94
45833,9535256,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),20-24,Men,2024,180
45834,9535258,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),25-29,Women,2024,195
45835,9535259,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),25-29,Men,2024,300
45836,9535261,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),30-34,Women,2024,271
45837,9535262,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),30-34,Men,2024,372
45838,9535264,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),35-39,Women,2024,237
45839,9535265,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),35-39,Men,2024,389
45840,9535267,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Women,2024,247
45841,9535268,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Men,2024,358
45842,9535270,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Women,2024,411
45843,9535271,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Men,2024,511
45844,9535273,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Women,2024,451
45845,9535274,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Men,2024,541
45846,9535276,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Women,2024,567
45847,9535277,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Men,2024,621
45848,9535279,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Women,2024,483
45849,9535280,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Men,2024,471
45850,9535282,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Women,2024,305
45851,9535283,Ringsted,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Men,2024,409
46096,9549332,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,15-19,Women,2024,6
46097,9549333,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,15-19,Men,2024,5
46098,9549335,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,20-24,Men,2024,2
46099,9549337,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,25-29,Women,2024,1
46100,9549338,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,25-29,Men,2024,1
46101,9549340,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,30-34,Women,2024,6
46102,9549341,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,30-34,Men,2024,5
46103,9549343,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,35-39,Women,2024,7
46104,9549344,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,35-39,Men,2024,11
46105,9549346,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,40-44,Women,2024,1
46106,9549347,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,40-44,Men,2024,4
46107,9549349,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,45-49,Women,2024,2
46108,9549350,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,45-49,Men,2024,4
46109,9549352,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,50-54,Women,2024,4
46110,9549353,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,50-54,Men,2024,9
46111,9549355,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,55-59,Women,2024,10
46112,9549356,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,55-59,Men,2024,12
46113,9549358,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,60-64,Women,2024,17
46114,9549359,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,60-64,Men,2024,29
46115,9549361,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,65-69,Women,2024,26
46116,9549362,Faaborg-Midtfyn,Persons of Danish origin,H90 Not stated,65-69,Men,2024,47
46199,9550109,Kalundborg,Persons of Danish origin,H60 Bachelors programs,20-24,Women,2024,5
46200,9550110,Kalundborg,Persons of Danish origin,H60 Bachelors programs,20-24,Men,2024,6
46201,9550112,Kalundborg,Persons of Danish origin,H60 Bachelors programs,25-29,Women,2024,10
46202,9550113,Kalundborg,Persons of Danish origin,H60 Bachelors programs,25-29,Men,2024,12
46203,9550115,Kalundborg,Persons of Danish origin,H60 Bachelors programs,30-34,Women,2024,8
46204,9550116,Kalundborg,Persons of Danish origin,H60 Bachelors programs,30-34,Men,2024,9
46205,9550118,Kalundborg,Persons of Danish origin,H60 Bachelors programs,35-39,Women,2024,18
46206,9550119,Kalundborg,Persons of Danish origin,H60 Bachelors programs,35-39,Men,2024,12
46207,9550121,Kalundborg,Persons of Danish origin,H60 Bachelors programs,40-44,Women,2024,14
46208,9550122,Kalundborg,Persons of Danish origin,H60 Bachelors programs,40-44,Men,2024,9
46209,9550124,Kalundborg,Persons of Danish origin,H60 Bachelors programs,45-49,Women,2024,9
46210,9550125,Kalundborg,Persons of Danish origin,H60 Bachelors programs,45-49,Men,2024,16
46211,9550127,Kalundborg,Persons of Danish origin,H60 Bachelors programs,50-54,Women,2024,18
46212,9550128,Kalundborg,Persons of Danish origin,H60 Bachelors programs,50-54,Men,2024,8
46213,9550130,Kalundborg,Persons of Danish origin,H60 Bachelors programs,55-59,Women,2024,7
46214,9550131,Kalundborg,Persons of Danish origin,H60 Bachelors programs,55-59,Men,2024,9
46215,9550133,Kalundborg,Persons of Danish origin,H60 Bachelors programs,60-64,Women,2024,6
46216,9550134,Kalundborg,Persons of Danish origin,H60 Bachelors programs,60-64,Men,2024,6
46217,9550136,Kalundborg,Persons of Danish origin,H60 Bachelors programs,65-69,Women,2024,7
46218,9550137,Kalundborg,Persons of Danish origin,H60 Bachelors programs,65-69,Men,2024,4
46292,9550289,Kalundborg,Persons of Danish origin,H70 Masters programs,20-24,Women,2024,1
46293,9550290,Kalundborg,Persons of Danish origin,H70 Masters programs,20-24,Men,2024,1
46294,9550292,Kalundborg,Persons of Danish origin,H70 Masters programs,25-29,Women,2024,56
46295,9550293,Kalundborg,Persons of Danish origin,H70 Masters programs,25-29,Men,2024,55
46296,9550295,Kalundborg,Persons of Danish origin,H70 Masters programs,30-34,Women,2024,87
46297,9550296,Kalundborg,Persons of Danish origin,H70 Masters programs,30-34,Men,2024,56
46298,9550298,Kalundborg,Persons of Danish origin,H70 Masters programs,35-39,Women,2024,101
46299,9550299,Kalundborg,Persons of Danish origin,H70 Masters programs,35-39,Men,2024,61
46300,9550301,Kalundborg,Persons of Danish origin,H70 Masters programs,40-44,Women,2024,66
46301,9550302,Kalundborg,Persons of Danish origin,H70 Masters programs,40-44,Men,2024,33
46302,9550304,Kalundborg,Persons of Danish origin,H70 Masters programs,45-49,Women,2024,77
46303,9550305,Kalundborg,Persons of Danish origin,H70 Masters programs,45-49,Men,2024,45
46304,9550307,Kalundborg,Persons of Danish origin,H70 Masters programs,50-54,Women,2024,96
46305,9550308,Kalundborg,Persons of Danish origin,H70 Masters programs,50-54,Men,2024,61
46306,9550310,Kalundborg,Persons of Danish origin,H70 Masters programs,55-59,Women,2024,77
46307,9550311,Kalundborg,Persons of Danish origin,H70 Masters programs,55-59,Men,2024,61
46308,9550313,Kalundborg,Persons of Danish origin,H70 Masters programs,60-64,Women,2024,35
46309,9550314,Kalundborg,Persons of Danish origin,H70 Masters programs,60-64,Men,2024,45
46310,9550316,Kalundborg,Persons of Danish origin,H70 Masters programs,65-69,Women,2024,43
46311,9550317,Kalundborg,Persons of Danish origin,H70 Masters programs,65-69,Men,2024,57
46424,9553550,Ringsted,Persons of Danish origin,H40 Short cycle higher education,20-24,Women,2024,14
46425,9553551,Ringsted,Persons of Danish origin,H40 Short cycle higher education,20-24,Men,2024,15
46426,9553553,Ringsted,Persons of Danish origin,H40 Short cycle higher education,25-29,Women,2024,57
46427,9553554,Ringsted,Persons of Danish origin,H40 Short cycle higher education,25-29,Men,2024,58
46428,9553556,Ringsted,Persons of Danish origin,H40 Short cycle higher education,30-34,Women,2024,65
46429,9553557,Ringsted,Persons of Danish origin,H40 Short cycle higher education,30-34,Men,2024,57
46430,9553559,Ringsted,Persons of Danish origin,H40 Short cycle higher education,35-39,Women,2024,64
46431,9553560,Ringsted,Persons of Danish origin,H40 Short cycle higher education,35-39,Men,2024,62
46432,9553562,Ringsted,Persons of Danish origin,H40 Short cycle higher education,40-44,Women,2024,66
46433,9553563,Ringsted,Persons of Danish origin,H40 Short cycle higher education,40-44,Men,2024,60
46434,9553565,Ringsted,Persons of Danish origin,H40 Short cycle higher education,45-49,Women,2024,76
46435,9553566,Ringsted,Persons of Danish origin,H40 Short cycle higher education,45-49,Men,2024,75
46436,9553568,Ringsted,Persons of Danish origin,H40 Short cycle higher education,50-54,Women,2024,82
46437,9553569,Ringsted,Persons of Danish origin,H40 Short cycle higher education,50-54,Men,2024,106
46438,9553571,Ringsted,Persons of Danish origin,H40 Short cycle higher education,55-59,Women,2024,66
46439,9553572,Ringsted,Persons of Danish origin,H40 Short cycle higher education,55-59,Men,2024,87
46440,9553574,Ringsted,Persons of Danish origin,H40 Short cycle higher education,60-64,Women,2024,53
46441,9553575,Ringsted,Persons of Danish origin,H40 Short cycle higher education,60-64,Men,2024,55
46442,9553577,Ringsted,Persons of Danish origin,H40 Short cycle higher education,65-69,Women,2024,53
46443,9553578,Ringsted,Persons of Danish origin,H40 Short cycle higher education,65-69,Men,2024,53
46808,9568682,Kalundborg,Persons of Danish origin,H90 Not stated,15-19,Women,2024,1
46809,9568684,Kalundborg,Persons of Danish origin,H90 Not stated,20-24,Women,2024,3
46810,9568685,Kalundborg,Persons of Danish origin,H90 Not stated,20-24,Men,2024,1
46811,9568687,Kalundborg,Persons of Danish origin,H90 Not stated,25-29,Women,2024,2
46812,9568688,Kalundborg,Persons of Danish origin,H90 Not stated,25-29,Men,2024,1
46813,9568690,Kalundborg,Persons of Danish origin,H90 Not stated,30-34,Women,2024,5
46814,9568691,Kalundborg,Persons of Danish origin,H90 Not stated,30-34,Men,2024,17
46815,9568693,Kalundborg,Persons of Danish origin,H90 Not stated,35-39,Women,2024,10
46816,9568694,Kalundborg,Persons of Danish origin,H90 Not stated,35-39,Men,2024,27
46817,9568696,Kalundborg,Persons of Danish origin,H90 Not stated,40-44,Women,2024,5
46818,9568697,Kalundborg,Persons of Danish origin,H90 Not stated,40-44,Men,2024,12
46819,9568699,Kalundborg,Persons of Danish origin,H90 Not stated,45-49,Men,2024,5
46820,9568701,Kalundborg,Persons of Danish origin,H90 Not stated,50-54,Women,2024,5
46821,9568702,Kalundborg,Persons of Danish origin,H90 Not stated,50-54,Men,2024,14
46822,9568704,Kalundborg,Persons of Danish origin,H90 Not stated,55-59,Women,2024,7
46823,9568705,Kalundborg,Persons of Danish origin,H90 Not stated,55-59,Men,2024,20
46824,9568707,Kalundborg,Persons of Danish origin,H90 Not stated,60-64,Women,2024,20
46825,9568708,Kalundborg,Persons of Danish origin,H90 Not stated,60-64,Men,2024,39
46826,9568710,Kalundborg,Persons of Danish origin,H90 Not stated,65-69,Women,2024,32
46827,9568711,Kalundborg,Persons of Danish origin,H90 Not stated,65-69,Men,2024,53
46869,9568788,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Women,2024,18
46870,9568789,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,20-24,Men,2024,7
46871,9568791,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Women,2024,176
46872,9568792,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,25-29,Men,2024,61
46873,9568794,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Women,2024,229
46874,9568795,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,30-34,Men,2024,136
46875,9568797,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Women,2024,219
46876,9568798,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,35-39,Men,2024,117
46877,9568800,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Women,2024,203
46878,9568801,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,40-44,Men,2024,100
46879,9568803,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Women,2024,238
46880,9568804,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,45-49,Men,2024,107
46881,9568806,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Women,2024,268
46882,9568807,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,50-54,Men,2024,107
46883,9568809,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Women,2024,247
46884,9568810,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,55-59,Men,2024,119
46885,9568812,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Women,2024,201
46886,9568813,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,60-64,Men,2024,80
46887,9568815,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Women,2024,173
46888,9568816,Ringsted,Persons of Danish origin,H50 Vocational bachelors educations,65-69,Men,2024,77
47041,9572183,Ringsted,Persons of Danish origin,H60 Bachelors programs,20-24,Women,2024,14
47042,9572184,Ringsted,Persons of Danish origin,H60 Bachelors programs,20-24,Men,2024,6
47043,9572186,Ringsted,Persons of Danish origin,H60 Bachelors programs,25-29,Women,2024,24
47044,9572187,Ringsted,Persons of Danish origin,H60 Bachelors programs,25-29,Men,2024,17
47045,9572189,Ringsted,Persons of Danish origin,H60 Bachelors programs,30-34,Women,2024,19
47046,9572190,Ringsted,Persons of Danish origin,H60 Bachelors programs,30-34,Men,2024,9
47047,9572192,Ringsted,Persons of Danish origin,H60 Bachelors programs,35-39,Women,2024,20
47048,9572193,Ringsted,Persons of Danish origin,H60 Bachelors programs,35-39,Men,2024,18
47049,9572195,Ringsted,Persons of Danish origin,H60 Bachelors programs,40-44,Women,2024,13
47050,9572196,Ringsted,Persons of Danish origin,H60 Bachelors programs,40-44,Men,2024,9
47051,9572198,Ringsted,Persons of Danish origin,H60 Bachelors programs,45-49,Women,2024,26
47052,9572199,Ringsted,Persons of Danish origin,H60 Bachelors programs,45-49,Men,2024,17
47053,9572201,Ringsted,Persons of Danish origin,H60 Bachelors programs,50-54,Women,2024,23
47054,9572202,Ringsted,Persons of Danish origin,H60 Bachelors programs,50-54,Men,2024,20
47055,9572204,Ringsted,Persons of Danish origin,H60 Bachelors programs,55-59,Women,2024,7
47056,9572205,Ringsted,Persons of Danish origin,H60 Bachelors programs,55-59,Men,2024,15
47057,9572207,Ringsted,Persons of Danish origin,H60 Bachelors programs,60-64,Women,2024,6
47058,9572208,Ringsted,Persons of Danish origin,H60 Bachelors programs,60-64,Men,2024,6
47059,9572210,Ringsted,Persons of Danish origin,H60 Bachelors programs,65-69,Women,2024,5
47060,9572211,Ringsted,Persons of Danish origin,H60 Bachelors programs,65-69,Men,2024,6
47094,9572538,Slagelse,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Women,2024,2
47095,9572539,Slagelse,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Men,2024,3
47096,9572541,Slagelse,Persons of Danish origin,H1010 Primary school through to 6th grade,20-24,Women,2024,1
47097,9572543,Slagelse,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Women,2024,1
47098,9572544,Slagelse,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Men,2024,3
47099,9572549,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Women,2024,1150
47100,9572550,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Men,2024,1404
47101,9572552,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Women,2024,196
47102,9572553,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Men,2024,365
47103,9572555,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Women,2024,143
47104,9572556,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Men,2024,296
47105,9572558,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Women,2024,182
47106,9572559,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Men,2024,251
47107,9572561,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Women,2024,110
47108,9572562,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Men,2024,219
47109,9572564,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Women,2024,88
47110,9572565,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Men,2024,194
47111,9572567,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Women,2024,113
47112,9572568,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Men,2024,209
47113,9572570,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Women,2024,164
47114,9572571,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Men,2024,293
47115,9572573,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Women,2024,168
47116,9572574,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Men,2024,313
47117,9572576,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Women,2024,244
47118,9572577,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Men,2024,395
47119,9572579,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Women,2024,343
47120,9572580,Slagelse,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Men,2024,346
47121,9572585,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Women,2024,511
47122,9572586,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Men,2024,549
47123,9572588,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Women,2024,228
47124,9572589,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Men,2024,428
47125,9572591,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Women,2024,216
47126,9572592,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Men,2024,291
47127,9572594,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Women,2024,129
47128,9572595,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Men,2024,216
47129,9572597,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Women,2024,147
47130,9572598,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Men,2024,176
47131,9572600,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Women,2024,124
47132,9572601,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Men,2024,166
47133,9572603,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Women,2024,150
47134,9572604,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Men,2024,225
47135,9572606,Slagelse,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Women,2024,191
