draw,predicted_vote_party,share
139,Danmarksdemokraterne (Æ),0.0595380755964855
139,Socialistisk Folkeparti (F),0.09565377971617033
139,Liberal Alliance (I),0.09660927182535314
139,Other,0.005901963924335604
140,Did not vote,0.04383734754850256
140,Socialdemokratiet (A),0.2645479653485424
140,Venstre (V),0.11026159539543885
140,Other - Right,0.10773740919424224
140,Other - Left,0.1310742870667857
140,Moderaterne (M),0.08477540027354394
140,Danmarksdemokraterne (Æ),0.059742152581563485
140,Socialistisk Folkeparti (F),0.09546227579507396
140,Liberal Alliance (I),0.09665818509601024
140,Other,0.005903381700296679
141,Did not vote,0.04359029328987442
141,Socialdemokratiet (A),0.26457281253922393
141,Venstre (V),0.11027603852135442
141,Other - Right,0.10774636469716278
141,Other - Left,0.13110521606605147
141,Moderaterne (M),0.08488795179318179
141,Danmarksdemokraterne (Æ),0.05953905358475024
141,Socialistisk Folkeparti (F),0.09545955135343667
141,Liberal Alliance (I),0.0969119800783674
141,Other,0.005910738076596887
142,Did not vote,0.04378687080634416
142,Socialdemokratiet (A),0.2645764467746983
142,Venstre (V),0.11024745545290991
142,Other - Right,0.10770662906984908
142,Other - Left,0.1311832518748799
142,Moderaterne (M),0.08479549718600807
142,Danmarksdemokraterne (Æ),0.059538225382859654
142,Socialistisk Folkeparti (F),0.0956009747794165
142,Liberal Alliance (I),0.09666118015930877
142,Other,0.005903468513725623
143,Did not vote,0.04334660591439788
143,Socialdemokratiet (A),0.2648694837498558
143,Venstre (V),0.11032997176992734
143,Other - Right,0.10776474515746871
143,Other - Left,0.13111581800720581
143,Moderaterne (M),0.084927145983081
143,Danmarksdemokraterne (Æ),0.059540855805553225
143,Socialistisk Folkeparti (F),0.09545889661263046
143,Liberal Alliance (I),0.09674070346286279
143,Other,0.005905773537017043
144,Did not vote,0.04370254994479846
144,Socialdemokratiet (A),0.26454054707273905
144,Venstre (V),0.11033664955208873
144,Other - Right,0.10783119823956139
144,Other - Left,0.13110072655331156
144,Moderaterne (M),0.08502388268915273
144,Danmarksdemokraterne (Æ),0.059539046661711795
144,Socialistisk Folkeparti (F),0.09546029310317293
144,Liberal Alliance (I),0.09656444168352844
144,Other,0.0059006644999348885
145,Did not vote,0.04338870558763062
145,Socialdemokratiet (A),0.26472117948704665
145,Venstre (V),0.11022863510515886
145,Other - Right,0.10771072693412345
145,Other - Left,0.13142567607639977
145,Moderaterne (M),0.08479335222977684
145,Danmarksdemokraterne (Æ),0.05953877012711968
145,Socialistisk Folkeparti (F),0.09546024764207742
145,Liberal Alliance (I),0.0968245042648951
145,Other,0.005908202545771603
146,Did not vote,0.04345811363216959
146,Socialdemokratiet (A),0.2646816434411254
146,Venstre (V),0.11042109820002077
146,Other - Right,0.10778250682349513
146,Other - Left,0.13119196979558828
146,Moderaterne (M),0.08484419706136592
146,Danmarksdemokraterne (Æ),0.059539170772840065
146,Socialistisk Folkeparti (F),0.09545836898858633
146,Liberal Alliance (I),0.09671782100737102
146,Other,0.005905110277437572
147,Did not vote,0.04373847165601037
147,Socialdemokratiet (A),0.26468464061993185
147,Venstre (V),0.11029031982937534
147,Other - Right,0.1076858465954049
147,Other - Left,0.13107297388893172
147,Moderaterne (M),0.08478722191311926
147,Danmarksdemokraterne (Æ),0.059538865745451086
147,Socialistisk Folkeparti (F),0.09546140228904118
147,Liberal Alliance (I),0.09683184222253827
147,Other,0.005908415240196043
148,Did not vote,0.043677737630763845
148,Socialdemokratiet (A),0.2647873016338556
148,Venstre (V),0.11024151574692803
148,Other - Right,0.10774875286954466
148,Other - Left,0.1310525507475797
148,Moderaterne (M),0.08485425215312982
148,Danmarksdemokraterne (Æ),0.05953912849025055
148,Socialistisk Folkeparti (F),0.09546187216413189
148,Liberal Alliance (I),0.09673138512358934
148,Other,0.005905503440226508
149,Did not vote,0.043688950320013895
149,Socialdemokratiet (A),0.264535214112643
149,Venstre (V),0.11031011550563972
149,Other - Right,0.1076300947929979
149,Other - Left,0.13113376386191578
149,Moderaterne (M),0.08488732368938347
149,Danmarksdemokraterne (Æ),0.05953950547543968
149,Socialistisk Folkeparti (F),0.095622536677448
149,Liberal Alliance (I),0.09674655249046944
149,Other,0.0059059430740491204
150,Did not vote,0.04392679765029138
150,Socialdemokratiet (A),0.2643384427585815
150,Venstre (V),0.11035735807391937
150,Other - Right,0.10776764560647743
150,Other - Left,0.13110638639400304
150,Moderaterne (M),0.08488137134141317
150,Danmarksdemokraterne (Æ),0.05953996291587603
150,Socialistisk Folkeparti (F),0.09546200062459938
150,Liberal Alliance (I),0.096715005953175
150,Other,0.005905028681663774
151,Did not vote,0.043682695253742694
151,Socialdemokratiet (A),0.26478760401804563
151,Venstre (V),0.11024242788885073
151,Other - Right,0.10775063279495897
151,Other - Left,0.13105452249644983
151,Moderaterne (M),0.08477704863574562
151,Danmarksdemokraterne (Æ),0.059538907411986156
151,Socialistisk Folkeparti (F),0.09546067861287777
151,Liberal Alliance (I),0.09679804721265056
151,Other,0.0059074356746920504
152,Did not vote,0.04379748832809611
152,Socialdemokratiet (A),0.2644273672851172
152,Venstre (V),0.11037683614414696
152,Other - Right,0.10779681070773635
152,Other - Left,0.13102960265819008
152,Moderaterne (M),0.08485161241446136
152,Danmarksdemokraterne (Æ),0.05953921951976666
152,Socialistisk Folkeparti (F),0.09569118261630635
152,Liberal Alliance (I),0.09658851796306898
152,Other,0.005901362363109976
153,Did not vote,0.04368552236852438
153,Socialdemokratiet (A),0.2647037683703461
153,Venstre (V),0.1102268401511058
153,Other - Right,0.10774065546799981
153,Other - Left,0.13109588366269026
153,Moderaterne (M),0.08484226787673743
153,Danmarksdemokraterne (Æ),0.05961973988535096
153,Socialistisk Folkeparti (F),0.095459561995441
153,Liberal Alliance (I),0.09672057025600062
153,Other,0.005905189965803647
154,Did not vote,0.04324036843423632
154,Socialdemokratiet (A),0.26495247871031946
154,Venstre (V),0.11033547051848683
154,Other - Right,0.10781835309950913
154,Other - Left,0.1311680901190427
154,Moderaterne (M),0.08488805570260749
154,Danmarksdemokraterne (Æ),0.05953914717635015
154,Socialistisk Folkeparti (F),0.09551257445130505
154,Liberal Alliance (I),0.09664253375004808
154,Other,0.005902928038094878
155,Did not vote,0.04382349156499818
155,Socialdemokratiet (A),0.26446240446232433
155,Venstre (V),0.11022273647905304
155,Other - Right,0.10767966120484633
155,Other - Left,0.1311288396636757
155,Moderaterne (M),0.08478743398157323
155,Danmarksdemokraterne (Æ),0.05953964509660477
155,Socialistisk Folkeparti (F),0.09546138167462506
155,Liberal Alliance (I),0.09698164842338317
155,Other,0.005912757448916185
156,Did not vote,0.04333610433466568
156,Socialdemokratiet (A),0.26491954086203306
156,Venstre (V),0.11034198128521681
156,Other - Right,0.1076203774920843
156,Other - Left,0.13113447260552918
156,Moderaterne (M),0.08479908731004068
156,Danmarksdemokraterne (Æ),0.059538727283571194
156,Socialistisk Folkeparti (F),0.09546166935641132
156,Liberal Alliance (I),0.09693658811735845
156,Other,0.005911451353089381
157,Did not vote,0.04363278165826439
157,Socialdemokratiet (A),0.2647590234708957
157,Venstre (V),0.11025447712806635
157,Other - Right,0.10768054599997001
157,Other - Left,0.13110141393292388
157,Moderaterne (M),0.08481001523362644
157,Danmarksdemokraterne (Æ),0.05953886859388435
157,Socialistisk Folkeparti (F),0.09546024307439802
157,Liberal Alliance (I),0.0968535854298809
157,Other,0.005909045478090032
158,Did not vote,0.04370525380403579
158,Socialdemokratiet (A),0.26464412262101
158,Venstre (V),0.11027605615417091
158,Other - Right,0.10777752823750532
158,Other - Left,0.13110580833173635
158,Moderaterne (M),0.08484801606955476
158,Danmarksdemokraterne (Æ),0.059538278393085384
158,Socialistisk Folkeparti (F),0.0954608737973442
158,Liberal Alliance (I),0.09673835706604227
158,Other,0.005905705525514999
159,Did not vote,0.0437516755350498
159,Socialdemokratiet (A),0.2646346612942451
159,Venstre (V),0.11027611335502281
159,Other - Right,0.1076992453564555
159,Other - Left,0.13111337728026834
159,Moderaterne (M),0.08484131309162167
159,Danmarksdemokraterne (Æ),0.05953803359633469
159,Socialistisk Folkeparti (F),0.0954606568657984
159,Liberal Alliance (I),0.09677806708465643
159,Other,0.005906856540547294
160,Did not vote,0.0434306249964158
160,Socialdemokratiet (A),0.2648716944326493
160,Venstre (V),0.11021271528429849
160,Other - Right,0.10773970337835012
160,Other - Left,0.13114275724548313
160,Moderaterne (M),0.08488241576446416
160,Danmarksdemokraterne (Æ),0.05953975728743221
160,Socialistisk Folkeparti (F),0.09545959294900248
160,Liberal Alliance (I),0.09681287324708374
160,Other,0.0059078654148205486
161,Did not vote,0.043548785062607696
161,Socialdemokratiet (A),0.26473979143849763
161,Venstre (V),0.11036963212388051
161,Other - Right,0.107688230839098
161,Other - Left,0.13108802023139643
161,Moderaterne (M),0.08483214974063127
161,Danmarksdemokraterne (Æ),0.0595389480479439
161,Socialistisk Folkeparti (F),0.09546080316885913
161,Liberal Alliance (I),0.09682541053268234
161,Other,0.005908228814403118
162,Did not vote,0.04380094247795664
162,Socialdemokratiet (A),0.26439651402172076
162,Venstre (V),0.11023591935793071
162,Other - Right,0.1078142302347219
162,Other - Left,0.13120728463205222
162,Moderaterne (M),0.08481963318884866
162,Danmarksdemokraterne (Æ),0.059541892417905966
162,Socialistisk Folkeparti (F),0.09546035087478155
162,Liberal Alliance (I),0.0968152971220166
162,Other,0.00590793567206498
163,Did not vote,0.04374624122914583
163,Socialdemokratiet (A),0.26448266255983066
163,Venstre (V),0.11045790608567245
163,Other - Right,0.10765217692832138
163,Other - Left,0.13102160210083125
163,Moderaterne (M),0.08481103903683718
163,Danmarksdemokraterne (Æ),0.05953931592053369
163,Socialistisk Folkeparti (F),0.09546210665799727
163,Liberal Alliance (I),0.09691609221195553
163,Other,0.005910857268874804
164,Did not vote,0.04401920553979993
164,Socialdemokratiet (A),0.2642482375164671
164,Venstre (V),0.11032099400703127
164,Other - Right,0.107807577596808
164,Other - Left,0.131083516655359
164,Moderaterne (M),0.0848631465807928
164,Danmarksdemokraterne (Æ),0.05953905491995031
164,Socialistisk Folkeparti (F),0.09546005323303612
164,Liberal Alliance (I),0.09675210979540397
164,Other,0.005906104155351571
165,Did not vote,0.043931261360967935
165,Socialdemokratiet (A),0.2643870996729562
165,Venstre (V),0.110268150961224
165,Other - Right,0.10773054657303723
165,Other - Left,0.13116054739531754
165,Moderaterne (M),0.08483533821883321
165,Danmarksdemokraterne (Æ),0.05953882791784983
165,Socialistisk Folkeparti (F),0.09546048034241715
165,Liberal Alliance (I),0.09678081146946392
165,Other,0.005906936087933018
166,Did not vote,0.04364175232084157
166,Socialdemokratiet (A),0.2646482013978174
166,Venstre (V),0.11046213182145705
166,Other - Right,0.10777450370386543
166,Other - Left,0.13106105744400787
166,Moderaterne (M),0.08478112546495914
166,Danmarksdemokraterne (Æ),0.05954658782898863
166,Socialistisk Folkeparti (F),0.09546002944634029
166,Liberal Alliance (I),0.09671945299042833
166,Other,0.0059051575812943055
167,Did not vote,0.04362595960899224
167,Socialdemokratiet (A),0.2647491163986245
167,Venstre (V),0.11028489583133427
167,Other - Right,0.10767688118126481
167,Other - Left,0.1310843932357565
167,Moderaterne (M),0.08480480077470473
167,Danmarksdemokraterne (Æ),0.059539166758035285
167,Socialistisk Folkeparti (F),0.0954591746124117
167,Liberal Alliance (I),0.09686620046752106
167,Other,0.005909411131354964
168,Did not vote,0.04375085666709845
168,Socialdemokratiet (A),0.26473358506907774
168,Venstre (V),0.11024200687664247
168,Other - Right,0.10762544617518671
168,Other - Left,0.13106540218694981
168,Moderaterne (M),0.08478858828318821
168,Danmarksdemokraterne (Æ),0.05953855289349954
168,Socialistisk Folkeparti (F),0.0954585266253311
168,Liberal Alliance (I),0.09688702060930061
168,Other,0.005910014613725386
169,Did not vote,0.0434185198502203
169,Socialdemokratiet (A),0.26490914252408443
169,Venstre (V),0.11021250579254882
169,Other - Right,0.10749904204982613
169,Other - Left,0.13109106045041838
169,Moderaterne (M),0.08490131353352819
169,Danmarksdemokraterne (Æ),0.05967162812769742
169,Socialistisk Folkeparti (F),0.09545991630721387
169,Liberal Alliance (I),0.09692573460590789
169,Other,0.005911136758554583
170,Did not vote,0.043636525667751044
170,Socialdemokratiet (A),0.2646366458147672
170,Venstre (V),0.1102674500992229
170,Other - Right,0.10777203854947043
170,Other - Left,0.13103677129554503
170,Moderaterne (M),0.0848431534328418
170,Danmarksdemokraterne (Æ),0.059538468532980705
170,Socialistisk Folkeparti (F),0.09576550051830622
170,Liberal Alliance (I),0.09660170159183748
170,Other,0.005901744497277179
171,Did not vote,0.04361629561060307
171,Socialdemokratiet (A),0.26478789782416734
171,Venstre (V),0.11022351290998858
171,Other - Right,0.10781559587294828
171,Other - Left,0.13111042005323897
171,Moderaterne (M),0.08480161425909485
171,Danmarksdemokraterne (Æ),0.059538680828162834
171,Socialistisk Folkeparti (F),0.09546396648701094
171,Liberal Alliance (I),0.09673636827537642
171,Other,0.005905647879408743
172,Did not vote,0.043732104055920165
172,Socialdemokratiet (A),0.26468636809530927
172,Venstre (V),0.11023595099076247
172,Other - Right,0.1077785763726651
172,Other - Left,0.13111605187571523
172,Moderaterne (M),0.08478846064058274
172,Danmarksdemokraterne (Æ),0.059539435070520313
172,Socialistisk Folkeparti (F),0.09546042555601572
172,Liberal Alliance (I),0.09675639886626299
172,Other,0.005906228476246035
173,Did not vote,0.04363529587549089
173,Socialdemokratiet (A),0.2647211110805681
173,Venstre (V),0.11023605903201442
173,Other - Right,0.1077633112173602
173,Other - Left,0.1310885270803135
173,Moderaterne (M),0.08493009936895568
173,Danmarksdemokraterne (Æ),0.05953860851694918
173,Socialistisk Folkeparti (F),0.09546152727593893
173,Liberal Alliance (I),0.09672027902799687
173,Other,0.005905181524412234
174,Did not vote,0.04363451686785799
174,Socialdemokratiet (A),0.26467884297499905
174,Venstre (V),0.11025110434142421
174,Other - Right,0.10780778144762433
174,Other - Left,0.13121373587198373
174,Moderaterne (M),0.08481763228714137
174,Danmarksdemokraterne (Æ),0.059539282752245064
174,Socialistisk Folkeparti (F),0.09564115419653374
174,Liberal Alliance (I),0.09651666946231967
174,Other,0.005899279797870866
175,Did not vote,0.0432090015683488
175,Socialdemokratiet (A),0.2650481662232157
175,Venstre (V),0.11024768238640088
175,Other - Right,0.10775746081376172
175,Other - Left,0.13111712321079325
175,Moderaterne (M),0.08493599307190686
175,Danmarksdemokraterne (Æ),0.05953919547572142
175,Socialistisk Folkeparti (F),0.09546066931289195
175,Liberal Alliance (I),0.09677785747213734
175,Other,0.005906850464822103
176,Did not vote,0.04358116559486052
176,Socialdemokratiet (A),0.2647263777961956
176,Venstre (V),0.11027291813011386
176,Other - Right,0.10773545498707139
176,Other - Left,0.1312121187246351
176,Moderaterne (M),0.08477709160153607
176,Danmarksdemokraterne (Æ),0.05957902123006626
176,Socialistisk Folkeparti (F),0.09546008793037764
176,Liberal Alliance (I),0.09674972886234445
176,Other,0.00590603514279912
177,Did not vote,0.0435659126888875
177,Socialdemokratiet (A),0.26468511164665925
177,Venstre (V),0.11039118544462505
177,Other - Right,0.107767225375121
177,Other - Left,0.13111972475188546
177,Moderaterne (M),0.08483774284348082
177,Danmarksdemokraterne (Æ),0.05953891125643593
177,Socialistisk Folkeparti (F),0.09545880045303334
177,Liberal Alliance (I),0.09672992443834781
177,Other,0.005905461101523855
178,Did not vote,0.04334950954139693
178,Socialdemokratiet (A),0.26462731580913207
178,Venstre (V),0.11027999779776555
178,Other - Right,0.1077186193088587
178,Other - Left,0.1312764067368254
178,Moderaterne (M),0.08501756539204237
178,Danmarksdemokraterne (Æ),0.05953926020219944
178,Socialistisk Folkeparti (F),0.09546195383177167
178,Liberal Alliance (I),0.09682126279002949
178,Other,0.005908108589978397
179,Did not vote,0.0434468737353686
179,Socialdemokratiet (A),0.26495477473585255
179,Venstre (V),0.11026309575715991
179,Other - Right,0.1076299678897142
179,Other - Left,0.1311240477056457
179,Moderaterne (M),0.08478386264651386
179,Danmarksdemokraterne (Æ),0.05953886632674475
179,Socialistisk Folkeparti (F),0.09546102086694307
179,Liberal Alliance (I),0.0968874629022466
179,Other,0.005910027433810777
180,Did not vote,0.04336128586832597
180,Socialdemokratiet (A),0.26500970310397515
180,Venstre (V),0.11025970734445083
180,Other - Right,0.10769366774721481
180,Other - Left,0.13104378996191848
180,Moderaterne (M),0.08482887157816227
180,Danmarksdemokraterne (Æ),0.05953932883141857
180,Socialistisk Folkeparti (F),0.0954625022997108
180,Liberal Alliance (I),0.09689101293161055
180,Other,0.0059101303332126315
181,Did not vote,0.04338252080544159
181,Socialdemokratiet (A),0.26485117928130536
181,Venstre (V),0.11031017002316694
181,Other - Right,0.1075975197634457
181,Other - Left,0.1311702390891134
181,Moderaterne (M),0.08485671695945123
181,Danmarksdemokraterne (Æ),0.05953942432908568
181,Socialistisk Folkeparti (F),0.0954615570296635
181,Liberal Alliance (I),0.09691971057049426
181,Other,0.005910962148832448
182,Did not vote,0.043674228416031746
182,Socialdemokratiet (A),0.26443823975527464
182,Venstre (V),0.11028322103941755
182,Other - Right,0.10778385916041151
182,Other - Left,0.13135987033391222
182,Moderaterne (M),0.0847899384105413
182,Danmarksdemokraterne (Æ),0.05953931180305326
182,Socialistisk Folkeparti (F),0.09546176565685717
182,Liberal Alliance (I),0.0967631415093252
182,Other,0.005906423915175374
183,Did not vote,0.043610384054071485
183,Socialdemokratiet (A),0.26478790508639244
183,Venstre (V),0.11024029210602979
183,Other - Right,0.10773603805486288
183,Other - Left,0.13109949163545861
183,Moderaterne (M),0.08484789201828659
183,Danmarksdemokraterne (Æ),0.05953889702437119
183,Socialistisk Folkeparti (F),0.09546220421571641
183,Liberal Alliance (I),0.09677026540004904
183,Other,0.005906630404761573
184,Did not vote,0.043766920542486897
184,Socialdemokratiet (A),0.26463272848276465
184,Venstre (V),0.11027297942946794
184,Other - Right,0.10775685906716026
184,Other - Left,0.13111627815978305
184,Moderaterne (M),0.08481206727932374
184,Danmarksdemokraterne (Æ),0.059538524504473334
184,Socialistisk Folkeparti (F),0.0954598105492032
184,Liberal Alliance (I),0.0967381329557718
184,Other,0.00590569902956513
185,Did not vote,0.0434870252544274
185,Socialdemokratiet (A),0.2645026747907131
185,Venstre (V),0.11026613842329627
185,Other - Right,0.10773789862367016
185,Other - Left,0.13110877412724878
185,Moderaterne (M),0.08515463100250246
185,Danmarksdemokraterne (Æ),0.05953929091491829
185,Socialistisk Folkeparti (F),0.0954616088663292
185,Liberal Alliance (I),0.09683349485432759
185,Other,0.0059084631425667476
186,Did not vote,0.04341524819447683
186,Socialdemokratiet (A),0.2647563073775514
186,Venstre (V),0.11027711635493546
186,Other - Right,0.1078015124516634
186,Other - Left,0.13131731979937958
186,Moderaterne (M),0.08478801718440988
186,Danmarksdemokraterne (Æ),0.05953946776844071
186,Socialistisk Folkeparti (F),0.09560335677890665
186,Liberal Alliance (I),0.09659996007180059
186,Other,0.00590169401843553
187,Did not vote,0.04372462713730203
187,Socialdemokratiet (A),0.26471399751136965
187,Venstre (V),0.11023685354679488
187,Other - Right,0.10778641059954679
187,Other - Left,0.13111181939156066
187,Moderaterne (M),0.08481743432829372
187,Danmarksdemokraterne (Æ),0.059539296885989634
187,Socialistisk Folkeparti (F),0.09545959209789265
187,Liberal Alliance (I),0.09670522337264507
187,Other,0.005904745128604935
188,Did not vote,0.043866585553167026
188,Socialdemokratiet (A),0.26441351843027117
188,Venstre (V),0.11039722817538797
188,Other - Right,0.10770169240307215
188,Other - Left,0.1310754071914959
188,Moderaterne (M),0.0848193424507159
188,Danmarksdemokraterne (Æ),0.05953912664662105
188,Socialistisk Folkeparti (F),0.09546042779622471
188,Liberal Alliance (I),0.09681863882016335
188,Other,0.005908032532880828
189,Did not vote,0.04358886404452117
189,Socialdemokratiet (A),0.26467583725935934
189,Venstre (V),0.1103137120755965
189,Other - Right,0.10766206797469194
189,Other - Left,0.1310493328460552
189,Moderaterne (M),0.08488981662667455
189,Danmarksdemokraterne (Æ),0.05953948176929797
189,Socialistisk Folkeparti (F),0.09545973061596318
189,Liberal Alliance (I),0.09691046269341584
189,Other,0.005910694094424377
190,Did not vote,0.043635255105075155
190,Socialdemokratiet (A),0.2646556411254467
190,Venstre (V),0.11032804362396292
190,Other - Right,0.10776512771252718
190,Other - Left,0.13114946772043398
190,Moderaterne (M),0.08494532081644177
190,Danmarksdemokraterne (Æ),0.05953838575928831
190,Socialistisk Folkeparti (F),0.09545936904687177
190,Liberal Alliance (I),0.09662108281800356
190,Other,0.00590230627194866
191,Did not vote,0.043356664313695524
191,Socialdemokratiet (A),0.26495457450975035
191,Venstre (V),0.1102159818647603
191,Other - Right,0.10775584195399049
191,Other - Left,0.1311885433732155
191,Moderaterne (M),0.08482577184999529
191,Danmarksdemokraterne (Æ),0.05953772580919233
191,Socialistisk Folkeparti (F),0.09546018937841072
191,Liberal Alliance (I),0.09679729312977221
191,Other,0.005907413817217316
192,Did not vote,0.04384692087194613
192,Socialdemokratiet (A),0.2643816502698582
192,Venstre (V),0.11032869650466383
192,Other - Right,0.107778167777347
192,Other - Left,0.13121024385178556
192,Moderaterne (M),0.08482586039820016
192,Danmarksdemokraterne (Æ),0.05953797883650558
192,Socialistisk Folkeparti (F),0.09559056712952115
192,Liberal Alliance (I),0.09659826934821762
192,Other,0.005901645011954865
193,Did not vote,0.04358051327880091
193,Socialdemokratiet (A),0.2644291362886136
193,Venstre (V),0.11030729476509392
193,Other - Right,0.10767101635292561
193,Other - Left,0.13113790357177338
193,Moderaterne (M),0.08512401626653007
193,Danmarksdemokraterne (Æ),0.05953901019524208
193,Socialistisk Folkeparti (F),0.0954611909701719
193,Liberal Alliance (I),0.09684123093408593
193,Other,0.005908687376762641
194,Did not vote,0.043488353940484885
194,Socialdemokratiet (A),0.26469689338528973
194,Venstre (V),0.11023242869165302
194,Other - Right,0.107609994726868
194,Other - Left,0.13113596431283006
194,Moderaterne (M),0.08483332311876887
194,Danmarksdemokraterne (Æ),0.05953921660773834
194,Socialistisk Folkeparti (F),0.09560634966010273
194,Liberal Alliance (I),0.09694575839794074
194,Other,0.0059117171583236506
195,Did not vote,0.04371705819179703
195,Socialdemokratiet (A),0.2646154559545774
195,Venstre (V),0.11021609774649309
195,Other - Right,0.10770958565828072
195,Other - Left,0.13118437345782982
195,Moderaterne (M),0.08481046044136792
195,Danmarksdemokraterne (Æ),0.059538575818115606
195,Socialistisk Folkeparti (F),0.095460347207808
195,Liberal Alliance (I),0.09683941090153446
195,Other,0.005908634622195932
196,Did not vote,0.04359391138362353
196,Socialdemokratiet (A),0.26457516933540237
196,Venstre (V),0.11029030438353629
196,Other - Right,0.10770847931656757
196,Other - Left,0.13123032268179313
196,Moderaterne (M),0.084858664621344
196,Danmarksdemokraterne (Æ),0.059538772655835
196,Socialistisk Folkeparti (F),0.09546053564401426
196,Liberal Alliance (I),0.09683532382176814
196,Other,0.005908516156115749
197,Did not vote,0.043614943221816554
197,Socialdemokratiet (A),0.2646990244615056
197,Venstre (V),0.11038816490299337
197,Other - Right,0.10771698815947575
197,Other - Left,0.13118411617550949
197,Moderaterne (M),0.08491748395264187
197,Danmarksdemokraterne (Æ),0.05953875525244363
197,Socialistisk Folkeparti (F),0.09545959344181118
197,Liberal Alliance (I),0.09657982017839335
197,Other,0.005901110253409234
198,Did not vote,0.04367506470896536
198,Socialdemokratiet (A),0.2645202268475198
198,Venstre (V),0.11030153517605434
198,Other - Right,0.10773600322863554
198,Other - Left,0.1311205896144867
198,Moderaterne (M),0.08494474175703538
198,Danmarksdemokraterne (Æ),0.05953854115942374
198,Socialistisk Folkeparti (F),0.09546155554851693
198,Liberal Alliance (I),0.09679441166292313
198,Other,0.005907330296439082
199,Did not vote,0.043987514587656276
199,Socialdemokratiet (A),0.2643529825516492
199,Venstre (V),0.11029851669708489
199,Other - Right,0.1077465580068734
199,Other - Left,0.13113427098293254
199,Moderaterne (M),0.08479353574417374
199,Danmarksdemokraterne (Æ),0.059539150700809146
199,Socialistisk Folkeparti (F),0.09546027433654918
199,Liberal Alliance (I),0.09678027583011688
199,Other,0.005906920562154843
200,Did not vote,0.04365829241188881
200,Socialdemokratiet (A),0.2646248508907843
200,Venstre (V),0.11027471381016464
200,Other - Right,0.10775303123371267
200,Other - Left,0.13118088492912988
200,Moderaterne (M),0.08484682565123677
200,Danmarksdemokraterne (Æ),0.059538916149350765
200,Socialistisk Folkeparti (F),0.09545930131872993
200,Liberal Alliance (I),0.09675693945939019
200,Other,0.00590624414561204
201,Did not vote,0.04348772171086158
201,Socialdemokratiet (A),0.2648017057061239
201,Venstre (V),0.11033709251479232
201,Other - Right,0.10775011326848631
201,Other - Left,0.13105667281698138
201,Moderaterne (M),0.08488260942199587
201,Danmarksdemokraterne (Æ),0.059538966263553254
201,Socialistisk Folkeparti (F),0.09545969771547698
201,Liberal Alliance (I),0.09677855004240576
201,Other,0.005906870539322637
202,Did not vote,0.04333323441830716
202,Socialdemokratiet (A),0.26505439562582606
202,Venstre (V),0.11022616915087742
202,Other - Right,0.10777437957437642
202,Other - Left,0.13118512402951626
202,Moderaterne (M),0.08479087566045053
202,Danmarksdemokraterne (Æ),0.05953873060561138
202,Socialistisk Folkeparti (F),0.095460597903884
202,Liberal Alliance (I),0.09673100073268945
202,Other,0.005905492298461294
203,Did not vote,0.043647340769644216
203,Socialdemokratiet (A),0.2646794639106918
203,Venstre (V),0.11028870205839664
203,Other - Right,0.10771524520946281
203,Other - Left,0.13108294390300784
203,Moderaterne (M),0.08481660155164912
203,Danmarksdemokraterne (Æ),0.05953963537411246
203,Socialistisk Folkeparti (F),0.09546116500365268
203,Liberal Alliance (I),0.09685968008463297
203,Other,0.0059092221347495115
204,Did not vote,0.04346957945608065
204,Socialdemokratiet (A),0.26487546735055634
204,Venstre (V),0.11025725701036374
204,Other - Right,0.10772600866157682
204,Other - Left,0.13118321957348622
204,Moderaterne (M),0.08481666515378716
204,Danmarksdemokraterne (Æ),0.059538947618926336
204,Socialistisk Folkeparti (F),0.09546071791154896
204,Liberal Alliance (I),0.09676564090232452
204,Other,0.005906496361349268
205,Did not vote,0.043509248002113914
205,Socialdemokratiet (A),0.2648563209232476
205,Venstre (V),0.11023374527317417
205,Other - Right,0.10782175483389643
205,Other - Left,0.13108910005814778
205,Moderaterne (M),0.0848967249436902
205,Danmarksdemokraterne (Æ),0.05953748077016309
205,Socialistisk Folkeparti (F),0.09546107459792656
205,Liberal Alliance (I),0.09669023977617923
205,Other,0.005904310821460998
206,Did not vote,0.0435384665446183
206,Socialdemokratiet (A),0.26434564423320456
206,Venstre (V),0.11030220767584052
206,Other - Right,0.10757608955743937
206,Other - Left,0.13133213326323637
206,Moderaterne (M),0.08486026597989611
206,Danmarksdemokraterne (Æ),0.05953947987524322
206,Socialistisk Folkeparti (F),0.09546100869338019
206,Liberal Alliance (I),0.09712771297315925
206,Other,0.005916991203982158
207,Did not vote,0.04358142800865727
207,Socialdemokratiet (A),0.2647851552996523
207,Venstre (V),0.11023331097926883
207,Other - Right,0.10767476819568925
207,Other - Left,0.131098565444914
207,Moderaterne (M),0.08484908813211578
207,Danmarksdemokraterne (Æ),0.059548708411938864
207,Socialistisk Folkeparti (F),0.09546123013458652
207,Liberal Alliance (I),0.0968585558450814
207,Other,0.005909189548095844
208,Did not vote,0.04356250984193133
208,Socialdemokratiet (A),0.2648125093688847
208,Venstre (V),0.1102283316704417
208,Other - Right,0.10776341116659555
208,Other - Left,0.13111769220019337
208,Moderaterne (M),0.08482652484585185
208,Danmarksdemokraterne (Æ),0.059541505703542164
208,Socialistisk Folkeparti (F),0.09545933407759781
208,Liberal Alliance (I),0.09678123282385774
208,Other,0.005906948301103853
209,Did not vote,0.04355517154395118
