Did not vote,Socialdemokratiet (A),Venstre (V),Other - Right,Other - Left,Moderaterne (M),Danmarksdemokraterne (Æ),Socialistisk Folkeparti (F),Liberal Alliance (I),Other
0.04344850039192839,0.2648721258102743,0.11031127424354036,0.1078885352946603,0.13115464498288915,0.08482652895627588,0.05953946203945873,0.09546159552262183,0.09659576046757427,0.005901572290776797
0.04354375209945524,0.26464705377432624,0.11041649015159208,0.10782314675892253,0.1311143746463796,0.08484613278281042,0.05953796144713681,0.09546837175496828,0.0966981757351515,0.005904540849257296
0.04359779983968009,0.26459704223462427,0.1102641366705451,0.10776233825063111,0.131151509180303,0.0849387954804632,0.059538763360039146,0.09546168733650959,0.09678098648631916,0.005906941160885344
0.0437630454862876,0.2644606912739584,0.11023425325403909,0.10766983048873738,0.13104550901186973,0.08500154718838099,0.05953956490333449,0.09546088006634518,0.0969138850343353,0.005910793292711899
0.04360863609459053,0.264776026050829,0.11021917756759479,0.1077355251012323,0.13115564359711687,0.08477940920287226,0.05953854052366918,0.09553960272924444,0.09674163849349643,0.00590580063935425
0.04376414027727064,0.26463439902112856,0.11021756723478654,0.10773222666236779,0.13113286342919298,0.08481644997881747,0.05953951485038464,0.09546092453444098,0.09679457886862915,0.005907335142981286
0.043557553545260475,0.26483288594908067,0.1102433785309684,0.1077022276067483,0.13115643261511173,0.08481012326813829,0.05955245249316492,0.09546972729524829,0.09676863553401127,0.005906583162267724
0.043237561115318755,0.2647330004846308,0.11058246811212505,0.10775736060163944,0.1310572403069408,0.08494559488397448,0.05953900460436429,0.09546116415112255,0.09677970181582449,0.005906903924059411
0.043773214874823885,0.26454025686788907,0.11023397066373482,0.10771689472195274,0.1311833621080288,0.0848211915261683,0.059538943859991936,0.0954602478725396,0.09682373719306536,0.005908180311805524
0.043572176255898175,0.2647773171408235,0.11024068256223564,0.10777309807327128,0.13109400415965952,0.08492019300655458,0.05953856766214717,0.09546086680289108,0.09671797946607562,0.005905114870443502
0.04387114632937662,0.2645471757163253,0.11023151829238521,0.10771663022860191,0.1311083680586051,0.08481952577323239,0.059538430159710616,0.09545907208098302,0.09680062302486425,0.005907510335915636
0.04335362268196522,0.26489180355948194,0.11022697979035738,0.10773096100512311,0.13119347340364199,0.0848938989434398,0.05953952640990598,0.09546196523174025,0.09680026890283534,0.0059075000715090005
0.04314616058800609,0.26519299551022696,0.11026577398675688,0.1077847598666592,0.13108387164737845,0.08485924770574364,0.059538074529571786,0.09545885832078531,0.09676381442489711,0.00590644341997456
0.04356765139556186,0.26468732092948144,0.11034241745618756,0.10769529524196611,0.13105878069641916,0.08488028370768384,0.05953898080771097,0.095460665923385,0.09685939011186243,0.005909213729741671
0.043627173452266306,0.2647313425549507,0.11033769988620583,0.10773370270099156,0.13106385654353697,0.0848080380897183,0.05953809736804255,0.09546161385807854,0.0967912372614083,0.005907238284800971
0.0437660538276971,0.2645910106148485,0.11025688196442188,0.10783039140355859,0.13106779153180761,0.08484932818054608,0.05953844331202897,0.09549767220738353,0.09669789426694907,0.005904532690758675
0.04357785924928282,0.26481624393165243,0.11029741977746846,0.10774802944017106,0.13109342602852173,0.08481977068113453,0.059665951142873125,0.09546031722890733,0.09661874403874311,0.005902238481245458
0.04359780885974746,0.2647630389504124,0.11026678992084189,0.1076448940632647,0.13135847157514438,0.08489135544285926,0.05953857870077108,0.09563787295737546,0.09640514240018032,0.005896047129403058
0.04376376823646219,0.2646699158049891,0.11025442465536162,0.10772396871720168,0.13105711246422386,0.08482909140634333,0.05953897492960708,0.09546050492496999,0.09679489456717734,0.005907344293663842
