municipality,predicted_vote_party,point_estimate,lower_quartile,median,upper_quartile,sd_draws,n_distinct_draws
Frederikshavn,Venstre (V),0.10409013162328429,0.10406949565123663,0.104084358281603,0.10410422439689973,3.066336666498272e-5,250
Frederikshavn,Danmarksdemokraterne (Æ),0.09971789433571955,0.09971891199759202,0.09971954727922139,0.09972026217710186,2.3467396474144528e-5,250
Frederikshavn,Other - Right,0.0980863939573123,0.0979665877257586,0.09800745881940731,0.09804772527576988,6.342212508993528e-5,250
Frederikshavn,Liberal Alliance (I),0.09316249818774197,0.09315907037084993,0.09320927553070607,0.09326676242800774,9.510945376186798e-5,250
Frederikshavn,Moderaterne (M),0.06785671669150459,0.06786856809224823,0.06788279837763395,0.06790264683517669,3.8497299464168985e-5,250
Frederikshavn,Socialistisk Folkeparti (F),0.055937940801704195,0.05593851665220406,0.05593897629038433,0.055940334482631915,4.808790989264797e-5,250
Frederikshavn,Other - Left,0.05569527454066541,0.05565303499747369,0.05566891252484895,0.055696005442365706,4.416836731157416e-5,250
Frederikshavn,Did not vote,0.047198144231302246,0.0470778329351564,0.04714037804640057,0.04719260522671701,9.024415241100131e-5,250
Frederikshavn,Other,0.0056648778240585215,0.005664778467047158,0.005666233689071973,0.005667899975950283,2.7567957612135427e-6,250
Frederikssund,Socialdemokratiet (A),0.2939159876557215,0.2939341105809275,0.29401603554642486,0.2940915923176298,1.3303793932522092e-4,250
Frederikssund,Venstre (V),0.1317467166066144,0.13171070830962955,0.13173119001892,0.13176665250407463,4.515769097774087e-5,250
Frederikssund,Other - Right,0.11952325163174296,0.11940023084318696,0.11945461385916996,0.11950570982654922,7.772685546583743e-5,250
Frederikssund,Moderaterne (M),0.10514973256274433,0.10517250680079591,0.10519239583671672,0.10522792781307719,5.307466961748093e-5,250
Frederikssund,Liberal Alliance (I),0.08874653171794425,0.08871899873634222,0.0887813455727226,0.0888536958587159,1.1062280500813036e-4,250
Frederikssund,Other - Left,0.07420878423601514,0.07413324899540694,0.07415816318402099,0.07419681933581307,5.9828729347418415e-5,250
Frederikssund,Socialistisk Folkeparti (F),0.07142495345953709,0.071425851634912,0.07142647210853725,0.07142800453678445,5.265462181047311e-5,250
Frederikssund,Danmarksdemokraterne (Æ),0.0645974699483136,0.06459839103736448,0.06459878389474474,0.06459925471879768,2.5628079423838155e-5,250
Frederikssund,Did not vote,0.04520085013526623,0.04502477776604765,0.045104581073633916,0.045177568608019865,1.351026526070283e-4,250
Frederikssund,Other,0.005485722046100504,0.005484923988662763,0.005486731143340456,0.005488828253079392,3.2064581161777166e-6,250
Furesø,Socialdemokratiet (A),0.23429363099238393,0.23411157094701962,0.23426506558865634,0.23443953052882793,2.569563939122845e-4,250
Furesø,Other - Left,0.16835619603468713,0.168211742715285,0.16825076604004516,0.1683083096788879,9.101594379945318e-5,250
Furesø,Venstre (V),0.1423107912874779,0.14225245772407308,0.14228202367633408,0.14234071265080692,7.610753853749374e-5,250
Furesø,Socialistisk Folkeparti (F),0.10646816460588689,0.10646983676043272,0.10647076219393894,0.10647246748683153,6.287862990883166e-5,250
Furesø,Other - Right,0.1012986261746209,0.10117041966805086,0.10121234760401542,0.10124708433331893,6.038474502214762e-5,250
Furesø,Liberal Alliance (I),0.08776047396913832,0.08777897332178079,0.08782879202102935,0.08788781484550079,1.104125349679385e-4,250
Furesø,Moderaterne (M),0.08297931034978612,0.0830047537153932,0.08303835047148744,0.08309805749500031,8.316630551859642e-5,250
Furesø,Danmarksdemokraterne (Æ),0.03710884052601903,0.03710929634830372,0.03710954924425404,0.03710979781678802,3.1484157239868145e-5,250
Furesø,Did not vote,0.03237222495779535,0.032224916219496316,0.03241854446550156,0.03256686202267653,2.606929538145249e-4,250
Furesø,Other,0.0070517411022044734,0.007052277315324545,0.00705372133559262,0.007055432142099038,3.200363332403997e-6,250
Gentofte,Socialdemokratiet (A),0.1902593447530109,0.1900850096583643,0.19031616921377748,0.19050180302442576,3.4116828087263807e-4,250
Gentofte,Other - Right,0.17934653104463757,0.1791440254748508,0.1792205915391465,0.17927918447223085,1.1690924185354217e-4,250
Gentofte,Other - Left,0.1626103183071112,0.16239931806693883,0.16245780010420074,0.16255005001955672,1.2981386147188412e-4,250
Gentofte,Venstre (V),0.13759053261004242,0.13751037186829435,0.13755846457714047,0.13763594552702435,1.0690542617676779e-4,250
Gentofte,Moderaterne (M),0.0966523402065176,0.09668935458324067,0.09673642572297167,0.09682468172326449,1.1346409787593832e-4,250
Gentofte,Liberal Alliance (I),0.08205411711217246,0.08207999638549224,0.08216929183451198,0.08226682495932752,1.632704803901476e-4,250
Gentofte,Socialistisk Folkeparti (F),0.07929365351381869,0.07929473180114176,0.07929549625799626,0.0792971853931306,6.503551731758355e-5,250
Gentofte,Did not vote,0.034989267032854814,0.034727142489957424,0.03495544427659321,0.0351753018688304,3.529236902068432e-4,250
Gentofte,Danmarksdemokraterne (Æ),0.029678846449934567,0.029679236159668068,0.029679415553481685,0.0296796072547848,3.1116613274205756e-5,250
Gentofte,Other,0.0075250489698998274,0.007525799093764169,0.0075283873676487995,0.007531214414744901,4.732477692468004e-6,250
Gladsaxe,Socialdemokratiet (A),0.2528199843518654,0.2528098882252794,0.2529819247537734,0.2531369135528368,2.7544576094345964e-4,250
Gladsaxe,Socialistisk Folkeparti (F),0.15964769950264573,0.15965021146129538,0.15965146103097383,0.15965322926586617,5.8582728983599765e-5,250
Gladsaxe,Other - Left,0.1408047744320604,0.14066336645524563,0.1407076953382665,0.14078445528010913,1.0443166192459276e-4,250
Gladsaxe,Moderaterne (M),0.09373490168769669,0.09376468053113854,0.09380401574171104,0.09387107064759323,9.571082419757902e-5,250
Gladsaxe,Liberal Alliance (I),0.09025465954456566,0.09024194801765928,0.09029071787880395,0.09033982102628613,1.0408695728818307e-4,250
Gladsaxe,Venstre (V),0.08839122175268777,0.08831597971107087,0.08835262325569256,0.08842040123227206,8.674253011258122e-5,250
Gladsaxe,Other - Right,0.08222016024256612,0.0821341407303695,0.08216820311394965,0.08220156641726141,5.654440806301862e-5,250
Gladsaxe,Did not vote,0.04416678645631569,0.043834997583170526,0.04400140490118372,0.04415278402461912,2.771415409080551e-4,250
Gladsaxe,Danmarksdemokraterne (Æ),0.04252694328950714,0.04252760564724338,0.04252790729278744,0.042528225125993836,2.6562103656697972e-5,250
Gladsaxe,Other,0.00543286874008935,0.005432500290034092,0.005433913909197707,0.005435337188834871,3.0170132547299354e-6,250
Glostrup,Socialdemokratiet (A),0.2858872980626104,0.2859019610158694,0.2859869332689997,0.2860860817413382,1.6901300055147068e-4,250
Glostrup,Moderaterne (M),0.1161279970287228,0.11615213756670191,0.11617750773122157,0.11622021023733468,6.381442360972169e-5,250
Glostrup,Other - Right,0.10867764994182037,0.1085604608576797,0.10861423050310233,0.10864869582814857,7.148341268382207e-5,250
Glostrup,Liberal Alliance (I),0.10470179747512315,0.10467216253789868,0.10473743739829659,0.10479895550364104,1.0619909817715535e-4,250
Glostrup,Other - Left,0.10228555943313812,0.10221614992458954,0.10224412792747495,0.10229271500249865,6.951441777717083e-5,250
Glostrup,Venstre (V),0.09198573198816905,0.091961164071881,0.09198609602935487,0.09202545551887222,5.45097366071915e-5,250
Glostrup,Socialistisk Folkeparti (F),0.08008708699066963,0.08008814228222949,0.08008886004854582,0.08009018781105522,5.1666287385950937e-5,250
Glostrup,Danmarksdemokraterne (Æ),0.05802665024568535,0.05802727158057579,0.05802766415469425,0.05802801410775738,2.5596230893081242e-5,250
Glostrup,Did not vote,0.04642544619763192,0.04617311763348476,0.04629180430939915,0.04637914039458001,1.724645645739713e-4,250
Glostrup,Other,0.00579478263642925,0.005793923652741583,0.005795815677680654,0.005797598811168899,3.0782347297725937e-6,250
Greve,Socialdemokratiet (A),0.26025206306684406,0.2602611729282661,0.260360444485758,0.2604655693595366,1.6382770499509547e-4,250
Greve,Venstre (V),0.14314990703194244,0.14311483056863689,0.14313475324587788,0.14317773557121682,5.5210710379281015e-5,250
Greve,Liberal Alliance (I),0.1164105773287304,0.11641485260584315,0.11648747113317792,0.11654063809610626,1.1297059286907267e-4,250
Greve,Other - Right,0.10990031991859021,0.10976386993655642,0.10981254748404373,0.10985247958757824,7.507113046091879e-5,250
Greve,Moderaterne (M),0.10372823521012765,0.10375181082912711,0.10377907701548986,0.10382003836588469,6.226361004500755e-5,250
Greve,Other - Left,0.08332517296257123,0.08325392378119727,0.08328289155784417,0.08333463715538439,6.630080292946039e-5,250
Greve,Socialistisk Folkeparti (F),0.0703262589074364,0.0703277508018869,0.07032835717032075,0.07033002371070521,5.351309998257218e-5,250
Greve,Danmarksdemokraterne (Æ),0.06067727179058694,0.06067836830995549,0.06067869384324441,0.06067916426311364,2.635136712488566e-5,250
Greve,Did not vote,0.04615054644661475,0.04587163313039169,0.04600795580792988,0.04610286806019851,1.6634191441742703e-4,250
Greve,Other,0.006079647336555937,0.006079771257631668,0.0060818761424819515,0.006083417213871179,3.274509938233997e-6,250
Gribskov,Socialdemokratiet (A),0.26935375132630823,0.26934961716426364,0.26940827341059026,0.26949366418419396,1.3049164563628458e-4,250
Gribskov,Other - Right,0.1423749766916617,0.14219382182743923,0.14225984186077023,0.14230882645827125,9.334956920048734e-5,250
Gribskov,Venstre (V),0.10654116877803906,0.10652126920041521,0.1065389243785286,0.10657019276941052,4.384916140946441e-5,250
Gribskov,Moderaterne (M),0.10038609069413895,0.10040943673866531,0.10043021540639029,0.10046172195473552,5.301286838699866e-5,250
Gribskov,Liberal Alliance (I),0.09836409627078214,0.09837884470190614,0.09844117297892206,0.0985314932025109,1.2675038852344323e-4,250
Gribskov,Other - Left,0.0973992593210326,0.09735386310951519,0.09737600163540341,0.09741353140002616,6.0102294332267246e-5,250
Gribskov,Socialistisk Folkeparti (F),0.06903099737913969,0.06903231944313827,0.06903290986909702,0.06903442970715863,4.98545683504093e-5,250
Gribskov,Danmarksdemokraterne (Æ),0.06762025080669823,0.06762106604157889,0.06762141976062483,0.06762199914935178,2.5692575665895084e-5,250
Gribskov,Did not vote,0.04243210288112241,0.042243247977034715,0.04233024829390704,0.04241139167387273,1.3272600630701497e-4,250
Gribskov,Other,0.006497305851077032,0.00649773334183425,0.006499539958559349,0.006502157936054676,3.673924305027331e-6,250
Guldborgsund,Socialdemokratiet (A),0.3292579340645581,0.32932022003288786,0.32938515107308697,0.3294508243832398,1.0499010956699291e-4,250
Guldborgsund,Other - Right,0.12533945924444906,0.12518409581966194,0.1252399955756017,0.1252873485920994,8.548864608436794e-5,250
Guldborgsund,Venstre (V),0.099471484522784,0.09946159220194001,0.09947668802856544,0.09950160585742,3.5366890523894656e-5,250
Guldborgsund,Liberal Alliance (I),0.0927658653029491,0.09275770407365488,0.0928298850176946,0.09290286799666464,1.1295238066818232e-4,250
Guldborgsund,Moderaterne (M),0.08685628006832519,0.08687652901617855,0.08689186242717337,0.08691942717394258,4.589063383938168e-5,250
Guldborgsund,Danmarksdemokraterne (Æ),0.07281406620783377,0.072814832553507,0.07281530826071918,0.0728157561836231,2.4650553656711714e-5,250
Guldborgsund,Other - Left,0.07075592473862725,0.07070858257115428,0.07072496981441787,0.07075726569528636,5.255369572288986e-5,250
Guldborgsund,Socialistisk Folkeparti (F),0.06855495494449233,0.0685560169803793,0.06855652868314553,0.06855815959670317,4.810488823642746e-5,250
Guldborgsund,Did not vote,0.04863205234268842,0.04841387485314385,0.048488168879596075,0.04854210927270334,1.0339601250419698e-4,250
Guldborgsund,Other,0.0055519785632928,0.005551742005921953,0.005553834207198467,0.005555949655864266,3.2739820483530916e-6,250
Haderslev,Socialdemokratiet (A),0.29702547429091686,0.29697831557950055,0.29705714602652805,0.29712352018327537,1.1963278946646886e-4,250
Haderslev,Other - Right,0.13807263896947997,0.13794096683778917,0.13801599594732913,0.1380609475665135,8.836698947137062e-5,250
Haderslev,Venstre (V),0.11737785478218023,0.11735776527871372,0.11737450107974923,0.1174098202803274,3.994410316849331e-5,250
Haderslev,Liberal Alliance (I),0.1042109443522759,0.1041786327244694,0.10424016338676331,0.10432055706016792,1.156676372037334e-4,250
Haderslev,Danmarksdemokraterne (Æ),0.07802655507477008,0.07802741867228832,0.07802799074926692,0.07802846237612335,2.443517668650214e-5,250
Haderslev,Moderaterne (M),0.07439595482544231,0.0744143926865316,0.07443110829345984,0.07446177351407493,4.809268823801834e-5,250
Haderslev,Other - Left,0.07017723388130558,0.07011096183994159,0.07013015744541179,0.07016675372404409,5.723511010808442e-5,250
Haderslev,Socialistisk Folkeparti (F),0.065612993274948,0.06561419135776572,0.06561472868816584,0.06561581883446198,4.8101881903850666e-5,250
Haderslev,Did not vote,0.04927887812989375,0.049168595116213895,0.04924967771399945,0.04930823643031427,1.1919392652700903e-4,250
Haderslev,Other,0.005821472418787364,0.005820535849865436,0.00582231934732323,0.005824649598726263,3.3526851363400757e-6,250
Halsnæs,Socialdemokratiet (A),0.3438610667866194,0.3438567716917922,0.343928531806,0.3440010942141003,1.249824823205827e-4,250
Halsnæs,Venstre (V),0.10254281448608393,0.10249414307685212,0.10251055724994268,0.10254225909904657,4.142615573738968e-5,250
Halsnæs,Moderaterne (M),0.101592961976448,0.10160766870765388,0.10162617186935195,0.10165802107401566,4.930699070058029e-5,250
Halsnæs,Other - Right,0.09122706211245214,0.09110026086222978,0.09114184743495587,0.09117937751714925,6.190523862789628e-5,250
Halsnæs,Liberal Alliance (I),0.08756798062705334,0.08755546123273822,0.08761501063198379,0.08767713843499769,9.82503854798728e-5,250
Halsnæs,Other - Left,0.08295567060764865,0.0828932915369,0.08291724734183016,0.0829518999095913,5.446552286072903e-5,250
Halsnæs,Socialistisk Folkeparti (F),0.07703155065645853,0.07703238641291812,0.0770330997962109,0.07703471249302875,5.185909447003988e-5,250
Halsnæs,Danmarksdemokraterne (Æ),0.059929914918389664,0.05993095348366658,0.05993134170337388,0.05993169704594648,2.429805784717788e-5,250
Halsnæs,Did not vote,0.0476282771016509,0.04749917226412903,0.04758748400078406,0.04764599671465884,1.234720089649949e-4,250
Halsnæs,Other,0.005662700727195463,0.005662337846200822,0.005664063915744172,0.0056658647216286315,2.847837260286154e-6,250
Hedensted,Socialdemokratiet (A),0.2841506827524217,0.28415478414322737,0.28421123782362123,0.2842736727880901,8.818698269164487e-5,250
Hedensted,Venstre (V),0.1695231130620845,0.16949210822161126,0.16950908746873175,0.1695342898855238,3.437362915462665e-5,250
Hedensted,Other - Right,0.1170260534351352,0.11687000182073227,0.11693100246960564,0.1169723901872255,7.66404225381043e-5,250
Hedensted,Moderaterne (M),0.10406578470633612,0.10408121100501799,0.1040950707233885,0.10412247289253944,4.3167744047675626e-5,250
Hedensted,Liberal Alliance (I),0.08130335094350974,0.08130872888792146,0.08137080501031756,0.08144559318262587,1.1256252869290732e-4,250
Hedensted,Socialistisk Folkeparti (F),0.06730737247159402,0.06730841539860838,0.06730900358047809,0.06731072222428583,5.4412309164562414e-5,250
Hedensted,Danmarksdemokraterne (Æ),0.06447797730807019,0.06447894094576659,0.06447936351007433,0.06447976982947355,2.6170911224299685e-5,250
Hedensted,Other - Left,0.06435556175203246,0.06431056504633437,0.06432890506874368,0.06435596694472653,4.73068505988723e-5,250
Hedensted,Did not vote,0.0429589732049311,0.04282665553570653,0.04288882033472678,0.04294984829357207,8.902936634831329e-5,250
Hedensted,Other,0.004831130363884974,0.00483128624633169,0.004833085554227229,0.004835253327337615,3.26268199109873e-6,250
Helsingør,Socialdemokratiet (A),0.2533212400821254,0.25335078243896264,0.2534769454632567,0.25358842525411274,2.076479049928561e-4,250
Helsingør,Other - Right,0.1202612759593985,0.12014173635782008,0.12018736825058675,0.12023257375018137,8.078214377163789e-5,250
Helsingør,Other - Left,0.11628925390082266,0.11620895747463439,0.11624172226245738,0.11629921471323355,8.10930637791181e-5,250
Helsingør,Liberal Alliance (I),0.1113091120206221,0.11130534514482146,0.11137585746661974,0.11142467246095752,1.191405582642789e-4,250
Helsingør,Venstre (V),0.10463156074154974,0.10459170128959716,0.10461503127397467,0.10466335626774784,6.328471454129035e-5,250
Helsingør,Moderaterne (M),0.09679410225448785,0.09682316133105823,0.09685360429977286,0.09690475489529571,7.407781018265384e-5,250
Helsingør,Socialistisk Folkeparti (F),0.08501814264424432,0.0850198199094504,0.08502053049367958,0.08502182005770786,5.414887308707552e-5,250
Helsingør,Danmarksdemokraterne (Æ),0.05940568459505281,0.059406655309389225,0.0594070300127652,0.05940743250638828,2.522049345233013e-5,250
Helsingør,Did not vote,0.04583602134296247,0.04550979371640803,0.04564516022547144,0.04575403481498005,2.1387173491020005e-4,250
Helsingør,Other,0.007133606458734124,0.00713349727392831,0.007135541109342752,0.007136956036714862,3.4533495149066504e-6,250
Herlev,Socialdemokratiet (A),0.2869270330320122,0.2868963274416327,0.28703463285754915,0.2871669996265128,2.257435730757296e-4,250
Herlev,Other - Left,0.11388718363218776,0.1137562741774778,0.1137963340908434,0.1138545171886511,8.878326406254864e-5,250
Herlev,Other - Right,0.11195770711470737,0.11187121290537391,0.11192055573699113,0.11196812963645944,7.009882009665213e-5,250
Herlev,Liberal Alliance (I),0.10847177551833954,0.10842407620246305,0.1084821244336637,0.10854835236792518,1.0915434229382976e-4,250
Herlev,Socialistisk Folkeparti (F),0.09081210726926671,0.09081381656550269,0.09081454835031974,0.09081592830380936,5.222189509235493e-5,250
Herlev,Moderaterne (M),0.08571283719341614,0.08574529021030883,0.08578117269709758,0.08583460814337726,7.866569628302487e-5,250
Herlev,Venstre (V),0.0779957320411555,0.07794435496659463,0.07797068384334181,0.07802676314362614,7.085808113254035e-5,250
Herlev,Danmarksdemokraterne (Æ),0.06490488129318799,0.06490601600453368,0.06490646328135197,0.0649069070540824,2.4458966497189395e-5,250
Herlev,Did not vote,0.05347214593050916,0.05321127206059483,0.0533659081794631,0.05349998146778364,2.2856293950870637e-4,250
Herlev,Other,0.005858596975217548,0.005857214386351562,0.005858896943777668,0.005860816594046116,3.163893979531326e-6,250
Herning,Socialdemokratiet (A),0.25585970399044106,0.25587411529312065,0.2559529917589921,0.2560266439031241,1.1569790279534984e-4,250
Herning,Venstre (V),0.16834475898653214,0.16830539539187153,0.16832448556174678,0.16835521431187037,4.183913636937815e-5,250
Herning,Other - Right,0.11787906333204365,0.11773837658810417,0.11779077326115381,0.11783503603823586,7.802807908585595e-5,250
Herning,Liberal Alliance (I),0.11072541154645785,0.11072935763107455,0.11079991508803558,0.1108689347570845,1.1406059979087453e-4,250
Herning,Moderaterne (M),0.08696562127355582,0.08698318529865448,0.08700158359921023,0.08703252304270986,4.712671294780241e-5,250
Herning,Danmarksdemokraterne (Æ),0.0740348602037327,0.07403608633930187,0.07403654239562676,0.0740370372772226,2.5691867528233734e-5,250
Herning,Other - Left,0.07283336012668712,0.0727867574798722,0.07280808522155197,0.0728401577986599,5.133015362121428e-5,250
Herning,Socialistisk Folkeparti (F),0.06210917524261279,0.06211005471719287,0.062110635834193795,0.06211228739650315,5.3428092715266004e-5,250
Herning,Did not vote,0.045541607850330124,0.045360086456374515,0.045422925849489273,0.04550146207097859,1.1577417608069047e-4,250
Herning,Other,0.0057064374476068136,0.005706551826871065,0.005708596970551096,0.005710597540668456,3.306104341764461e-6,250
Hillerød,Socialdemokratiet (A),0.22352673491500782,0.22349163788094872,0.22361749249637047,0.2237489506208089,1.9162518501765775e-4,250
Hillerød,Venstre (V),0.13222492054924975,0.13218421522383267,0.13221181656610542,0.1322568641796621,6.067703475270893e-5,250
Hillerød,Socialistisk Folkeparti (F),0.12767497993593008,0.1276771087829564,0.12767823945166726,0.127679719011166,5.517173529099602e-5,250
Hillerød,Other - Left,0.12377945057889167,0.12368329721678396,0.12371363382303027,0.12375896479006787,7.332395393441493e-5,250
Hillerød,Other - Right,0.11880436917234502,0.11869062564008123,0.11874791315991992,0.11879244402943882,7.612699826334278e-5,250
Hillerød,Liberal Alliance (I),0.09640637142145683,0.09638033667512386,0.09644747481529313,0.09651915631938102,1.1235597743853325e-4,250
Hillerød,Moderaterne (M),0.08826019771039602,0.08828347013470324,0.08831198093939835,0.08836503062592861,6.739461802917986e-5,250
Hillerød,Danmarksdemokraterne (Æ),0.04581013158989642,0.04581069613908292,0.045810978573438,0.04581133408787561,2.655390564333197e-5,250
Hillerød,Did not vote,0.0376386642998792,0.037392625997326664,0.03753361496858057,0.037649035276719756,1.906407304169424e-4,250
Hillerød,Other,0.0058741798269471785,0.0058734251966186864,0.005875371229667071,0.0058774489544232405,3.2566949982183434e-6,250
Hjørring,Socialdemokratiet (A),0.31169222188392437,0.3117063735694597,0.31175753691740277,0.31181236275320384,9.407586512035914e-5,250
Hjørring,Venstre (V),0.11775537243201303,0.11772758521122183,0.11774405698672098,0.11776400134453766,3.251101857912888e-5,250
Hjørring,Other - Right,0.11352955551976293,0.11338748473806372,0.11344306294407965,0.11347968683113469,7.50813878812253e-5,250
Hjørring,Liberal Alliance (I),0.09651836216864297,0.0965114428280853,0.09657298375595853,0.0966347952834745,1.0501529619803768e-4,250
Hjørring,Danmarksdemokraterne (Æ),0.09489286014471977,0.09489388882508829,0.09489452129748122,0.09489511214623379,2.2808151684577936e-5,250
Hjørring,Moderaterne (M),0.08665334357244753,0.08666632079979816,0.08668198281615165,0.08670490084232564,3.88496058823071e-5,250
Hjørring,Socialistisk Folkeparti (F),0.06820933919963389,0.0682100251804437,0.06821064615995609,0.06821172399165183,4.827935720405412e-5,250
Hjørring,Other - Left,0.06344447976423387,0.06339403945575425,0.06340985022234923,0.06343720530632259,4.510497738337759e-5,250
Hjørring,Did not vote,0.04152681231234916,0.041416495088004095,0.041472196616067034,0.04152725551847483,9.101991298496747e-5,250
Hjørring,Other,0.005777653002272506,0.005777452441676632,0.00577923623668745,0.005781027875166173,3.043921628928609e-6,250
Holbæk,Socialdemokratiet (A),0.31792536261678556,0.31790676291189207,0.31799727557841745,0.3180948944237122,1.456547241082703e-4,250
Holbæk,Socialistisk Folkeparti (F),0.1386198709354566,0.13862278083200807,0.138623743589249,0.13862519514702742,4.8485184946299026e-5,250
Holbæk,Other - Right,0.09611439860281382,0.09597234027048683,0.09601827046809544,0.09605191293591975,6.019032198582846e-5,250
Holbæk,Venstre (V),0.0937484554814233,0.09371818400575249,0.09373657075422848,0.09377155334625296,4.674903502334328e-5,250
Holbæk,Liberal Alliance (I),0.08260816301755548,0.0826300466844528,0.08268290458250604,0.08274233802157961,9.411023271355022e-5,250
Holbæk,Moderaterne (M),0.08168616377951926,0.08170418664190505,0.08172435895152419,0.08176487373814212,5.3324000493977e-5,250
Holbæk,Other - Left,0.07847160825847431,0.07841448312148244,0.07843762786436348,0.07847847899866597,5.759694745323532e-5,250
Holbæk,Danmarksdemokraterne (Æ),0.056032534117042794,0.0560334838697656,0.05603379893986136,0.056034162517408455,2.3566627181903046e-5,250
Holbæk,Did not vote,0.04959474749364829,0.049401775558592785,0.049488300331803486,0.04958168609092595,1.4716520860822988e-4,250
Holbæk,Other,0.005198695697280557,0.005199330006465985,0.0052008621194530365,0.00520258482783198,2.727832832276757e-6,250
Holstebro,Socialdemokratiet (A),0.2780616412229616,0.2780468081292224,0.27811363439440573,0.2781878464905394,1.1106075692096897e-4,250
Holstebro,Venstre (V),0.20505850582885066,0.20502216659176795,0.20504206682176357,0.20507305948828333,4.281386608053175e-5,250
Holstebro,Other - Right,0.10271084047699931,0.10257366232370374,0.10262146201749361,0.10265755127739774,6.56356676388349e-5,250
Holstebro,Liberal Alliance (I),0.08910498412979864,0.08911542634869615,0.08917608272092682,0.08924269935457319,1.071228667369052e-4,250
Holstebro,Danmarksdemokraterne (Æ),0.07494483593339595,0.0749460695466123,0.07494652176753787,0.0749470916636515,2.9063214087178066e-5,250
Holstebro,Other - Left,0.07357146830553447,0.0735101195583126,0.07352935853827626,0.07356010727013172,5.088918395316931e-5,250
Holstebro,Socialistisk Folkeparti (F),0.0641766331886763,0.06417756742945468,0.06417811184816898,0.06417946046959772,5.783755096563496e-5,250
Holstebro,Moderaterne (M),0.06243018680129323,0.062452212385689265,0.06246984308146998,0.06250266376685379,4.666069546686183e-5,250
Holstebro,Did not vote,0.04495309144294815,0.044816128896355084,0.044892986963055374,0.044960747114089115,1.142775075299284e-4,250
Holstebro,Other,0.00498781266954169,0.004988115342553212,0.004989873498270043,0.00499180441518733,3.105010630055224e-6,250
Horsens,Socialdemokratiet (A),0.2838531400287578,0.28388384288209273,0.2839711095705425,0.28405133260059734,1.3490851658604653e-4,250
Horsens,Other - Right,0.1309181114857492,0.1307427040647415,0.1307961052624032,0.13084598172613,8.633540866015741e-5,250
Horsens,Venstre (V),0.11385977887122714,0.1138188665451704,0.11383980307818323,0.11387191271171587,4.535008691438318e-5,250
Horsens,Liberal Alliance (I),0.11070372044155345,0.11073278944081466,0.11079240592918554,0.11085987999512924,1.1822091765390076e-4,250
Horsens,Moderaterne (M),0.10004544853850557,0.10006960875535756,0.10008958328558158,0.10012737942487852,5.2858348504570906e-5,250
Horsens,Other - Left,0.08583980979475346,0.08576998120499621,0.08579396187721552,0.08583514397720454,5.9938075602293375e-5,250
Horsens,Socialistisk Folkeparti (F),0.06486151622547315,0.0648625382917907,0.06486315869263973,0.06486492800103091,4.9900931687660425e-5,250
Horsens,Danmarksdemokraterne (Æ),0.05955903008415401,0.05956003567302493,0.059560421276185965,0.05956078757739227,2.544227877096037e-5,250
Horsens,Did not vote,0.044641888998433674,0.04444230114958507,0.04452971253952456,0.04461682690613397,1.352252620904501e-4,250
Horsens,Other,0.005717555531392597,0.005718398111081326,0.005720126125237005,0.005722081895264357,3.4266932653304485e-6,250
Hvidovre,Socialdemokratiet (A),0.2814551343801359,0.2814991891068923,0.2816016127838741,0.2817235951974026,1.9178908855737187e-4,250
Hvidovre,Socialistisk Folkeparti (F),0.13374190266558286,0.13374510659206212,0.13374615269235215,0.13374773599531542,4.856611708748701e-5,250
Hvidovre,Other - Left,0.11965027730555969,0.11957396131442885,0.11960314908029,0.11965980176847216,7.722356459641917e-5,250
Hvidovre,Liberal Alliance (I),0.10816810582378128,0.10815105641023885,0.10820890845510676,0.10826284783610063,1.0437180201532144e-4,250
Hvidovre,Other - Right,0.10087830608314372,0.10077913943681434,0.1008194228706285,0.10085709759422036,6.79413382290965e-5,250
Hvidovre,Moderaterne (M),0.07702113334449037,0.07704577429370608,0.0770742513049029,0.07712576065691999,6.95592528457148e-5,250
Hvidovre,Danmarksdemokraterne (Æ),0.06684476048682692,0.06684616755431838,0.06684664013289437,0.06684707289248859,2.3722885911811833e-5,250
Hvidovre,Venstre (V),0.062192819097839414,0.06215155913489243,0.062176158625719374,0.062223155035541336,6.245198070573482e-5,250
Hvidovre,Did not vote,0.0446597064549074,0.04435555393147417,0.044461322247419485,0.04457881351093051,1.9045294410646998e-4,250
Hvidovre,Other,0.005387854357732446,0.005387360171832666,0.005389037042698402,0.005390600503017064,3.0252696236325203e-6,250
Høje-Taastrup,Socialdemokratiet (A),0.2772328296156725,0.2771638378832175,0.2772814981494043,0.27741867260255226,1.9078567897978706e-4,250
Høje-Taastrup,Other - Right,0.13199394598409878,0.13185495611934012,0.13191672048248465,0.13196563141797052,8.478995955872807e-5,250
Høje-Taastrup,Liberal Alliance (I),0.12464318673336407,0.12462706012409311,0.12468792826131,0.12476154947719668,1.2016706268306539e-4,250
Høje-Taastrup,Other - Left,0.10684109522803333,0.1067408772258847,0.10677413458597931,0.10682889554569627,7.837814514612395e-5,250
Høje-Taastrup,Venstre (V),0.08147088211118594,0.08142890154419256,0.08145412220394684,0.08149900796363307,5.821505258536063e-5,250
Høje-Taastrup,Socialistisk Folkeparti (F),0.07430132779404597,0.0743025132344115,0.07430315802412732,0.07430445407617829,4.9937568206529204e-5,250
