municipality,predicted_vote_party,expected_N,total_N,point_estimate
Esbjerg,Danmarksdemokraterne (Æ),5653.479355769052,81833,0.06908556885081876
Esbjerg,Did not vote,3744.3929026177398,81833,0.04575651512980997
Esbjerg,Liberal Alliance (I),7583.199906198311,81833,0.09266677142715421
Esbjerg,Moderaterne (M),9231.932281545785,81833,0.11281429596306851
Esbjerg,Other,446.62444054350476,81833,0.005457754702180108
Esbjerg,Other - Left,6353.747076599976,81833,0.0776428467317583
Esbjerg,Other - Right,9408.265207540895,81833,0.11496908591327332
Esbjerg,Socialdemokratiet (A),25085.104057813198,81833,0.3065401984262241
Esbjerg,Socialistisk Folkeparti (F),5336.561499676954,81833,0.06521282978354641
Esbjerg,Venstre (V),8989.69327169459,81833,0.10985413307216636
Faaborg-Midtfyn,Danmarksdemokraterne (Æ),3247.6397225405567,38106,0.08522646623997682
Faaborg-Midtfyn,Did not vote,1636.0230285954426,38106,0.042933475793718645
Faaborg-Midtfyn,Liberal Alliance (I),3326.5989145443923,38106,0.08729855966368531
Faaborg-Midtfyn,Moderaterne (M),3525.6260739238455,38106,0.09252154710344422
Faaborg-Midtfyn,Other,206.49956660131116,38106,0.005419082732412511
Faaborg-Midtfyn,Other - Left,2589.2058382889995,38106,0.0679474580981735
Faaborg-Midtfyn,Other - Right,4490.235434092478,38106,0.11783539164678732
Faaborg-Midtfyn,Socialdemokratiet (A),12612.882055366343,38106,0.3309946479653163
Faaborg-Midtfyn,Socialistisk Folkeparti (F),2631.839014824238,38106,0.06906626291986138
Faaborg-Midtfyn,Venstre (V),3839.450351222397,38106,0.10075710783662407
Favrskov,Danmarksdemokraterne (Æ),2250.280058448182,33981,0.0662217138532763
Favrskov,Did not vote,1245.810041372985,33981,0.03666195937061844
Favrskov,Liberal Alliance (I),3714.2707179874533,33981,0.10930433824747515
Favrskov,Moderaterne (M),2850.1164606538428,33981,0.08387382539224399
Favrskov,Other,179.75813948105412,33981,0.005289960256645011
Favrskov,Other - Left,2997.901045929268,33981,0.08822286118505247
Favrskov,Other - Right,3827.781502728186,33981,0.11264475744469515
Favrskov,Socialdemokratiet (A),10017.245337703383,33981,0.2947895982373498
Favrskov,Socialistisk Folkeparti (F),2720.2913363474745,33981,0.08005330438620036
Favrskov,Venstre (V),4177.545359348173,33981,0.1229376816264434
Faxe,Danmarksdemokraterne (Æ),1855.6159996305123,27410,0.06769850418206903
Faxe,Did not vote,1288.993258028485,27410,0.047026386648248264
Faxe,Liberal Alliance (I),2158.8377944739605,27410,0.07876095565392048
Faxe,Moderaterne (M),3086.6084002401,27410,0.11260884349653776
Faxe,Other,142.66679017734228,27410,0.005204917554810007
Faxe,Other - Left,1913.1625282401794,27410,0.0697979762218234
Faxe,Other - Right,3540.4792304243633,27410,0.12916742905597822
Faxe,Socialdemokratiet (A),7711.06137784115,27410,0.28132292513101603
Faxe,Socialistisk Folkeparti (F),2484.9181155065394,27410,0.09065735554565996
Faxe,Venstre (V),3227.656505437369,27410,0.11775470650993686
Fredensborg,Danmarksdemokraterne (Æ),1588.1279370951288,27834,0.05705712212025325
Fredensborg,Did not vote,1173.0580896624538,27834,0.042144790172539116
Fredensborg,Liberal Alliance (I),3136.735475303568,27834,0.11269438367836344
Fredensborg,Moderaterne (M),2443.391848990415,27834,0.0877844308755628
Fredensborg,Other,206.59614865591595,27834,0.00742243833642006
Fredensborg,Other - Left,3582.314555949178,27834,0.12870282948728815
Fredensborg,Other - Right,3269.1722839222753,27834,0.11745247840491037
Fredensborg,Socialdemokratiet (A),7070.368229972525,27834,0.2540191215769392
Fredensborg,Socialistisk Folkeparti (F),2517.6912994974227,27834,0.09045380827396073
Fredensborg,Venstre (V),2846.544130951118,27834,0.10226859707376296
Fredericia,Danmarksdemokraterne (Æ),2816.935734249909,37575,0.07496834954756909
Fredericia,Did not vote,1835.9996100856285,37575,0.04886226507213915
Fredericia,Liberal Alliance (I),3880.556278355236,37575,0.10327495085443077
Fredericia,Moderaterne (M),3357.088412239667,37575,0.08934367031908629
Fredericia,Other,218.26161847948433,37575,0.0058086924412371075
Fredericia,Other - Left,2684.1757867378324,37575,0.07143515067831889
Fredericia,Other - Right,4056.5287688116255,37575,0.10795818413337659
Fredericia,Socialdemokratiet (A),12546.709661416548,37575,0.3339111021002408
Fredericia,Socialistisk Folkeparti (F),2608.3061863129765,37575,0.06941599963574123
Fredericia,Venstre (V),3570.437943311096,37575,0.09502163521786018
Frederiksberg,Danmarksdemokraterne (Æ),2113.072460365833,73795,0.028634358159303926
Frederiksberg,Did not vote,2685.275280273458,73795,0.03638830923874867
Frederiksberg,Liberal Alliance (I),6001.301762072101,73795,0.08132396181410802
Frederiksberg,Moderaterne (M),5316.413515602882,73795,0.07204300448001738
Frederiksberg,Other,441.8853247126867,73795,0.005988011717767962
Frederiksberg,Other - Left,21765.911539900615,73795,0.29495103380853194
Frederiksberg,Other - Right,5697.394310610508,73795,0.0772056956516093
Frederiksberg,Socialdemokratiet (A),13559.560979487602,73795,0.1837463375498015
Frederiksberg,Socialistisk Folkeparti (F),9120.557102953304,73795,0.12359315811306056
Frederiksberg,Venstre (V),7093.627724021011,73795,0.09612612946705076
Frederikshavn,Danmarksdemokraterne (Æ),4263.638008112361,42757,0.09971789433571955
Frederikshavn,Did not vote,2018.0510528977902,42757,0.047198144231302246
Frederikshavn,Liberal Alliance (I),3983.3489350132836,42757,0.09316249818774197
Frederikshavn,Moderaterne (M),2901.3496355786615,42757,0.06785671669150459
Frederikshavn,Other,242.2131811232702,42757,0.0056648778240585215
Frederikshavn,Other - Left,2381.362853535231,42757,0.05569527454066541
Frederikshavn,Other - Right,4193.879946432802,42757,0.0980863939573123
Frederikshavn,Socialdemokratiet (A),15930.83609463137,42757,0.37259012780670697
Frederikshavn,Socialistisk Folkeparti (F),2391.738534858466,42757,0.055937940801704195
Frederikshavn,Venstre (V),4450.581757816766,42757,0.10409013162328429
Frederikssund,Danmarksdemokraterne (Æ),2248.3149415510547,34805,0.0645974699483136
Frederikssund,Did not vote,1573.2155889579412,34805,0.04520085013526623
Frederikssund,Liberal Alliance (I),3088.8230364430497,34805,0.08874653171794425
Frederikssund,Moderaterne (M),3659.7364418463167,34805,0.10514973256274433
Frederikssund,Other,190.93055581452802,34805,0.005485722046100504
Frederikssund,Other - Left,2582.836735334507,34805,0.07420878423601514
Frederikssund,Other - Right,4160.006773042814,34805,0.11952325163174296
Frederikssund,Socialdemokratiet (A),10229.745950357388,34805,0.2939159876557215
Frederikssund,Socialistisk Folkeparti (F),2485.9455051591885,34805,0.07142495345953709
Frederikssund,Venstre (V),4585.444471493214,34805,0.1317467166066144
Furesø,Danmarksdemokraterne (Æ),1032.1081815501673,27813,0.03710884052601903
Furesø,Did not vote,900.368692751162,27813,0.03237222495779535
Furesø,Liberal Alliance (I),2440.882062503644,27813,0.08776047396913832
Furesø,Moderaterne (M),2307.9035587586013,27813,0.08297931034978612
Furesø,Other,196.13007527561302,27813,0.0070517411022044734
Furesø,Other - Left,4682.490880312753,27813,0.16835619603468713
Furesø,Other - Right,2817.418689794731,27813,0.1012986261746209
Furesø,Socialdemokratiet (A),6516.4087587911745,27813,0.23429363099238393
Furesø,Socialistisk Folkeparti (F),2961.199062183532,27813,0.10646816460588689
Furesø,Venstre (V),3958.0900380786225,27813,0.1423107912874779
Gentofte,Danmarksdemokraterne (Æ),1458.0623683923855,49128,0.029678846449934567
Gentofte,Did not vote,1718.9527107900913,49128,0.034989267032854814
Gentofte,Liberal Alliance (I),4031.1546654868084,49128,0.08205411711217246
Gentofte,Moderaterne (M),4748.336169665797,49128,0.0966523402065176
Gentofte,Other,369.6906057932387,49128,0.0075250489698998274
Gentofte,Other - Left,7988.71971779176,49128,0.1626103183071112
Gentofte,Other - Right,8810.936377160955,49128,0.17934653104463757
Gentofte,Socialdemokratiet (A),9347.06108902592,49128,0.1902593447530109
Gentofte,Socialistisk Folkeparti (F),3895.5386098268846,49128,0.07929365351381869
Gentofte,Venstre (V),6759.547686066165,49128,0.13759053261004242
Gladsaxe,Danmarksdemokraterne (Æ),1866.7627026362054,43896,0.04252694328950714
Gladsaxe,Did not vote,1938.7452582864337,43896,0.04416678645631569
Gladsaxe,Liberal Alliance (I),3961.818535368254,43896,0.09025465954456566
Gladsaxe,Moderaterne (M),4114.587244483134,43896,0.09373490168769669
Gladsaxe,Other,238.4812062149621,43896,0.00543286874008935
Gladsaxe,Other - Left,6180.766378469724,43896,0.1408047744320604
Gladsaxe,Other - Right,3609.1361540076823,43896,0.08222016024256612
Gladsaxe,Socialdemokratiet (A),11097.786033109485,43896,0.2528199843518654
Gladsaxe,Socialistisk Folkeparti (F),7007.895417368138,43896,0.15964769950264573
Gladsaxe,Venstre (V),3880.0210700559824,43896,0.08839122175268777
Glostrup,Danmarksdemokraterne (Æ),933.1265626008661,16081,0.05802665024568535
Glostrup,Did not vote,746.5676003041189,16081,0.04642544619763192
Glostrup,Liberal Alliance (I),1683.7096051974554,16081,0.10470179747512315
Glostrup,Moderaterne (M),1867.4543202188913,16081,0.1161279970287228
Glostrup,Other,93.18589957641876,16081,0.00579478263642925
Glostrup,Other - Left,1644.854081244294,16081,0.10228555943313812
Glostrup,Other - Right,1747.6452887144135,16081,0.10867764994182037
Glostrup,Socialdemokratiet (A),4597.353640144837,16081,0.2858872980626104
Glostrup,Socialistisk Folkeparti (F),1287.8804458969582,16081,0.08008708699066963
Glostrup,Venstre (V),1479.2225561017465,16081,0.09198573198816905
Greve,Danmarksdemokraterne (Æ),2162.3559348011468,35637,0.06067727179058694
Greve,Did not vote,1644.66702371801,35637,0.04615054644661475
Greve,Liberal Alliance (I),4148.5237442639655,35637,0.1164105773287304
Greve,Moderaterne (M),3696.563118183319,35637,0.10372823521012765
Greve,Other,216.66039213284392,35637,0.006079647336555937
Greve,Other - Left,2969.459188867151,35637,0.08332517296257123
Greve,Other - Right,3916.5177009387994,35637,0.10990031991859021
Greve,Socialdemokratiet (A),9274.602771513122,35637,0.26025206306684406
Greve,Socialistisk Folkeparti (F),2506.216888684311,35637,0.0703262589074364
Greve,Venstre (V),5101.433236897333,35637,0.14314990703194244
Gribskov,Danmarksdemokraterne (Æ),2107.655597393977,31169,0.06762025080669823
Gribskov,Did not vote,1322.5662147017044,31169,0.04243210288112241
Gribskov,Liberal Alliance (I),3065.910516664009,31169,0.09836409627078214
Gribskov,Moderaterne (M),3128.934060845617,31169,0.10038609069413895
Gribskov,Other,202.51452607222,31169,0.006497305851077032
Gribskov,Other - Left,3035.8375137772655,31169,0.0973992593210326
Gribskov,Other - Right,4437.685648502403,31169,0.1423749766916617
Gribskov,Socialdemokratiet (A),8395.4870750897,31169,0.26935375132630823
Gribskov,Socialistisk Folkeparti (F),2151.627157310405,31169,0.06903099737913969
Gribskov,Venstre (V),3320.7816896426993,31169,0.10654116877803906
Guldborgsund,Danmarksdemokraterne (Æ),3248.3811216638805,44612,0.07281406620783377
Guldborgsund,Did not vote,2169.573119112016,44612,0.04863205234268842
Guldborgsund,Liberal Alliance (I),4138.470782895165,44612,0.0927658653029491
Guldborgsund,Moderaterne (M),3874.832366408123,44612,0.08685628006832519
Guldborgsund,Other,247.6848676656184,44612,0.0055519785632928
Guldborgsund,Other - Left,3156.5633144396393,44612,0.07075592473862725
Guldborgsund,Other - Right,5591.643955813362,44612,0.12533945924444906
Guldborgsund,Socialdemokratiet (A),14688.854954488066,44612,0.3292579340645581
Guldborgsund,Socialistisk Folkeparti (F),3058.373649983692,44612,0.06855495494449233
Guldborgsund,Venstre (V),4437.62186753044,44612,0.099471484522784
Haderslev,Danmarksdemokraterne (Æ),3037.3397093955746,38927,0.07802655507477008
Haderslev,Did not vote,1918.278888962374,38927,0.04927887812989375
Haderslev,Liberal Alliance (I),4056.619430801044,38927,0.1042109443522759
Haderslev,Moderaterne (M),2896.011333489993,38927,0.07439595482544231
Haderslev,Other,226.6124568461357,38927,0.005821472418787364
Haderslev,Other - Left,2731.789183297582,38927,0.07017723388130558
Haderslev,Other - Right,5374.753617164947,38927,0.13807263896947997
Haderslev,Socialdemokratiet (A),11562.310637722521,38927,0.29702547429091686
Haderslev,Socialistisk Folkeparti (F),2554.116989213901,38927,0.065612993274948
Haderslev,Venstre (V),4569.1677531059295,38927,0.11737785478218023
Halsnæs,Danmarksdemokraterne (Æ),1383.3022961462702,23082,0.059929914918389664
Halsnæs,Did not vote,1099.3558920603061,23082,0.0476282771016509
Halsnæs,Liberal Alliance (I),2021.2441288336452,23082,0.08756798062705334
Halsnæs,Moderaterne (M),2344.9687483403727,23082,0.101592961976448
Halsnæs,Other,130.70645818512568,23082,0.005662700727195463
Halsnæs,Other - Left,1914.782788965746,23082,0.08295567060764865
Halsnæs,Other - Right,2105.7030476796203,23082,0.09122706211245214
Halsnæs,Socialdemokratiet (A),7937.001143568748,23082,0.3438610667866194
Halsnæs,Socialistisk Folkeparti (F),1778.0422522523759,23082,0.07703155065645853
Halsnæs,Venstre (V),2366.893243967789,23082,0.10254281448608393
Hedensted,Danmarksdemokraterne (Æ),2193.218398134007,34015,0.06447797730807019
Hedensted,Did not vote,1461.2494735657313,34015,0.0429589732049311
Hedensted,Liberal Alliance (I),2765.5334823434837,34015,0.08130335094350974
Hedensted,Moderaterne (M),3539.797666786023,34015,0.10406578470633612
Hedensted,Other,164.33089932754737,34015,0.004831130363884974
Hedensted,Other - Left,2189.054432995384,34015,0.06435556175203246
Hedensted,Other - Right,3980.641207596124,34015,0.1170260534351352
Hedensted,Socialdemokratiet (A),9665.385473823624,34015,0.2841506827524217
Hedensted,Socialistisk Folkeparti (F),2289.4602746212704,34015,0.06730737247159402
Hedensted,Venstre (V),5766.328690806805,34015,0.1695231130620845
Helsingør,Danmarksdemokraterne (Æ),2728.740716189156,45934,0.05940568459505281
Helsingør,Did not vote,2105.431804367638,45934,0.04583602134296247
Helsingør,Liberal Alliance (I),5112.8727515552555,45934,0.1113091120206221
Helsingør,Moderaterne (M),4446.140292957645,45934,0.09679410225448785
Helsingør,Other,327.6750790754933,45934,0.007133606458734124
Helsingør,Other - Left,5341.630588680388,45934,0.11628925390082266
Helsingør,Other - Right,5524.081449919011,45934,0.1202612759593985
Helsingør,Socialdemokratiet (A),11636.05784193235,45934,0.2533212400821254
Helsingør,Socialistisk Folkeparti (F),3905.2233642207184,45934,0.08501814264424432
Helsingør,Venstre (V),4806.1461111023455,45934,0.10463156074154974
Herlev,Danmarksdemokraterne (Æ),1288.556608313661,19853,0.06490488129318799
Herlev,Did not vote,1061.5825131583983,19853,0.05347214593050916
Herlev,Liberal Alliance (I),2153.490159365595,19853,0.10847177551833954
Herlev,Moderaterne (M),1701.6569568008908,19853,0.08571283719341614
Herlev,Other,116.31072574899397,19853,0.005858596975217548
Herlev,Other - Left,2261.0022566498237,19853,0.11388718363218776
Herlev,Other - Right,2222.6963593482856,19853,0.11195770711470737
Herlev,Socialdemokratiet (A),5696.362386784539,19853,0.2869270330320122
Herlev,Socialistisk Folkeparti (F),1802.892765616752,19853,0.09081210726926671
Herlev,Venstre (V),1548.4492682130601,19853,0.0779957320411555
Herning,Danmarksdemokraterne (Æ),4628.88156451798,62523,0.0740348602037327
Herning,Did not vote,2847.39794762619,62523,0.045541607850330124
Herning,Liberal Alliance (I),6922.884906119184,62523,0.11072541154645785
Herning,Moderaterne (M),5437.351538886531,62523,0.08696562127355582
Herning,Other,356.7835885367208,62523,0.0057064374476068136
Herning,Other - Left,4553.760175200859,62523,0.07283336012668712
Herning,Other - Right,7370.152676709365,62523,0.11787906333204365
Herning,Socialdemokratiet (A),15997.116272594345,62523,0.25585970399044106
Herning,Socialistisk Folkeparti (F),3883.251963693879,62523,0.06210917524261279
Herning,Venstre (V),10525.41936611495,62523,0.16834475898653214
Hillerød,Danmarksdemokraterne (Æ),1716.5056306734189,37470,0.04581013158989642
Hillerød,Did not vote,1410.3207513164737,37470,0.0376386642998792
Hillerød,Liberal Alliance (I),3612.3467371619877,37470,0.09640637142145683
Hillerød,Moderaterne (M),3307.1096082085387,37470,0.08826019771039602
Hillerød,Other,220.10551811571077,37470,0.0058741798269471785
Hillerød,Other - Left,4638.016013191071,37470,0.12377945057889167
Hillerød,Other - Right,4451.599712887768,37470,0.11880436917234502
Hillerød,Socialdemokratiet (A),8375.546757265343,37470,0.22352673491500782
Hillerød,Socialistisk Folkeparti (F),4783.9814981992995,37470,0.12767497993593008
Hillerød,Venstre (V),4954.467772980388,37470,0.13222492054924975
Hjørring,Danmarksdemokraterne (Æ),4395.532174763564,46321,0.09489286014471977
Hjørring,Did not vote,1923.5634731203254,46321,0.04152681231234916
Hjørring,Liberal Alliance (I),4470.827054013711,46321,0.09651836216864297
Hjørring,Moderaterne (M),4013.869527619342,46321,0.08665334357244753
Hjørring,Other,267.62666471826475,46321,0.005777653002272506
Hjørring,Other - Left,2938.811747159077,46321,0.06344447976423387
Hjørring,Other - Right,5258.802541230939,46321,0.11352955551976293
Hjørring,Socialdemokratiet (A),14437.895409885261,46321,0.31169222188392437
