MunicipalityCode,MunicipalityName,Age,Sex,Education,N
0180,Stockholm,41-50,Male,Tertiary 2yr+,24808.5
0180,Stockholm,41-50,Male,Tertiary <2yr,10506.9
0180,Stockholm,41-50,Male,Upper secondary,16482.8
0180,Stockholm,51-60,Female,Postgraduate,1628.4
0180,Stockholm,51-60,Female,Primary 9-10yr,2583.5
0180,Stockholm,51-60,Female,Primary <9yr,1758.9
0180,Stockholm,51-60,Female,Tertiary 2yr+,23239.3
0180,Stockholm,51-60,Female,Tertiary <2yr,9045.4
0180,Stockholm,51-60,Female,Upper secondary,16751.8
0180,Stockholm,51-60,Male,Postgraduate,1820.1
0180,Stockholm,51-60,Male,Primary 9-10yr,3981.1
0180,Stockholm,51-60,Male,Primary <9yr,1320.7
0180,Stockholm,51-60,Male,Tertiary 2yr+,18153.5
0180,Stockholm,51-60,Male,Tertiary <2yr,9344.1
0180,Stockholm,51-60,Male,Upper secondary,18285.7
0180,Stockholm,61-70,Female,Postgraduate,1159.8
0180,Stockholm,61-70,Female,Primary 9-10yr,2907.7
0180,Stockholm,61-70,Female,Primary <9yr,1651.6
0180,Stockholm,61-70,Female,Tertiary 2yr+,15446.4
0180,Stockholm,61-70,Female,Tertiary <2yr,8842.3
0180,Stockholm,61-70,Female,Upper secondary,16138.1
0180,Stockholm,61-70,Male,Postgraduate,1521.2
0180,Stockholm,61-70,Male,Primary 9-10yr,4006.8
0180,Stockholm,61-70,Male,Primary <9yr,1210.4
0180,Stockholm,61-70,Male,Tertiary 2yr+,12571.1
0180,Stockholm,61-70,Male,Tertiary <2yr,7773.2
0180,Stockholm,61-70,Male,Upper secondary,15997.2
0180,Stockholm,71-104,Female,Postgraduate,1163.4
0180,Stockholm,71-104,Female,Primary 9-10yr,4768.2
0180,Stockholm,71-104,Female,Primary <9yr,4441.5
0180,Stockholm,71-104,Female,Tertiary 2yr+,17257.3
0180,Stockholm,71-104,Female,Tertiary <2yr,10081.2
0180,Stockholm,71-104,Female,Upper secondary,20296.1
0180,Stockholm,71-104,Male,Postgraduate,2046.2
0180,Stockholm,71-104,Male,Primary 9-10yr,3810.3
0180,Stockholm,71-104,Male,Primary <9yr,2980.7
0180,Stockholm,71-104,Male,Tertiary 2yr+,13645.7
0180,Stockholm,71-104,Male,Tertiary <2yr,6222.8
0180,Stockholm,71-104,Male,Upper secondary,16006.8
0181,Södertälje,18-22,Female,Primary 9-10yr,2028.1
0181,Södertälje,18-22,Female,Primary <9yr,13.1
0181,Södertälje,18-22,Female,Tertiary 2yr+,280.4
0181,Södertälje,18-22,Female,Tertiary <2yr,638.1
0181,Södertälje,18-22,Female,Upper secondary,1803.2
0181,Södertälje,18-22,Male,Primary 9-10yr,2183.2
0181,Södertälje,18-22,Male,Primary <9yr,19.1
0181,Södertälje,18-22,Male,Tertiary 2yr+,146.2
0181,Södertälje,18-22,Male,Tertiary <2yr,494.0
0181,Södertälje,18-22,Male,Upper secondary,1937.1
0181,Södertälje,23-30,Female,Postgraduate,6.4
0181,Södertälje,23-30,Female,Primary 9-10yr,182.2
0181,Södertälje,23-30,Female,Primary <9yr,45.8
0181,Södertälje,23-30,Female,Tertiary 2yr+,879.8
0181,Södertälje,23-30,Female,Tertiary <2yr,488.6
0181,Södertälje,23-30,Female,Upper secondary,874.1
0181,Södertälje,23-30,Male,Postgraduate,5.2
0181,Södertälje,23-30,Male,Primary 9-10yr,339.2
0181,Södertälje,23-30,Male,Primary <9yr,73.8
0181,Södertälje,23-30,Male,Tertiary 2yr+,582.2
0181,Södertälje,23-30,Male,Tertiary <2yr,493.4
0181,Södertälje,23-30,Male,Upper secondary,1177.0
0181,Södertälje,31-40,Female,Postgraduate,28.5
0181,Södertälje,31-40,Female,Primary 9-10yr,448.1
0181,Södertälje,31-40,Female,Primary <9yr,183.7
0181,Södertälje,31-40,Female,Tertiary 2yr+,2067.0
0181,Södertälje,31-40,Female,Tertiary <2yr,1078.6
0181,Södertälje,31-40,Female,Upper secondary,2110.8
0181,Södertälje,31-40,Male,Postgraduate,34.3
0181,Södertälje,31-40,Male,Primary 9-10yr,791.3
0181,Södertälje,31-40,Male,Primary <9yr,275.4
0181,Södertälje,31-40,Male,Tertiary 2yr+,1393.4
0181,Södertälje,31-40,Male,Tertiary <2yr,1094.8
0181,Södertälje,31-40,Male,Upper secondary,2584.6
0181,Södertälje,41-50,Female,Postgraduate,36.3
0181,Södertälje,41-50,Female,Primary 9-10yr,435.0
0181,Södertälje,41-50,Female,Primary <9yr,294.7
0181,Södertälje,41-50,Female,Tertiary 2yr+,1590.6
0181,Södertälje,41-50,Female,Tertiary <2yr,821.3
0181,Södertälje,41-50,Female,Upper secondary,2023.0
0181,Södertälje,41-50,Male,Postgraduate,56.3
0181,Södertälje,41-50,Male,Primary 9-10yr,802.3
0181,Södertälje,41-50,Male,Primary <9yr,373.6
0181,Södertälje,41-50,Male,Tertiary 2yr+,1185.3
0181,Södertälje,41-50,Male,Tertiary <2yr,868.2
0181,Södertälje,41-50,Male,Upper secondary,2320.8
0181,Södertälje,51-60,Female,Postgraduate,36.7
0181,Södertälje,51-60,Female,Primary 9-10yr,506.1
0181,Södertälje,51-60,Female,Primary <9yr,414.5
0181,Södertälje,51-60,Female,Tertiary 2yr+,1190.0
0181,Södertälje,51-60,Female,Tertiary <2yr,796.5
0181,Södertälje,51-60,Female,Upper secondary,2314.1
0181,Södertälje,51-60,Male,Postgraduate,64.4
0181,Södertälje,51-60,Male,Primary 9-10yr,831.8
0181,Södertälje,51-60,Male,Primary <9yr,420.7
0181,Södertälje,51-60,Male,Tertiary 2yr+,920.3
0181,Södertälje,51-60,Male,Tertiary <2yr,860.8
0181,Södertälje,51-60,Male,Upper secondary,2512.7
0181,Södertälje,61-70,Female,Postgraduate,26.2
0181,Södertälje,61-70,Female,Primary 9-10yr,461.9
0181,Södertälje,61-70,Female,Primary <9yr,473.8
0181,Södertälje,61-70,Female,Tertiary 2yr+,736.6
0181,Södertälje,61-70,Female,Tertiary <2yr,643.5
0181,Södertälje,61-70,Female,Upper secondary,1855.0
0181,Södertälje,61-70,Male,Postgraduate,48.0
0181,Södertälje,61-70,Male,Primary 9-10yr,652.7
0181,Södertälje,61-70,Male,Primary <9yr,422.8
0181,Södertälje,61-70,Male,Tertiary 2yr+,597.9
0181,Södertälje,61-70,Male,Tertiary <2yr,690.7
0181,Södertälje,61-70,Male,Upper secondary,1942.9
0181,Södertälje,71-104,Female,Postgraduate,18.4
0181,Södertälje,71-104,Female,Primary 9-10yr,610.9
0181,Södertälje,71-104,Female,Primary <9yr,1045.8
0181,Södertälje,71-104,Female,Tertiary 2yr+,752.2
0181,Södertälje,71-104,Female,Tertiary <2yr,717.0
0181,Södertälje,71-104,Female,Upper secondary,2186.6
0181,Södertälje,71-104,Male,Postgraduate,41.7
0181,Södertälje,71-104,Male,Primary 9-10yr,551.9
0181,Södertälje,71-104,Male,Primary <9yr,781.3
0181,Södertälje,71-104,Male,Tertiary 2yr+,575.6
0181,Södertälje,71-104,Male,Tertiary <2yr,525.1
0181,Södertälje,71-104,Male,Upper secondary,1828.7
0182,Nacka,18-22,Female,Primary 9-10yr,2462.6
0182,Nacka,18-22,Female,Primary <9yr,3.2
0182,Nacka,18-22,Female,Tertiary 2yr+,232.5
0182,Nacka,18-22,Female,Tertiary <2yr,686.9
0182,Nacka,18-22,Female,Upper secondary,2166.0
0182,Nacka,18-22,Male,Primary 9-10yr,2794.6
0182,Nacka,18-22,Male,Primary <9yr,11.5
0182,Nacka,18-22,Male,Tertiary 2yr+,156.1
0182,Nacka,18-22,Male,Tertiary <2yr,613.2
0182,Nacka,18-22,Male,Upper secondary,2488.5
0182,Nacka,23-30,Female,Postgraduate,11.9
0182,Nacka,23-30,Female,Primary 9-10yr,77.0
0182,Nacka,23-30,Female,Primary <9yr,15.7
0182,Nacka,23-30,Female,Tertiary 2yr+,1105.8
0182,Nacka,23-30,Female,Tertiary <2yr,472.8
0182,Nacka,23-30,Female,Upper secondary,588.2
0182,Nacka,23-30,Male,Postgraduate,11.1
0182,Nacka,23-30,Male,Primary 9-10yr,147.4
0182,Nacka,23-30,Male,Primary <9yr,26.2
0182,Nacka,23-30,Male,Tertiary 2yr+,768.6
0182,Nacka,23-30,Male,Tertiary <2yr,529.0
0182,Nacka,23-30,Male,Upper secondary,859.5
0182,Nacka,31-40,Female,Postgraduate,80.5
0182,Nacka,31-40,Female,Primary 9-10yr,196.1
0182,Nacka,31-40,Female,Primary <9yr,52.9
0182,Nacka,31-40,Female,Tertiary 2yr+,3713.7
0182,Nacka,31-40,Female,Tertiary <2yr,1323.8
0182,Nacka,31-40,Female,Upper secondary,1553.5
0182,Nacka,31-40,Male,Postgraduate,71.3
0182,Nacka,31-40,Male,Primary 9-10yr,377.7
0182,Nacka,31-40,Male,Primary <9yr,74.0
0182,Nacka,31-40,Male,Tertiary 2yr+,2536.6
0182,Nacka,31-40,Male,Tertiary <2yr,1396.3
0182,Nacka,31-40,Male,Upper secondary,2094.4
0182,Nacka,41-50,Female,Postgraduate,140.0
0182,Nacka,41-50,Female,Primary 9-10yr,165.6
0182,Nacka,41-50,Female,Primary <9yr,71.4
0182,Nacka,41-50,Female,Tertiary 2yr+,4037.0
0182,Nacka,41-50,Female,Tertiary <2yr,1172.0
0182,Nacka,41-50,Female,Upper secondary,1643.8
0182,Nacka,41-50,Male,Postgraduate,138.9
0182,Nacka,41-50,Male,Primary 9-10yr,361.1
0182,Nacka,41-50,Male,Primary <9yr,69.7
0182,Nacka,41-50,Male,Tertiary 2yr+,2998.7
0182,Nacka,41-50,Male,Tertiary <2yr,1301.2
0182,Nacka,41-50,Male,Upper secondary,2040.6
0182,Nacka,51-60,Female,Postgraduate,151.3
0182,Nacka,51-60,Female,Primary 9-10yr,212.3
0182,Nacka,51-60,Female,Primary <9yr,96.3
0182,Nacka,51-60,Female,Tertiary 2yr+,3309.4
0182,Nacka,51-60,Female,Tertiary <2yr,1218.8
0182,Nacka,51-60,Female,Upper secondary,2227.3
0182,Nacka,51-60,Male,Postgraduate,192.8
0182,Nacka,51-60,Male,Primary 9-10yr,426.4
0182,Nacka,51-60,Male,Primary <9yr,66.5
0182,Nacka,51-60,Male,Tertiary 2yr+,2659.2
0182,Nacka,51-60,Male,Tertiary <2yr,1328.4
0182,Nacka,51-60,Male,Upper secondary,2368.6
0182,Nacka,61-70,Female,Postgraduate,103.3
0182,Nacka,61-70,Female,Primary 9-10yr,259.4
0182,Nacka,61-70,Female,Primary <9yr,97.1
0182,Nacka,61-70,Female,Tertiary 2yr+,1762.5
0182,Nacka,61-70,Female,Tertiary <2yr,1031.9
0182,Nacka,61-70,Female,Upper secondary,1873.9
0182,Nacka,61-70,Male,Postgraduate,155.7
0182,Nacka,61-70,Male,Primary 9-10yr,410.8
0182,Nacka,61-70,Male,Primary <9yr,63.7
0182,Nacka,61-70,Male,Tertiary 2yr+,1476.8
0182,Nacka,61-70,Male,Tertiary <2yr,941.1
0182,Nacka,61-70,Male,Upper secondary,1768.2
0182,Nacka,71-104,Female,Postgraduate,123.2
0182,Nacka,71-104,Female,Primary 9-10yr,605.9
0182,Nacka,71-104,Female,Primary <9yr,488.3
0182,Nacka,71-104,Female,Tertiary 2yr+,2054.1
0182,Nacka,71-104,Female,Tertiary <2yr,1320.4
0182,Nacka,71-104,Female,Upper secondary,2743.4
0182,Nacka,71-104,Male,Postgraduate,210.6
0182,Nacka,71-104,Male,Primary 9-10yr,461.2
0182,Nacka,71-104,Male,Primary <9yr,370.3
0182,Nacka,71-104,Male,Tertiary 2yr+,1738.9
0182,Nacka,71-104,Male,Tertiary <2yr,851.1
0182,Nacka,71-104,Male,Upper secondary,2219.5
0183,Sundbyberg,18-22,Female,Primary 9-10yr,809.9
0183,Sundbyberg,18-22,Female,Primary <9yr,4.9
0183,Sundbyberg,18-22,Female,Tertiary 2yr+,150.6
0183,Sundbyberg,18-22,Female,Tertiary <2yr,293.3
0183,Sundbyberg,18-22,Female,Upper secondary,805.0
0183,Sundbyberg,18-22,Male,Primary 9-10yr,889.3
0183,Sundbyberg,18-22,Male,Primary <9yr,9.5
0183,Sundbyberg,18-22,Male,Tertiary 2yr+,69.5
0183,Sundbyberg,18-22,Male,Tertiary <2yr,259.9
0183,Sundbyberg,18-22,Male,Upper secondary,850.2
0183,Sundbyberg,23-30,Female,Postgraduate,15.2
0183,Sundbyberg,23-30,Female,Primary 9-10yr,72.9
0183,Sundbyberg,23-30,Female,Primary <9yr,16.7
0183,Sundbyberg,23-30,Female,Tertiary 2yr+,1231.4
0183,Sundbyberg,23-30,Female,Tertiary <2yr,424.9
0183,Sundbyberg,23-30,Female,Upper secondary,482.6
0183,Sundbyberg,23-30,Male,Postgraduate,20.5
0183,Sundbyberg,23-30,Male,Primary 9-10yr,124.2
0183,Sundbyberg,23-30,Male,Primary <9yr,21.2
0183,Sundbyberg,23-30,Male,Tertiary 2yr+,824.6
0183,Sundbyberg,23-30,Male,Tertiary <2yr,425.2
0183,Sundbyberg,23-30,Male,Upper secondary,628.3
0183,Sundbyberg,31-40,Female,Postgraduate,73.0
0183,Sundbyberg,31-40,Female,Primary 9-10yr,185.2
0183,Sundbyberg,31-40,Female,Primary <9yr,59.5
0183,Sundbyberg,31-40,Female,Tertiary 2yr+,2757.8
0183,Sundbyberg,31-40,Female,Tertiary <2yr,966.2
0183,Sundbyberg,31-40,Female,Upper secondary,1129.8
0183,Sundbyberg,31-40,Male,Postgraduate,99.4
0183,Sundbyberg,31-40,Male,Primary 9-10yr,359.9
0183,Sundbyberg,31-40,Male,Primary <9yr,93.2
0183,Sundbyberg,31-40,Male,Tertiary 2yr+,2135.4
0183,Sundbyberg,31-40,Male,Tertiary <2yr,1050.4
0183,Sundbyberg,31-40,Male,Upper secondary,1570.1
0183,Sundbyberg,41-50,Female,Postgraduate,74.4
0183,Sundbyberg,41-50,Female,Primary 9-10yr,136.7
0183,Sundbyberg,41-50,Female,Primary <9yr,77.4
0183,Sundbyberg,41-50,Female,Tertiary 2yr+,1492.8
0183,Sundbyberg,41-50,Female,Tertiary <2yr,511.1
0183,Sundbyberg,41-50,Female,Upper secondary,856.3
0183,Sundbyberg,41-50,Male,Postgraduate,94.3
0183,Sundbyberg,41-50,Male,Primary 9-10yr,260.5
0183,Sundbyberg,41-50,Male,Primary <9yr,89.1
0183,Sundbyberg,41-50,Male,Tertiary 2yr+,1212.4
0183,Sundbyberg,41-50,Male,Tertiary <2yr,600.7
0183,Sundbyberg,41-50,Male,Upper secondary,1066.2
0183,Sundbyberg,51-60,Female,Postgraduate,52.3
0183,Sundbyberg,51-60,Female,Primary 9-10yr,158.1
0183,Sundbyberg,51-60,Female,Primary <9yr,96.6
0183,Sundbyberg,51-60,Female,Tertiary 2yr+,879.5
0183,Sundbyberg,51-60,Female,Tertiary <2yr,396.5
0183,Sundbyberg,51-60,Female,Upper secondary,973.4
0183,Sundbyberg,51-60,Male,Postgraduate,68.9
0183,Sundbyberg,51-60,Male,Primary 9-10yr,257.6
0183,Sundbyberg,51-60,Male,Primary <9yr,78.6
0183,Sundbyberg,51-60,Male,Tertiary 2yr+,701.1
0183,Sundbyberg,51-60,Male,Tertiary <2yr,467.1
0183,Sundbyberg,51-60,Male,Upper secondary,1060.5
0183,Sundbyberg,61-70,Female,Postgraduate,32.2
0183,Sundbyberg,61-70,Female,Primary 9-10yr,189.7
0183,Sundbyberg,61-70,Female,Primary <9yr,101.3
0183,Sundbyberg,61-70,Female,Tertiary 2yr+,530.2
0183,Sundbyberg,61-70,Female,Tertiary <2yr,392.3
0183,Sundbyberg,61-70,Female,Upper secondary,945.8
0183,Sundbyberg,61-70,Male,Postgraduate,43.5
0183,Sundbyberg,61-70,Male,Primary 9-10yr,255.2
0183,Sundbyberg,61-70,Male,Primary <9yr,73.8
0183,Sundbyberg,61-70,Male,Tertiary 2yr+,398.7
0183,Sundbyberg,61-70,Male,Tertiary <2yr,361.2
0183,Sundbyberg,61-70,Male,Upper secondary,884.0
0183,Sundbyberg,71-104,Female,Postgraduate,19.2
0183,Sundbyberg,71-104,Female,Primary 9-10yr,251.3
0183,Sundbyberg,71-104,Female,Primary <9yr,270.6
0183,Sundbyberg,71-104,Female,Tertiary 2yr+,466.6
0183,Sundbyberg,71-104,Female,Tertiary <2yr,372.3
0183,Sundbyberg,71-104,Female,Upper secondary,1030.1
0183,Sundbyberg,71-104,Male,Postgraduate,38.1
0183,Sundbyberg,71-104,Male,Primary 9-10yr,240.5
0183,Sundbyberg,71-104,Male,Primary <9yr,212.9
0183,Sundbyberg,71-104,Male,Tertiary 2yr+,379.5
0183,Sundbyberg,71-104,Male,Tertiary <2yr,255.6
0183,Sundbyberg,71-104,Male,Upper secondary,855.8
0184,Solna,18-22,Female,Primary 9-10yr,962.8
0184,Solna,18-22,Female,Primary <9yr,5.5
0184,Solna,18-22,Female,Tertiary 2yr+,427.2
0184,Solna,18-22,Female,Tertiary <2yr,760.8
0184,Solna,18-22,Female,Upper secondary,970.1
0184,Solna,18-22,Male,Primary 9-10yr,1058.6
0184,Solna,18-22,Male,Primary <9yr,14.7
0184,Solna,18-22,Male,Tertiary 2yr+,379.5
0184,Solna,18-22,Male,Tertiary <2yr,703.0
0184,Solna,18-22,Male,Upper secondary,1104.6
0184,Solna,23-30,Female,Postgraduate,74.4
0184,Solna,23-30,Female,Primary 9-10yr,56.7
0184,Solna,23-30,Female,Primary <9yr,12.3
0184,Solna,23-30,Female,Tertiary 2yr+,2110.7
0184,Solna,23-30,Female,Tertiary <2yr,561.1
0184,Solna,23-30,Female,Upper secondary,466.9
0184,Solna,23-30,Male,Postgraduate,72.4
0184,Solna,23-30,Male,Primary 9-10yr,105.1
0184,Solna,23-30,Male,Primary <9yr,18.2
0184,Solna,23-30,Male,Tertiary 2yr+,1745.5
0184,Solna,23-30,Male,Tertiary <2yr,626.8
0184,Solna,23-30,Male,Upper secondary,665.3
0184,Solna,31-40,Female,Postgraduate,279.7
0184,Solna,31-40,Female,Primary 9-10yr,139.5
0184,Solna,31-40,Female,Primary <9yr,40.5
0184,Solna,31-40,Female,Tertiary 2yr+,4360.4
0184,Solna,31-40,Female,Tertiary <2yr,1160.5
0184,Solna,31-40,Female,Upper secondary,1036.0
0184,Solna,31-40,Male,Postgraduate,320.9
0184,Solna,31-40,Male,Primary 9-10yr,274.0
0184,Solna,31-40,Male,Primary <9yr,45.5
0184,Solna,31-40,Male,Tertiary 2yr+,4010.9
0184,Solna,31-40,Male,Tertiary <2yr,1380.9
0184,Solna,31-40,Male,Upper secondary,1478.0
0184,Solna,41-50,Female,Postgraduate,245.3
0184,Solna,41-50,Female,Primary 9-10yr,116.5
0184,Solna,41-50,Female,Primary <9yr,55.3
0184,Solna,41-50,Female,Tertiary 2yr+,2388.3
0184,Solna,41-50,Female,Tertiary <2yr,659.8
0184,Solna,41-50,Female,Upper secondary,923.1
0184,Solna,41-50,Male,Postgraduate,297.6
0184,Solna,41-50,Male,Primary 9-10yr,238.2
0184,Solna,41-50,Male,Primary <9yr,40.0
0184,Solna,41-50,Male,Tertiary 2yr+,2342.7
0184,Solna,41-50,Male,Tertiary <2yr,826.4
0184,Solna,41-50,Male,Upper secondary,1172.3
0184,Solna,51-60,Female,Postgraduate,154.5
0184,Solna,51-60,Female,Primary 9-10yr,169.3
0184,Solna,51-60,Female,Primary <9yr,78.5
0184,Solna,51-60,Female,Tertiary 2yr+,1547.5
0184,Solna,51-60,Female,Tertiary <2yr,601.2
0184,Solna,51-60,Female,Upper secondary,1250.5
0184,Solna,51-60,Male,Postgraduate,189.0
0184,Solna,51-60,Male,Primary 9-10yr,243.5
0184,Solna,51-60,Male,Primary <9yr,42.6
0184,Solna,51-60,Male,Tertiary 2yr+,1278.1
0184,Solna,51-60,Male,Tertiary <2yr,643.1
0184,Solna,51-60,Male,Upper secondary,1291.2
0184,Solna,61-70,Female,Postgraduate,98.3
0184,Solna,61-70,Female,Primary 9-10yr,214.7
0184,Solna,61-70,Female,Primary <9yr,93.3
0184,Solna,61-70,Female,Tertiary 2yr+,1001.6
0184,Solna,61-70,Female,Tertiary <2yr,613.6
0184,Solna,61-70,Female,Upper secondary,1239.2
0184,Solna,61-70,Male,Postgraduate,149.4
0184,Solna,61-70,Male,Primary 9-10yr,254.6
0184,Solna,61-70,Male,Primary <9yr,54.3
0184,Solna,61-70,Male,Tertiary 2yr+,764.4
0184,Solna,61-70,Male,Tertiary <2yr,549.2
0184,Solna,61-70,Male,Upper secondary,1183.0
0184,Solna,71-104,Female,Postgraduate,82.2
0184,Solna,71-104,Female,Primary 9-10yr,423.0
0184,Solna,71-104,Female,Primary <9yr,434.6
0184,Solna,71-104,Female,Tertiary 2yr+,1150.0
0184,Solna,71-104,Female,Tertiary <2yr,819.8
0184,Solna,71-104,Female,Upper secondary,1839.0
0184,Solna,71-104,Male,Postgraduate,163.9
0184,Solna,71-104,Male,Primary 9-10yr,304.9
0184,Solna,71-104,Male,Primary <9yr,248.1
0184,Solna,71-104,Male,Tertiary 2yr+,858.1
0184,Solna,71-104,Male,Tertiary <2yr,522.3
0184,Solna,71-104,Male,Upper secondary,1388.4
0186,Lidingö,18-22,Female,Primary 9-10yr,1070.8
0186,Lidingö,18-22,Female,Primary <9yr,1.0
0186,Lidingö,18-22,Female,Tertiary 2yr+,102.3
0186,Lidingö,18-22,Female,Tertiary <2yr,328.1
0186,Lidingö,18-22,Female,Upper secondary,936.5
0186,Lidingö,18-22,Male,Primary 9-10yr,1225.3
0186,Lidingö,18-22,Male,Primary <9yr,9.4
0186,Lidingö,18-22,Male,Tertiary 2yr+,97.4
0186,Lidingö,18-22,Male,Tertiary <2yr,285.9
0186,Lidingö,18-22,Male,Upper secondary,1105.0
0186,Lidingö,23-30,Female,Postgraduate,6.7
0186,Lidingö,23-30,Female,Primary 9-10yr,20.8
0186,Lidingö,23-30,Female,Primary <9yr,6.7
0186,Lidingö,23-30,Female,Tertiary 2yr+,427.2
0186,Lidingö,23-30,Female,Tertiary <2yr,169.0
0186,Lidingö,23-30,Female,Upper secondary,191.8
0186,Lidingö,23-30,Male,Postgraduate,6.4
0186,Lidingö,23-30,Male,Primary 9-10yr,52.8
0186,Lidingö,23-30,Male,Primary <9yr,6.4
0186,Lidingö,23-30,Male,Tertiary 2yr+,328.1
0186,Lidingö,23-30,Male,Tertiary <2yr,189.9
0186,Lidingö,23-30,Male,Upper secondary,286.6
0186,Lidingö,31-40,Female,Postgraduate,34.3
0186,Lidingö,31-40,Female,Primary 9-10yr,61.3
0186,Lidingö,31-40,Female,Primary <9yr,23.7
0186,Lidingö,31-40,Female,Tertiary 2yr+,1444.0
0186,Lidingö,31-40,Female,Tertiary <2yr,439.9
0186,Lidingö,31-40,Female,Upper secondary,505.2
0186,Lidingö,31-40,Male,Postgraduate,38.3
0186,Lidingö,31-40,Male,Primary 9-10yr,123.0
0186,Lidingö,31-40,Male,Primary <9yr,21.5
0186,Lidingö,31-40,Male,Tertiary 2yr+,1040.0
0186,Lidingö,31-40,Male,Tertiary <2yr,454.4
0186,Lidingö,31-40,Male,Upper secondary,681.0
0186,Lidingö,41-50,Female,Postgraduate,78.0
0186,Lidingö,41-50,Female,Primary 9-10yr,74.9
0186,Lidingö,41-50,Female,Primary <9yr,29.7
0186,Lidingö,41-50,Female,Tertiary 2yr+,1864.5
0186,Lidingö,41-50,Female,Tertiary <2yr,480.5
0186,Lidingö,41-50,Female,Upper secondary,617.3
0186,Lidingö,41-50,Male,Postgraduate,75.8
0186,Lidingö,41-50,Male,Primary 9-10yr,120.5
0186,Lidingö,41-50,Male,Primary <9yr,26.0
0186,Lidingö,41-50,Male,Tertiary 2yr+,1406.5
0186,Lidingö,41-50,Male,Tertiary <2yr,481.0
0186,Lidingö,41-50,Male,Upper secondary,714.4
0186,Lidingö,51-60,Female,Postgraduate,92.0
0186,Lidingö,51-60,Female,Primary 9-10yr,91.1
0186,Lidingö,51-60,Female,Primary <9yr,25.0
0186,Lidingö,51-60,Female,Tertiary 2yr+,1560.5
0186,Lidingö,51-60,Female,Tertiary <2yr,559.7
0186,Lidingö,51-60,Female,Upper secondary,787.6
0186,Lidingö,51-60,Male,Postgraduate,93.6
0186,Lidingö,51-60,Male,Primary 9-10yr,143.8
0186,Lidingö,51-60,Male,Primary <9yr,24.1
0186,Lidingö,51-60,Male,Tertiary 2yr+,1371.2
0186,Lidingö,51-60,Male,Tertiary <2yr,551.0
0186,Lidingö,51-60,Male,Upper secondary,803.3
0186,Lidingö,61-70,Female,Postgraduate,67.0
0186,Lidingö,61-70,Female,Primary 9-10yr,106.0
0186,Lidingö,61-70,Female,Primary <9yr,24.4
0186,Lidingö,61-70,Female,Tertiary 2yr+,985.3
0186,Lidingö,61-70,Female,Tertiary <2yr,507.5
0186,Lidingö,61-70,Female,Upper secondary,746.8
0186,Lidingö,61-70,Male,Postgraduate,88.9
0186,Lidingö,61-70,Male,Primary 9-10yr,150.1
0186,Lidingö,61-70,Male,Primary <9yr,20.9
0186,Lidingö,61-70,Male,Tertiary 2yr+,903.8
0186,Lidingö,61-70,Male,Tertiary <2yr,415.7
0186,Lidingö,61-70,Male,Upper secondary,620.5
0186,Lidingö,71-104,Female,Postgraduate,90.3
0186,Lidingö,71-104,Female,Primary 9-10yr,277.9
0186,Lidingö,71-104,Female,Primary <9yr,214.8
0186,Lidingö,71-104,Female,Tertiary 2yr+,1408.7
0186,Lidingö,71-104,Female,Tertiary <2yr,807.2
0186,Lidingö,71-104,Female,Upper secondary,1459.7
0186,Lidingö,71-104,Male,Postgraduate,192.6
0186,Lidingö,71-104,Male,Primary 9-10yr,172.7
0186,Lidingö,71-104,Male,Primary <9yr,160.1
0186,Lidingö,71-104,Male,Tertiary 2yr+,1308.3
0186,Lidingö,71-104,Male,Tertiary <2yr,438.1
0186,Lidingö,71-104,Male,Upper secondary,969.7
0187,Vaxholm,18-22,Female,Primary 9-10yr,293.4
0187,Vaxholm,18-22,Female,Tertiary 2yr+,19.5
0187,Vaxholm,18-22,Female,Tertiary <2yr,61.5
0187,Vaxholm,18-22,Female,Upper secondary,269.7
0187,Vaxholm,18-22,Male,Primary 9-10yr,346.8
0187,Vaxholm,18-22,Male,Primary <9yr,2.2
0187,Vaxholm,18-22,Male,Tertiary 2yr+,14.1
0187,Vaxholm,18-22,Male,Tertiary <2yr,52.0
0187,Vaxholm,18-22,Male,Upper secondary,269.8
0187,Vaxholm,23-30,Female,Primary 9-10yr,8.6
0187,Vaxholm,23-30,Female,Primary <9yr,1.6
0187,Vaxholm,23-30,Female,Tertiary 2yr+,61.9
0187,Vaxholm,23-30,Female,Tertiary <2yr,32.4
0187,Vaxholm,23-30,Female,Upper secondary,52.9
0187,Vaxholm,23-30,Male,Primary 9-10yr,12.3
0187,Vaxholm,23-30,Male,Primary <9yr,2.0
0187,Vaxholm,23-30,Male,Tertiary 2yr+,39.1
0187,Vaxholm,23-30,Male,Tertiary <2yr,26.9
0187,Vaxholm,23-30,Male,Upper secondary,68.0
0187,Vaxholm,31-40,Female,Postgraduate,1.3
0187,Vaxholm,31-40,Female,Primary 9-10yr,16.9
0187,Vaxholm,31-40,Female,Primary <9yr,3.1
0187,Vaxholm,31-40,Female,Tertiary 2yr+,243.7
0187,Vaxholm,31-40,Female,Tertiary <2yr,98.2
0187,Vaxholm,31-40,Female,Upper secondary,139.1
0187,Vaxholm,31-40,Male,Postgraduate,5.1
0187,Vaxholm,31-40,Male,Primary 9-10yr,34.1
0187,Vaxholm,31-40,Male,Primary <9yr,5.6
0187,Vaxholm,31-40,Male,Tertiary 2yr+,154.4
0187,Vaxholm,31-40,Male,Tertiary <2yr,92.9
0187,Vaxholm,31-40,Male,Upper secondary,180.7
