session_id,persona_id,snapshot_id,turn_index,p2l_judge_binary,p2l_score,p2l_verdict,p2l_violation_count,l2l_judge_binary,l2l_score,l2l_verdict,l2l_contradiction_count
eac7e507-1c6d-4d98-806e-24af16777e76,P_0001,2026_wave_1,1,,0.0,WARN,0,,0.0,WARN,0
eac7e507-1c6d-4d98-806e-24af16777e76,P_0001,2026_wave_1,2,,0.0,WARN,0,,0.0,WARN,0
