draw,party,share
28,Did not vote,0.04701837425799277
28,A: Socialdemokratiet,0.2498185237809818
28,Other - Left,0.14893663633657012
28,V: Venstre,0.12828140425666365
28,F: SF - Socialistisk Folkeparti,0.11148148084937595
28,Other - Right,0.09511670867731808
28,M: Moderaterne,0.08590812844580199
28,I: Liberal Alliance,0.055714633145260935
28,Æ: Danmarksdemokraterne,0.05460714971038187
28,Other,0.02311696053965672
29,Did not vote,0.04743828745716587
29,A: Socialdemokratiet,0.23661625271074033
29,Other - Left,0.12949811559365426
29,V: Venstre,0.12170017271765722
29,F: SF - Socialistisk Folkeparti,0.10623756081530185
29,Other - Right,0.10992035438756692
29,M: Moderaterne,0.09355268944689349
29,I: Liberal Alliance,0.07246841261607634
29,Æ: Danmarksdemokraterne,0.05780878621592472
29,Other,0.02475936803902243
30,Did not vote,0.03723662328338963
30,A: Socialdemokratiet,0.24803234556011894
30,Other - Left,0.13776998068603588
30,V: Venstre,0.11320195535771148
30,F: SF - Socialistisk Folkeparti,0.09693346789917458
30,Other - Right,0.09648478304628832
30,M: Moderaterne,0.10815100285206343
30,I: Liberal Alliance,0.07231656981296959
30,Æ: Danmarksdemokraterne,0.06341072337673427
30,Other,0.0264625481255191
31,Did not vote,0.04492932405821395
31,A: Socialdemokratiet,0.23807683894698986
31,Other - Left,0.1223008963305653
31,V: Venstre,0.1100123713144991
31,F: SF - Socialistisk Folkeparti,0.10804862069022111
31,Other - Right,0.11326507588706722
31,M: Moderaterne,0.09549243819604063
31,I: Liberal Alliance,0.0614375974893829
31,Æ: Danmarksdemokraterne,0.0782127847884491
31,Other,0.028224052298576184
32,Did not vote,0.04150348602550219
32,A: Socialdemokratiet,0.23766455049499954
32,Other - Left,0.1308049564950962
32,V: Venstre,0.13688722954460023
32,F: SF - Socialistisk Folkeparti,0.09653946579757451
32,Other - Right,0.09148059136003714
32,M: Moderaterne,0.09927692540565686
32,I: Liberal Alliance,0.07330778816850421
32,Æ: Danmarksdemokraterne,0.06459733255569614
32,Other,0.02793767415233735
33,Did not vote,0.04492846612608188
33,A: Socialdemokratiet,0.2564309931291961
33,Other - Left,0.14692432177838927
33,V: Venstre,0.11949100950708309
33,F: SF - Socialistisk Folkeparti,0.09699299289344358
33,Other - Right,0.10153337099621514
33,M: Moderaterne,0.08883568730897734
33,I: Liberal Alliance,0.06448672572674721
33,Æ: Danmarksdemokraterne,0.055574870849165015
33,Other,0.024801561684705143
34,Did not vote,0.041729351561924866
34,A: Socialdemokratiet,0.23967759900119542
34,Other - Left,0.15018393197942473
34,V: Venstre,0.12308937319271065
34,F: SF - Socialistisk Folkeparti,0.08909783186202704
34,Other - Right,0.11264738957268347
34,M: Moderaterne,0.09798050846332929
34,I: Liberal Alliance,0.06335751185046139
34,Æ: Danmarksdemokraterne,0.055986131466236544
34,Other,0.026250371050011625
35,Did not vote,0.05036379902948831
35,A: Socialdemokratiet,0.23658908627699995
35,Other - Left,0.11522762443636242
35,V: Venstre,0.12465576459557262
35,F: SF - Socialistisk Folkeparti,0.10159323713711342
35,Other - Right,0.11201526448773191
35,M: Moderaterne,0.09082366754417408
35,I: Liberal Alliance,0.0837546849873335
35,Æ: Danmarksdemokraterne,0.0639485742520657
35,Other,0.021028297253162756
36,Did not vote,0.047665056773551
36,A: Socialdemokratiet,0.23696131583622038
36,Other - Left,0.12089357971813354
36,V: Venstre,0.12525368968969824
36,F: SF - Socialistisk Folkeparti,0.09593463559918264
36,Other - Right,0.10248686477466769
36,M: Moderaterne,0.10346111425716997
