draw,party,share
69,Other - Right,0.10935202255668168
69,M: Moderaterne,0.08205849516490976
69,I: Liberal Alliance,0.07461840098302602
69,Æ: Danmarksdemokraterne,0.06847158335784426
69,Other,0.027508806522122578
70,Did not vote,0.04162064168295985
70,A: Socialdemokratiet,0.23519056584765194
70,Other - Left,0.14577922222673592
70,V: Venstre,0.12070299106311398
70,F: SF - Socialistisk Folkeparti,0.11150858317220788
70,Other - Right,0.0954308579066867
70,M: Moderaterne,0.0984351123037844
70,I: Liberal Alliance,0.06832962985194388
70,Æ: Danmarksdemokraterne,0.05886165379506324
70,Other,0.024140742149855385
71,Did not vote,0.038184888002297676
71,A: Socialdemokratiet,0.2379190285555613
71,Other - Left,0.12663758410558346
71,V: Venstre,0.12295399476941465
71,F: SF - Socialistisk Folkeparti,0.10282753782783371
71,Other - Right,0.09699974782951187
71,M: Moderaterne,0.08808010409263493
71,I: Liberal Alliance,0.06146845033754101
71,Æ: Danmarksdemokraterne,0.09326232408712573
71,Other,0.03166634039250048
72,Did not vote,0.04290146622141469
72,A: Socialdemokratiet,0.2324221266762168
72,Other - Left,0.14435358520312233
72,V: Venstre,0.12380997805354023
72,F: SF - Socialistisk Folkeparti,0.09225383682942417
72,Other - Right,0.1136579423687101
72,M: Moderaterne,0.09568906191495091
72,I: Liberal Alliance,0.0687220899410783
72,Æ: Danmarksdemokraterne,0.06316275377856578
72,Other,0.023027159012981028
73,Did not vote,0.04259215978258352
73,A: Socialdemokratiet,0.2217665653849622
73,Other - Left,0.13434989577760573
73,V: Venstre,0.13040781622855488
73,F: SF - Socialistisk Folkeparti,0.09417550118192483
73,Other - Right,0.10980712153173514
73,M: Moderaterne,0.0936345081301446
73,I: Liberal Alliance,0.07103741154026572
73,Æ: Danmarksdemokraterne,0.07608007502158842
73,Other,0.026148945420640887
74,Did not vote,0.04023761447341931
74,A: Socialdemokratiet,0.24896858837000296
74,Other - Left,0.1347249827703441
74,V: Venstre,0.12515334940305223
74,F: SF - Socialistisk Folkeparti,0.09405049698470212
74,Other - Right,0.11004120397621253
74,M: Moderaterne,0.094610717711532
74,I: Liberal Alliance,0.06469845250385452
74,Æ: Danmarksdemokraterne,0.06297431502388291
74,Other,0.024540278783001454
75,Did not vote,0.04370207239319573
75,A: Socialdemokratiet,0.23974873254489862
75,Other - Left,0.13285740269621152
75,V: Venstre,0.1277054235144475
75,F: SF - Socialistisk Folkeparti,0.09616921468423084
75,Other - Right,0.11323447185515086
75,M: Moderaterne,0.10558519069835755
75,I: Liberal Alliance,0.05742825610735929
75,Æ: Danmarksdemokraterne,0.060079554489926926
75,Other,0.02348968101622693
76,Did not vote,0.04201989268475077
76,A: Socialdemokratiet,0.2384370487584612
76,Other - Left,0.13271136622169732
76,V: Venstre,0.13810553695372124
76,F: SF - Socialistisk Folkeparti,0.09650813141711008
76,Other - Right,0.10686628273502388
76,M: Moderaterne,0.0867383685054236
76,I: Liberal Alliance,0.0705408187394756
76,Æ: Danmarksdemokraterne,0.06523964103173369
76,Other,0.022832912952606966
77,Did not vote,0.04282059278930447
77,A: Socialdemokratiet,0.2581029241452447
77,Other - Left,0.13387026953359774
77,V: Venstre,0.11180352399796795
77,F: SF - Socialistisk Folkeparti,0.11898494503915003
77,Other - Right,0.0801910864547974
77,M: Moderaterne,0.08980691590286033
77,I: Liberal Alliance,0.07256915164288784
77,Æ: Danmarksdemokraterne,0.06383230375361691
77,Other,0.028018286740577557
78,Did not vote,0.05129459298748847
78,A: Socialdemokratiet,0.28285844377143193
78,Other - Left,0.10359933811142842
78,V: Venstre,0.11252494214658525
78,F: SF - Socialistisk Folkeparti,0.10575337446669618
78,Other - Right,0.09944927547081156
78,M: Moderaterne,0.09433853781636566
78,I: Liberal Alliance,0.05636384168478842
78,Æ: Danmarksdemokraterne,0.062241215259171215
78,Other,0.031576438285235126
79,Did not vote,0.048748593234596835
79,A: Socialdemokratiet,0.2332145959541181
79,Other - Left,0.13082001805982604
79,V: Venstre,0.12980966004082486
79,F: SF - Socialistisk Folkeparti,0.0994470375132085
79,Other - Right,0.10279372410723966
79,M: Moderaterne,0.09819700606942976
79,I: Liberal Alliance,0.07047413859526293
79,Æ: Danmarksdemokraterne,0.06209798981073134
79,Other,0.02439723661476625
80,Did not vote,0.046541070858779586
80,A: Socialdemokratiet,0.2201966315055399
80,Other - Left,0.13648470517412964
80,V: Venstre,0.1290332903632388
80,F: SF - Socialistisk Folkeparti,0.10049773218546194
80,Other - Right,0.10795329856843798
80,M: Moderaterne,0.09041145397976542
80,I: Liberal Alliance,0.07767972728526078
80,Æ: Danmarksdemokraterne,0.06617095449543739
80,Other,0.025031135583950294
81,Did not vote,0.042780526906298355
81,A: Socialdemokratiet,0.2579892290121679
81,Other - Left,0.14836751100742362
81,V: Venstre,0.1154671948723937
81,F: SF - Socialistisk Folkeparti,0.10558919208767115
81,Other - Right,0.09446487450947874
81,M: Moderaterne,0.09480695493159631
81,I: Liberal Alliance,0.06370744137845152
81,Æ: Danmarksdemokraterne,0.05571831129407306
81,Other,0.021108764000449774
82,Did not vote,0.04445487725396076
82,A: Socialdemokratiet,0.24217933966349012
82,Other - Left,0.12812143727098066
82,V: Venstre,0.12919636519107247
82,F: SF - Socialistisk Folkeparti,0.09028006280034141
82,Other - Right,0.1102365117290667
82,M: Moderaterne,0.10037357527673413
82,I: Liberal Alliance,0.06381071292465189
82,Æ: Danmarksdemokraterne,0.06494293278547703
82,Other,0.026404185104226395
83,Did not vote,0.043208006009002285
83,A: Socialdemokratiet,0.2284062171506393
83,Other - Left,0.1338174199931679
83,V: Venstre,0.11437746929004981
83,F: SF - Socialistisk Folkeparti,0.10463784289706889
83,Other - Right,0.09474876442445232
83,M: Moderaterne,0.11804987427341906
83,I: Liberal Alliance,0.08605905461109534
83,Æ: Danmarksdemokraterne,0.05436564615620817
83,Other,0.02232970519490308
84,Did not vote,0.047321706598373994
84,A: Socialdemokratiet,0.20726279719702168
84,Other - Left,0.139922152763853
84,V: Venstre,0.12052228709632187
84,F: SF - Socialistisk Folkeparti,0.10693196700560749
84,Other - Right,0.12322029563986825
84,M: Moderaterne,0.10153198965735537
84,I: Liberal Alliance,0.07014963175883869
84,Æ: Danmarksdemokraterne,0.05682142887017283
84,Other,0.026315743412592053
85,Did not vote,0.04387626666149874
85,A: Socialdemokratiet,0.24284128921771742
85,Other - Left,0.13376561788872338
85,V: Venstre,0.1289669736727947
85,F: SF - Socialistisk Folkeparti,0.08043212821808787
85,Other - Right,0.1145377331269909
85,M: Moderaterne,0.09382842174360571
85,I: Liberal Alliance,0.06890360848432842
85,Æ: Danmarksdemokraterne,0.06199231083708489
85,Other,0.030855650149172027
86,Did not vote,0.04278276442565585
86,A: Socialdemokratiet,0.2442406421692134
86,Other - Left,0.12188885019865663
86,V: Venstre,0.12025068785151019
86,F: SF - Socialistisk Folkeparti,0.10214890266348887
86,Other - Right,0.09407796003179643
86,M: Moderaterne,0.09125391659265078
86,I: Liberal Alliance,0.08629936052243607
86,Æ: Danmarksdemokraterne,0.0708334917357869
86,Other,0.0262234238088105
87,Did not vote,0.04433809229551466
87,A: Socialdemokratiet,0.23269389473955032
87,Other - Left,0.14199741034758895
87,V: Venstre,0.10583330671682231
87,F: SF - Socialistisk Folkeparti,0.1198729972649298
87,Other - Right,0.10454843784738592
87,M: Moderaterne,0.09238395654453548
87,I: Liberal Alliance,0.06475286631820379
87,Æ: Danmarksdemokraterne,0.0684593433314406
87,Other,0.025119694594029577
88,Did not vote,0.042064386713435646
88,A: Socialdemokratiet,0.2527554103556351
88,Other - Left,0.12550137252968516
88,V: Venstre,0.1200450319660598
88,F: SF - Socialistisk Folkeparti,0.10315253668112921
88,Other - Right,0.09392203633233444
88,M: Moderaterne,0.10002146150251749
88,I: Liberal Alliance,0.071929395074603
88,Æ: Danmarksdemokraterne,0.06604502268201906
88,Other,0.024563346162585143
89,Did not vote,0.0447731043486735
89,A: Socialdemokratiet,0.24457078436753585
89,Other - Left,0.13733915161271998
89,V: Venstre,0.113450026796067
89,F: SF - Socialistisk Folkeparti,0.10995678802190897
89,Other - Right,0.09409127736085278
89,M: Moderaterne,0.10364485290854651
89,I: Liberal Alliance,0.06230407181571923
89,Æ: Danmarksdemokraterne,0.06666118071038839
89,Other,0.023208762057592747
90,Did not vote,0.03845467518202371
90,A: Socialdemokratiet,0.25013063547613135
90,Other - Left,0.13961835151444596
90,V: Venstre,0.11343099406027272
90,F: SF - Socialistisk Folkeparti,0.10728541248677342
90,Other - Right,0.10041979111962271
90,M: Moderaterne,0.10047567391366614
90,I: Liberal Alliance,0.0675266217075826
90,Æ: Danmarksdemokraterne,0.05864809407156101
90,Other,0.024009750467924133
91,Did not vote,0.04257649254552784
91,A: Socialdemokratiet,0.2260584640558672
91,Other - Left,0.13303770930891098
91,V: Venstre,0.10973868042822311
91,F: SF - Socialistisk Folkeparti,0.11048662561390009
91,Other - Right,0.10077193510138027
91,M: Moderaterne,0.10552502730020624
91,I: Liberal Alliance,0.07247851907391367
91,Æ: Danmarksdemokraterne,0.068273963369089
91,Other,0.031052583202985283
92,Did not vote,0.04011658714972381
92,A: Socialdemokratiet,0.23811124882363865
92,Other - Left,0.1534984908600708
92,V: Venstre,0.11231229694431796
92,F: SF - Socialistisk Folkeparti,0.09181390103895427
92,Other - Right,0.11737681575395185
92,M: Moderaterne,0.08119510764170716
92,I: Liberal Alliance,0.07599268656533392
92,Æ: Danmarksdemokraterne,0.06536934285883343
92,Other,0.024213522363471525
93,Did not vote,0.04335408157917692
93,A: Socialdemokratiet,0.2379745977270497
93,Other - Left,0.14623529996713777
93,V: Venstre,0.1457119041712085
93,F: SF - Socialistisk Folkeparti,0.08088848015058811
93,Other - Right,0.10105406508039705
93,M: Moderaterne,0.08686961253955938
93,I: Liberal Alliance,0.07378372860973832
93,Æ: Danmarksdemokraterne,0.06222092458065672
93,Other,0.021907305594492023
94,Did not vote,0.045783108077244505
94,A: Socialdemokratiet,0.2434783725586292
94,Other - Left,0.1251220503220425
94,V: Venstre,0.11616425487266964
94,F: SF - Socialistisk Folkeparti,0.11461520065259975
94,Other - Right,0.09774755428231195
94,M: Moderaterne,0.091145555435817
94,I: Liberal Alliance,0.07107041269586119
94,Æ: Danmarksdemokraterne,0.06678993290653035
94,Other,0.028083558196296772
95,Did not vote,0.04883655492782216
95,A: Socialdemokratiet,0.2503485346389364
95,Other - Left,0.13764720371129105
95,V: Venstre,0.1131254771654876
95,F: SF - Socialistisk Folkeparti,0.08957006463768664
95,Other - Right,0.10135632685175767
95,M: Moderaterne,0.10527652763381881
95,I: Liberal Alliance,0.06788209370121297
95,Æ: Danmarksdemokraterne,0.06268337370523477
95,Other,0.02327384302675813
96,Did not vote,0.04176541972761092
96,A: Socialdemokratiet,0.22784905782211165
96,Other - Left,0.14031834893476838
96,V: Venstre,0.13181788791857554
96,F: SF - Socialistisk Folkeparti,0.11972859432589923
96,Other - Right,0.10517127686207806
96,M: Moderaterne,0.08616754147451847
96,I: Liberal Alliance,0.06160171252220022
96,Æ: Danmarksdemokraterne,0.05968857711664026
96,Other,0.0258915832956037
97,Did not vote,0.0485584788816365
97,A: Socialdemokratiet,0.22721240058053338
97,Other - Left,0.14408594799484634
97,V: Venstre,0.12761784178200788
97,F: SF - Socialistisk Folkeparti,0.09383618164668711
97,Other - Right,0.09145987004299908
97,M: Moderaterne,0.099166722456996
97,I: Liberal Alliance,0.07380350273442558
97,Æ: Danmarksdemokraterne,0.06711356641696316
97,Other,0.027145487462908905
98,Did not vote,0.045381742619026194
98,A: Socialdemokratiet,0.21936927020559102
98,Other - Left,0.13169210587946728
98,V: Venstre,0.1341689114913798
98,F: SF - Socialistisk Folkeparti,0.0947543346083524
98,Other - Right,0.11044387447582586
98,M: Moderaterne,0.10596087084056643
98,I: Liberal Alliance,0.07088867125651634
98,Æ: Danmarksdemokraterne,0.06517799074218954
98,Other,0.02216222788108959
99,Did not vote,0.040728992119847915
99,A: Socialdemokratiet,0.2624197400692003
99,Other - Left,0.13430884099642032
99,V: Venstre,0.11502986910801954
99,F: SF - Socialistisk Folkeparti,0.09530661979458581
99,Other - Right,0.10176905099883116
99,M: Moderaterne,0.10964466869395488
99,I: Liberal Alliance,0.05937868570239273
99,Æ: Danmarksdemokraterne,0.05591523278040093
99,Other,0.025498299736350316
100,Did not vote,0.0461456767763175
100,A: Socialdemokratiet,0.23025339614593396
100,Other - Left,0.14008499903864793
100,V: Venstre,0.12345025901092993
100,F: SF - Socialistisk Folkeparti,0.10059591397960913
100,Other - Right,0.10039621701059656
100,M: Moderaterne,0.08119671300870439
100,I: Liberal Alliance,0.07476152724563671
100,Æ: Danmarksdemokraterne,0.07401975707595046
100,Other,0.029095540707678058
101,Did not vote,0.04032804918707555
101,A: Socialdemokratiet,0.2535760116432737
101,Other - Left,0.12409302780329011
101,V: Venstre,0.10728680271498814
101,F: SF - Socialistisk Folkeparti,0.11144048708093227
101,Other - Right,0.1026235745252261
101,M: Moderaterne,0.08259004945618204
101,I: Liberal Alliance,0.09038083969749035
101,Æ: Danmarksdemokraterne,0.06454343705683509
101,Other,0.02313772083471307
102,Did not vote,0.04274173318898766
102,A: Socialdemokratiet,0.24849538500306034
102,Other - Left,0.1425383398892986
102,V: Venstre,0.12095667794778536
102,F: SF - Socialistisk Folkeparti,0.10908238049850917
102,Other - Right,0.09214769696968471
102,M: Moderaterne,0.0856026145897243
102,I: Liberal Alliance,0.06288430145143488
102,Æ: Danmarksdemokraterne,0.06955941925701374
102,Other,0.025991451204504835
103,Did not vote,0.04359524734591474
103,A: Socialdemokratiet,0.24754918451725264
103,Other - Left,0.14986536765257427
103,V: Venstre,0.11523229564635075
103,F: SF - Socialistisk Folkeparti,0.08677213998571867
103,Other - Right,0.09513914869154405
103,M: Moderaterne,0.09151852942719839
103,I: Liberal Alliance,0.06136394670625291
103,Æ: Danmarksdemokraterne,0.08140500799983087
103,Other,0.02755913202736648
104,Did not vote,0.0408005542048109
104,A: Socialdemokratiet,0.21695391008200296
104,Other - Left,0.12319827034180376
104,V: Venstre,0.13760969209226584
104,F: SF - Socialistisk Folkeparti,0.10101730136381348
104,Other - Right,0.10660724830252376
104,M: Moderaterne,0.10601088570496646
104,I: Liberal Alliance,0.06560037100870068
104,Æ: Danmarksdemokraterne,0.07383668507795742
104,Other,0.02836508182115817
105,Did not vote,0.04115866583197949
105,A: Socialdemokratiet,0.2601069673597006
105,Other - Left,0.14293964318584054
105,V: Venstre,0.11689081407837192
105,F: SF - Socialistisk Folkeparti,0.09135084126660117
105,Other - Right,0.09977384953667186
105,M: Moderaterne,0.08917336672592907
105,I: Liberal Alliance,0.06843267757525202
105,Æ: Danmarksdemokraterne,0.061319832840936866
105,Other,0.028853341598720803
106,Did not vote,0.03891283854144741
106,A: Socialdemokratiet,0.23739741961669172
106,Other - Left,0.14819556969018288
106,V: Venstre,0.12212450226551655
106,F: SF - Socialistisk Folkeparti,0.09432938064955981
106,Other - Right,0.10248847216844052
106,M: Moderaterne,0.0908159274022609
106,I: Liberal Alliance,0.07013760441414556
106,Æ: Danmarksdemokraterne,0.06473536924576512
106,Other,0.030862916005995143
107,Did not vote,0.03757855570898295
107,A: Socialdemokratiet,0.26165336759114843
107,Other - Left,0.1410362238648005
107,V: Venstre,0.11237099083108297
107,F: SF - Socialistisk Folkeparti,0.09516838300703909
107,Other - Right,0.09528005894503158
107,M: Moderaterne,0.09740181781443545
107,I: Liberal Alliance,0.07803835407148095
107,Æ: Danmarksdemokraterne,0.06070416292235337
107,Other,0.020768085243647663
108,Did not vote,0.04732739439983859
108,A: Socialdemokratiet,0.223097954123672
108,Other - Left,0.15275993654159042
108,V: Venstre,0.11840674795733798
108,F: SF - Socialistisk Folkeparti,0.1043101757420884
108,Other - Right,0.10150087764242718
108,M: Moderaterne,0.09163151948317887
108,I: Liberal Alliance,0.06904042428237202
108,Æ: Danmarksdemokraterne,0.07071552954595177
108,Other,0.021209440281546907
109,Did not vote,0.03690180656023285
109,A: Socialdemokratiet,0.2382841408629907
109,Other - Left,0.11883866122468918
109,V: Venstre,0.12921701774654318
109,F: SF - Socialistisk Folkeparti,0.1141460770726832
109,Other - Right,0.1064661811919206
109,M: Moderaterne,0.09183286376196684
109,I: Liberal Alliance,0.07758864975421029
109,Æ: Danmarksdemokraterne,0.06405637929735275
109,Other,0.02266822252741673
110,Did not vote,0.044681227184606355
110,A: Socialdemokratiet,0.2544808716432539
110,Other - Left,0.11377689053247572
110,V: Venstre,0.13049955519815576
110,F: SF - Socialistisk Folkeparti,0.09919895874714608
110,Other - Right,0.10243801913373637
110,M: Moderaterne,0.0897308651573368
110,I: Liberal Alliance,0.07188268788916112
110,Æ: Danmarksdemokraterne,0.0652765207591987
110,Other,0.028034403754934527
111,Did not vote,0.04371361461011223
111,A: Socialdemokratiet,0.23267913925709424
111,Other - Left,0.1404114159828365
111,V: Venstre,0.12331663564603529
111,F: SF - Socialistisk Folkeparti,0.09997074565735865
111,Other - Right,0.08150444234023321
111,M: Moderaterne,0.1161290530108117
111,I: Liberal Alliance,0.06334669597303876
111,Æ: Danmarksdemokraterne,0.0716700348096255
111,Other,0.027258222712857664
112,Did not vote,0.042859752086917835
112,A: Socialdemokratiet,0.21218962550155818
112,Other - Left,0.11848256780068603
112,V: Venstre,0.13651019385524749
112,F: SF - Socialistisk Folkeparti,0.09968281323102572
112,Other - Right,0.11551022820008515
112,M: Moderaterne,0.11130321819718084
112,I: Liberal Alliance,0.06678588121838949
112,Æ: Danmarksdemokraterne,0.07418979510500648
112,Other,0.02248592480390839
113,Did not vote,0.04088837380893991
113,A: Socialdemokratiet,0.234670768125663
113,Other - Left,0.13782876385884674
113,V: Venstre,0.11023613347824905
113,F: SF - Socialistisk Folkeparti,0.10855302486436547
113,Other - Right,0.12281651111677841
113,M: Moderaterne,0.09639003756410996
113,I: Liberal Alliance,0.06300237462261302
113,Æ: Danmarksdemokraterne,0.05791476092567346
113,Other,0.027699251634763954
114,Did not vote,0.042865953556380273
114,A: Socialdemokratiet,0.22166871273043298
114,Other - Left,0.15803497015917706
114,V: Venstre,0.12787987951885899
114,F: SF - Socialistisk Folkeparti,0.0981201065421914
114,Other - Right,0.10299434844567673
114,M: Moderaterne,0.1033897798106502
114,I: Liberal Alliance,0.05853706411510579
114,Æ: Danmarksdemokraterne,0.06394092836378258
114,Other,0.022568256757746923
115,Did not vote,0.04181421100591385
115,A: Socialdemokratiet,0.2301293380220838
115,Other - Left,0.14492994814540464
115,V: Venstre,0.13520135216051177
115,F: SF - Socialistisk Folkeparti,0.09183329796587934
115,Other - Right,0.10687411914185833
115,M: Moderaterne,0.08280108242095954
115,I: Liberal Alliance,0.06773973505925579
115,Æ: Danmarksdemokraterne,0.06973547192504942
115,Other,0.028941444153090766
116,Did not vote,0.03997736981275053
116,A: Socialdemokratiet,0.23263832253569836
116,Other - Left,0.12724717986584905
116,V: Venstre,0.12286293946028366
116,F: SF - Socialistisk Folkeparti,0.08952777337234068
116,Other - Right,0.10535328466446292
116,M: Moderaterne,0.1084357095466791
116,I: Liberal Alliance,0.07719560965875803
116,Æ: Danmarksdemokraterne,0.06845359252323505
116,Other,0.028308218559947113
117,Did not vote,0.04299541177976206
117,A: Socialdemokratiet,0.26123436607554834
117,Other - Left,0.13606550942305445
117,V: Venstre,0.11633814664260399
117,F: SF - Socialistisk Folkeparti,0.0982813598268441
117,Other - Right,0.09079338475697941
117,M: Moderaterne,0.09796611288002997
117,I: Liberal Alliance,0.06548152438823607
117,Æ: Danmarksdemokraterne,0.06448940245628362
117,Other,0.026354781770662913
118,Did not vote,0.04119350680683027
118,A: Socialdemokratiet,0.23151854097248234
118,Other - Left,0.1481374293155756
118,V: Venstre,0.12472040935546277
118,F: SF - Socialistisk Folkeparti,0.10612498022110337
118,Other - Right,0.10476339580300004
118,M: Moderaterne,0.08502570643815727
118,I: Liberal Alliance,0.06859529990263655
118,Æ: Danmarksdemokraterne,0.06856836965437868
118,Other,0.021352361530375792
119,Did not vote,0.04311653970483057
119,A: Socialdemokratiet,0.24705890211727785
119,Other - Left,0.12218541637819808
119,V: Venstre,0.11974560549281713
119,F: SF - Socialistisk Folkeparti,0.09409144484884496
119,Other - Right,0.10582938173096429
119,M: Moderaterne,0.099756306305691
119,I: Liberal Alliance,0.08051622768125911
119,Æ: Danmarksdemokraterne,0.06522910853898502
119,Other,0.022471067201137097
120,Did not vote,0.043511212690387505
120,A: Socialdemokratiet,0.2571968733261645
120,Other - Left,0.14913406734525375
120,V: Venstre,0.11350742000749738
120,F: SF - Socialistisk Folkeparti,0.10650167739291329
120,Other - Right,0.08998783647802067
120,M: Moderaterne,0.09119676836925347
120,I: Liberal Alliance,0.06238413677148075
120,Æ: Danmarksdemokraterne,0.06441769964931056
120,Other,0.02216230796972173
121,Did not vote,0.04382485658296274
121,A: Socialdemokratiet,0.2374540528964401
121,Other - Left,0.1376484609565945
121,V: Venstre,0.13678061168037667
121,F: SF - Socialistisk Folkeparti,0.10063763466051205
121,Other - Right,0.0906403125432638
121,M: Moderaterne,0.09592761337430698
121,I: Liberal Alliance,0.07822412200146384
121,Æ: Danmarksdemokraterne,0.05198907147273868
121,Other,0.026873263831344446
122,Did not vote,0.04456960222588329
122,A: Socialdemokratiet,0.24714832490793012
122,Other - Left,0.13289104814698688
122,V: Venstre,0.12478886290791134
122,F: SF - Socialistisk Folkeparti,0.11502366846376243
122,Other - Right,0.07980501768818292
122,M: Moderaterne,0.09775718612734038
122,I: Liberal Alliance,0.06535151519761813
122,Æ: Danmarksdemokraterne,0.07047536061824139
122,Other,0.022189413716145565
123,Did not vote,0.04151984135187493
123,A: Socialdemokratiet,0.2383849107380291
123,Other - Left,0.13888674314161248
123,V: Venstre,0.12022329180338527
123,F: SF - Socialistisk Folkeparti,0.11154000687363419
123,Other - Right,0.10131738944401258
123,M: Moderaterne,0.08358781704712548
123,I: Liberal Alliance,0.07822708466816868
123,Æ: Danmarksdemokraterne,0.06794230757135199
123,Other,0.018370607360809227
124,Did not vote,0.04314030650564644
124,A: Socialdemokratiet,0.2426828887017004
124,Other - Left,0.14118345134697116
124,V: Venstre,0.11846861080141752
124,F: SF - Socialistisk Folkeparti,0.10698111806289558
124,Other - Right,0.10358592923489798
124,M: Moderaterne,0.0899589521980684
124,I: Liberal Alliance,0.0679790167917271
124,Æ: Danmarksdemokraterne,0.06201482904702063
124,Other,0.024004897309657332
125,Did not vote,0.04351558581360577
125,A: Socialdemokratiet,0.23109631008423465
125,Other - Left,0.1542270732188099
125,V: Venstre,0.11284451532339652
125,F: SF - Socialistisk Folkeparti,0.09831202425320901
125,Other - Right,0.10018244756206027
125,M: Moderaterne,0.10322377284153043
125,I: Liberal Alliance,0.06748508396797466
125,Æ: Danmarksdemokraterne,0.06736639544086645
125,Other,0.021746791494314487
126,Did not vote,0.04254217587452329
126,A: Socialdemokratiet,0.254009185181199
126,Other - Left,0.1203028201177997
126,V: Venstre,0.10680321806451017
126,F: SF - Socialistisk Folkeparti,0.1060979514082459
126,Other - Right,0.10732209758313857
126,M: Moderaterne,0.08577288708948087
126,I: Liberal Alliance,0.08735063898874192
126,Æ: Danmarksdemokraterne,0.0642442164532039
126,Other,0.025554809239160602
127,Did not vote,0.04124043770184193
127,A: Socialdemokratiet,0.23682987889728105
127,Other - Left,0.13645110184231848
127,V: Venstre,0.11808137051465223
127,F: SF - Socialistisk Folkeparti,0.1000597780151478
127,Other - Right,0.11056595169810528
127,M: Moderaterne,0.08817573786647467
127,I: Liberal Alliance,0.07334761084074987
127,Æ: Danmarksdemokraterne,0.06705843157720448
127,Other,0.02818970104622992
128,Did not vote,0.04340125894996114
128,A: Socialdemokratiet,0.25306260113372103
128,Other - Left,0.1271583580194461
128,V: Venstre,0.13307338332393345
128,F: SF - Socialistisk Folkeparti,0.09356963536288906
128,Other - Right,0.09420709195111068
128,M: Moderaterne,0.09507911686755119
128,I: Liberal Alliance,0.07177563660784865
128,Æ: Danmarksdemokraterne,0.0644001366312552
128,Other,0.02427278115228815
129,Did not vote,0.041822758764808884
129,A: Socialdemokratiet,0.20884719644940328
129,Other - Left,0.15865728542148827
129,V: Venstre,0.12212947699695464
129,F: SF - Socialistisk Folkeparti,0.09051848633122993
129,Other - Right,0.10561941660145995
129,M: Moderaterne,0.09856644332621538
129,I: Liberal Alliance,0.07643383003681943
129,Æ: Danmarksdemokraterne,0.06942661362529887
129,Other,0.027978492446327205
130,Did not vote,0.04383302813304253
130,A: Socialdemokratiet,0.24335795340915306
130,Other - Left,0.135462307469945
130,V: Venstre,0.12398697441895784
130,F: SF - Socialistisk Folkeparti,0.0962866742379199
130,Other - Right,0.10167362840935015
130,M: Moderaterne,0.09759269175680323
130,I: Liberal Alliance,0.06518754725685548
130,Æ: Danmarksdemokraterne,0.0637891281347681
130,Other,0.028830066773210983
131,Did not vote,0.0436696988763346
131,A: Socialdemokratiet,0.2540007350261296
131,Other - Left,0.1175039323619108
131,V: Venstre,0.12006291089099068
131,F: SF - Socialistisk Folkeparti,0.10620260940304936
131,Other - Right,0.10570955873620216
131,M: Moderaterne,0.09019389264115765
131,I: Liberal Alliance,0.06689385769779127
131,Æ: Danmarksdemokraterne,0.06522160807463157
131,Other,0.03054119629180684
132,Did not vote,0.04809199686079197
132,A: Socialdemokratiet,0.2653648626416437
132,Other - Left,0.1270268046595861
132,V: Venstre,0.12153775862781192
132,F: SF - Socialistisk Folkeparti,0.09339237275526563
132,Other - Right,0.08891354744354456
132,M: Moderaterne,0.09386781065893285
132,I: Liberal Alliance,0.08502420976498426
132,Æ: Danmarksdemokraterne,0.05646576063705779
132,Other,0.020314875950386346
133,Did not vote,0.0402131057058003
133,A: Socialdemokratiet,0.2665480265164206
133,Other - Left,0.1357965418952262
133,V: Venstre,0.10498934961973966
133,F: SF - Socialistisk Folkeparti,0.11133343045718673
133,Other - Right,0.09020660754254453
133,M: Moderaterne,0.09788054301977991
133,I: Liberal Alliance,0.07535865939855145
133,Æ: Danmarksdemokraterne,0.05310619262566333
133,Other,0.024567543219090344
134,Did not vote,0.043454594674715026
134,A: Socialdemokratiet,0.2257328238709576
134,Other - Left,0.14087385813643413
134,V: Venstre,0.11902660487019086
134,F: SF - Socialistisk Folkeparti,0.11054038159583196
134,Other - Right,0.10559131910715634
134,M: Moderaterne,0.08899853685509614
134,I: Liberal Alliance,0.07339405465873029
134,Æ: Danmarksdemokraterne,0.06610779420400975
134,Other,0.02628003202688203
135,Did not vote,0.036014018755049185
135,A: Socialdemokratiet,0.2481566040159908
135,Other - Left,0.14099248770606143
135,V: Venstre,0.11880803973356184
135,F: SF - Socialistisk Folkeparti,0.08858861283869134
135,Other - Right,0.10699790526598732
135,M: Moderaterne,0.11325464818275412
135,I: Liberal Alliance,0.057496703744766176
135,Æ: Danmarksdemokraterne,0.059457681459285885
135,Other,0.030233298297854257
136,Did not vote,0.04252179090812847
136,A: Socialdemokratiet,0.20021382900771195
136,Other - Left,0.1647349596033024
136,V: Venstre,0.1343396890100531
136,F: SF - Socialistisk Folkeparti,0.09521302208854486
136,Other - Right,0.10457968936362776
136,M: Moderaterne,0.09112123821109681
136,I: Liberal Alliance,0.07615417954730529
136,Æ: Danmarksdemokraterne,0.06555513803764766
136,Other,0.025566464222586675
137,Did not vote,0.03746047774624832
137,A: Socialdemokratiet,0.2665452257870044
137,Other - Left,0.1385278816467188
137,V: Venstre,0.1143600164022738
137,F: SF - Socialistisk Folkeparti,0.106961585953123
137,Other - Right,0.09564495923649026
137,M: Moderaterne,0.08760392691671141
137,I: Liberal Alliance,0.0661827394174536
137,Æ: Danmarksdemokraterne,0.06044954265045619
137,Other,0.026263644243523537
138,Did not vote,0.044244829267846716
