municipality,party,point_estimate,lower_quartile,median,upper_quartile,sd_draws,n_distinct_draws
Kolding,F: SF - Socialistisk Folkeparti,0.09013175097022628,0.08112622459824972,0.08861403436624248,0.09609547421915242,0.01148992400638101,250
Kolding,I: Liberal Alliance,0.08961110540401604,0.0718250439962049,0.08001191352027612,0.08895280882361345,0.013295886497696693,250
Kolding,M: Moderaterne,0.08087397902870212,0.08648790843198585,0.0972154749677207,0.10792107253527017,0.017459254339043242,250
Kolding,Æ: Danmarksdemokraterne,0.07925605802194817,0.07254639171234373,0.08043169057835536,0.08810808138447379,0.01286182752899333,250
Kolding,Did not vote,0.048290239041935946,0.042585863797660294,0.044640042382345695,0.047522218960011464,0.004012718642143035,250
Kolding,Other,0.0197326911926351,0.02383477318003659,0.027107878658404815,0.030823347405857918,0.005397150931508958,250
Køge,A: Socialdemokratiet,0.23977727858593795,0.21977373555656354,0.23409215130845706,0.24886207573657806,0.018754648946916513,250
Køge,F: SF - Socialistisk Folkeparti,0.19681459284218777,0.16599472754085087,0.18722629273913952,0.21092805765039152,0.032245069067514176,250
Køge,Other - Left,0.10395198001606265,0.08495932432911592,0.0920875290635223,0.09756674079195869,0.009626048751780133,250
Køge,V: Venstre,0.10195727661228306,0.1255960621039347,0.13776617965318252,0.14928150067547008,0.016793635994814742,250
Køge,M: Moderaterne,0.09201165625883856,0.08150259236418499,0.09230952336866408,0.10582187705124568,0.019502735725355342,250
Køge,Other - Right,0.08782070913875736,0.07461719185842904,0.08335704816124327,0.09392320069742804,0.013858089740917427,250
Køge,Æ: Danmarksdemokraterne,0.0626014244426376,0.046926186282424495,0.05299006590032577,0.05938719687925688,0.009746140716102211,250
Køge,I: Liberal Alliance,0.05150308378454286,0.04375884616538645,0.04858806242708875,0.056672307843370115,0.009261490823236733,250
Køge,Did not vote,0.04540598613150539,0.0401715566555054,0.04223040831808767,0.04498294307789234,0.003667752189108812,250
Køge,Other,0.018156012187247193,0.019189772267329548,0.02117575957998414,0.024440371258101206,0.003627217745242121,250
Langeland,A: Socialdemokratiet,0.3225300246639669,0.310480255344547,0.3280123847492996,0.35210710162314923,0.028895223159347456,250
Langeland,Æ: Danmarksdemokraterne,0.1046090776553954,0.08687797352935181,0.09683306008677203,0.10960342259609344,0.015961452614679846,250
Langeland,M: Moderaterne,0.10027449098583216,0.07263133639977963,0.08087318823293645,0.09140784756794526,0.014231015881909424,250
Langeland,V: Venstre,0.09568600396197878,0.10623141303114979,0.11634857784125255,0.12576481684525692,0.014753035981484267,250
Langeland,Other - Right,0.09171489748152457,0.0895469644653024,0.09888185884579717,0.1066482140240599,0.013128855148604878,250
Langeland,Other - Left,0.07654000620962151,0.06567881277213945,0.07061565954139032,0.07548640998163669,0.00773839738068826,250
Langeland,F: SF - Socialistisk Folkeparti,0.06918815747580992,0.06179018345175639,0.06797764523599441,0.07338725669095476,0.00898311065303192,250
Langeland,I: Liberal Alliance,0.06334868769990405,0.052559265063065685,0.0602084815294054,0.06686493534712845,0.010628583644530239,250
Langeland,Did not vote,0.057596044804222486,0.04769237235972123,0.05136936518546968,0.05512279435289998,0.005448882183131572,250
Langeland,Other,0.01851260906174403,0.02084398356806218,0.023400967118894223,0.02610931199121547,0.004024770561565757,250
Lejre,A: Socialdemokratiet,0.2442011411506051,0.22411792807899977,0.23752409874599967,0.2507674684954425,0.01809562645315671,250
Lejre,F: SF - Socialistisk Folkeparti,0.17404249992080742,0.15963845536766788,0.1809359626539021,0.20198852084289415,0.02835038124477553,250
Lejre,Other - Left,0.1257836234070498,0.10572820507384442,0.11573426771905218,0.12373239780990716,0.011596037896068351,250
Lejre,V: Venstre,0.1230701164261678,0.12293614751714485,0.13353680206710095,0.14569986970308338,0.017595205536016192,250
Lejre,M: Moderaterne,0.09852080509432615,0.08248587455612685,0.09378833518642729,0.10640668510039206,0.01711460543243401,250
Lejre,Other - Right,0.09052854885334792,0.07475133279581476,0.08390575875908027,0.0932274193249886,0.013520983079096879,250
Lejre,Æ: Danmarksdemokraterne,0.05082135434628529,0.045011246765566656,0.052384079985358545,0.05919516012851266,0.01025486261976701,250
Lejre,I: Liberal Alliance,0.04242364452114984,0.04137970593795855,0.04707979923929824,0.05343698911393375,0.009205731288916287,250
Lejre,Did not vote,0.0371072176414197,0.030764274474696644,0.032622674893038335,0.03451890246443928,0.0031078873643859135,250
Lejre,Other,0.013501048638840699,0.017093616577100634,0.019187871001754595,0.021511293074409445,0.0035330397898791885,250
Lemvig,A: Socialdemokratiet,0.27465832863288814,0.24841060455632832,0.2626653511878768,0.27455896555913467,0.021329118660981243,250
Lemvig,V: Venstre,0.1986252757824217,0.19352767330619722,0.2211950869072852,0.24525972849969008,0.03736786330866854,250
Lemvig,Æ: Danmarksdemokraterne,0.10273078806404903,0.08483334847453936,0.09560516831878141,0.107706960987528,0.016389864803048274,250
Lemvig,Other - Right,0.0992638810154789,0.08432527352071983,0.09355364386909248,0.10404618946598504,0.015029597202335333,250
Lemvig,I: Liberal Alliance,0.07652967574371196,0.05762700347335874,0.0659167140470257,0.07457229527989635,0.012811098184747944,250
Lemvig,Other - Left,0.07417474584889477,0.06739997108132248,0.07241975799222763,0.07875006900973808,0.008223497657004206,250
Lemvig,F: SF - Socialistisk Folkeparti,0.06863315722456333,0.05884144368717342,0.06491328630578005,0.0719975318392847,0.009595352435079349,250
Lemvig,M: Moderaterne,0.04456366458730481,0.05172182187980672,0.06018747670757345,0.06918871760338785,0.012423108657031199,250
