municipality,party,pct
Herlev,Other - Right,0.13078953469878027
Herlev,Socialdemokratiet (A),0.3364385182814594
Herlev,Socialistisk Folkeparti (F),0.09354125773627993
Herlev,Venstre (V),0.08222082589120631
Herning,Danmarksdemokraterne (Æ),0.13826419845857255
Herning,Liberal Alliance (I),0.09457953174556825
Herning,Moderaterne (M),0.07852989850471694
Herning,Other,0.0056490028654570265
Herning,Other - Left,0.05292341562825498
Herning,Other - Right,0.1385698448597267
Herning,Socialdemokratiet (A),0.22502239701182525
Herning,Socialistisk Folkeparti (F),0.053760954645524835
Herning,Venstre (V),0.2127007562803535
Hillerød,Danmarksdemokraterne (Æ),0.04622604449574305
Hillerød,Liberal Alliance (I),0.0868456104862145
Hillerød,Moderaterne (M),0.11868304970580938
Hillerød,Other,0.006047527515099121
Hillerød,Other - Left,0.13835611736454098
Hillerød,Other - Right,0.1295690712299613
Hillerød,Socialdemokratiet (A),0.23765997592950358
Hillerød,Socialistisk Folkeparti (F),0.09485381180362974
Hillerød,Venstre (V),0.14175879146949827
Hjørring,Danmarksdemokraterne (Æ),0.16410777074592342
Hjørring,Liberal Alliance (I),0.06011840868733936
Hjørring,Moderaterne (M),0.06457789218556029
Hjørring,Other,0.005277361701249907
Hjørring,Other - Left,0.0548702500270858
Hjørring,Other - Right,0.1198231838860679
Hjørring,Socialdemokratiet (A),0.3478007116661099
Hjørring,Socialistisk Folkeparti (F),0.049511050413840865
Hjørring,Venstre (V),0.13391337068682266
Holbæk,Danmarksdemokraterne (Æ),0.07664761170325278
Holbæk,Liberal Alliance (I),0.0664912350111342
Holbæk,Moderaterne (M),0.10865134547029437
Holbæk,Other,0.0052507308451555474
Holbæk,Other - Left,0.0826022543360072
Holbæk,Other - Right,0.11725674502080291
Holbæk,Socialdemokratiet (A),0.31051793069662165
Holbæk,Socialistisk Folkeparti (F),0.11667124960900524
Holbæk,Venstre (V),0.11591089730772611
Holstebro,Danmarksdemokraterne (Æ),0.12212809073026745
Holstebro,Liberal Alliance (I),0.08184864495133096
Holstebro,Moderaterne (M),0.05299755094836409
Holstebro,Other,0.005164714012482662
Holstebro,Other - Left,0.052399060020174186
Holstebro,Other - Right,0.11099684131027064
Holstebro,Socialdemokratiet (A),0.26680646198479757
Holstebro,Socialistisk Folkeparti (F),0.06654400369898876
Holstebro,Venstre (V),0.24111463234332361
Horsens,Danmarksdemokraterne (Æ),0.08980942554157378
Horsens,Liberal Alliance (I),0.09895841995332481
Horsens,Moderaterne (M),0.09219119037584558
Horsens,Other,0.005847335728164598
Horsens,Other - Left,0.08624842685160876
Horsens,Other - Right,0.1227302349432896
Horsens,Socialdemokratiet (A),0.30630471867439335
Horsens,Socialistisk Folkeparti (F),0.06585847407860371
Horsens,Venstre (V),0.13205177385319586
Hvidovre,Danmarksdemokraterne (Æ),0.047189870739760595
Hvidovre,Liberal Alliance (I),0.06189455215979194
Hvidovre,Moderaterne (M),0.09677433490499956
Hvidovre,Other,0.004524620113777644
Hvidovre,Other - Left,0.14753969882270154
Hvidovre,Other - Right,0.12625705695211734
Hvidovre,Socialdemokratiet (A),0.3226945379507033
Hvidovre,Socialistisk Folkeparti (F),0.11270079971369519
Hvidovre,Venstre (V),0.08042452864245292
Høje-Taastrup,Danmarksdemokraterne (Æ),0.05763126191790114
Høje-Taastrup,Liberal Alliance (I),0.0676071696404444
Høje-Taastrup,Moderaterne (M),0.09305233299498396
Høje-Taastrup,Other,0.00559035121694927
Høje-Taastrup,Other - Left,0.13902816807831495
Høje-Taastrup,Other - Right,0.1703599032389497
Høje-Taastrup,Socialdemokratiet (A),0.2930728768479366
Høje-Taastrup,Socialistisk Folkeparti (F),0.083351467800171
Høje-Taastrup,Venstre (V),0.09030646826434896
Hørsholm,Danmarksdemokraterne (Æ),0.03346860374322807
Hørsholm,Liberal Alliance (I),0.16243653232553815
Hørsholm,Moderaterne (M),0.13767203940092554
Hørsholm,Other,0.01158652095372359
Hørsholm,Other - Left,0.09144534375046819
Hørsholm,Other - Right,0.18294699772999018
Hørsholm,Socialdemokratiet (A),0.13801832100130276
Hørsholm,Socialistisk Folkeparti (F),0.04397662848423065
Hørsholm,Venstre (V),0.19844901261059286
Ikast-Brande,Danmarksdemokraterne (Æ),0.16438959349669172
Ikast-Brande,Liberal Alliance (I),0.07945728107594878
Ikast-Brande,Moderaterne (M),0.07492558091670463
Ikast-Brande,Other,0.005054142738264284
Ikast-Brande,Other - Left,0.048490895175882634
Ikast-Brande,Other - Right,0.1512913891075449
Ikast-Brande,Socialdemokratiet (A),0.23642574479704573
Ikast-Brande,Socialistisk Folkeparti (F),0.04526319190676423
Ikast-Brande,Venstre (V),0.19470218078515317
Ishøj,Danmarksdemokraterne (Æ),0.06202435423729024
Ishøj,Liberal Alliance (I),0.05504636723037534
Ishøj,Moderaterne (M),0.08481970677200777
Ishøj,Other,0.005641274796552409
Ishøj,Other - Left,0.17957338071278278
Ishøj,Other - Right,0.1297068573367252
Ishøj,Socialdemokratiet (A),0.325538955165242
Ishøj,Socialistisk Folkeparti (F),0.07873813764774601
Ishøj,Venstre (V),0.0789109661012783
Jammerbugt,Danmarksdemokraterne (Æ),0.18148889586912995
Jammerbugt,Liberal Alliance (I),0.05924286878999728
Jammerbugt,Moderaterne (M),0.05826159191346998
Jammerbugt,Other,0.005228757272413694
Jammerbugt,Other - Left,0.04207294086462509
Jammerbugt,Other - Right,0.10717474984156869
Jammerbugt,Socialdemokratiet (A),0.3515561325941612
Jammerbugt,Socialistisk Folkeparti (F),0.04283717390499947
Jammerbugt,Venstre (V),0.15213688894963465
Kalundborg,Danmarksdemokraterne (Æ),0.11132637522089682
Kalundborg,Liberal Alliance (I),0.05441979702249618
Kalundborg,Moderaterne (M),0.0943493156974596
Kalundborg,Other,0.0050956976605161354
Kalundborg,Other - Left,0.06588950085029231
Kalundborg,Other - Right,0.15142230135633214
Kalundborg,Socialdemokratiet (A),0.30759667383893413
Kalundborg,Socialistisk Folkeparti (F),0.07770390913335189
Kalundborg,Venstre (V),0.13219642921972088
Kerteminde,Danmarksdemokraterne (Æ),0.09156597463472661
Kerteminde,Liberal Alliance (I),0.05504330298212722
Kerteminde,Moderaterne (M),0.09365767891067772
Kerteminde,Other,0.00510015628068017
Kerteminde,Other - Left,0.07201215717593637
Kerteminde,Other - Right,0.14778824204478838
Kerteminde,Socialdemokratiet (A),0.36969858298558256
Kerteminde,Socialistisk Folkeparti (F),0.06666795123037816
Kerteminde,Venstre (V),0.09846595375510284
Kolding,Danmarksdemokraterne (Æ),0.09475496110030711
Kolding,Liberal Alliance (I),0.09291716893508307
Kolding,Moderaterne (M),0.10190436534796807
Kolding,Other,0.00585054307905236
Kolding,Other - Left,0.082572714347278
Kolding,Other - Right,0.14427679457840292
Kolding,Socialdemokratiet (A),0.2571321604338945
Kolding,Socialistisk Folkeparti (F),0.07396236186305433
Kolding,Venstre (V),0.14662893031495966
Køge,Danmarksdemokraterne (Æ),0.07066598896983219
Køge,Liberal Alliance (I),0.07716574142671526
Køge,Moderaterne (M),0.11436834645103643
Køge,Other,0.005301643489921835
Køge,Other - Left,0.07450525386108038
Køge,Other - Right,0.12377167195152453
Køge,Socialdemokratiet (A),0.2527823558783123
Køge,Socialistisk Folkeparti (F),0.14202331375026309
Køge,Venstre (V),0.1394156842213141
Langeland,Danmarksdemokraterne (Æ),0.12153762641674787
Langeland,Liberal Alliance (I),0.04463280623289543
Langeland,Moderaterne (M),0.0809911180064413
Langeland,Other,0.005769518543568143
Langeland,Other - Left,0.0775183650968166
Langeland,Other - Right,0.10823414952015811
Langeland,Socialdemokratiet (A),0.35677248349379415
Langeland,Socialistisk Folkeparti (F),0.0679931532993804
Langeland,Venstre (V),0.13655077939019794
Lejre,Danmarksdemokraterne (Æ),0.07298657431505148
Lejre,Liberal Alliance (I),0.07152046116144
Lejre,Moderaterne (M),0.11545712479620242
Lejre,Other,0.005039150811491697
Lejre,Other - Left,0.11326371421602868
Lejre,Other - Right,0.11847992940396468
Lejre,Socialdemokratiet (A),0.24102011765310183
Lejre,Socialistisk Folkeparti (F),0.13283357085397937
Lejre,Venstre (V),0.1293993567887399
Lemvig,Danmarksdemokraterne (Æ),0.16426007210126836
Lemvig,Liberal Alliance (I),0.06163208715524432
Lemvig,Moderaterne (M),0.0485015485830574
Lemvig,Other,0.0048224456235707765
Lemvig,Other - Left,0.046714852651997665
Lemvig,Other - Right,0.127422848955705
Lemvig,Socialdemokratiet (A),0.24330610783555012
Lemvig,Socialistisk Folkeparti (F),0.05473520104302087
Lemvig,Venstre (V),0.2486048360505855
Lolland,Danmarksdemokraterne (Æ),0.10372014696392824
Lolland,Liberal Alliance (I),0.040590328218672075
Lolland,Moderaterne (M),0.07503995857432044
Lolland,Other,0.0052021762478395754
Lolland,Other - Left,0.04940907395428998
Lolland,Other - Right,0.13272063018029984
Lolland,Socialdemokratiet (A),0.42950946666645246
Lolland,Socialistisk Folkeparti (F),0.06366891805680304
Lolland,Venstre (V),0.10013930113739439
Lyngby-Taarbæk,Danmarksdemokraterne (Æ),0.021078514102076003
Lyngby-Taarbæk,Liberal Alliance (I),0.10201890401549947
Lyngby-Taarbæk,Moderaterne (M),0.13396345507957455
Lyngby-Taarbæk,Other,0.007396444618311974
Lyngby-Taarbæk,Other - Left,0.16568664899968663
Lyngby-Taarbæk,Other - Right,0.14601221821294977
Lyngby-Taarbæk,Socialdemokratiet (A),0.19287238161028655
Lyngby-Taarbæk,Socialistisk Folkeparti (F),0.1058029099372101
Lyngby-Taarbæk,Venstre (V),0.12516852342440488
Mariagerfjord,Danmarksdemokraterne (Æ),0.22713350717256608
Mariagerfjord,Liberal Alliance (I),0.059051274921312444
Mariagerfjord,Moderaterne (M),0.05385654766209915
Mariagerfjord,Other,0.005162235993112019
Mariagerfjord,Other - Left,0.054603941557431875
Mariagerfjord,Other - Right,0.10701906215170523
Mariagerfjord,Socialdemokratiet (A),0.32747942997471335
Mariagerfjord,Socialistisk Folkeparti (F),0.050081277959224436
Mariagerfjord,Venstre (V),0.11561272260783535
Middelfart,Danmarksdemokraterne (Æ),0.10235984081393473
Middelfart,Liberal Alliance (I),0.07380468686874381
Middelfart,Moderaterne (M),0.10607525823877507
Middelfart,Other,0.005195789845816521
Middelfart,Other - Left,0.0759803054509147
Middelfart,Other - Right,0.12338641805391994
Middelfart,Socialdemokratiet (A),0.31260744708324095
Middelfart,Socialistisk Folkeparti (F),0.07430816689514164
Middelfart,Venstre (V),0.12628208674951263
Morsø,Danmarksdemokraterne (Æ),0.21726145506685635
Morsø,Liberal Alliance (I),0.04829756165207919
Morsø,Moderaterne (M),0.05263072678186095
Morsø,Other,0.004487580663230527
Morsø,Other - Left,0.040572185939038885
Morsø,Other - Right,0.08545060296766024
Morsø,Socialdemokratiet (A),0.36221131210402846
Morsø,Socialistisk Folkeparti (F),0.03789983392053287
Morsø,Venstre (V),0.1511887409047126
Norddjurs,Danmarksdemokraterne (Æ),0.12717737490211992
Norddjurs,Liberal Alliance (I),0.09774806068731505
Norddjurs,Moderaterne (M),0.06063359721232701
Norddjurs,Other,0.006404117952640082
Norddjurs,Other - Left,0.06756588706167899
Norddjurs,Other - Right,0.12283762298101529
Norddjurs,Socialdemokratiet (A),0.34519073224358165
Norddjurs,Socialistisk Folkeparti (F),0.05346831342425162
Norddjurs,Venstre (V),0.11897429353507039
Nordfyns,Danmarksdemokraterne (Æ),0.1316353714752112
Nordfyns,Liberal Alliance (I),0.05507127177003338
Nordfyns,Moderaterne (M),0.08837364888572292
Nordfyns,Other,0.004714252042672935
Nordfyns,Other - Left,0.047858395751817176
Nordfyns,Other - Right,0.13373950867662604
Nordfyns,Socialdemokratiet (A),0.33837682698769156
Nordfyns,Socialistisk Folkeparti (F),0.059724385720125124
Nordfyns,Venstre (V),0.14050633869009965
Nyborg,Danmarksdemokraterne (Æ),0.09961289670702783
Nyborg,Liberal Alliance (I),0.059363851279247315
Nyborg,Moderaterne (M),0.09084884942421119
Nyborg,Other,0.005263694164872189
Nyborg,Other - Left,0.07845856158423688
Nyborg,Other - Right,0.11231566644135021
Nyborg,Socialdemokratiet (A),0.3470723825357609
Nyborg,Socialistisk Folkeparti (F),0.07672367596150623
Nyborg,Venstre (V),0.13034042190178727
Næstved,Danmarksdemokraterne (Æ),0.0821335229114265
Næstved,Liberal Alliance (I),0.07105795243542365
