municipality,party,pct
Huddinge,The Liberals (L),0.047955779489183635
Hudiksvall,Centre Party (C),0.0831522055356005
Hudiksvall,Christian Democrats (KD),0.05321956728636723
Hudiksvall,Green Party (MP),0.04618572121512164
Hudiksvall,Left Party (V),0.062077512008732474
Hudiksvall,Moderate Party (M),0.14430749608070684
Hudiksvall,Other party,0.012780622693818347
Hudiksvall,Social Democrats (S),0.3632946986857727
Hudiksvall,Sweden Democrats (SD),0.2099253578686205
Hudiksvall,The Liberals (L),0.025056818625259745
Hultsfred,Centre Party (C),0.07378345538843332
Hultsfred,Christian Democrats (KD),0.103070055173888
Hultsfred,Green Party (MP),0.021406318746633204
Hultsfred,Left Party (V),0.04636650765064455
Hultsfred,Moderate Party (M),0.12289951824649278
Hultsfred,Other party,0.017329127201159023
Hultsfred,Social Democrats (S),0.33506663798828945
Hultsfred,Sweden Democrats (SD),0.25969614064895097
Hultsfred,The Liberals (L),0.020382238955508728
Hylte,Centre Party (C),0.07862489828817251
Hylte,Christian Democrats (KD),0.07202864839187956
Hylte,Green Party (MP),0.0310034733994206
Hylte,Left Party (V),0.03396384054940249
Hylte,Moderate Party (M),0.14437299604138273
Hylte,Other party,0.010611912673899906
Hylte,Social Democrats (S),0.30156479276354453
Hylte,Sweden Democrats (SD),0.29995295310357545
Hylte,The Liberals (L),0.02787648478872224
Hällefors,Centre Party (C),0.0424615902746281
Hällefors,Christian Democrats (KD),0.03229602257180004
Hällefors,Green Party (MP),0.030437976600313058
Hällefors,Left Party (V),0.05715069847570734
Hällefors,Moderate Party (M),0.12810988029301998
Hällefors,Other party,0.012903386198500698
Hällefors,Social Democrats (S),0.38270361269902836
Hällefors,Sweden Democrats (SD),0.2920894819957812
Hällefors,The Liberals (L),0.021847350891221272
Härjedalen,Centre Party (C),0.08008661616541513
Härjedalen,Christian Democrats (KD),0.06847141211197379
Härjedalen,Green Party (MP),0.03473835235206685
Härjedalen,Left Party (V),0.05583670360920508
Härjedalen,Moderate Party (M),0.13385568904554426
Härjedalen,Other party,0.014093827016847717
Härjedalen,Social Democrats (S),0.33207704942076527
Härjedalen,Sweden Democrats (SD),0.25099204398243447
Härjedalen,The Liberals (L),0.029848306295747497
Härnösand,Centre Party (C),0.07642929931685248
Härnösand,Christian Democrats (KD),0.04677912929584706
Härnösand,Green Party (MP),0.06365460966393274
Härnösand,Left Party (V),0.06353757564115814
Härnösand,Moderate Party (M),0.12071401053487057
Härnösand,Other party,0.012973116486796936
Härnösand,Social Democrats (S),0.39483445020203833
Härnösand,Sweden Democrats (SD),0.19477305096714786
Härnösand,The Liberals (L),0.026304757891355925
Härryda,Centre Party (C),0.07031358762493573
Härryda,Christian Democrats (KD),0.04956713354767212
Härryda,Green Party (MP),0.059488836441735485
Härryda,Left Party (V),0.0472670258834069
Härryda,Moderate Party (M),0.22235364235267438
Härryda,Other party,0.011145996223775318
Härryda,Social Democrats (S),0.2731225900010417
Härryda,Sweden Democrats (SD),0.20460395126187028
Härryda,The Liberals (L),0.062137236662888125
Hässleholm,Centre Party (C),0.0508081683832186
Hässleholm,Christian Democrats (KD),0.06882115513160501
Hässleholm,Green Party (MP),0.03305482829103554
Hässleholm,Left Party (V),0.045671964380560696
Hässleholm,Moderate Party (M),0.1744157646888863
Hässleholm,Other party,0.013138779783710888
Hässleholm,Social Democrats (S),0.2468364682655127
Hässleholm,Sweden Democrats (SD),0.3309609408529845
Hässleholm,The Liberals (L),0.036291930222485766
Håbo,Centre Party (C),0.052278470767689156
Håbo,Christian Democrats (KD),0.05998924706349009
Håbo,Green Party (MP),0.030554399788110215
Håbo,Left Party (V),0.03702135161447079
Håbo,Moderate Party (M),0.23413429983726605
Håbo,Other party,0.01162573851882088
Håbo,Social Democrats (S),0.24816698996961198
Håbo,Sweden Democrats (SD),0.2826772967871522
Håbo,The Liberals (L),0.04355220565338866
Höganäs,Centre Party (C),0.06541346246579093
Höganäs,Christian Democrats (KD),0.05717205221747146
Höganäs,Green Party (MP),0.04739704179787032
Höganäs,Left Party (V),0.030990408017916384
Höganäs,Moderate Party (M),0.24800737405617734
Höganäs,Other party,0.01188777644222649
Höganäs,Social Democrats (S),0.24587556417379508
Höganäs,Sweden Democrats (SD),0.23443237221010865
Höganäs,The Liberals (L),0.05882394861864329
Hörby,Centre Party (C),0.05638908851430602
Hörby,Christian Democrats (KD),0.06874317406226065
Hörby,Green Party (MP),0.030624234491915918
Hörby,Left Party (V),0.03616470500418391
Hörby,Moderate Party (M),0.1623400951435194
Hörby,Other party,0.01040086679825736
Hörby,Social Democrats (S),0.21193410877366992
Hörby,Sweden Democrats (SD),0.38610699166527324
Hörby,The Liberals (L),0.037296735546613606
Höör,Centre Party (C),0.05276558155680939
Höör,Christian Democrats (KD),0.05919209187564764
Höör,Green Party (MP),0.06527231812903128
Höör,Left Party (V),0.05061940713606182
Höör,Moderate Party (M),0.1737612178775532
Höör,Other party,0.017320369364411385
Höör,Social Democrats (S),0.2341173966561739
Höör,Sweden Democrats (SD),0.303994002881093
Höör,The Liberals (L),0.04295761452321835
Järfälla,Centre Party (C),0.06050185949616786
Järfälla,Christian Democrats (KD),0.042823305725328345
Järfälla,Green Party (MP),0.05607673643997994
Järfälla,Left Party (V),0.0871377929139142
Järfälla,Moderate Party (M),0.20617525024911793
Järfälla,Other party,0.024492762859314163
Järfälla,Social Democrats (S),0.3081694238862515
Järfälla,Sweden Democrats (SD),0.16330754644628032
Järfälla,The Liberals (L),0.05131532198364584
Jönköping,Centre Party (C),0.07490777133731932
Jönköping,Christian Democrats (KD),0.09043414144678875
Jönköping,Green Party (MP),0.04644879172456188
Jönköping,Left Party (V),0.0475202704690606
Jönköping,Moderate Party (M),0.1904053788763576
Jönköping,Other party,0.013562166026431738
Jönköping,Social Democrats (S),0.30010782258074137
Jönköping,Sweden Democrats (SD),0.1922104491004156
Jönköping,The Liberals (L),0.04440320843832303
Kalix,Centre Party (C),0.049583206525335065
Kalix,Christian Democrats (KD),0.04516664544060736
Kalix,Green Party (MP),0.02980624779971108
Kalix,Left Party (V),0.04378955661262329
Kalix,Moderate Party (M),0.12322974469287622
Kalix,Other party,0.009268431439137402
Kalix,Social Democrats (S),0.4389741137149185
Kalix,Sweden Democrats (SD),0.23941006012158036
Kalix,The Liberals (L),0.02077199365321065
Kalmar,Centre Party (C),0.06375373497965056
Kalmar,Christian Democrats (KD),0.05863632974748931
Kalmar,Green Party (MP),0.050126852541813975
Kalmar,Left Party (V),0.05335336225844698
Kalmar,Moderate Party (M),0.20354928472471123
Kalmar,Other party,0.012418920444147505
Kalmar,Social Democrats (S),0.3196025522907028
Kalmar,Sweden Democrats (SD),0.19943442105184891
Kalmar,The Liberals (L),0.03912454196118875
Karlsborg,Centre Party (C),0.06929532051623823
Karlsborg,Christian Democrats (KD),0.08382322108857092
Karlsborg,Green Party (MP),0.026994154739057814
Karlsborg,Left Party (V),0.033515348349095815
Karlsborg,Moderate Party (M),0.1611889262420817
Karlsborg,Other party,0.009444816097694986
Karlsborg,Social Democrats (S),0.31116419109197296
Karlsborg,Sweden Democrats (SD),0.2633775673094997
Karlsborg,The Liberals (L),0.041196454565787896
Karlshamn,Centre Party (C),0.0474858832436719
Karlshamn,Christian Democrats (KD),0.04961657162859701
Karlshamn,Green Party (MP),0.03672517273393341
Karlshamn,Left Party (V),0.046148552146110744
Karlshamn,Moderate Party (M),0.17510393539570998
Karlshamn,Other party,0.011492551531279201
Karlshamn,Social Democrats (S),0.31610426809734243
Karlshamn,Sweden Democrats (SD),0.28633931643643645
Karlshamn,The Liberals (L),0.030983748786918817
Karlskoga,Centre Party (C),0.040979019195151414
Karlskoga,Christian Democrats (KD),0.039767506086807944
Karlskoga,Green Party (MP),0.030383388632878754
Karlskoga,Left Party (V),0.04994763658101211
Karlskoga,Moderate Party (M),0.18620551813417885
Karlskoga,Other party,0.013403520972297016
Karlskoga,Social Democrats (S),0.3747291535325169
Karlskoga,Sweden Democrats (SD),0.23362085376053127
Karlskoga,The Liberals (L),0.03096340310462566
Karlskrona,Centre Party (C),0.05340131448366516
Karlskrona,Christian Democrats (KD),0.05899527790366406
Karlskrona,Green Party (MP),0.0375079304060107
Karlskrona,Left Party (V),0.04499225697950102
Karlskrona,Moderate Party (M),0.18638419513655566
Karlskrona,Other party,0.012725815539133947
Karlskrona,Social Democrats (S),0.32069365989176374
Karlskrona,Sweden Democrats (SD),0.2428826724719098
Karlskrona,The Liberals (L),0.04241687718779591
Karlstad,Centre Party (C),0.06444943451090067
Karlstad,Christian Democrats (KD),0.047968894255845634
Karlstad,Green Party (MP),0.05600939293028711
Karlstad,Left Party (V),0.06034517551903638
Karlstad,Moderate Party (M),0.19210174258345125
Karlstad,Other party,0.011560464328869747
Karlstad,Social Democrats (S),0.34866346150792454
Karlstad,Sweden Democrats (SD),0.17159801045115097
Karlstad,The Liberals (L),0.04730342391253374
Katrineholm,Centre Party (C),0.062030827029429476
Katrineholm,Christian Democrats (KD),0.04797287344942166
Katrineholm,Green Party (MP),0.04145711034981765
Katrineholm,Left Party (V),0.04676905800816846
Katrineholm,Moderate Party (M),0.16631183532037747
Katrineholm,Other party,0.01334027878654535
Katrineholm,Social Democrats (S),0.3739962495658547
Katrineholm,Sweden Democrats (SD),0.21635160182273
Katrineholm,The Liberals (L),0.031770165667655226
Kil,Centre Party (C),0.06523886983151965
Kil,Christian Democrats (KD),0.05563090542253192
Kil,Green Party (MP),0.03652779724108631
Kil,Left Party (V),0.03795300130911823
Kil,Moderate Party (M),0.16430811323312491
Kil,Other party,0.007914298349237485
Kil,Social Democrats (S),0.32396254653656403
Kil,Sweden Democrats (SD),0.2741305692346539
Kil,The Liberals (L),0.03433389884216357
Kinda,Centre Party (C),0.07807970652900732
Kinda,Christian Democrats (KD),0.08069713320473047
Kinda,Green Party (MP),0.047393105251197165
Kinda,Left Party (V),0.038608498449943185
Kinda,Moderate Party (M),0.16351724778540203
Kinda,Other party,0.015317853201070434
Kinda,Social Democrats (S),0.2999659745100645
Kinda,Sweden Democrats (SD),0.2511159104125754
Kinda,The Liberals (L),0.025304570656009447
Kiruna,Centre Party (C),0.12351905192571588
Kiruna,Christian Democrats (KD),0.08820657616109799
Kiruna,Green Party (MP),0.020704075871344697
Kiruna,Left Party (V),0.06401846138287762
Kiruna,Moderate Party (M),0.1033966652129991
Kiruna,Other party,0.01103811598490219
Kiruna,Social Democrats (S),0.3812610479195615
Kiruna,Sweden Democrats (SD),0.1907956872315525
Kiruna,The Liberals (L),0.01706031830994863
Klippan,Centre Party (C),0.041422497246292524
Klippan,Christian Democrats (KD),0.06643207008817517
Klippan,Green Party (MP),0.028268971378767837
Klippan,Left Party (V),0.03539734125798561
Klippan,Moderate Party (M),0.15468834648492386
Klippan,Other party,0.01724625953465389
Klippan,Social Democrats (S),0.2378036488569863
Klippan,Sweden Democrats (SD),0.3962564882705834
Klippan,The Liberals (L),0.022484376881631518
Knivsta,Centre Party (C),0.07875810430169378
Knivsta,Christian Democrats (KD),0.08430137524767507
Knivsta,Green Party (MP),0.06599806392847475
Knivsta,Left Party (V),0.04572613594311359
Knivsta,Moderate Party (M),0.20951122042089654
Knivsta,Other party,0.01581406863180031
Knivsta,Social Democrats (S),0.25118965755606604
Knivsta,Sweden Democrats (SD),0.19314223830048857
Knivsta,The Liberals (L),0.055559135669791364
Kramfors,Centre Party (C),0.08359842431011127
Kramfors,Christian Democrats (KD),0.046780390517163525
Kramfors,Green Party (MP),0.03400115707075791
Kramfors,Left Party (V),0.07810335166303793
Kramfors,Moderate Party (M),0.09431458286785276
Kramfors,Other party,0.014014952985703155
Kramfors,Social Democrats (S),0.4167381901523846
Kramfors,Sweden Democrats (SD),0.21581314632459916
Kramfors,The Liberals (L),0.016635804108389673
Kristianstad,Centre Party (C),0.046264405303366125
Kristianstad,Christian Democrats (KD),0.05537893967790377
Kristianstad,Green Party (MP),0.031330514668642256
Kristianstad,Left Party (V),0.04394091470394163
Kristianstad,Moderate Party (M),0.21514323182879927
Kristianstad,Other party,0.015721762186313014
Kristianstad,Social Democrats (S),0.25887886293097817
Kristianstad,Sweden Democrats (SD),0.2849885041856231
Kristianstad,The Liberals (L),0.048352864514432735
Kristinehamn,Centre Party (C),0.059384388833219136
Kristinehamn,Christian Democrats (KD),0.05056979741386305
Kristinehamn,Green Party (MP),0.03627485817256333
Kristinehamn,Left Party (V),0.056888625222040023
Kristinehamn,Moderate Party (M),0.14739102711847304
Kristinehamn,Other party,0.011240431124183782
Kristinehamn,Social Democrats (S),0.3625583272983123
Kristinehamn,Sweden Democrats (SD),0.2292013987588664
Kristinehamn,The Liberals (L),0.04649114605847891
Krokom,Centre Party (C),0.10696144720609252
Krokom,Christian Democrats (KD),0.06034069998572368
Krokom,Green Party (MP),0.053166021666486436
Krokom,Left Party (V),0.05286266786715449
Krokom,Moderate Party (M),0.15258882177588728
Krokom,Other party,0.010803055227515297
Krokom,Social Democrats (S),0.33149758974800975
Krokom,Sweden Democrats (SD),0.21155914764705783
Krokom,The Liberals (L),0.020220548876072716
Kumla,Centre Party (C),0.056516263336852765
Kumla,Christian Democrats (KD),0.055987723258029753
Kumla,Green Party (MP),0.028978541946852576
Kumla,Left Party (V),0.042263001239192764
Kumla,Moderate Party (M),0.17027708462587934
Kumla,Other party,0.012603675234688173
Kumla,Social Democrats (S),0.3319239330867974
Kumla,Sweden Democrats (SD),0.25343113618262986
Kumla,The Liberals (L),0.04801864108907739
Kungsbacka,Centre Party (C),0.06597867607706244
Kungsbacka,Christian Democrats (KD),0.06440633095797844
Kungsbacka,Green Party (MP),0.04038201611747726
Kungsbacka,Left Party (V),0.029995027031632437
Kungsbacka,Moderate Party (M),0.28714044345557177
Kungsbacka,Other party,0.01057512540960274
Kungsbacka,Social Democrats (S),0.21338013186117658
Kungsbacka,Sweden Democrats (SD),0.2245240804008766
Kungsbacka,The Liberals (L),0.06361816868862176
Kungsör,Centre Party (C),0.05055273306589391
Kungsör,Christian Democrats (KD),0.05849514365661057
Kungsör,Green Party (MP),0.029162450263526197
Kungsör,Left Party (V),0.043800254344427046
Kungsör,Moderate Party (M),0.15815857669482303
Kungsör,Other party,0.010213845244736147
Kungsör,Social Democrats (S),0.32618090036222575
Kungsör,Sweden Democrats (SD),0.2875355598263107
Kungsör,The Liberals (L),0.035900536541446655
Kungälv,Centre Party (C),0.06270622030527223
Kungälv,Christian Democrats (KD),0.06505215598231462
Kungälv,Green Party (MP),0.045888834082202665
Kungälv,Left Party (V),0.04872077522570051
Kungälv,Moderate Party (M),0.20273892470974986
Kungälv,Other party,0.015265985774217127
Kungälv,Social Democrats (S),0.28368597321607725
Kungälv,Sweden Democrats (SD),0.22531735846426984
Kungälv,The Liberals (L),0.050623772240195895
Kävlinge,Centre Party (C),0.0686021417512255
Kävlinge,Christian Democrats (KD),0.04660040110287918
Kävlinge,Green Party (MP),0.03662703476112188
Kävlinge,Left Party (V),0.025049320257563488
Kävlinge,Moderate Party (M),0.24159142714983087
Kävlinge,Other party,0.008620017214773045
Kävlinge,Social Democrats (S),0.25412489762312734
Kävlinge,Sweden Democrats (SD),0.26671354509932366
Kävlinge,The Liberals (L),0.05207121504015506
Köping,Centre Party (C),0.049208277547024004
Köping,Christian Democrats (KD),0.06365060761319122
Köping,Green Party (MP),0.027561738951687807
Köping,Left Party (V),0.06248427911300059
Köping,Moderate Party (M),0.14527146684318162
Köping,Other party,0.011741877547673928
Köping,Social Democrats (S),0.32248837315914525
Köping,Sweden Democrats (SD),0.2889106826979223
Köping,The Liberals (L),0.028682696527173212
Laholm,Centre Party (C),0.07379422230263451
Laholm,Christian Democrats (KD),0.07275366307052054
Laholm,Green Party (MP),0.03071220838369446
Laholm,Left Party (V),0.030182577726034648
Laholm,Moderate Party (M),0.18334168949738855
Laholm,Other party,0.011415760647490199
Laholm,Social Democrats (S),0.2520638871590159
Laholm,Sweden Democrats (SD),0.3062627081867707
Laholm,The Liberals (L),0.03947328302645062
Landskrona,Centre Party (C),0.03785526769217863
Landskrona,Christian Democrats (KD),0.03649397729638727
Landskrona,Green Party (MP),0.036116894051708676
Landskrona,Left Party (V),0.047495959693183265
Landskrona,Moderate Party (M),0.17002862314852263
Landskrona,Other party,0.02913837446270002
Landskrona,Social Democrats (S),0.31156486465250827
Landskrona,Sweden Democrats (SD),0.27021378175952704
Landskrona,The Liberals (L),0.06109225724328414
Laxå,Centre Party (C),0.049438409139617015
Laxå,Christian Democrats (KD),0.06383156966974404
Laxå,Green Party (MP),0.025345456917911225
Laxå,Left Party (V),0.04645521398303918
Laxå,Moderate Party (M),0.12346616365245655
Laxå,Other party,0.01386507048508816
Laxå,Social Democrats (S),0.3413367086961501
Laxå,Sweden Democrats (SD),0.30655355862598443
Laxå,The Liberals (L),0.029707848830009282
Lekeberg,Centre Party (C),0.09417613694987645
Lekeberg,Christian Democrats (KD),0.08036108748654087
Lekeberg,Green Party (MP),0.0370868774850717
Lekeberg,Left Party (V),0.03535111644856286
Lekeberg,Moderate Party (M),0.17064541846894501
Lekeberg,Other party,0.01682485011026497
Lekeberg,Social Democrats (S),0.25450786715775525
Lekeberg,Sweden Democrats (SD),0.2728092595758942
Lekeberg,The Liberals (L),0.03823738631708865
Leksand,Centre Party (C),0.07884662471300481
Leksand,Christian Democrats (KD),0.07989910372539172
Leksand,Green Party (MP),0.0457608555364536
Leksand,Left Party (V),0.05051774019083961
Leksand,Moderate Party (M),0.18483199592141908
Leksand,Other party,0.011879916866960664
Leksand,Social Democrats (S),0.29831076937015055
Leksand,Sweden Democrats (SD),0.21373492058468235
Leksand,The Liberals (L),0.03621807309109762
Lerum,Centre Party (C),0.0650249752982038
Lerum,Christian Democrats (KD),0.0609534731175207
Lerum,Green Party (MP),0.06566150828510639
Lerum,Left Party (V),0.05289541489695849
Lerum,Moderate Party (M),0.21633530550436364
Lerum,Other party,0.009828004230930795
Lerum,Social Democrats (S),0.27070008656920574
Lerum,Sweden Democrats (SD),0.19606428739057224
Lerum,The Liberals (L),0.06253694470713819
Lessebo,Centre Party (C),0.04740374721962721
Lessebo,Christian Democrats (KD),0.05954228203073635
Lessebo,Green Party (MP),0.028419544897378024
Lessebo,Left Party (V),0.06464866850958507
Lessebo,Moderate Party (M),0.15310352460011512
Lessebo,Other party,0.012546172777121684
Lessebo,Social Democrats (S),0.3600480206325781
Lessebo,Sweden Democrats (SD),0.257251004252652
Lessebo,The Liberals (L),0.017037035080206302
Lidingö,Centre Party (C),0.10248284017483791
Lidingö,Christian Democrats (KD),0.05194399144165149
Lidingö,Green Party (MP),0.06027898205617363
Lidingö,Left Party (V),0.030136184050662814
Lidingö,Moderate Party (M),0.3361127187544849
Lidingö,Other party,0.010465503172499715
Lidingö,Social Democrats (S),0.18300211883507844
Lidingö,Sweden Democrats (SD),0.12037980263616554
Lidingö,The Liberals (L),0.10519785887844556
Lidköping,Centre Party (C),0.06533334304894303
Lidköping,Christian Democrats (KD),0.07205402545586442
Lidköping,Green Party (MP),0.036669574680341904
Lidköping,Left Party (V),0.04281375480715597
Lidköping,Moderate Party (M),0.1745944444154138
Lidköping,Other party,0.012081981824092645
Lidköping,Social Democrats (S),0.29995628636242677
Lidköping,Sweden Democrats (SD),0.2611588981538845
Lidköping,The Liberals (L),0.03533769125187706
Lilla Edet,Centre Party (C),0.058469301698475834
Lilla Edet,Christian Democrats (KD),0.06685224243170922
Lilla Edet,Green Party (MP),0.03456756797920886
Lilla Edet,Left Party (V),0.04445039944101641
Lilla Edet,Moderate Party (M),0.1398431164067533
Lilla Edet,Other party,0.009654451457458203
Lilla Edet,Social Democrats (S),0.325782905429554
Lilla Edet,Sweden Democrats (SD),0.2956327247579041
Lilla Edet,The Liberals (L),0.02474729039792009
Lindesberg,Centre Party (C),0.060525713941493975
Lindesberg,Christian Democrats (KD),0.054396663238164916
Lindesberg,Green Party (MP),0.03584655823461917
Lindesberg,Left Party (V),0.05068542905894667
Lindesberg,Moderate Party (M),0.15308593790468922
Lindesberg,Other party,0.0178993880535557
Lindesberg,Social Democrats (S),0.30251585564798916
Lindesberg,Sweden Democrats (SD),0.29743337861735314
Lindesberg,The Liberals (L),0.027611075303188008
Linköping,Centre Party (C),0.07986580599965871
Linköping,Christian Democrats (KD),0.05353780848085719
Linköping,Green Party (MP),0.0679618206483652
Linköping,Left Party (V),0.05884167510848811
Linköping,Moderate Party (M),0.20602480477142582
Linköping,Other party,0.015147703964999074
Linköping,Social Democrats (S),0.30143606149271546
Linköping,Sweden Democrats (SD),0.15817148463913738
Linköping,The Liberals (L),0.059012834894353
Ljungby,Centre Party (C),0.05574192049140519
Ljungby,Christian Democrats (KD),0.07728740703110182
Ljungby,Green Party (MP),0.028970638034436412
Ljungby,Left Party (V),0.03708828831328663
Ljungby,Moderate Party (M),0.19152556372602142
Ljungby,Other party,0.013721919771420598
Ljungby,Social Democrats (S),0.29037928011938297
Ljungby,Sweden Democrats (SD),0.28020178798026074
Ljungby,The Liberals (L),0.02508319453268414
Ljusdal,Centre Party (C),0.07959556743161934
Ljusdal,Christian Democrats (KD),0.056386537786285856
Ljusdal,Green Party (MP),0.03871219171203849
Ljusdal,Left Party (V),0.04475677438616504
Ljusdal,Moderate Party (M),0.15775227759060179
Ljusdal,Other party,0.01179255362972817
Ljusdal,Social Democrats (S),0.3205085874220829
Ljusdal,Sweden Democrats (SD),0.25983369781443316
Ljusdal,The Liberals (L),0.030661812227045292
Ljusnarsberg,Centre Party (C),0.029782905681738518
Ljusnarsberg,Christian Democrats (KD),0.04121876839287308
Ljusnarsberg,Green Party (MP),0.027418535992335312
Ljusnarsberg,Left Party (V),0.052193672233998685
Ljusnarsberg,Moderate Party (M),0.1357243811050552
Ljusnarsberg,Other party,0.02076171621594643
Ljusnarsberg,Social Democrats (S),0.3392652694734017
Ljusnarsberg,Sweden Democrats (SD),0.3356233419357038
Ljusnarsberg,The Liberals (L),0.018011408968947266
Lomma,Centre Party (C),0.0844900663047954
Lomma,Christian Democrats (KD),0.04766505608058282
Lomma,Green Party (MP),0.04852208257082909
Lomma,Left Party (V),0.021607823049960215
Lomma,Moderate Party (M),0.29038940373053723
Lomma,Other party,0.0075695167632008
Lomma,Social Democrats (S),0.23515917322734398
Lomma,Sweden Democrats (SD),0.17604941954498637
Lomma,The Liberals (L),0.08854745872776418
Ludvika,Centre Party (C),0.04620644763762089
Ludvika,Christian Democrats (KD),0.04766307164955756
Ludvika,Green Party (MP),0.03209612468057866
Ludvika,Left Party (V),0.060955357699219684
Ludvika,Moderate Party (M),0.13933836244167414
Ludvika,Other party,0.014384326058234082
Ludvika,Social Democrats (S),0.35297297956755735
Ludvika,Sweden Democrats (SD),0.27655740365414677
Ludvika,The Liberals (L),0.029825926611410807
Luleå,Centre Party (C),0.05843802562490765
Luleå,Christian Democrats (KD),0.05305900267638181
Luleå,Green Party (MP),0.04697107931847539
Luleå,Left Party (V),0.0714704229369778
Luleå,Moderate Party (M),0.15468475920342523
Luleå,Other party,0.011508701397243424
Luleå,Social Democrats (S),0.3955918446684601
Luleå,Sweden Democrats (SD),0.17200452367910785
Luleå,The Liberals (L),0.03627164049502081
Lund,Centre Party (C),0.08491354601697701
Lund,Christian Democrats (KD),0.03355341113027774
Lund,Green Party (MP),0.11545970150236137
Lund,Left Party (V),0.08837881306337242
Lund,Moderate Party (M),0.16331473299367508
Lund,Other party,0.014708348876064314
Lund,Social Democrats (S),0.2882612852395288
Lund,Sweden Democrats (SD),0.12904199237627603
Lund,The Liberals (L),0.08236816880146718
Lycksele,Centre Party (C),0.05230782074662496
Lycksele,Christian Democrats (KD),0.10246594494934431
Lycksele,Green Party (MP),0.02662771269145225
Lycksele,Left Party (V),0.052046367940746456
Lycksele,Moderate Party (M),0.14427647451539446
Lycksele,Other party,0.008861533190077892
Lycksele,Social Democrats (S),0.4058981406292727
Lycksele,Sweden Democrats (SD),0.17874614254865764
Lycksele,The Liberals (L),0.028769862788429294
Lysekil,Centre Party (C),0.04599510859536112
Lysekil,Christian Democrats (KD),0.053215453641879164
Lysekil,Green Party (MP),0.04613561314117197
Lysekil,Left Party (V),0.04969966808045676
Lysekil,Moderate Party (M),0.15919459951619086
Lysekil,Other party,0.014340566119891653
Lysekil,Social Democrats (S),0.33764419782167954
Lysekil,Sweden Democrats (SD),0.24987003463835
Lysekil,The Liberals (L),0.043904758445018864
Malmö,Centre Party (C),0.05456521648871465
Malmö,Christian Democrats (KD),0.030817915673473067
Malmö,Green Party (MP),0.08294349504284776
Malmö,Left Party (V),0.12121002450433896
Malmö,Moderate Party (M),0.17431449460718407
Malmö,Other party,0.032485145630388707
Malmö,Social Democrats (S),0.2968416799525109
Malmö,Sweden Democrats (SD),0.1614847058949639
Malmö,The Liberals (L),0.04533732220557803
Malung-Sälen,Centre Party (C),0.05387082084518449
Malung-Sälen,Christian Democrats (KD),0.06616380995770246
Malung-Sälen,Green Party (MP),0.02201027024080167
Malung-Sälen,Left Party (V),0.040538313225442345
Malung-Sälen,Moderate Party (M),0.18479052741939245
Malung-Sälen,Other party,0.017421541913153874
Malung-Sälen,Social Democrats (S),0.2622091227577489
Malung-Sälen,Sweden Democrats (SD),0.32056615677675576
Malung-Sälen,The Liberals (L),0.03242943686381798
Malå,Centre Party (C),0.03927991752230213
Malå,Christian Democrats (KD),0.05354230446363932
Malå,Green Party (MP),0.020401165332721075
Malå,Left Party (V),0.08909074040546217
Malå,Moderate Party (M),0.09327464045315101
Malå,Other party,0.0076139066753236105
Malå,Social Democrats (S),0.42468377136301194
Malå,Sweden Democrats (SD),0.22245196099728382
Malå,The Liberals (L),0.04966159278710492
Mariestad,Centre Party (C),0.07529809097791995
Mariestad,Christian Democrats (KD),0.06866997624869978
Mariestad,Green Party (MP),0.03693972011763787
Mariestad,Left Party (V),0.052820684895708535
Mariestad,Moderate Party (M),0.16329121961114235
Mariestad,Other party,0.01741433830353398
Mariestad,Social Democrats (S),0.3074391452510022
Mariestad,Sweden Democrats (SD),0.24617507974667735
Mariestad,The Liberals (L),0.03195174484767795
Markaryd,Centre Party (C),0.040138098846833746
Markaryd,Christian Democrats (KD),0.09553934488949208
Markaryd,Green Party (MP),0.0190736458864545
Markaryd,Left Party (V),0.03145985784754753
Markaryd,Moderate Party (M),0.15324158195000176
Markaryd,Other party,0.017174489519665357
Markaryd,Social Democrats (S),0.2716822530877889
Markaryd,Sweden Democrats (SD),0.35265387778872564
Markaryd,The Liberals (L),0.01903685018349048
Mellerud,Centre Party (C),0.07432145535797006
Mellerud,Christian Democrats (KD),0.06891839426715432
Mellerud,Green Party (MP),0.030058026596610082
Mellerud,Left Party (V),0.0333126748696191
Mellerud,Moderate Party (M),0.17138385291919608
Mellerud,Other party,0.018607089384506434
Mellerud,Social Democrats (S),0.25984808279544724
Mellerud,Sweden Democrats (SD),0.3191655198094276
Mellerud,The Liberals (L),0.024384904000069055
Mjölby,Centre Party (C),0.05693876879092748
Mjölby,Christian Democrats (KD),0.060856250585404524
Mjölby,Green Party (MP),0.03205035883691645
Mjölby,Left Party (V),0.03947150638584799
Mjölby,Moderate Party (M),0.19833960333916484
Mjölby,Other party,0.010770530545627507
Mjölby,Social Democrats (S),0.31920950062612075
Mjölby,Sweden Democrats (SD),0.24193849956406385
Mjölby,The Liberals (L),0.04042498132592658
Mora,Centre Party (C),0.07063789132492444
Mora,Christian Democrats (KD),0.06514455452864003
Mora,Green Party (MP),0.03572849272339037
Mora,Left Party (V),0.042163667545447966
Mora,Moderate Party (M),0.15938734488884634
Mora,Other party,0.013680777350668579
Mora,Social Democrats (S),0.2972611155820109
Mora,Sweden Democrats (SD),0.28688275267759056
Mora,The Liberals (L),0.029113403378480802
Motala,Centre Party (C),0.0509982913432119
Motala,Christian Democrats (KD),0.05525590242190006
