municipality_code,municipality,age_group,gender,education_level,N
2409,Robertsfors,51-60,Men,"Tertiary education, shorter than 2 years",49.4
2409,Robertsfors,51-60,Men,Upper secondary school,252.7
2409,Robertsfors,51-60,Women,Postgraduate education,7.2
2409,Robertsfors,51-60,Women,"Primary school, 9/10 years",23.6
2409,Robertsfors,51-60,Women,"Primary school, shorter than 9 years",5.6
2409,Robertsfors,51-60,Women,"Tertiary education, 2 years or longer",98.6
2409,Robertsfors,51-60,Women,"Tertiary education, shorter than 2 years",50.8
2409,Robertsfors,51-60,Women,Upper secondary school,180.0
2409,Robertsfors,61-70,Men,Postgraduate education,6.9
2409,Robertsfors,61-70,Men,"Primary school, 9/10 years",72.4
2409,Robertsfors,61-70,Men,"Primary school, shorter than 9 years",5.0
2409,Robertsfors,61-70,Men,"Tertiary education, 2 years or longer",41.3
2409,Robertsfors,61-70,Men,"Tertiary education, shorter than 2 years",66.9
2409,Robertsfors,61-70,Men,Upper secondary school,284.4
2409,Robertsfors,61-70,Women,Postgraduate education,3.5
2409,Robertsfors,61-70,Women,"Primary school, 9/10 years",37.3
2409,Robertsfors,61-70,Women,"Primary school, shorter than 9 years",10.1
2409,Robertsfors,61-70,Women,"Tertiary education, 2 years or longer",87.4
2409,Robertsfors,61-70,Women,"Tertiary education, shorter than 2 years",68.9
2409,Robertsfors,61-70,Women,Upper secondary school,251.8
2409,Robertsfors,71-104,Men,Postgraduate education,10.5
2409,Robertsfors,71-104,Men,"Primary school, 9/10 years",74.5
2409,Robertsfors,71-104,Men,"Primary school, shorter than 9 years",122.8
2409,Robertsfors,71-104,Men,"Tertiary education, 2 years or longer",56.6
2409,Robertsfors,71-104,Men,"Tertiary education, shorter than 2 years",74.1
2409,Robertsfors,71-104,Men,Upper secondary school,308.5
2409,Robertsfors,71-104,Women,Postgraduate education,1.8
2409,Robertsfors,71-104,Women,"Primary school, 9/10 years",48.2
2409,Robertsfors,71-104,Women,"Primary school, shorter than 9 years",95.7
2409,Robertsfors,71-104,Women,"Tertiary education, 2 years or longer",86.3
2409,Robertsfors,71-104,Women,"Tertiary education, shorter than 2 years",68.0
2409,Robertsfors,71-104,Women,Upper secondary school,350.6
2417,Norsjö,18-22,Men,"Primary school, 9/10 years",78.1
2417,Norsjö,18-22,Men,"Primary school, shorter than 9 years",1.0
2417,Norsjö,18-22,Men,Upper secondary school,87.9
2417,Norsjö,18-22,Women,"Primary school, 9/10 years",93.8
2417,Norsjö,18-22,Women,"Primary school, shorter than 9 years",1.0
2417,Norsjö,18-22,Women,"Tertiary education, 2 years or longer",1.0
2417,Norsjö,18-22,Women,"Tertiary education, shorter than 2 years",4.2
2417,Norsjö,18-22,Women,Upper secondary school,49.1
2417,Norsjö,23-30,Men,"Primary school, 9/10 years",5.5
2417,Norsjö,23-30,Men,"Primary school, shorter than 9 years",0.8
2417,Norsjö,23-30,Men,"Tertiary education, 2 years or longer",4.3
2417,Norsjö,23-30,Men,"Tertiary education, shorter than 2 years",7.1
2417,Norsjö,23-30,Men,Upper secondary school,56.1
2417,Norsjö,23-30,Women,"Primary school, 9/10 years",5.5
2417,Norsjö,23-30,Women,"Primary school, shorter than 9 years",2.2
2417,Norsjö,23-30,Women,"Tertiary education, 2 years or longer",13.1
2417,Norsjö,23-30,Women,"Tertiary education, shorter than 2 years",9.1
2417,Norsjö,23-30,Women,Upper secondary school,30.5
2417,Norsjö,31-40,Men,"Primary school, 9/10 years",16.1
2417,Norsjö,31-40,Men,"Primary school, shorter than 9 years",4.4
2417,Norsjö,31-40,Men,"Tertiary education, 2 years or longer",19.8
2417,Norsjö,31-40,Men,"Tertiary education, shorter than 2 years",23.0
2417,Norsjö,31-40,Men,Upper secondary school,143.6
2417,Norsjö,31-40,Women,"Primary school, 9/10 years",15.0
2417,Norsjö,31-40,Women,"Primary school, shorter than 9 years",5.6
2417,Norsjö,31-40,Women,"Tertiary education, 2 years or longer",56.0
2417,Norsjö,31-40,Women,"Tertiary education, shorter than 2 years",26.8
2417,Norsjö,31-40,Women,Upper secondary school,83.0
2417,Norsjö,41-50,Men,"Primary school, 9/10 years",16.9
2417,Norsjö,41-50,Men,"Primary school, shorter than 9 years",5.7
2417,Norsjö,41-50,Men,"Tertiary education, 2 years or longer",23.1
2417,Norsjö,41-50,Men,"Tertiary education, shorter than 2 years",22.6
2417,Norsjö,41-50,Men,Upper secondary school,124.0
2417,Norsjö,41-50,Women,Postgraduate education,0.4
2417,Norsjö,41-50,Women,"Primary school, 9/10 years",10.3
2417,Norsjö,41-50,Women,"Primary school, shorter than 9 years",3.7
2417,Norsjö,41-50,Women,"Tertiary education, 2 years or longer",62.6
2417,Norsjö,41-50,Women,"Tertiary education, shorter than 2 years",24.8
2417,Norsjö,41-50,Women,Upper secondary school,79.5
2417,Norsjö,51-60,Men,Postgraduate education,0.5
2417,Norsjö,51-60,Men,"Primary school, 9/10 years",19.8
2417,Norsjö,51-60,Men,"Primary school, shorter than 9 years",4.1
2417,Norsjö,51-60,Men,"Tertiary education, 2 years or longer",20.9
2417,Norsjö,51-60,Men,"Tertiary education, shorter than 2 years",23.8
2417,Norsjö,51-60,Men,Upper secondary school,172.7
2417,Norsjö,51-60,Women,Postgraduate education,0.5
2417,Norsjö,51-60,Women,"Primary school, 9/10 years",12.1
2417,Norsjö,51-60,Women,"Primary school, shorter than 9 years",3.0
2417,Norsjö,51-60,Women,"Tertiary education, 2 years or longer",42.5
2417,Norsjö,51-60,Women,"Tertiary education, shorter than 2 years",29.7
2417,Norsjö,51-60,Women,Upper secondary school,137.4
2417,Norsjö,61-70,Men,Postgraduate education,0.9
2417,Norsjö,61-70,Men,"Primary school, 9/10 years",43.3
2417,Norsjö,61-70,Men,"Primary school, shorter than 9 years",7.7
2417,Norsjö,61-70,Men,"Tertiary education, 2 years or longer",15.8
2417,Norsjö,61-70,Men,"Tertiary education, shorter than 2 years",26.7
2417,Norsjö,61-70,Men,Upper secondary school,179.8
2417,Norsjö,61-70,Women,Postgraduate education,0.4
2417,Norsjö,61-70,Women,"Primary school, 9/10 years",20.6
2417,Norsjö,61-70,Women,"Primary school, shorter than 9 years",4.7
2417,Norsjö,61-70,Women,"Tertiary education, 2 years or longer",28.6
2417,Norsjö,61-70,Women,"Tertiary education, shorter than 2 years",28.6
2417,Norsjö,61-70,Women,Upper secondary school,151.8
2417,Norsjö,71-104,Men,Postgraduate education,0.4
2417,Norsjö,71-104,Men,"Primary school, 9/10 years",43.2
2417,Norsjö,71-104,Men,"Primary school, shorter than 9 years",116.7
2417,Norsjö,71-104,Men,"Tertiary education, 2 years or longer",17.3
2417,Norsjö,71-104,Men,"Tertiary education, shorter than 2 years",28.6
2417,Norsjö,71-104,Men,Upper secondary school,194.2
2417,Norsjö,71-104,Women,Postgraduate education,0.5
2417,Norsjö,71-104,Women,"Primary school, 9/10 years",34.6
2417,Norsjö,71-104,Women,"Primary school, shorter than 9 years",81.6
2417,Norsjö,71-104,Women,"Tertiary education, 2 years or longer",42.4
2417,Norsjö,71-104,Women,"Tertiary education, shorter than 2 years",28.2
2417,Norsjö,71-104,Women,Upper secondary school,232.3
2418,Malå,18-22,Men,"Primary school, 9/10 years",54.3
2418,Malå,18-22,Men,"Primary school, shorter than 9 years",3.9
2418,Malå,18-22,Men,"Tertiary education, shorter than 2 years",1.0
2418,Malå,18-22,Men,Upper secondary school,60.2
2418,Malå,18-22,Women,"Primary school, 9/10 years",67.2
2418,Malå,18-22,Women,"Primary school, shorter than 9 years",2.1
2418,Malå,18-22,Women,"Tertiary education, 2 years or longer",1.1
2418,Malå,18-22,Women,"Tertiary education, shorter than 2 years",3.1
2418,Malå,18-22,Women,Upper secondary school,50.5
2418,Malå,23-30,Men,"Primary school, 9/10 years",7.2
2418,Malå,23-30,Men,"Primary school, shorter than 9 years",3.4
2418,Malå,23-30,Men,"Tertiary education, 2 years or longer",1.3
2418,Malå,23-30,Men,"Tertiary education, shorter than 2 years",3.0
2418,Malå,23-30,Men,Upper secondary school,48.9
2418,Malå,23-30,Women,"Primary school, 9/10 years",4.2
2418,Malå,23-30,Women,"Primary school, shorter than 9 years",0.3
2418,Malå,23-30,Women,"Tertiary education, 2 years or longer",9.4
2418,Malå,23-30,Women,"Tertiary education, shorter than 2 years",4.5
2418,Malå,23-30,Women,Upper secondary school,26.4
2418,Malå,31-40,Men,"Primary school, 9/10 years",15.5
2418,Malå,31-40,Men,"Primary school, shorter than 9 years",4.8
2418,Malå,31-40,Men,"Tertiary education, 2 years or longer",10.2
2418,Malå,31-40,Men,"Tertiary education, shorter than 2 years",11.2
2418,Malå,31-40,Men,Upper secondary school,104.1
2418,Malå,31-40,Women,"Primary school, 9/10 years",12.4
2418,Malå,31-40,Women,"Primary school, shorter than 9 years",3.2
2418,Malå,31-40,Women,"Tertiary education, 2 years or longer",40.2
2418,Malå,31-40,Women,"Tertiary education, shorter than 2 years",14.4
2418,Malå,31-40,Women,Upper secondary school,65.5
2418,Malå,41-50,Men,"Primary school, 9/10 years",16.1
2418,Malå,41-50,Men,"Primary school, shorter than 9 years",0.9
2418,Malå,41-50,Men,"Tertiary education, 2 years or longer",17.5
2418,Malå,41-50,Men,"Tertiary education, shorter than 2 years",14.6
2418,Malå,41-50,Men,Upper secondary school,106.8
2418,Malå,41-50,Women,"Primary school, 9/10 years",9.4
2418,Malå,41-50,Women,"Primary school, shorter than 9 years",4.4
2418,Malå,41-50,Women,"Tertiary education, 2 years or longer",41.2
2418,Malå,41-50,Women,"Tertiary education, shorter than 2 years",15.1
2418,Malå,41-50,Women,Upper secondary school,52.3
2418,Malå,51-60,Men,"Primary school, 9/10 years",14.6
2418,Malå,51-60,Men,"Primary school, shorter than 9 years",1.3
2418,Malå,51-60,Men,"Tertiary education, 2 years or longer",15.9
2418,Malå,51-60,Men,"Tertiary education, shorter than 2 years",13.8
2418,Malå,51-60,Men,Upper secondary school,107.8
2418,Malå,51-60,Women,Postgraduate education,0.5
2418,Malå,51-60,Women,"Primary school, 9/10 years",8.8
2418,Malå,51-60,Women,"Primary school, shorter than 9 years",3.9
2418,Malå,51-60,Women,"Tertiary education, 2 years or longer",35.7
2418,Malå,51-60,Women,"Tertiary education, shorter than 2 years",20.0
2418,Malå,51-60,Women,Upper secondary school,88.4
2418,Malå,61-70,Men,"Primary school, 9/10 years",34.0
2418,Malå,61-70,Men,"Primary school, shorter than 9 years",3.9
2418,Malå,61-70,Men,"Tertiary education, 2 years or longer",15.9
2418,Malå,61-70,Men,"Tertiary education, shorter than 2 years",16.8
2418,Malå,61-70,Men,Upper secondary school,133.8
2418,Malå,61-70,Women,Postgraduate education,0.8
2418,Malå,61-70,Women,"Primary school, 9/10 years",15.7
2418,Malå,61-70,Women,"Primary school, shorter than 9 years",2.9
2418,Malå,61-70,Women,"Tertiary education, 2 years or longer",26.2
2418,Malå,61-70,Women,"Tertiary education, shorter than 2 years",19.0
2418,Malå,61-70,Women,Upper secondary school,91.6
2418,Malå,71-104,Men,Postgraduate education,0.9
2418,Malå,71-104,Men,"Primary school, 9/10 years",35.1
2418,Malå,71-104,Men,"Primary school, shorter than 9 years",67.6
2418,Malå,71-104,Men,"Tertiary education, 2 years or longer",19.2
2418,Malå,71-104,Men,"Tertiary education, shorter than 2 years",24.1
2418,Malå,71-104,Men,Upper secondary school,131.5
2418,Malå,71-104,Women,Postgraduate education,0.5
2418,Malå,71-104,Women,"Primary school, 9/10 years",30.3
2418,Malå,71-104,Women,"Primary school, shorter than 9 years",58.7
2418,Malå,71-104,Women,"Tertiary education, 2 years or longer",31.4
2418,Malå,71-104,Women,"Tertiary education, shorter than 2 years",33.2
2418,Malå,71-104,Women,Upper secondary school,160.1
2421,Storuman,18-22,Men,"Primary school, 9/10 years",128.7
2421,Storuman,18-22,Men,"Primary school, shorter than 9 years",2.2
2421,Storuman,18-22,Men,"Tertiary education, 2 years or longer",3.3
2421,Storuman,18-22,Men,"Tertiary education, shorter than 2 years",6.6
2421,Storuman,18-22,Men,Upper secondary school,119.9
2421,Storuman,18-22,Women,"Primary school, 9/10 years",117.0
2421,Storuman,18-22,Women,"Primary school, shorter than 9 years",2.2
2421,Storuman,18-22,Women,"Tertiary education, 2 years or longer",2.2
2421,Storuman,18-22,Women,"Tertiary education, shorter than 2 years",12.0
2421,Storuman,18-22,Women,Upper secondary school,74.3
2421,Storuman,23-30,Men,"Primary school, 9/10 years",16.0
2421,Storuman,23-30,Men,"Primary school, shorter than 9 years",2.8
2421,Storuman,23-30,Men,"Tertiary education, 2 years or longer",6.6
2421,Storuman,23-30,Men,"Tertiary education, shorter than 2 years",15.1
2421,Storuman,23-30,Men,Upper secondary school,94.2
2421,Storuman,23-30,Women,"Primary school, 9/10 years",8.1
2421,Storuman,23-30,Women,"Primary school, shorter than 9 years",1.8
2421,Storuman,23-30,Women,"Tertiary education, 2 years or longer",25.1
2421,Storuman,23-30,Women,"Tertiary education, shorter than 2 years",16.1
2421,Storuman,23-30,Women,Upper secondary school,54.2
2421,Storuman,31-40,Men,"Primary school, 9/10 years",28.5
2421,Storuman,31-40,Men,"Primary school, shorter than 9 years",3.3
2421,Storuman,31-40,Men,"Tertiary education, 2 years or longer",23.4
2421,Storuman,31-40,Men,"Tertiary education, shorter than 2 years",36.4
2421,Storuman,31-40,Men,Upper secondary school,180.0
2421,Storuman,31-40,Women,Postgraduate education,0.9
2421,Storuman,31-40,Women,"Primary school, 9/10 years",14.1
2421,Storuman,31-40,Women,"Primary school, shorter than 9 years",6.3
2421,Storuman,31-40,Women,"Tertiary education, 2 years or longer",79.4
2421,Storuman,31-40,Women,"Tertiary education, shorter than 2 years",38.7
2421,Storuman,31-40,Women,Upper secondary school,108.1
2421,Storuman,41-50,Men,Postgraduate education,0.5
2421,Storuman,41-50,Men,"Primary school, 9/10 years",31.4
2421,Storuman,41-50,Men,"Primary school, shorter than 9 years",3.0
2421,Storuman,41-50,Men,"Tertiary education, 2 years or longer",41.5
2421,Storuman,41-50,Men,"Tertiary education, shorter than 2 years",48.1
2421,Storuman,41-50,Men,Upper secondary school,183.1
2421,Storuman,41-50,Women,Postgraduate education,1.3
2421,Storuman,41-50,Women,"Primary school, 9/10 years",12.9
2421,Storuman,41-50,Women,"Primary school, shorter than 9 years",5.5
2421,Storuman,41-50,Women,"Tertiary education, 2 years or longer",90.9
2421,Storuman,41-50,Women,"Tertiary education, shorter than 2 years",40.1
2421,Storuman,41-50,Women,Upper secondary school,105.1
2421,Storuman,51-60,Men,Postgraduate education,0.4
2421,Storuman,51-60,Men,"Primary school, 9/10 years",37.4
2421,Storuman,51-60,Men,"Primary school, shorter than 9 years",4.2
2421,Storuman,51-60,Men,"Tertiary education, 2 years or longer",36.7
2421,Storuman,51-60,Men,"Tertiary education, shorter than 2 years",46.1
2421,Storuman,51-60,Men,Upper secondary school,228.0
2421,Storuman,51-60,Women,Postgraduate education,1.9
2421,Storuman,51-60,Women,"Primary school, 9/10 years",18.1
2421,Storuman,51-60,Women,"Primary school, shorter than 9 years",6.7
2421,Storuman,51-60,Women,"Tertiary education, 2 years or longer",79.1
2421,Storuman,51-60,Women,"Tertiary education, shorter than 2 years",54.2
2421,Storuman,51-60,Women,Upper secondary school,168.8
2421,Storuman,61-70,Men,Postgraduate education,0.9
2421,Storuman,61-70,Men,"Primary school, 9/10 years",64.0
2421,Storuman,61-70,Men,"Primary school, shorter than 9 years",13.6
2421,Storuman,61-70,Men,"Tertiary education, 2 years or longer",27.3
2421,Storuman,61-70,Men,"Tertiary education, shorter than 2 years",46.2
2421,Storuman,61-70,Men,Upper secondary school,250.9
2421,Storuman,61-70,Women,Postgraduate education,2.4
2421,Storuman,61-70,Women,"Primary school, 9/10 years",28.7
2421,Storuman,61-70,Women,"Primary school, shorter than 9 years",13.5
2421,Storuman,61-70,Women,"Tertiary education, 2 years or longer",56.4
2421,Storuman,61-70,Women,"Tertiary education, shorter than 2 years",69.3
2421,Storuman,61-70,Women,Upper secondary school,204.9
2421,Storuman,71-104,Men,Postgraduate education,2.0
2421,Storuman,71-104,Men,"Primary school, 9/10 years",76.0
2421,Storuman,71-104,Men,"Primary school, shorter than 9 years",138.1
2421,Storuman,71-104,Men,"Tertiary education, 2 years or longer",36.0
2421,Storuman,71-104,Men,"Tertiary education, shorter than 2 years",63.2
2421,Storuman,71-104,Men,Upper secondary school,280.2
2421,Storuman,71-104,Women,Postgraduate education,0.9
2421,Storuman,71-104,Women,"Primary school, 9/10 years",40.5
2421,Storuman,71-104,Women,"Primary school, shorter than 9 years",128.9
2421,Storuman,71-104,Women,"Tertiary education, 2 years or longer",72.3
2421,Storuman,71-104,Women,"Tertiary education, shorter than 2 years",67.8
2421,Storuman,71-104,Women,Upper secondary school,301.5
2422,Sorsele,18-22,Men,"Primary school, 9/10 years",39.0
2422,Sorsele,18-22,Men,"Primary school, shorter than 9 years",1.1
2422,Sorsele,18-22,Men,"Tertiary education, shorter than 2 years",1.1
2422,Sorsele,18-22,Men,Upper secondary school,43.1
2422,Sorsele,18-22,Women,"Primary school, 9/10 years",38.1
2422,Sorsele,18-22,Women,"Primary school, shorter than 9 years",1.0
2422,Sorsele,18-22,Women,"Tertiary education, 2 years or longer",4.3
2422,Sorsele,18-22,Women,"Tertiary education, shorter than 2 years",2.1
2422,Sorsele,18-22,Women,Upper secondary school,23.3
2422,Sorsele,23-30,Men,"Primary school, 9/10 years",3.0
2422,Sorsele,23-30,Men,"Primary school, shorter than 9 years",0.9
2422,Sorsele,23-30,Men,"Tertiary education, 2 years or longer",1.3
2422,Sorsele,23-30,Men,"Tertiary education, shorter than 2 years",5.2
2422,Sorsele,23-30,Men,Upper secondary school,36.9
2422,Sorsele,23-30,Women,"Primary school, 9/10 years",2.5
2422,Sorsele,23-30,Women,"Primary school, shorter than 9 years",0.4
2422,Sorsele,23-30,Women,"Tertiary education, 2 years or longer",10.9
2422,Sorsele,23-30,Women,"Tertiary education, shorter than 2 years",5.9
2422,Sorsele,23-30,Women,Upper secondary school,21.7
2422,Sorsele,31-40,Men,"Primary school, 9/10 years",9.9
2422,Sorsele,31-40,Men,"Primary school, shorter than 9 years",1.8
2422,Sorsele,31-40,Men,"Tertiary education, 2 years or longer",5.4
2422,Sorsele,31-40,Men,"Tertiary education, shorter than 2 years",17.1
2422,Sorsele,31-40,Men,Upper secondary school,78.4
2422,Sorsele,31-40,Women,"Primary school, 9/10 years",6.8
2422,Sorsele,31-40,Women,"Primary school, shorter than 9 years",2.0
2422,Sorsele,31-40,Women,"Tertiary education, 2 years or longer",29.1
2422,Sorsele,31-40,Women,"Tertiary education, shorter than 2 years",13.5
